source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,DCAL,ROP,RDEP,RSHA,RMED,RXO,RMIC,SP,DTC,NPHI,PEF,GR,RHOB,DRHO,SGR,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,142.52,,,,,,,90.597679138,,1998.2327881,,,,,,,0.5661897659,,,,142.52000427,454816.28125,6571051.5,-117.5200043
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,142.672,,,,,,,90.566047668,,1997.8984375,,,,,,,0.5146304369,,,,142.67201233,454816.28125,6571051.5,-117.6720047
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,142.824,,,,,,,90.508255005,,1997.5639648,,,,,,,0.2974824011,,,,142.82398987,454816.28125,6571051.5,-117.8240051
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,142.976,,,,,,,90.446296692,,1997.2293701,,,,,,,0.7999456525,,,,142.97599792,454816.28125,6571051.5,-117.9760056
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,143.128,,,,,,,90.384170532,,1996.8950195,,,,,,,1.5502868891,,,,143.12800598,454816.28125,6571051.5,-118.128006
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,143.28,,,,,,,90.322036743,,1996.5604248,,,,,,,2.103603363,,,,143.27999878,454816.28125,6571051.5,-118.2800064
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,143.432,,,,,,,90.259811401,,1996.2258301,,,,,,,1.7578417063,,,,143.43199158,454816.28125,6571051.5,-118.4320068
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,143.584,,,,,,,90.19758606,,1995.8913574,,,,,,,1.1374776363,,,,143.58399963,454816.28125,6571051.5,-118.5840073
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,143.736,,,,,,,90.135345459,,1995.5568848,,,,,,,0.709916532,,,,143.73599243,454816.28125,6571051.5,-118.7360077
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,143.888,,,,,,,90.073028564,,1995.2224121,,,,,,,0.8037669659,,,,143.88800049,454816.28125,6571051.5,-118.8880081
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,144.04,,,,,,,90.010696411,,1994.8878174,,,,,,,0.9962604046,,,,144.04000854,454816.28125,6571051.5,-119.0400009
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,144.192,,,,,,,89.948272705,,1994.5534668,,,,,,,1.1361763477,,,,144.19200134,454816.28125,6571051.5,-119.192009
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,144.344,,,,,,,89.88583374,,1994.0805664,,,,,,,1.2638550997,,,,144.34399414,454816.28125,6571051.5,-119.3440018
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,144.496,,,,,,,89.823394775,,1993.2346191,,,,,,,1.0775443316,,,,144.4960022,454816.28125,6571051.5,-119.4960098
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,144.648,,,,,,,89.760879517,,1992.1080322,,,,,,,1.1343028545,,,,144.64801025,454816.28125,6571051.5,-119.6480103
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,144.8,,,,,,,89.698348999,,1990.9355469,,,,,,,1.0536401272,,,,144.80000305,454816.28125,6571051.5,-119.8000031
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,144.952,,,,,,,89.635734558,,1989.7630615,,,,,,,1.0297040939,,,,144.95199585,454816.28125,6571051.5,-119.9520111
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,145.104,,,,,,,89.573013306,,1988.5904541,,,,,,,1.0302028656,,,,145.10400391,454816.28125,6571051.5,-120.1040039
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,145.256,,,,,,,89.510360718,,1987.4179688,,,,,,,1.1070811749,,,,145.2559967,454816.28125,6571051.5,-120.2560043
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,145.408,,,,,,,89.447563171,,1986.2454834,,,,,,,1.1516768932,,,,145.40800476,454816.28125,6571051.5,-120.4080048
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,145.56,,,,,,,89.384811401,,1985.072876,,,,,,,1.0553303957,,,,145.55999756,454816.28125,6571051.5,-120.5600052
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,145.712,,,,,,,89.321998596,,1983.9002686,,,,,,,0.8247550726,,,,145.71199036,454816.28125,6571051.5,-120.7120056
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,145.864,,,,,,,89.259086609,,1982.7279053,,,,,,,0.8745105267,,,,145.86399841,454816.28125,6571051.5,-120.864006
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,146.016,,,,,,,89.196151733,,1981.5554199,,,,,,,0.6981842518,,,,146.01600647,454816.28125,6571051.5,-121.0160065
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,146.168,,,,,,,89.133209229,,1980.3828125,,,,,,,0.7451449037,,,,146.16799927,454816.28125,6571051.5,-121.1680069
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,146.32,,,,,,,89.070205688,,1979.2103271,,,,,,,0.7724784613,,,,146.31999207,454816.28125,6571051.5,-121.3200073
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,146.472,,,,,,,89.007171631,,1978.0378418,,,,,,,0.8228706121,,,,146.47200012,454816.28125,6571051.5,-121.4720001
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,146.624,,,,,,,88.94405365,,1976.8652344,,,,,,,0.8871015906,,,,146.62399292,454816.28125,6571051.5,-121.6240082
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,146.776,,,,,,,88.88092041,,1975.692627,,,,,,,0.9007561803,,,,146.77600098,454816.28125,6571051.5,-121.7760086
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,146.928,,,,,,,88.820648193,,1974.5202637,,,,,,,1.3985383511,,,,146.92799377,454816.28125,6571051.5,-121.928009
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,147.08,,,,,,,88.761520386,,1973.3475342,,,,,,,1.4444652796,,,,147.08000183,454816.28125,6571051.5,-122.0800095
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,147.232,,,,,,,88.699623108,,1972.175293,,,,,,,1.5148431063,,,,147.23199463,454816.28125,6571051.5,-122.2320023
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,147.384,,,,,,,88.640724182,,1971.0029297,,,,,,,1.34737432,,,,147.38400269,454816.28125,6571051.5,-122.3840103
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,147.536,,,,,,,88.628807068,,1969.8302002,,,,,,,1.2871235609,,,,147.53601074,454816.28125,6571051.5,-122.5360031
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,147.688,,,,,,,88.674667358,,1969.4112549,,,,,,,1.1890633106,,,,147.68800354,454816.28125,6571051.5,-122.6880035
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,147.84,,,,,,,88.736686707,,1970.1193848,,,,,,,1.2559986115,,,,147.83999634,454816.28125,6571051.5,-122.840004
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,147.992,,,,,,,88.799446106,,1971.2512207,,,,,,,1.1905708313,,,,147.99200439,454816.28125,6571051.5,-122.9920044
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,148.144,,,,,,,88.862182617,,1972.4283447,,,,,,,1.738748312,,,,148.14399719,454816.28125,6571051.5,-123.1440125
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,148.296,,,,,,,88.924842834,,1973.6053467,,,,,,,2.0247340202,,,,148.29600525,454816.28125,6571051.5,-123.2960052
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,148.448,,,,,,,88.987480164,,1974.7825928,,,,,,,2.2493181229,,,,148.44799805,454816.28125,6571051.5,-123.4480057
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,148.6,,,,,,,89.050041199,,1975.9599609,,,,,,,1.5488162041,,,,148.59999084,454816.28125,6571051.5,-123.6000061
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,148.752,,,,,,,89.112571716,,1977.137085,,,,,,,1.1661779881,,,,148.7519989,454816.28125,6571051.5,-123.7520065
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,148.904,,,,,,,89.175033569,,1978.314209,,,,,,,1.4667448997,,,,148.90400696,454816.28125,6571051.5,-123.904007
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,149.056,,,,,,2.4491200447,89.237464905,,1979.4914551,,,,,,,2.1651518345,,,,149.05599976,454816.28125,6571051.5,-124.0560074
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,149.208,,,,,,3.6681602001,89.29990387,,1980.6685791,,,,,,,2.3881702423,,,,149.20799255,454816.28125,6571051.5,-124.2080078
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,149.36,,,,,,4.8871121407,89.362266541,,1981.8457031,,,,,,,2.1785960197,,,,149.36000061,454816.28125,6571051.5,-124.3600082
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,149.512,,,,,,6.1061401367,89.424598694,,1983.0229492,,,,,,,1.9723016024,,,,149.51200867,454816.28125,6571051.5,-124.5120087
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,149.664,,,,,,7.3251800537,89.486793518,,1984.2000732,,,,,,,2.4480555058,,,,149.66400146,454816.28125,6571051.5,-124.6640091
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,149.816,,,,,,8.5442199707,89.549003601,,1985.3771973,,,,,,,2.7647242546,,,,149.81599426,454816.28125,6571051.5,-124.8160095
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,149.968,,,,,,9.7631855011,89.611236572,,1986.5544434,,,,,,,2.8625407219,,,,149.96800232,454816.28125,6571051.5,-124.9680099
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,150.12,,,,,,13.30175209,89.673332214,,1987.7315674,,,,,,,2.3645889759,,,,150.11999512,454816.28125,6571051.5,-125.1200027
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,150.272,,,,,,17.705833435,89.735443115,,1988.9088135,,,,,,,2.2138905525,,,,150.27200317,454816.28125,6571051.5,-125.2720108
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,150.424,,,,,,22.118211746,89.79750824,,1990.0861816,,,,,,,2.0795955658,,,,150.42401123,454816.28125,6571051.5,-125.4240036
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,150.576,,,,,,26.530649185,89.859542847,,1991.2633057,,,,,,,1.9668141603,,,,150.57600403,454816.28125,6571051.5,-125.5760117
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,150.728,,,,,,30.943065643,89.921577454,,1992.4403076,,,,,,,1.5885385275,,,,150.72799683,454816.28125,6571051.5,-125.7280121
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,150.88,,,,,,35.355545044,89.98601532,,1993.6174316,,,,,,,1.3726613522,,,,150.88000488,454816.28125,6571051.5,-125.8800049
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,151.032,,,,,,39.543743134,90.053909302,,1994.7946777,,,,,,,1.9015946388,,,,151.03199768,454816.28125,6571051.5,-126.0320053
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,151.184,,,,,,42.696804047,90.122962952,,1995.9718018,,,,,,,2.5910205841,,,,151.18399048,454816.28125,6571051.5,-126.1840057
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,151.336,,,,,,45.543338776,90.192077637,,1996.7316895,,,,,,,2.9309859276,,,,151.33599854,454816.28125,6571051.5,-126.3360062
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,151.488,,,,,,48.38986969,90.257095337,,1996.7862549,,,,,,,2.9438822269,,,,151.48799133,454816.28125,6571051.5,-126.4880066
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,151.64,,,,,,51.236408234,90.319702148,,1996.5015869,,,,,,,3.0206401348,,,,151.63999939,454816.28125,6571051.5,-126.640007
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,151.792,,,,,,54.082939148,90.386047363,,1996.1682129,,,,,,,3.0886290073,,,,151.79200745,454816.28125,6571051.5,-126.7920074
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,151.944,,,,,,56.929477692,90.454719543,,1995.835083,,,,,,,2.6873829365,,,,151.94400024,454816.28125,6571051.5,-126.9440079
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,152.096,,,,,,59.776012421,90.5235672,,1995.501709,,,,,,,2.5495228767,,,,152.09599304,454816.28125,6571051.5,-127.0960083
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,152.248,,,,,,59.8816185,90.592391968,,1995.168457,,,,,,,2.4244573116,,,,152.2480011,454816.28125,6571051.5,-127.2480087
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,152.4,,,,,,58.885101318,90.661201477,,1994.835083,,,,,,,2.8599002361,,,,152.40000916,454816.28125,6571051.5,-127.4000092
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,152.552,,,,,,57.882549286,90.729949951,,1994.5018311,,,,,,,2.9271605015,,,,152.55200195,454816.28125,6571051.5,-127.552002
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,152.704,,,,,,56.880012512,90.798606873,,1994.1685791,,,,,,,3.2356145382,,,,152.70399475,454816.28125,6571051.5,-127.70401
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,152.856,,,,,,55.877426147,90.867225647,,1993.8352051,,,,,,,3.2781300545,,,,152.85600281,454816.28125,6571051.5,-127.8560104
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,153.008,,,,,,54.896053314,90.935852051,,1993.5018311,,,,,,,3.3285093307,,,,153.00799561,454816.28125,6571051.5,-128.0080109
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,153.16,,,,,,54.45898819,91.004333496,,1993.1685791,,,,,,,3.1465001106,,,,153.16000366,454816.28125,6571051.5,-128.1600037
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,153.312,,,,,,54.570980072,91.072753906,,1992.8353271,,,,,,,3.074639082,,,,153.31199646,454816.28125,6571051.5,-128.3119965
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,153.464,,,,,,54.682975769,91.141174316,,1992.5020752,,,,,,,3.0040574074,,,,153.46400452,454816.28125,6571051.5,-128.4640045
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,153.616,,,,,,54.794971466,91.209594727,,1992.1687012,,,,,,,3.1158795357,,,,153.61599731,454816.28125,6571051.5,-128.6160126
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,153.768,,,,,,54.906963348,91.277885437,,1991.8353271,,,,,,,3.1044149399,,,,153.76800537,454816.28125,6571051.5,-128.7680054
Force_2020_all_wells_train_test_blind_hidden_final/25_7-2.las,25/7-2,153.92,,,,,,55.018955231,91.339111328,,1991.5021973,,,,,,,3.1478645802,,,,153.91999817,454816.28125,6571051.5,-128.9200134
