source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,RDEP,RSHA,RMED,SP,DTC,NPHI,PEF,GR,RHOB,DRHO,SGR,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,421.12943604,,,21.750183105,,,,-97.76702118,,,,3.532340765,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,421.28143604,,,21.780569077,,,,-97.77999878,,,,3.7852065563,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,421.43343604,,,21.78099823,,,,-98.86981964,,,,3.5315659046,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,421.58543604,,,21.781011581,,,,-125.3565369,,,,3.7819697857,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,421.73743604,,,21.796438217,,,,-115.1984024,,,,3.8025596142,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,421.88943604,,,21.842128754,,,,-93.27849579,,,,3.7954447269,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,422.04143604,,,21.770372391,,,,-99.11313629,,,,4.0660767555,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,422.19343604,,,24.05049324,,,,-110.5144196,,,,3.8136670589,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,422.34543604,,,25.049936295,,,,-123.2997894,,,,4.5936546326,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,422.49743604,,,25.108243942,,,,-134.3587036,,,,4.1134095192,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,422.64943604,,,25.094772339,,,,-144.8576508,,,,4.6118273735,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,422.80143604,,,25.078874588,,,,-151.3126526,,,,4.1200423241,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,422.95343604,,,25.078010559,,,,-157.7817078,,,,3.8357362747,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,423.10543604,,,25.093038559,,,,-160.9747467,,,,4.3053798676,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,423.25743604,,,25.094007492,,,,-162.0922546,,,,5.0906414986,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,423.40943604,,,25.107999802,,,,-164.2578583,,,,5.3956708908,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,423.56143604,,,25.080089569,,,,-159.9782562,,,,4.4237513542,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,423.71343604,,,25.049186707,,,,-158.9578857,,,,3.3568618298,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,423.86543604,,,25.047019958,,,,-156.8196259,,,,4.0310811996,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,424.01743604,,,25.075651169,,,,-153.4203796,,,,4.5883932114,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,424.16943604,,,25.077981949,,,,-148.3170166,,,,5.121424675,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,424.32143604,,,25.049516678,,,,-144.459259,,,,3.9191265106,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,424.47343604,,,25.047002792,,,,-142.5516357,,,,4.306637764,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,424.62543604,,,25.047019958,,,,-142.2907867,,,,4.5836677551,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,424.77743604,,,25.075256348,,,,-142.7355499,,,,5.5877528191,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,424.92943604,,,25.092535019,,,,-143.1206665,,,,4.930627346,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,425.08143604,,,25.093978882,,,,-142.7021027,,,,4.3705096245,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,425.23343604,,,25.051553726,,,,-141.0745239,,,,4.5851078033,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,425.38543604,,,25.047002792,,,,-138.8789368,,,,5.5877246857,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,425.53743604,,,25.047002792,,,,-137.3082733,,,,6.4285526276,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,425.68943604,,,25.047019958,,,,-139.1695099,,,,6.5015015602,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,425.84143604,,,25.08895874,,,,-143.1990051,,,,7.0022706985,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,425.99343604,,,25.093999863,,,,-150.552887,,,,6.3429059982,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,426.14543604,,,25.093999863,,,,-155.1764221,,,,6.2532925606,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,426.29743604,,,25.093999863,,,,-157.0926971,,,,4.809595108,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,426.44943604,,,25.093999863,,,,-157.9415588,,,,5.5718331337,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,426.60143604,,,25.094007492,,,,-159.3491364,,,,5.4662804604,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,426.75343604,,,25.107145309,,,,-161.1742706,,,,6.1353726387,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,426.90543604,,,25.095874786,,,,-163.5907898,,,,5.7595624924,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,427.05743604,,,25.080070496,,,,-166.7378845,,,,6.4026832581,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,427.20943604,,,25.104930878,,,,-169.870636,,,,5.8082165718,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,427.36143604,,,25.096002579,,,,-171.4712219,,,,5.4863886833,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,427.51343604,,,25.094005585,,,,-173.8142242,,,,5.4531683922,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,427.66543604,,,25.106906891,,,,-175.9846954,,,,5.6823921204,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,427.81743604,,,25.096126556,,,,-177.3531799,,,,6.1679534912,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,427.96943604,,,25.10682869,,,,-177.8509674,,,,5.9911937714,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,428.12143604,,,25.096204758,,,,-177.9049988,,,,5.9488897324,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,428.27343604,,,25.10675621,,,,-178.330307,,,,5.9487609863,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,428.42543604,,,25.108989716,,,,-178.8289795,,,,5.5023145676,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,428.57743604,,,25.096319199,,,,-177.9540405,,,,5.8838634491,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,428.72943604,,,25.093999863,,,,-175.8840485,,,,4.8333554268,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,428.88143604,,,25.093999863,,,,-174.2697601,,,,5.320186615,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,429.03343604,,,25.093999863,,,,-172.8783875,,,,5.6826176643,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,429.18543604,,,25.093992233,,,,-170.3590851,,,,5.9548254013,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,429.33743604,,,25.080692291,,,,-166.5761261,,,,5.7597985268,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,429.48943604,,,25.091274261,,,,-163.623703,,,,6.3922982216,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,429.64143604,,,25.093999863,,,,-160.8809967,,,,8.5473232269,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,429.79343604,,,25.093980789,,,,-157.3134308,,,,9.2066230774,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,429.94543604,,,25.093976974,,,,-154.3950653,,,,7.9121422768,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,430.09743604,,,25.093976974,,,,-152.2667236,,,,6.7312011719,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,430.24943604,,,25.093986511,,,,-151.4967499,,,,6.2962846756,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,430.40143604,,,25.093997955,,,,-151.4049988,,,,7.3451333046,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,430.55343604,,,25.094005585,,,,-151.6077881,,,,6.4949054718,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,430.70543604,,,25.106119156,,,,-150.4422302,,,,6.6964850426,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,430.85743604,,,25.096906662,,,,-148.7444611,,,,6.8121962547,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,431.00943604,,,25.093999863,,,,-148.0032959,,,,8.3382549286,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,431.16143604,,,25.094005585,,,,-147.104248,,,,9.1431846619,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,431.31343604,,,25.105962753,,,,-145.1092987,,,,10.329464912,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,431.46543604,,,25.097064972,,,,-140.6778107,,,,11.24139595,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,431.61743604,,,25.093999863,,,,-137.0784607,,,,10.960076332,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,431.76943604,,,25.093999863,,,,-136.6025238,,,,10.18358326,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,431.92143604,,,25.093999863,,,,-137.442627,,,,10.439518929,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,432.07343604,,,25.093999863,,,,-136.2812195,,,,11.837529182,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,432.22543604,,,25.093999863,,,,-135.7094116,,,,13.067753792,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,432.37743604,,,25.093999863,,,,-137.5067902,,,,12.264735222,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,432.52943604,,,25.093999863,,,,-140.6525269,,,,11.549913406,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,432.68143604,,,25.093999863,,,,-143.5345612,,,,11.012545586,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,432.83343604,,,25.093999863,,,,-146.0843353,,,,10.896093369,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,432.98543604,,,25.093999863,,,,-145.6934662,,,,10.261069298,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,433.13743604,,,25.093999863,,,,-145.2133484,,,,10.250380516,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,433.28943604,,,25.093999863,,,,-145.345993,,,,10.710734367,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,433.44143604,,,25.093999863,,,,-146.3566284,,,,10.847581863,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,433.59343604,,,25.093999863,,,,-147.0343323,,,,9.6240949631,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,433.74543604,,,25.093999863,,,,-147.7220001,,,,8.7971639633,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,433.89743604,,,25.093999863,,,,-148.8466797,,,,9.0627250671,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,434.04943604,,,25.093999863,,,,-148.5918732,,,,10.439538002,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,434.20143604,,,25.093999863,,,,-149.7144012,,,,11.26628685,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,434.35343604,,,25.093999863,,,,-152.2053223,,,,10.793528557,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,434.50543604,,,25.093999863,,,,-155.8766632,,,,8.548283577,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,434.65743604,,,25.093992233,,,,-159.6809845,,,,7.2450246811,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,434.80943604,,,25.082195282,,,,-161.9458008,,,,7.0323405266,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,434.96143604,,,25.078006744,,,,-163.3238678,,,,7.6261882782,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,435.11343604,,,25.08972168,,,,-164.2043762,,,,8.6384620667,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,435.26543604,,,25.093992233,,,,-164.9523773,,,,8.729883194,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,435.41743604,,,25.08234787,,,,-167.7001343,,,,8.4395046234,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,435.56943604,,,25.077987671,,,,-170.1946106,,,,7.374194622,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,435.72143604,,,25.077997208,,,,-172.1334991,,,,7.0146450996,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,435.87343604,,,25.077985764,,,,-174.0035248,,,,7.438955307,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,436.02543604,,,25.077987671,,,,-175.7842255,,,,8.2018461227,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,436.17743604,,,25.077997208,,,,-177.5296783,,,,9.5990133286,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,436.32943604,,,25.078006744,,,,-178.118927,,,,10.824489594,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,436.48143604,,,25.089344025,,,,-178.4207916,,,,11.320874214,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,436.63343604,,,25.093999863,,,,-177.7355957,,,,11.409300804,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,436.78543604,,,25.093999863,,,,-174.0634766,,,,11.408653259,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,436.93743604,,,25.093999863,,,,-166.5228119,,,,11.981305122,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,437.08943604,,,25.093999863,,,,-157.4456787,,,,11.838709831,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,437.24143604,,,25.093994141,,,,-145.2629089,,,,10.345238686,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,437.39343604,,,25.08291626,,,,-133.1848755,,,,8.8396100998,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,437.54543604,,,25.089033127,,,,-122.4058228,,,,7.8806438446,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,437.69743604,,,25.088481903,,,,-119.3269348,,,,9.6968622208,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,437.84943604,,,25.080514908,,,,-125.9133148,,,,10.997225761,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,438.00143604,,,25.077999115,,,,-135.5586853,,,,11.904194832,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,438.15343604,,,25.077999115,,,,-145.2841187,,,,10.018873215,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,438.30543604,,,25.077999115,,,,-153.4848938,56.50044632,,,9.3176259995,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,438.45743604,,,25.077999115,,,,-158.2663116,55.802913666,,,8.9259614944,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,438.60943604,,,25.077999115,,,,-160.5810089,56.541694641,,,10.110481262,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,438.76143604,,,25.077999115,,,,-160.1509705,55.789279938,,,10.647847176,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,438.91343604,,,25.077985764,,,,-157.6549225,55.594604492,,,10.385969162,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,439.06543604,,,25.077985764,,,,-154.8288879,55.921646118,,,11.018877983,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,439.21743604,,,25.0779953,,,,-152.2512054,56.17098999,,,11.921105385,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,439.36943604,,,25.077999115,,,,-148.1097107,56.335166931,,,13.426038742,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,439.52143604,,,25.077999115,,,,-142.7944031,56.459835052,,,12.995792389,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,439.67343604,,,25.078006744,,,,-138.453186,56.415485382,,,12.089570999,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,439.82543604,,,25.088415146,,,,-134.5503693,56.290817261,,,10.863137245,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,439.97743604,,,25.083625793,,,,-132.0198975,56.124217987,,,10.13743782,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,440.12943604,,,25.088335037,,,,-131.7280273,55.937206268,,,9.6984319687,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,440.28143604,,,25.083709717,,,,-133.0309296,56.290988922,,,8.9848594666,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,440.43343604,,,25.088249207,,,,-134.4559174,56.582870483,,,8.8551368713,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,440.58543604,,,25.08379364,,,,-136.5001984,56.831356049,,,8.7607898712,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,440.73743604,,,25.088155746,,,,-137.563858,57.143035889,,,9.1574869156,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,440.88943604,,,25.088920593,,,,-136.8640442,57.168109894,,,9.4410247803,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,441.04143604,,,25.080953598,,,,-137.8230286,56.880321503,,,10.058407784,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,441.19343604,,,25.077999115,,,,-140.8517914,57.156150818,,,10.402397156,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,441.34543604,,,25.078006744,,,,-142.9362488,57.779510498,,,10.205180168,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,441.49743604,,,25.087961197,,,,-143.4049988,57.435977936,,,9.9433221817,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,441.64943604,,,25.093994141,,,,-145.2640686,56.643520355,,,9.8473949432,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,441.80143604,,,25.084123611,,,,-147.9475708,56.694671631,,,10.325405121,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,441.95343604,,,25.078006744,,,,-148.7514038,56.317871094,,,9.6508703232,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,442.10543604,,,25.087787628,,,,-146.9724274,55.84147644,,,10.014845848,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,442.25743604,,,25.084247589,,,,-144.3818359,56.302536011,,,10.794760704,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,442.40943604,,,25.077999115,,,,-141.2818756,56.310577393,,,11.210091591,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,442.56143604,,,25.077999115,,,,-136.4322815,55.811889648,,,9.9645614624,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,442.71343604,,,25.077999115,,,,-132.3511047,56.326545715,,,8.3840942383,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,442.86543604,,,25.077999115,,,,-128.9101105,56.28427124,,,8.4589939117,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,443.01743604,,,25.078006744,,,,-125.3186417,56.38646698,,,9.4321498871,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,443.16943604,,,25.087495804,,,,-123.0147095,56.548030853,,,10.182209015,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,443.32143604,,,25.084541321,,,,-121.2232513,55.810264587,,,10.241453171,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,443.47343604,,,25.078006744,,,,-118.4932938,55.298686981,,,10.28920269,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,443.62543604,,,25.087373734,,,,-115.3983154,55.629901886,,,10.737055779,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,443.77743604,,,25.093999863,,,,-114.5921783,55.799346924,,,10.657887459,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,443.92943604,,,25.093999863,,,,-113.5994415,55.448699951,,,10.116966248,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,444.08143604,,,25.093999863,,,,-111.9328613,55.849971771,,,9.5436086655,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,444.23343604,,,25.093999863,,,,-111.2612152,55.652648926,,,10.336126328,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,444.38543604,,,25.093999863,,,,-112.0137177,55.32434082,,,11.105004311,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,444.53743604,,,25.093994141,,,,-113.224823,56.041110992,,,11.12358284,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,444.68943604,,,25.084926605,,,,-113.0878296,56.64736557,,,9.8156051636,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,444.84143604,,,25.087036133,,,,-111.9493561,56.309860229,,,8.813249588,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,444.99343604,,,25.093999863,,,,-112.2477875,56.876338959,,,8.3681631088,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,445.14543604,,,25.093999863,,,,-115.701561,57.136497498,,,8.1558036804,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,445.29743604,,,25.094003677,,,,-122.2197723,57.019741058,,,8.106918335,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_2-4.las,34/2-4,445.44943604,,,25.094005585,,,,-129.1180573,56.404556274,,,8.4071054459,,,,,,,
