source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,ROP,RDEP,RSHA,RMED,RXO,SP,DTC,NPHI,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,141.6147926,,,,,,,,,,,,16.168638229,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,141.7667926,,,,,,,,,,,,16.107185364,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,141.9187926,,,,,,,,,,,,16.076051712,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,142.0707926,,,,,,,,,,,,16.399692535,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,142.2227926,,,,,,,,,,,,16.606822968,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,142.3747926,,,,,,,,,,,,16.341537476,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,142.5267926,,,,,,,,,,,,16.432157516,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,142.6787926,,,,,,,,,,,,17.081476212,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,142.8307926,,,,,,,,,,,,18.002822876,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,142.9827926,,,,,,,,,,,,18.941457748,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,143.1347926,,,,,,,,,,,,18.797391891,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,143.2867926,,,,,,,,,,,,17.662824631,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,143.4387926,,,,,,,,,,,,16.882680893,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,143.5907926,,,,,,,,,,,,16.71453476,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,143.7427926,,,,,,,,,,,,16.862344742,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,143.8947926,,,,,,,,,,,,17.073949814,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,144.0467926,,,,,,,,,,,,17.06974411,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,144.1987926,,,,,,,,,,,,16.974475861,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,144.3507926,,,,,,,,,,,,16.746095657,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,144.5027926,,,,,,,,,,,,16.23374939,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,144.6547926,,,,,,,,,,,,15.733275414,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,144.8067926,,,,,,,,,,,,15.397045135,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,144.9587926,,,,,,,,,,,,15.462815285,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,145.1107926,,,,,,,,,,,,16.078308105,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,145.2627926,,,,,,,,,,,,16.788248062,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,145.4147926,,,,,,,,,,,,17.115949631,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,145.5667926,,,,,,,,,,,,17.264101028,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,145.7187926,,,,,,,,,,,,17.542896271,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,145.8707926,,,,,,,,,,,,17.920394897,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,146.0227926,,,,,,,,,,,,18.128582001,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,146.1747926,,,,,,,,,,,,17.915668488,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,146.3267926,,,,,,,,,,,,17.578033447,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,146.4787926,,,,,,,,,,,,17.710975647,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,146.6307926,,,,,,,,,,,,17.937288284,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,146.7827926,,,,,,,,,,,,17.419956207,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,146.9347926,,,,,,,,,,,,16.216230392,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,147.0867926,,,,,,,,,,,,14.781154633,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,147.2387926,,,,,,,,,,,,13.872403145,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,147.3907926,,,,,,,,,,,,14.276711464,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,147.5427926,,,,,,,,,,,,15.589848518,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,147.6947926,,,,,,,,,,,,17.097578049,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,147.8467926,,,,,,,,,,,,18.662855148,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,147.9987926,,,,,,,,,,,,19.491641998,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,148.1507926,,,,,,,,,,,,19.037979126,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,148.3027926,,,,,,,,,,,,18.315284729,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,148.4547926,,,,,,,,,,,,17.576986313,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,148.6067926,,,,,,,,,,,,16.358358383,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,148.7587926,,,,,,,,,,,,15.105541229,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,148.9107926,,,,,,,,,,,,14.606616974,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,149.0627926,,,,,,,,,,,,14.820978165,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,149.2147926,,,,,,,,,,,,15.097026825,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,149.3667926,,,,,,,,,,,,15.26628685,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,149.5187926,,,,,,,,,,,,15.633824348,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,149.6707926,,,,,,,,,,,,16.45050621,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,149.8227926,,,,,,,,,,,,17.327772141,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,149.9747926,,,,,,,,,,,,17.965198517,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,150.1267926,,,,,,,,,,,,18.445209503,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,150.2787926,,,,,,,,,,,,18.767641068,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,150.4307926,,,,,,,,,,,,19.183101654,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,150.5827926,,,,,,,,,,,,19.622024536,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,150.7347926,,,,,,,,,,,,19.573207855,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,150.8867926,,,,,,,,,,,,18.780471802,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,151.0387926,,,,,,,,,,,,17.438373566,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,151.1907926,,,,,,,,,,,,16.124465942,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,151.3427926,,,,,,,,,,,,15.271473885,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,151.4947926,,,,,,,,,,,,14.97619915,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,151.6467926,,,,,,,,,,,,15.119009972,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,151.7987926,,,,,,,,,,,,15.655719757,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,151.9507926,,,,,,,,,,,,16.656232834,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,152.1027926,,,,,,,,,,,,17.717453003,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,152.2547926,,,,,,,,,,,,18.238323212,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,152.4067926,,,,,,,,,,,,18.08577919,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,152.5587926,,,,,,,,,,,,17.839323044,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,152.7107926,,,,,,,,,,,,17.875753403,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,152.8627926,,,,,,,,,,,,17.569122314,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,153.0147926,,,,,,,,,,,,17.004087448,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,153.1667926,,,,,,,,,,,,16.724018097,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,153.3187926,,,,,,,,,,,,16.826225281,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,153.4707926,,,,,,,,,,,,17.469202042,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,153.6227926,,,,,,,,,,,,18.70485878,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,153.7747926,,,,,,,,,,,,19.870849609,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,153.9267926,,,,,,,,,,,,20.25513649,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,154.0787926,,,,,,,,,,,,20.422332764,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,154.2307926,,,,,,,,,,,,20.911800385,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,154.3827926,,,,,,,,,,,,21.448246002,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,154.5347926,,,,,,,,,,,,21.703477859,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,154.6867926,,,,,,,,,,,,21.478847504,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,154.8387926,,,,,,,,,,,,21.071601868,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,154.9907926,,,,,,,,,,,,21.225904465,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,155.1427926,,,,,,,,,,,,21.79981041,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,155.2947926,,,,,,,,,,,,22.369970322,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,155.4467926,,,,,,,,,,,,22.998218536,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,155.5987926,,,,,,,,,,,,23.631254196,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,155.7507926,,,,,,,,,,,,24.485363007,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,155.9027926,,,,,,,,,,,,25.885856628,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,156.0547926,,,,,,,,,,,,27.522537231,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,156.2067926,,,,,,,,,,,,28.653371811,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,156.3587926,,,,,,,,,,,,29.107305527,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,156.5107926,,,,,,,,,,,,29.225717545,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,156.6627926,,,,,,,,,,,,28.810304642,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,156.8147926,,,,,,,,,,,,27.013305664,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,156.9667926,,,,,,,,,,,,24.466814041,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,157.1187926,,,,,,,,,,,,22.792823792,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,157.2707926,,,,,,,,,,,,22.059513092,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,157.4227926,,,,,,,,,,,,21.774759293,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,157.5747926,,,,,,,,,,,,22.181108475,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,157.7267926,,,,,,,,,,,,23.176580429,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,157.8787926,,,,,,,,,,,,24.127113342,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,158.0307926,,,,,,,,,,,,24.9355793,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,158.1827926,,,,,,,,,,,,25.837783813,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,158.3347926,,,,,,,,,,,,26.845403671,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,158.4867926,,,,,,,,,,,,27.753898621,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,158.6387926,,,,,,,,,,,,28.329076767,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,158.7907926,,,,,,,,,,,,28.377126694,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,158.9427926,,,,,,,,,,,,27.835418701,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,159.0947926,,,,,,,,,,,,26.915346146,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,159.2467926,,,,,,,,,,,,25.976575851,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,159.3987926,,,,,,,,,,,,25.353553772,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,159.5507926,,,,,,,,,,,,25.091262817,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,159.7027926,,,,,,,,,,,,24.997148514,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,159.8547926,,,,,,,,,,,,25.310358047,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,160.0067926,,,,,,,,,,,,25.890563965,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,160.1587926,,,,,,,,,,,,25.757286072,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,160.3107926,,,,,,,,,,,,24.810956955,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,160.4627926,,,,,,,,,,,,23.980695724,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,160.6147926,,,,,,,,,,,,24.066759109,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,160.7667926,,,,,,,,,,,,25.123920441,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,160.9187926,,,,,,,,,,,,26.120700836,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,161.0707926,,,,,,,,,,,,25.805801392,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,161.2227926,,,,,,,,,,,,24.440101624,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,161.3747926,,,,,,,,,,,,23.372955322,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,161.5267926,,,,,,,,,,,,23.039068222,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,161.6787926,,,,,,,,,,,,23.227010727,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,161.8307926,,,,,,,,,,,,23.935171127,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,161.9827926,,,,,,,,,,,,24.920667648,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,162.1347926,,,,,,,,,,,,25.789999008,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,162.2867926,,,,,,,,,,,,26.180652618,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,162.4387926,,,,,,,,,,,,25.672370911,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,162.5907926,,,,,,,,,,,,24.747077942,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,162.7427926,,,,,,,,,,,,24.554151535,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,162.8947926,,,,,,,,,,,,25.177091599,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,163.0467926,,,,,,,,,,,,25.695230484,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,163.1987926,,,,,,,,,,,,25.388397217,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,163.3507926,,,,,,,,,,,,24.651369095,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,163.5027926,,,,,,,,,,,,24.284511566,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,163.6547926,,,,,,,,,,,,24.183218002,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,163.8067926,,,,,,,,,,,,24.114509583,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,163.9587926,,,,,,,,,,,,24.348457336,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,164.1107926,,,,,,,,,,,,24.791269302,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,164.2627926,,,,,,,,,,,,25.027118683,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,164.4147926,,,,,,,,,,,,25.189796448,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,164.5667926,,,,,,,,,,,,25.586866379,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,164.7187926,,,,,,,,,,,,25.951515198,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,164.8707926,,,,,,,,,,,,25.475467682,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,165.0227926,,,,,,,,,,,,23.790447235,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,165.1747926,,,,,,,,,,,,21.902147293,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,165.3267926,,,,,,,,,,,,20.649448395,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,165.4787926,,,,,,,,,,,,19.756633759,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,165.6307926,,,,,,,,,,,,19.297889709,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,165.7827926,,,,,,,,,,,,19.443508148,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,165.9347926,,,,,,,,,,,,19.695785522,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,166.0867926,,,,,,,,,,,,19.629627228,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,166.2387926,,,,,,,,,,,,19.313890457,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,166.3907926,,,,,,,,,,,,19.082056046,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,166.5427926,,,,,,,,,,,,19.291044235,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,166.6947926,,,,,,,,,,,,20.022245407,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,166.8467926,,,,,,,,,,,,20.709854126,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,166.9987926,,,,,,,,,,,,21.001182556,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,167.1507926,,,,,,,,,,,,21.444513321,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,167.3027926,,,,,,,,,,,,22.230665207,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/17_4-1.las,17/4-1,167.4547926,,,,,,,,,,,,22.788251877,,,,,,
