source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,MUDWEIGHT,ROP,RDEP,RSHA,RMED,RXO,SP,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,100.32400085,,,,,,19.468799591,,1.9581775665,,70.292701721,,,,15.178263664,,,100.3239975,423245.53125,6461862.0,-75.3239975
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,100.47600085,,,,,,19.468799591,,2.1809327602,,72.233276367,,,,14.428625107,,,100.47599792,423245.53125,6461862.0,-75.47599792
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,100.62800085,,,,,,19.468799591,,2.2669153214,,72.184326172,,,,14.618105888,,,100.62799835,423245.53125,6461862.0,-75.62799835
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,100.78000085,,,,,,19.468799591,,2.4317662716,,70.955200195,,,,12.082055092,,,100.77999878,423245.53125,6461862.0,-75.77999878
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,100.93200085,,,,,,19.468799591,,2.4977009296,,61.92150116,,,,11.984686852,,,100.93199921,423245.53125,6461862.0,-75.93199921
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,101.08400085,,,,,,19.468799591,,2.5094139576,,69.751861572,,,,12.186992645,,,101.08399963,423245.53125,6461862.0,-76.08399963
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,101.23600085,,,,,,19.468799591,,2.3376469612,,76.449485779,,,,12.958732605,,,101.23600006,423245.53125,6461862.0,-76.23600006
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,101.38800085,,,,,,19.468799591,,2.3189222813,,74.8775177,,,,12.730912209,,,101.38800049,423245.53125,6461862.0,-76.38800049
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,101.54000085,,,,,,19.468799591,,2.2104492188,,74.277351379,,,,12.755953789,,,101.54000092,423245.53125,6461862.0,-76.54000092
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,101.69200085,,,,,,19.468799591,,2.1512246132,,72.9897995,,,,13.982682228,,,101.69200134,423245.53125,6461862.0,-76.69200134
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,101.84400085,,,,,,19.468799591,,2.2539548874,,71.309501648,,,,13.573134422,,,101.84400177,423245.53125,6461862.0,-76.84400177
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,101.99600085,,,,,,19.468799591,,2.3446540833,,69.542579651,,,,13.805241585,,,101.9960022,423245.53125,6461862.0,-76.9960022
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,102.14800085,,,,,,19.468799591,,2.5226006508,,69.105140686,,,,13.599431992,,,102.14800262,423245.53125,6461862.0,-77.14800262
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,102.30000085,,,,,,19.468799591,,2.391875267,,69.7602005,,,,15.296363831,,,102.30000305,423245.53125,6461862.0,-77.30000305
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,102.45200085,,,,,,19.468799591,,2.3370718956,,70.864608765,,,,14.425292015,,,102.45200348,423245.53125,6461862.0,-77.45200348
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,102.60400085,,,,,,19.468799591,,2.695333004,,74.517112732,,,,12.87015152,,,102.60400391,423245.53125,6461862.0,-77.60400391
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,102.75600085,,,,,,19.468799591,,3.2011318207,,75.196510315,,,,11.280603409,,,102.75600433,423245.53125,6461862.0,-77.75600433
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,102.90800085,,,,,,19.468799591,,3.1365103722,,71.962097168,,,,11.876001358,,,102.90799713,423245.53125,6461862.0,-77.90799713
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,103.06000085,,,,,,19.468799591,,2.5245246887,,73.918205261,,,,12.443645477,,,103.05999756,423245.53125,6461862.0,-78.05999756
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,103.21200085,,,,,,19.468799591,,2.0688006878,,82.651664734,,,,11.769781113,,,103.21199799,423245.53125,6461862.0,-78.21199799
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,103.36400085,,,,,,19.468799591,,1.902905941,,83.874610901,,,,11.444653511,,,103.36399841,423245.53125,6461862.0,-78.36399841
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,103.51600085,,,,,,19.468799591,,2.0431792736,,84.54209137,,,,12.828555107,,,103.51599884,423245.53125,6461862.0,-78.51599884
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,103.66800085,,,,,,19.468799591,,2.1263999939,,86.143806458,,,,13.661633492,,,103.66799927,423245.53125,6461862.0,-78.66799927
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,103.82000085,,,,,,19.468799591,,2.3843502998,,89.601211548,,,,14.218922615,,,103.81999969,423245.53125,6461862.0,-78.81999969
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,103.97200085,,,,,,19.468799591,,2.276597023,,92.346420288,,,,12.878167152,,,103.97200012,423245.53125,6461862.0,-78.97200012
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,104.12400085,,,,,,19.468799591,,2.3523342609,,98.976478577,,,,12.266880989,,,104.12400055,423245.53125,6461862.0,-79.12400055
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,104.27600085,,,,,,19.468799591,,2.5134291649,,102.16776276,,,,10.839223862,,,104.27600098,423245.53125,6461862.0,-79.27600098
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,104.42800085,,,,,,19.468799591,,2.8238193989,,97.317192078,,,,10.427235603,,,104.4280014,423245.53125,6461862.0,-79.4280014
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,104.58000085,,,,,,19.468799591,,2.7904105186,,105.50666046,,,,11.122846603,,,104.58000183,423245.53125,6461862.0,-79.58000183
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,104.73200085,,,,,,19.468799591,,2.1835913658,,109.35074615,,,,11.644907951,,,104.73200226,423245.53125,6461862.0,-79.73200226
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,104.88400085,,,,,,19.468799591,,1.8092865944,,103.62119293,,,,11.92603302,,,104.88400269,423245.53125,6461862.0,-79.88400269
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,105.03600085,,,,,,19.468799591,,1.4831912518,,109.46699524,,,,12.169239998,,,105.03600311,423245.53125,6461862.0,-80.03600311
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,105.18800085,,,,,,19.468799591,,1.4004204273,,109.61222839,,,,14.030409813,,,105.18800354,423245.53125,6461862.0,-80.18800354
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,105.34000085,,,,,,19.468799591,,1.2386296988,,107.68030548,,,,15.456856728,,,105.34000397,423245.53125,6461862.0,-80.34000397
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,105.49200085,,,,,,19.468799591,,1.1755484343,,107.68364716,,,,15.395176888,,,105.49200439,423245.53125,6461862.0,-80.49200439
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,105.64400085,,,,,,19.468799591,,1.2801344395,,108.98848724,,,,14.037507057,,,105.64399719,423245.53125,6461862.0,-80.64399719
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,105.79600085,,,,,,19.468799591,,1.5696581602,,110.03343964,,,,12.705415726,,,105.79599762,423245.53125,6461862.0,-80.79599762
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,105.94800085,,,,,,19.468799591,,1.9704060555,,110.23362732,,,,12.067480087,,,105.94799805,423245.53125,6461862.0,-80.94799805
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,106.10000085,,,,,,19.468799591,,2.2638623714,,110.0351944,,,,11.098722458,,,106.09999847,423245.53125,6461862.0,-81.09999847
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,106.25200085,,,,,,19.468799591,,2.3550055027,,107.6805191,,,,10.927930832,,,106.2519989,423245.53125,6461862.0,-81.2519989
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,106.40400085,,,,,,19.468799591,,2.3768532276,,105.57807159,,,,10.901483536,,,106.40399933,423245.53125,6461862.0,-81.40399933
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,106.55600085,,,,,,19.468799591,,2.3840105534,,104.07875824,,,,12.218040466,,,106.55599976,423245.53125,6461862.0,-81.55599976
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,106.70800085,,,,,,19.468799591,,2.1655468941,,103.36287689,,,,13.5620327,,,106.70800018,423245.53125,6461862.0,-81.70800018
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,106.86000085,,,,,,19.468799591,,1.8197606802,,102.49995422,,,,13.991008759,,,106.86000061,423245.53125,6461862.0,-81.86000061
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,107.01200085,,,,,,19.468799591,,1.5876307487,,102.30493927,,,,12.495738983,,,107.01200104,423245.53125,6461862.0,-82.01200104
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,107.16400085,,,,,,19.468799591,,1.7122187614,,100.64503479,,,,11.15259552,,,107.16400146,423245.53125,6461862.0,-82.16400146
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,107.31600085,,,,,,19.468799591,,1.7199591398,,97.879005432,,,,10.322266579,,,107.31600189,423245.53125,6461862.0,-82.31600189
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,107.46800085,,,,,,19.468799591,,1.7998851538,,101.11422729,,,,11.074662209,,,107.46800232,423245.53125,6461862.0,-82.46800232
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,107.62000085,,,,,,19.468799591,,1.7863531113,,103.91613007,,,,11.213290215,,,107.62000275,423245.53125,6461862.0,-82.62000275
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,107.77200085,,,,,,19.468799591,,1.8414745331,,106.26354218,,,,12.306973457,,,107.77200317,423245.53125,6461862.0,-82.77200317
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,107.92400085,,,,,,19.468799591,,2.0903475285,,108.51294708,,,,12.731577873,,,107.9240036,423245.53125,6461862.0,-82.9240036
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,108.07600085,,,,,,19.468799591,,2.3775272369,,109.28173065,,,,12.524121284,,,108.07600403,423245.53125,6461862.0,-83.07600403
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,108.22800085,,,,,,19.468799591,,2.5955247879,,108.43492126,,,,12.031757355,,,108.22800446,423245.53125,6461862.0,-83.22800446
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,108.38000085,,,,,,19.468799591,,2.6435902119,,109.26327515,,,,10.86941433,,,108.37999725,423245.53125,6461862.0,-83.37999725
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,108.53200085,,,,,,19.468799591,,2.6156320572,,108.26525879,,,,12.170824051,,,108.53199768,423245.53125,6461862.0,-83.53199768
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,108.68400085,,,,,,19.468799591,,2.585098505,,107.63539124,,,,12.042407036,,,108.68399811,423245.53125,6461862.0,-83.68399811
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,108.83600085,,,,,,19.468799591,,2.4622044563,,108.11660004,,,,13.044668198,,,108.83599854,423245.53125,6461862.0,-83.83599854
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,108.98800085,,,,,,19.468799591,,2.1928119659,,109.04685211,,,,12.455686569,,,108.98799896,423245.53125,6461862.0,-83.98799896
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,109.14000085,,,,,,19.468799591,,2.1919460297,,105.83143616,,,,13.359548569,,,109.13999939,423245.53125,6461862.0,-84.13999939
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,109.29200085,,,,,,19.468799591,,2.0688021183,,105.25306702,,,,13.792053223,,,109.29199982,423245.53125,6461862.0,-84.29199982
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,109.44400085,,,,,,19.468799591,,2.1729688644,,107.97660065,,,,13.61909771,,,109.44400024,423245.53125,6461862.0,-84.44400024
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,109.59600085,,,,,,19.468799591,,2.1760876179,,108.20115662,,,,13.761013985,,,109.59600067,423245.53125,6461862.0,-84.59600067
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,109.74800085,,,,,,19.468799591,,2.2079365253,,108.47747803,,,,13.392868042,,,109.7480011,423245.53125,6461862.0,-84.7480011
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,109.90000085,,,,,,19.468799591,,2.23102808,,110.21881104,,,,13.694797516,,,109.90000153,423245.53125,6461862.0,-84.90000153
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,110.05200085,,,,,,19.468799591,,2.5318057537,,110.37915802,,,,13.411359787,,,110.05200195,423245.53125,6461862.0,-85.05200195
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,110.20400085,,,,,,19.468799591,,2.4905779362,,108.8559494,,,,13.094455719,,,110.20400238,423245.53125,6461862.0,-85.20400238
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,110.35600085,,,,,,19.468799591,,2.5692059994,,111.24009705,,,,12.813920021,,,110.35600281,423245.53125,6461862.0,-85.35600281
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,110.50800085,,,,,,19.468799591,,3.0850410461,,109.72296143,,,,12.315215111,,,110.50800323,423245.53125,6461862.0,-85.50800323
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,110.66000085,,,,,,19.468799591,,2.8237879276,,106.40368652,,,,11.998087883,,,110.66000366,423245.53125,6461862.0,-85.66000366
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,110.81200085,,,,,,19.468799591,,2.4877533913,,100.88288879,,,,11.57378006,,,110.81200409,423245.53125,6461862.0,-85.81200409
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,110.96400085,,,,,,19.468799591,,2.3285431862,,96.024879456,,,,10.66180706,,,110.96400452,423245.53125,6461862.0,-85.96400452
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,111.11600085,,,,,,19.468799591,,2.4196317196,,92.491165161,,,,10.463804245,,,111.11599731,423245.53125,6461862.0,-86.11599731
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,111.26800085,,,,,,19.468799591,,2.313231945,,91.52936554,,,,9.837269783,,,111.26799774,423245.53125,6461862.0,-86.26799774
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,111.42000085,,,,,,19.468799591,,2.2005438805,,93.79309845,,,,10.476800919,,,111.41999817,423245.53125,6461862.0,-86.41999817
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,111.57200085,,,,,,19.468799591,,2.0806970596,,96.418640137,,,,11.098956108,,,111.5719986,423245.53125,6461862.0,-86.5719986
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,111.72400085,,,,,,19.468799591,,2.1240224838,,102.06267548,,,,12.412737846,,,111.72399902,423245.53125,6461862.0,-86.72399902
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,111.87600085,,,,,,19.468799591,,2.7025296688,,109.1915741,,,,12.963451385,,,111.87599945,423245.53125,6461862.0,-86.87599945
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,112.02800085,,,,,,19.468799591,,3.3143897057,,111.32531738,,,,13.656401634,,,112.02799988,423245.53125,6461862.0,-87.02799988
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,112.18000085,,,,,,19.468799591,,3.0147008896,,111.11784363,,,,13.26690197,,,112.18000031,423245.53125,6461862.0,-87.18000031
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,112.33200085,,,,,,19.468799591,,2.8024096489,,102.32304382,,,,13.872153282,,,112.33200073,423245.53125,6461862.0,-87.33200073
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,112.48400085,,,,,,19.468799591,,2.6296570301,,104.77298737,,,,13.685718536,,,112.48400116,423245.53125,6461862.0,-87.48400116
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,112.63600085,,,,,,19.468799591,,2.4962384701,,116.61074066,,,,13.162246704,,,112.63600159,423245.53125,6461862.0,-87.63600159
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,112.78800085,,,,,,19.468799591,,2.4257667065,,114.21348572,,,,11.693828583,,,112.78800201,423245.53125,6461862.0,-87.78800201
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,112.94000085,,,,,,19.468799591,,2.3501164913,,116.1173172,,,,10.864068031,,,112.94000244,423245.53125,6461862.0,-87.94000244
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,113.09200085,,,,,,19.468799591,,2.2918334007,,113.42761993,,,,12.488107681,,,113.09200287,423245.53125,6461862.0,-88.09200287
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,113.24400085,,,,,,19.468799591,,2.2250263691,,113.52516174,,,,13.408485413,,,113.2440033,423245.53125,6461862.0,-88.2440033
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,113.39600085,,,,,,19.468799591,,2.3545861244,,112.62413788,,,,13.529234886,,,113.39600372,423245.53125,6461862.0,-88.39600372
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,113.54800085,,,,,,19.468799591,,2.2761640549,,111.80652618,,,,12.541220665,,,113.54800415,423245.53125,6461862.0,-88.54800415
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,113.70000085,,,,,,19.468799591,,2.1714930534,,109.98680878,,,,12.21476078,,,113.70000458,423245.53125,6461862.0,-88.70000458
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,113.85200085,,,,,,19.468799591,,2.1734926701,,110.74414063,,,,12.409609795,,,113.85199738,423245.53125,6461862.0,-88.85199738
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,114.00400085,,,,,,19.468799591,,2.2234187126,,105.20304108,,,,13.075852394,,,114.0039978,423245.53125,6461862.0,-89.0039978
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,114.15600085,,,,,,19.468799591,,2.2684309483,,91.156799316,,,,12.921649933,,,114.15599823,423245.53125,6461862.0,-89.15599823
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,114.30800085,,,,,,19.468799591,,2.532449007,,107.16201782,,,,13.767352104,,,114.30799866,423245.53125,6461862.0,-89.30799866
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,114.46000085,,,,,,19.468799591,,2.8715443611,,113.43470001,,,,13.372525215,,,114.45999908,423245.53125,6461862.0,-89.45999908
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,114.61200085,,,,,,19.468799591,,3.1602852345,,115.44493866,,,,14.604587555,,,114.61199951,423245.53125,6461862.0,-89.61199951
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,114.76400085,,,,,,19.468799591,,3.1494989395,,111.67399597,,,,14.034356117,,,114.76399994,423245.53125,6461862.0,-89.76399994
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,114.91600085,,,,,,19.468799591,,3.2666060925,,110.39633179,,,,13.026421547,,,114.91600037,423245.53125,6461862.0,-89.91600037
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,115.06800085,,,,,,19.468799591,,3.2329399586,,104.78136444,,,,12.417006493,,,115.06800079,423245.53125,6461862.0,-90.06800079
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,115.22000085,,,,,,19.468799591,,3.6143071651,,106.41085815,,,,12.405533791,,,115.22000122,423245.53125,6461862.0,-90.22000122
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,115.37200085,,,,,,19.468799591,,4.0205225945,,106.81091309,,,,13.56521225,,,115.37200165,423245.53125,6461862.0,-90.37200165
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,115.52400085,,,,,,19.468799591,,4.3561315536,,101.77206421,,,,13.457667351,,,115.52400208,423245.53125,6461862.0,-90.52400208
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,115.67600085,,,,,,19.468799591,,4.9375605583,,93.154647827,,,,12.719466209,,,115.6760025,423245.53125,6461862.0,-90.6760025
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,115.82800085,,,,,,19.468799591,,5.8979129791,,98.417144775,,,,12.877356529,,,115.82800293,423245.53125,6461862.0,-90.82800293
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,115.98000085,,,,,,19.468799591,,6.6077346802,,95.565307617,,,,12.871873856,,,115.98000336,423245.53125,6461862.0,-90.98000336
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,116.13200085,,,,,,19.468799591,,6.7706665993,,95.944335938,,,,13.187971115,,,116.13200378,423245.53125,6461862.0,-91.13200378
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,116.28400085,,,,,,19.468799591,,7.0367712975,,95.75730896,,,,12.440657616,,,116.28400421,423245.53125,6461862.0,-91.28400421
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,116.43600085,,,,,,19.468799591,,7.5110001564,,94.098068237,,,,11.666498184,,,116.43600464,423245.53125,6461862.0,-91.43600464
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,116.58800085,,,,,,19.468799591,,7.979268074,,93.48915863,,,,10.936987877,,,116.58799744,423245.53125,6461862.0,-91.58799744
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,116.74000085,,,,,,19.468799591,,13.666573524,,93.395652771,,,,10.331582069,,,116.73999786,423245.53125,6461862.0,-91.73999786
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,116.89200085,,,,,,19.468799591,,38.763591766,,88.847091675,,,,11.412949562,,,116.89199829,423245.53125,6461862.0,-91.89199829
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,117.04400085,,,,,,19.468799591,,,,87.142700195,,,,12.335165977,,,117.04399872,423245.53125,6461862.0,-92.04399872
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,117.19600085,,,,,,19.468799591,,,,84.134925842,,,,12.313423157,,,117.19599915,423245.53125,6461862.0,-92.19599915
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,117.34800085,,,,,,19.468799591,,,,75.511070251,,,,12.237204552,,,117.34799957,423245.53125,6461862.0,-92.34799957
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,117.50000085,,,,,,19.468799591,,,,79.180595398,,,,12.056994438,,,117.5,423245.53125,6461862.0,-92.5
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,117.65200085,,,,,,19.468799591,,,,82.218315125,,,,12.158450127,,,117.65200043,423245.53125,6461862.0,-92.65200043
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,117.80400085,,,,,,19.468799591,,92.027198792,,73.052711487,,,,11.383846283,,,117.80400085,423245.53125,6461862.0,-92.80400085
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,117.95600085,,,,,,19.468799591,,9.8975763321,,68.716659546,,,,11.31126976,,,117.95600128,423245.53125,6461862.0,-92.95600128
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,118.10800085,,,,,,19.468799591,,6.635430336,,78.426071167,,,,11.494800568,,,118.10800171,423245.53125,6461862.0,-93.10800171
Force_2020_all_wells_train_test_blind_hidden_final/15_9-14.las,15/9-14,118.26000085,,,,,,19.468799591,,5.6882677078,,80.630500793,,,,12.366371155,,,118.26000214,423245.53125,6461862.0,-93.26000214
