source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,ROPA,RDEP,RMED,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,376.8,,,,49.763999939,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,376.952,,,,48.514560699,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,377.104,,,,48.524559021,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,377.256,,,,49.115837097,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,377.408,,,,49.707118988,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,377.56,,,,50.298397064,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,377.712,,,,50.889678955,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,377.864,,,,51.480957031,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,378.016,,,,51.98279953,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,378.168,,,,51.724399567,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,378.32,,,,51.465999603,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,378.472,,,,51.20759964,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,378.624,,,,50.949199677,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,378.776,,,,50.690799713,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,378.928,,,,50.43239975,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,379.08,,,,50.760402679,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,379.232,,,,51.616161346,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,379.384,,,,52.471920013,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,379.536,,,,53.32767868,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,379.688,,,,54.183441162,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,379.84,,,,55.039199829,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,379.992,,,,55.894958496,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,380.144,,,,56.285598755,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,380.296,,,,56.650398254,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,380.448,,,,57.015197754,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,380.6,,,,57.380001068,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,380.752,,,,57.744800568,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,380.904,,,,58.109600067,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,381.056,,,,58.528720856,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,381.208,,,,59.040958405,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,381.36,,,,59.553199768,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,381.512,,,,60.065441132,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,381.664,,,,60.57767868,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,381.816,,,,61.089920044,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,381.968,,,,61.602157593,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,382.12,,,,59.94960022,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,382.272,,,,57.719760895,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,382.424,,,,55.48992157,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,382.576,,,,53.26007843,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,382.728,,,,51.030239105,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,382.88,,,,48.80039978,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,383.032,,,,47.632640839,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,383.184,,,,50.447681427,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,383.336,,,,53.262718201,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,383.488,,,,56.077758789,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,383.64,,,,58.892799377,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,383.792,,,,61.707839966,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,383.944,,,,64.522880554,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,384.096,,,,65.506240845,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,384.248,,,,65.42111969,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,384.4,,,,65.335998535,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,384.552,,,,65.25087738,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,384.704,,,,65.165756226,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,384.856,,,,65.0806427,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,385.008,,,,65.004478455,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,385.16,,,,65.089599609,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,385.312,,,,65.174720764,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,385.464,,,,65.259841919,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,385.616,,,,65.344955444,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,385.768,,,,65.430076599,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,385.92,,,,65.515197754,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,386.072,,,,62.731838226,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,386.224,,,,56.76128006,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,386.376,,,,50.790718079,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,386.528,,,,44.820159912,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,386.68,,,,38.849597931,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,386.832,,,,32.879039764,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,386.984,,,,26.908479691,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,387.136,,,,26.237840652,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,387.288,,,,26.190719604,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,387.44,,,,26.143600464,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,387.592,,,,26.096479416,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,387.744,,,,26.049360275,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,387.896,,,,26.002239227,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,388.048,,,,26.042959213,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,388.2,,,,26.274000168,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,388.352,,,,26.505039215,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,388.504,,,,26.73608017,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,388.656,,,,26.967119217,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,388.808,,,,27.198160172,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,388.96,,,,27.429199219,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,389.112,,,,26.590639114,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,389.264,,,,25.370079041,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,389.416,,,,24.149518967,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,389.568,,,,22.928958893,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,389.72,,,,21.708398819,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,389.872,,,,20.487838745,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,390.024,,,,19.851919174,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,390.176,,,,22.334079742,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,390.328,,,,24.816240311,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,390.48,,,,27.298400879,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,390.632,,,,29.78055954,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,390.784,,,,32.262722015,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,390.936,,,,34.744880676,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,391.088,,,,33.753681183,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,391.24,,,,30.236400604,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,391.392,,,,26.719120026,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,391.544,,,,23.201839447,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,391.696,,,,19.684560776,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,391.848,,,,16.167280197,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,392.0,,,,12.649999619,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,392.152,,,,15.261359215,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,392.304,,,,17.872718811,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,392.456,,,,20.484079361,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,392.608,,,,23.095439911,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,392.76,,,,25.706800461,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,392.912,,,,28.318159103,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,393.064,,,,28.542320251,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,393.216,,,,25.484079361,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,393.368,,,,22.425840378,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,393.52,,,,19.367599487,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,393.672,,,,16.309360504,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,393.824,,,,13.251119614,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,393.976,,,,10.192879677,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,394.128,,,,8.9023199081,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,394.28,,,,7.9432001114,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,394.432,,,,6.9840798378,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,394.584,,,,6.024960041,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,394.736,,,,5.0658402443,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,394.888,,,,4.1067199707,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,395.04,,,,9.4144001007,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,395.192,,,,32.269119263,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,395.344,,,,55.123836517,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,395.496,,,,77.978553772,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,395.648,,,,100.83327484,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,395.8,,,,123.68799591,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,395.952,,,,146.54270935,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,396.104,,,,152.65966797,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,396.256,,,,151.05151367,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,396.408,,,,149.44335938,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,396.56,,,,147.83518982,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,396.712,,,,146.22703552,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,396.864,,,,144.61886597,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,397.016,,,,141.22447205,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,397.168,,,,122.64703369,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,397.32,,,,104.06959534,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,397.472,,,,85.492156982,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,397.624,,,,66.914718628,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,397.776,,,,48.337276459,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,397.928,,,,29.759838104,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,398.08,,,,22.003198624,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,398.232,,,,23.985279083,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,398.384,,,,25.967359543,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,398.536,,,,27.949440002,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,398.688,,,,29.931520462,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,398.84,,,,31.913599014,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,398.992,,,,33.895679474,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,399.144,,,,39.005439758,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,399.296,,,,44.288959503,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,399.448,,,,49.572479248,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,399.6,,,,54.856002808,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,399.752,,,,60.139522552,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,399.904,,,,65.423042297,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,400.056,,,,66.736724854,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,400.208,,,,61.244960785,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,400.36,,,,55.753200531,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,400.512,,,,50.261440277,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,400.664,,,,44.769680023,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,400.816,,,,39.277919769,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,400.968,,,,33.786159515,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,401.12,,,,34.552402496,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,401.272,,,,36.987442017,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,401.424,,,,39.422481537,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,401.576,,,,41.857521057,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,401.728,,,,44.292560577,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,401.88,,,,46.727600098,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,402.032,,,,48.510803223,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,402.184,,,,47.849601746,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,402.336,,,,47.188400269,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,402.488,,,,46.527198792,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,402.64,,,,45.866001129,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,402.792,,,,45.204799652,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,402.944,,,,44.543598175,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,403.096,,,,44.795360565,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,403.248,,,,45.579677582,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,403.4,,,,46.363998413,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,403.552,,,,47.148319244,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,403.704,,,,47.932640076,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,403.856,,,,48.716960907,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,404.008,,,,49.553840637,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,404.16,,,,51.336799622,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,404.312,,,,53.119758606,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,404.464,,,,54.90271759,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,404.616,,,,56.685680389,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,404.768,,,,58.468639374,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,404.92,,,,60.251598358,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,405.072,,,,62.728637695,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,405.224,,,,65.976875305,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,405.376,,,,69.225120544,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,405.528,,,,72.473358154,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,405.68,,,,75.721595764,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/36_7-3.las,36/7-3,405.832,,,,78.969841003,,,,,,,,,,,,
