source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,RDEP,RSHA,RMED,RXO,RMIC,SP,DTC,NPHI,PEF,GR,RHOB,DRHO,SGR,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,162.91679639,,,,,,,,,,,,,8.1849594116,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,163.06879639,,,,,,,,,,,,,8.2343511581,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,163.22079639,,,,,,,,,,,,,8.4427251816,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,163.37279639,,,,,,,,,,,,,7.4380483627,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,163.52479639,,,,,,,,,,,,,7.3880910873,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,163.67679639,,,,,,,,,,,,,6.7689332962,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,163.82879639,,,,,,,,,,,,,7.4628276825,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,163.98079639,,,,,,,,,,,,,7.2361774445,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,164.13279639,,,,,,,,,,,,,7.3697776794,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,164.28479639,,,,,,,,,,,,,7.0878372192,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,164.43679639,,,,,,,,,,,,,7.3184914589,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,164.58879639,,,,,,,,,,,,,7.0388903618,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,164.74079639,,,,,,,,,,,,,7.0059452057,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,164.89279639,,,,,,,,,,,,,7.1825037003,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,165.04479639,,,,,,,,,,,,,7.7832522392,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,165.19679639,,,,,,,,,,,,,8.4315404892,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,165.34879639,,,,,,,,,,,,,8.924033165,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,165.50079639,,,,,,,,,,,,,9.6804351807,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,165.65279639,,,,,,,,,,,,,10.052767754,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,165.80479639,,,,,,,,,,,,,9.5165977478,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,165.95679639,,,,,,,,,,,,,8.3185825348,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,166.10879639,,,,,,,,,,,,,8.0106916428,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,166.26079639,,,,,,,,,,,,,8.4112319946,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,166.41279639,,,,,,,,,,,,,8.5941419601,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,166.56479639,,,,,,,,,,,,,8.0585374832,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,166.71679639,,,,,,,,,,,,,7.4305558205,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,166.86879639,,,,,,,,,,,,,8.0677070618,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,167.02079639,,,,,,,,,,,,,8.3829231262,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,167.17279639,,,,,,,,,,,,,8.7606639862,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,167.32479639,,,,,,,,,,,,,9.0923309326,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,167.47679639,,,,,,,,,,,,,10.956326485,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,167.62879639,,,,,,,,,,,,,12.842556953,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,167.78079639,,,,,,,,,,,,,13.853575706,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,167.93279639,,,,,,,,,,,,,13.224591255,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,168.08479639,,,,,,,,,,,,,11.432489395,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,168.23679639,,,,,,,,,,,,,9.8156690598,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,168.38879639,,,,,,,,,,,,,9.1688528061,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,168.54079639,,,,,,,,,,,,,10.689325333,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,168.69279639,,,,,,,,,,,,,12.450956345,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,168.84479639,,,,,,,,,,,,,12.990298271,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,168.99679639,,,,,,,,,,,,,12.795976639,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,169.14879639,,,,,,,,,,,,,12.59765625,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,169.30079639,,,,,,,,,,,,,14.091856003,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,169.45279639,,,,,,,,,,,,,14.541859627,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,169.60479639,,,,,,,,,,,,,14.475119591,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,169.75679639,,,,,,,,,,,,,13.075642586,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,169.90879639,,,,,,,,,,,,,13.387331009,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,170.06079639,,,,,,,,,,,,,14.516308784,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,170.21279639,,,,,,,,,,,,,14.883302689,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,170.36479639,,,,,,,,,,,,,14.010467529,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,170.51679639,,,,,,,,,,,,,12.898938179,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,170.66879639,,,,,,,,,,,,,13.002088547,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,170.82079639,,,,,,,,,,,,,13.936155319,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,170.97279639,,,,,,,,,,,,,14.872436523,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,171.12479639,,,,,,,,,,,,,14.933742523,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,171.27679639,,,,,,,,,,,,,14.942264557,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,171.42879639,,,,,,,,,,,,,14.846525192,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,171.58079639,,,,,,,,,,,,,15.515749931,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,171.73279639,,,,,,,,,,,,,15.649356842,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,171.88479639,,,,,,,,,,,,,14.83422184,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,172.03679639,,,,,,,,,,,,,14.131510735,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,172.18879639,,,,,,,,,,,,,13.461260796,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,172.34079639,,,,,,,,,,,,,12.296192169,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,172.49279639,,,,,,,,,,,,,11.147850037,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,172.64479639,,,,,,,,,,,,,10.180790901,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,172.79679639,,,,,,,,,,,,,10.61510849,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,172.94879639,,,,,,,,,,,,,12.165287971,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,173.10079639,,,,,,,,,,,,,13.382738113,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,173.25279639,,,,,,,,,,,,,14.307314873,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,173.40479639,,,,,,,,,,,,,14.782777786,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,173.55679639,,,,,,,,,,,,,15.017018318,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,173.70879639,,,,,,,,,,,,,15.027989388,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,173.86079639,,,,,,,,,,,,,14.177384377,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,174.01279639,,,,,,,,,,,,,13.690195084,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,174.16479639,,,,,,,,,,,,,14.106732368,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,174.31679639,,,,,,,,,,,,,14.152052879,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_4-5.las,31/4-5,174.46879639,,,,,,,,,,,,,14.561278343,,,,,,,
