source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,RDEP,RSHA,SP,DTC,NPHI,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,161.472,,,,12.250000954,,553.88470459,104.49004364,,,2.4834630489,1.1132611036,-0.054913588,161.47200012,457756.125,6777261.5,-132.4720001
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,161.624,,,,12.250000954,,548.24414063,100.88922882,,,1.8422759771,1.1105279922,-0.063905448,161.62399292,457756.125,6777261.5,-132.6239929
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,161.776,,,,12.250000954,,539.98986816,95.711235046,,,1.9335238934,1.1080503464,-0.064208128,161.77600098,457756.125,6777261.5,-132.776001
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,161.928,,,,12.250000954,,529.19573975,89.236701965,,,1.5271960497,1.1064640284,-0.066272363,161.92799377,457756.125,6777261.5,-132.9279938
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,162.08,,,,12.250000954,,511.22125244,83.775115967,,,2.1894359589,1.1052160263,-0.069919899,162.08000183,457756.125,6777261.5,-133.0800018
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,162.232,,,,12.250000954,,484.61151123,80.95741272,,,3.8131878376,1.1058559418,-0.06757649,162.23199463,457756.125,6777261.5,-133.2319946
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,162.384,,,,12.250000954,,457.01138306,82.730323792,,,1.8961535692,1.1071509123,-0.069856226,162.38400269,457756.125,6777261.5,-133.3840027
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,162.536,,,,12.250000954,,439.79956055,88.738609314,,,2.5740945339,1.1101367474,-0.064832002,162.53599548,457756.125,6777261.5,-133.5359955
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,162.688,,,,12.250000954,,435.56726074,102.30526733,,,1.8317943811,1.1117423773,-0.059519999,162.68800354,457756.125,6777261.5,-133.6880035
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,162.84,,,,12.250000954,,438.14804077,111.76075745,,,1.6954600811,1.1079199314,-0.067759998,162.83999634,457756.125,6777261.5,-133.8399963
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,162.992,,,,12.250000954,,442.21380615,119.28762817,,,4.4913129807,1.1053959131,-0.061576001,162.99200439,457756.125,6777261.5,-133.9920044
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,163.144,,,,12.250000954,1273.2675781,444.75018311,125.79167938,,,4.2990136147,1.1030447483,-0.077176228,163.14399719,457756.125,6777261.5,-134.1439819
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,163.296,,,,12.250000954,1151.4074707,443.44094849,129.84022522,,,5.1294493675,1.1092971563,-0.06405662,163.29600525,457756.125,6777261.5,-134.2959747
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,163.448,,,,12.250000954,1406.0336914,435.03036499,127.97605896,,,4.5607433319,1.1152360439,-0.056664001,163.44799805,457756.125,6777261.5,-134.4479675
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,163.6,,,,12.250000954,,417.45861816,127.14756012,,,5.741060257,1.1159399748,-0.060599316,163.6000061,457756.125,6777261.5,-134.5999603
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,163.752,,,,12.250000954,,395.96054077,133.04296875,,,5.3428769112,1.1133743525,-0.06304837,163.7519989,457756.125,6777261.5,-134.7519531
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,163.904,,,,12.250000954,,378.61889648,132.58222961,,,4.8491663933,1.1119855642,-0.065535568,163.90400696,457756.125,6777261.5,-134.9039459
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,164.056,,,,12.250000954,,369.47570801,130.19729614,,,2.7449734211,1.1127792597,-0.061311267,164.05599976,457756.125,6777261.5,-135.0559387
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,164.208,,,,12.250000954,,370.04025269,126.70817566,,,3.16954422,1.1088169813,-0.06663359,164.20799255,457756.09375,6777261.5,-135.2079163
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,164.36,,,,12.250000954,1159.3598633,378.37930298,119.67902374,,,2.8973600864,1.1030919552,-0.073639721,164.36000061,457756.09375,6777261.5,-135.3599091
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,164.512,,,,12.250000954,996.47955322,390.24404907,113.06394196,,,2.8464465141,1.1041280031,-0.071945339,164.51199341,457756.09375,6777261.5,-135.5119019
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,164.664,,,,12.250000954,1015.8790894,395.40722656,110.81194305,,,4.5580792427,1.1097863913,-0.062311877,164.66400146,457756.09375,6777261.5,-135.6638947
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,164.816,,,,12.250000954,,387.30206299,107.33269501,,,5.0253415108,1.1120393276,-0.06564004,164.81599426,457756.09375,6777261.5,-135.8158875
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,164.968,,,,12.250000954,,370.21609497,103.15748596,,,3.8504285812,1.1137416363,-0.059071627,164.96800232,457756.09375,6777261.5,-135.9678802
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,165.12,,,,12.250000954,,359.88275146,95.268318176,,,5.2603917122,1.1116039753,-0.059839997,165.11999512,457756.09375,6777261.5,-136.1198578
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,165.272,,,,12.250000954,,368.82778931,,,,5.3404998779,1.1075415611,-0.066647999,165.27200317,457756.09375,6777261.5,-136.2718658
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,165.424,,,,12.250000954,,390.33294678,,,,5.8638591766,1.1073880196,-0.066175997,165.42399597,457756.09375,6777261.5,-136.4238434
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,165.576,,,,12.250000954,,405.62414551,101.42494202,,,5.8638591766,1.1088471413,-0.068000004,165.57600403,457756.09375,6777261.5,-136.5758362
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,165.728,,,,12.250000954,,400.52606201,100.03205872,,,6.1654243469,1.1102713346,-0.063055396,165.72799683,457756.09375,6777261.5,-136.727829
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,165.88,,,,12.250000954,,380.66699219,97.414558411,,,6.835919857,1.1077519655,-0.068000004,165.88000488,457756.09375,6777261.5,-136.8798218
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,166.032,,,,12.250000954,,357.97952271,94.115646362,,,6.6756000519,1.1070096493,-0.068256035,166.03199768,457756.09375,6777261.5,-137.0318146
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,166.184,,,,12.250000954,,334.50097656,92.430412292,,,6.6756000519,1.1093327999,-0.068055756,166.18400574,457756.09375,6777261.5,-137.1838074
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,166.336,,,,12.250000954,,307.39437866,91.435073853,,,4.6094670296,1.1125264168,-0.06493564,166.33599854,457756.09375,6777261.5,-137.3357849
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,166.488,,,,12.250000954,,278.92596436,89.833946228,,,7.594233036,1.1152079105,-0.063095987,166.48800659,457756.09375,6777261.5,-137.487793
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,166.64,,,,12.250000954,,256.42666626,90.072257996,,,6.1149220467,1.1153844595,-0.056561396,166.63999939,457756.09375,6777261.5,-137.6397705
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,166.792,,,,12.250000954,,242.00984192,85.219429016,,,6.010471344,1.1113312244,-0.067664042,166.79200745,457756.09375,6777261.5,-137.7917633
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,166.944,,,,12.250000954,,232.44163513,82.866569519,,,5.2015943527,1.1122351885,-0.062584974,166.94400024,457756.09375,6777261.5,-137.9437561
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,167.096,,,,12.250000954,,222.99560547,79.811882019,,,5.4151177406,1.1133999825,-0.065143026,167.09599304,457756.09375,6777261.5,-138.0957489
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,167.248,,,,12.250000954,,210.16078186,74.133659363,,,6.0057215691,1.1219607592,-0.061096732,167.2480011,457756.09375,6777261.5,-138.2477417
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,167.4,,,,12.250000954,1469.1019287,193.31455994,69.174827576,,,5.8741364479,1.1488792896,-0.051800635,167.3999939,457756.09375,6777261.5,-138.3997192
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,167.552,,,,12.250000954,,182.21626282,67.490768433,,,5.5058803558,1.1791990995,-0.030168142,167.55200195,457756.09375,6777261.5,-138.551712
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,167.704,,,,12.250000954,,240.4835968,63.745815277,,,6.8864355087,1.1744288206,-0.037216,167.70399475,457756.09375,6777261.5,-138.7037048
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,167.856,,,,12.250000954,,,60.117847443,,,6.0190753937,1.1468784809,-0.053024001,167.85600281,457756.09375,6777261.5,-138.8556976
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,168.008,,,,12.250000954,,,58.143249512,,,4.8758378029,1.1290143728,-0.060128,168.00799561,457756.09375,6777261.5,-139.0076904
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,168.16,,,,12.250000954,,,57.401000977,,,7.4232726097,1.1287922859,-0.063400172,168.16000366,457756.09375,6777261.5,-139.1596832
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,168.312,,,,12.250000954,,,57.355365753,,,6.341802597,1.1491376162,-0.055095978,168.31199646,457756.09375,6777261.5,-139.311676
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,168.464,,,,12.250000954,,,58.286525726,,,6.5793676376,1.1814551353,-0.029472668,168.46400452,457756.09375,6777261.5,-139.4636688
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,168.616,,,,12.250000954,,,59.417991638,,,6.6756000519,1.1790560484,-0.032353021,168.61599731,457756.09375,6777261.5,-139.6156464
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,168.768,,,,12.250000954,,674.80480957,59.623912811,,,7.2949047089,1.145314455,-0.053594194,168.76800537,457756.09375,6777261.5,-139.7676544
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,168.92,,,,12.250000954,,639.57849121,60.058120728,,,6.4087238312,1.1206159592,-0.068279669,168.91999817,457756.09375,6777261.5,-139.919632
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,169.072,,,,12.250000954,,643.54223633,61.623764038,,,5.5326771736,1.1146575212,-0.066423967,169.07200623,457756.09375,6777261.5,-140.0716248
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,169.224,,,,12.250000954,,651.60345459,62.311344147,,,6.4672164917,1.1176301241,-0.064416245,169.22399902,457756.09375,6777261.5,-140.2236176
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,169.376,,,,12.250000954,,659.36724854,61.985466003,,,5.1753315926,1.1226079464,-0.060937945,169.37600708,457756.09375,6777261.5,-140.3756104
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,169.528,,,,12.250000954,,665.91772461,63.277935028,,,5.6769256592,1.1221215725,-0.056134291,169.52799988,457756.09375,6777261.5,-140.5276031
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,169.68,,,,12.250000954,,671.675354,63.37412262,,,7.062707901,1.1143599749,-0.068319954,169.67999268,457756.09375,6777261.5,-140.6795807
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,169.832,,,,12.250000954,,675.37548828,63.394790649,,,7.343100071,1.1094912291,-0.071312085,169.83200073,457756.09375,6777261.5,-140.8315735
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,169.984,,,,12.250000954,,676.0614624,65.153991699,,,6.760969162,1.1107929945,-0.06240683,169.98399353,457756.09375,6777261.5,-140.9835663
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,170.136,,,,12.250000954,,674.76568604,64.712791443,,,7.4018311501,1.1094560623,-0.069263995,170.13600159,457756.09375,6777261.5,-141.1355591
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,170.288,,,,12.250000954,,679.82574463,60.81003952,,,7.4527206421,1.1098511219,-0.071695998,170.28799438,457756.09375,6777261.5,-141.2875519
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,170.44,,,,12.250000954,,697.25463867,56.954719543,,,5.7413959503,1.1152319908,-0.066320002,170.44000244,457756.0625,6777261.5,-141.4395447
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,170.592,,,,12.250000954,,720.2411499,55.671039581,,,6.3231334686,1.1202399731,-0.061264001,170.59199524,457756.0625,6777261.5,-141.5915375
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,170.744,,,,12.250000954,,727.18640137,56.264938354,,,6.6756000519,1.1207096577,-0.062904,170.7440033,457756.0625,6777261.5,-141.7435303
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,170.896,,,,12.250000954,,703.05682373,57.640247345,,,6.0347194672,1.120428443,-0.059353422,170.89599609,457756.0625,6777261.5,-141.8955078
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,171.048,,,,12.250000954,,670.00506592,58.423400879,,,5.8531012535,1.1181759834,-0.067927629,171.04800415,457756.0625,6777261.5,-142.0475006
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,171.2,,,,12.250000954,,656.74468994,59.975399017,,,7.8770799637,1.1186199188,-0.064200245,171.19999695,457756.0625,6777261.5,-142.1994934
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,171.352,,,,12.250000954,,670.31402588,62.201389313,,,6.6361598969,1.1165863276,-0.066631846,171.352005,457756.0625,6777261.5,-142.3514862
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,171.504,,,,12.250000954,,700.43572998,65.408035278,,,8.6461677551,1.1150640249,-0.071840607,171.5039978,457756.0625,6777261.5,-142.503479
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,171.656,,,,12.250000954,,726.31854248,60.489059448,,,7.1804423332,1.1174710989,-0.066008493,171.65600586,457756.0625,6777261.5,-142.6554718
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,171.808,,,,12.250000954,,737.23590088,53.332374573,,,6.3708224297,1.1178330183,-0.067175917,171.80799866,457756.0625,6777261.5,-142.8074646
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,171.96,,,,12.250000954,,732.33856201,50.75699234,,,5.9278917313,1.1167360544,-0.066559024,171.96000671,457756.0625,6777261.5,-142.9594574
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,172.112,,,,12.250000954,,709.1451416,49.591396332,,,4.5928778648,1.1160832644,-0.071168974,172.11199951,457756.0625,6777261.5,-143.1114349
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,172.264,,,,12.250000954,,671.7086792,50.099292755,,,6.1757135391,1.1183559895,-0.06388811,172.26400757,457756.0625,6777261.5,-143.2634277
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,172.416,,,,12.250000954,,630.35925293,51.907245636,,,6.798538208,1.1180784702,-0.065296002,172.41600037,457756.0625,6777261.5,-143.4154205
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,172.568,,,,12.250000954,,598.93444824,52.089424133,,,4.9773697853,1.1164913177,-0.068368204,172.56799316,457756.0625,6777261.5,-143.5673981
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,172.72,,,,12.250000954,,587.07873535,51.996517181,,,4.9265022278,1.1150319576,-0.068519942,172.72000122,457756.0625,6777261.5,-143.7193909
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,172.872,,,,12.250000954,,595.04534912,54.592071533,,,5.82097435,1.1127456427,-0.075831994,172.87199402,457756.0625,6777261.5,-143.8713837
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,173.024,,,,12.250000954,,614.69732666,54.560447693,,,4.897175312,1.1154919863,-0.069959998,173.02400208,457756.0625,6777261.5,-144.0233765
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,173.176,,,,12.250000954,,628.43109131,55.502487183,,,6.3177070618,1.1172382832,-0.071552001,173.17599487,457756.0625,6777261.5,-144.1753693
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,173.328,,,,12.250000954,,632.87506104,54.130382538,,,6.488670826,1.1182255745,-0.071744457,173.32800293,457756.0625,6777261.5,-144.3273621
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,173.48,,,,12.250000954,,635.66638184,52.899299622,,,8.2774801254,1.1181679964,-0.070640333,173.47999573,457756.0625,6777261.5,-144.4793396
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,173.632,,,,12.250000954,,643.22888184,54.534606934,,,6.7875566483,1.1192719936,-0.068280548,173.63200378,457756.0625,6777261.5,-144.6313477
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,173.784,,,,12.250000954,,652.35992432,56.068534851,,,8.4059276581,1.119017601,-0.070281222,173.78399658,457756.0625,6777261.5,-144.7833252
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,173.936,,,,12.250000954,,663.93457031,58.621482849,,,7.5141592026,1.1185752153,-0.068855964,173.93600464,457756.0625,6777261.5,-144.935318
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,174.088,,,,12.250000954,,682.90283203,60.589305878,,,5.9330582619,1.1172888279,-0.074295796,174.08799744,457756.0625,6777261.5,-145.0873108
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,174.24,,,,12.250000954,,703.3034668,63.628276825,,,6.2620606422,1.1181200743,-0.070319474,174.24000549,457756.0625,6777261.5,-145.2393036
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,174.392,,,,12.250000954,,705.77832031,68.774482727,,,6.1360793114,1.12002635,-0.070775345,174.39199829,457756.0625,6777261.5,-145.3912964
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,174.544,,,,12.250000954,,682.53540039,77.952316284,,,7.5408153534,1.1220999956,-0.063703597,174.54400635,457756.0625,6777261.5,-145.5432892
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,174.696,,,,12.250000954,,647.5168457,87.424468994,,,5.7276945114,1.120225668,-0.069543019,174.69599915,457756.0625,6777261.5,-145.6952667
Force_2020_all_wells_train_test_blind_hidden_final/34_10-33.las,34/10-33,174.848,,,,12.250000954,,618.72064209,94.651741028,,,6.0531616211,1.118329525,-0.072216026,174.8480072,457756.0625,6777261.5,-145.8472748
