source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,DCAL,ROP,RDEP,RSHA,RMED,RMIC,SP,DTS,DTC,NPHI,PEF,GR,RHOB,DRHO,SGR,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,105.3023999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,105.4543999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,105.6063999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,105.7583999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,105.9103999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,106.0623999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,106.2143999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,106.3663999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,106.5183999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,106.6703999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,106.8223999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,106.9743999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,107.1263999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,107.2783999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,107.4303999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,107.5823999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,107.7343999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,107.8863999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,108.0383999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,108.1903999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,108.3423999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,108.4943999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,108.6463999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,108.7983999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,108.9503999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,109.1023999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,109.2543999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,109.4063999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,109.5583999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,109.7103999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,109.8623999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,110.0143999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,110.1663999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,110.3183999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,110.4703999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,110.6223999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,110.7743999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,110.9263999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,111.0783999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,111.2303999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,111.3823999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,111.5343999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,111.6863999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,111.8383999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,111.9903999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,112.1423999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,112.2943999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,112.4463999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,112.5983999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,112.7503999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,112.9023999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,113.0543999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,113.2063999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,113.3583999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,113.5103999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,113.6623999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,113.8143999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,113.9663999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,114.1183999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,114.2703999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,114.4223999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,114.5743999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,114.7263999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,114.8783999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,115.0303999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,115.1823999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,115.3343999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,115.4863999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,115.6383999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,115.7903999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,115.9423999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,116.0943999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,116.2463999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,116.3983999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,116.5503999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,116.7023999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,116.8543999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,117.0063999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,117.1583999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,117.3103999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,117.4623999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,117.6143999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,117.7663999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,117.9183999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,118.0703999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,118.2223999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,118.3743999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,118.5263999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,118.6783999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,118.8303999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,118.9823999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,119.1343999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,119.2863999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,119.4383999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,119.5903999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,119.7423999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,119.8943999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,120.0463999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,120.1983999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,120.3503999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,120.5023999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,120.6543999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,120.8063999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,120.9583999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,121.1103999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,121.2623999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,121.4143999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,121.5663999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,121.7183999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,121.8703999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,122.0223999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,122.1743999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,122.3263999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,122.4783999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,122.6303999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,122.7823999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,122.9343999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,123.0863999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,123.2383999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,123.3903999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,123.5423999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,123.6943999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,123.8463999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,123.9983999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,124.1503999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,124.3023999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,124.4543999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,124.6063999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,124.7583999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,124.9103999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,125.0623999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,125.2143999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,125.3663999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,125.5183999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,125.6703999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,125.8223999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,125.9743999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,126.1263999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,126.2783999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,126.4303999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,126.5823999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,126.7343999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,126.8863999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,127.0383999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,127.1903999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,127.3423999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,127.4943999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,127.6463999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,127.7983999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,127.9503999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,128.1023999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,128.2543999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,128.4063999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,128.5583999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,128.7103999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,128.8623999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,129.0143999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,129.1663999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,129.3183999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,129.4703999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,129.6223999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,129.7743999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,129.9263999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,130.0783999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,130.2303999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,130.3823999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,130.5343999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,130.6863999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,130.8383999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,130.9903999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,131.1423999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,131.2943999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,131.4463999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,131.5983999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,131.7503999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,131.9023999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,132.0543999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,132.2063999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,132.3583999,,,,36.0,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_7-6.las,16/7-6,132.5103999,,,,36.0,,,,,,,,,,,,,,,,,,,
