source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,ROPA,RDEP,RSHA,RMED,RXO,SP,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,299.68,,,,13.843999863,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,299.832,,,,13.585599899,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,299.984,,,,13.327199936,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,300.136,,,,13.354399681,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,300.288,,,,13.415200233,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,300.44,,,,13.475999832,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,300.592,,,,13.536800385,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,300.744,,,,13.597599983,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,300.896,,,,13.658399582,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,301.048,,,,13.72879982,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,301.2,,,,13.819999695,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,301.352,,,,13.91119957,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,301.504,,,,14.002400398,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,301.656,,,,14.093600273,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,301.808,,,,14.184800148,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,301.96,,,,14.276000023,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,302.112,,,,14.367199898,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,302.264,,,,14.458399773,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,302.416,,,,14.549599648,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,302.568,,,,14.640799522,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,302.72,,,,14.731999397,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,302.872,,,,14.823199272,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,303.024,,,,14.914400101,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,303.176,,,,15.005599976,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,303.328,,,,15.09679985,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,303.48,,,,15.187999725,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,303.632,,,,15.2791996,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,303.784,,,,15.370399475,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,303.936,,,,15.461600304,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,304.088,,,,15.491199493,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,304.24,,,,15.475999832,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,304.392,,,,15.460800171,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,304.544,,,,15.445599556,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,304.696,,,,15.430399895,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,304.848,,,,15.41519928,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,305.0,,,,15.399999619,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,305.152,,,,15.369599342,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,305.304,,,,15.33920002,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,305.456,,,,15.308799744,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,305.608,,,,15.278399467,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,305.76,,,,15.248000145,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,305.912,,,,15.217599869,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,306.064,,,,15.212800026,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,306.216,,,,15.243199348,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,306.368,,,,15.273599625,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,306.52,,,,15.303999901,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,306.672,,,,15.334399223,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,306.824,,,,15.3647995,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,306.976,,,,15.395199776,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,307.128,,,,15.348799706,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,307.28,,,,15.288000107,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,307.432,,,,15.227199554,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,307.584,,,,15.166399956,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,307.736,,,,15.105600357,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,307.888,,,,15.044799805,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,308.04,,,,15.008000374,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,308.192,,,,15.038399696,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,308.344,,,,15.068799973,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,308.496,,,,15.099200249,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,308.648,,,,15.129599571,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,308.8,,,,15.159999847,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,308.952,,,,15.190400124,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,309.104,,,,15.210399628,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,309.256,,,,15.225600243,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,309.408,,,,15.240799904,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,309.56,,,,15.255999565,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,309.712,,,,15.27120018,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,309.864,,,,15.286399841,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,310.016,,,,15.301600456,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,310.168,,,,15.316800117,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,310.32,,,,15.331999779,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,310.472,,,,15.347200394,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,310.624,,,,15.362400055,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,310.776,,,,15.377599716,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,310.928,,,,15.392799377,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,311.08,,,,15.391999245,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,311.232,,,,15.376799583,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,311.384,,,,15.361599922,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,311.536,,,,15.346400261,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,311.688,,,,15.331199646,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,311.84,,,,15.315999985,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,311.992,,,,15.300800323,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,312.144,,,,15.242400169,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,312.296,,,,15.181599617,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,312.448,,,,15.120800018,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,312.6,,,,15.059999466,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,312.752,,,,14.999199867,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,312.904,,,,14.938399315,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,313.056,,,,14.860799789,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,313.208,,,,14.7543993,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,313.36,,,,14.647999763,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,313.512,,,,14.541599274,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,313.664,,,,14.435199738,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,313.816,,,,14.328800201,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,313.968,,,,14.222399712,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,314.12,,,,14.092000008,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,314.272,,,,13.955200195,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,314.424,,,,13.818400383,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,314.576,,,,13.681599617,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,314.728,,,,13.544799805,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,314.88,,,,13.407999992,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,315.032,,,,13.280799866,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,315.184,,,,13.189599991,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,315.336,,,,13.098400116,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-2 S.las,34/11-2 S,315.488,,,,13.007200241,,,,,,,,,,,,,,,
