source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,RDEP,RSHA,RMED,RXO,SP,DTC,NPHI,PEF,GR,RHOB,DRHO,SGR,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,354.97693164,,,,12.218799591,,0.2507446408,,19.561002731,,,,9.1752843857,,,,354.97692871,524587.375,6747127.5,-329.9726563
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,355.12893164,,,,12.218799591,,0.2316322625,,21.112529755,,,,9.2403736115,,,,355.12893677,524587.375,6747127.5,-330.1246338
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,355.28093164,,,,12.218799591,,0.1792371273,,20.558454514,,,,9.2780656815,,,,355.28094482,524587.375,6747127.5,-330.2766418
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,355.43293164,,,,12.218799591,,0.1842447072,,20.92902565,,,,7.7338280678,,,,355.43292236,524587.375,6747127.5,-330.4286499
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,355.58493164,,,,12.218799591,,0.1560250968,,23.164815903,,,,7.3259000778,,,,355.58493042,524587.375,6747127.5,-330.580658
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,355.73693164,,,,12.218799591,,0.1461891383,,28.554170609,,,,6.2573261261,,,,355.73693848,524587.375,6747127.5,-330.7326355
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,355.88893164,,,,12.218799591,,0.1437725723,,28.578756332,,,,8.187661171,,,,355.88894653,524587.375,6747127.5,-330.8846436
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,356.04093164,,,,12.218799591,,0.1431467235,,29.402519226,,,,8.893456459,,,,356.04092407,524587.375,6747127.5,-331.0366516
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,356.19293164,,,,12.218799591,,0.146173209,,29.85912323,,,,10.936641693,,,,356.19293213,524587.375,6747127.5,-331.1886292
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,356.34493164,,,,12.218799591,,0.1848020852,,30.354640961,,,,10.113432884,,,,356.34494019,524587.375,6747127.5,-331.3406372
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,356.49693164,,,,12.218799591,,0.2310530543,,33.480934143,,,,10.210624695,,,,356.49691772,524587.375,6747127.5,-331.4926453
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,356.64893164,,,,12.218799591,,0.2073995471,,35.781879425,,,,9.2544498444,,,,356.64892578,524587.375,6747127.5,-331.6446533
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,356.80093164,,,,12.218799591,,0.2786870003,,43.075786591,,,,9.1545352936,,,,356.80093384,524587.375,6747127.5,-331.7966309
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,356.95293164,,,,12.218799591,,0.368928194,,44.649986267,,,,8.1819543839,,,,356.95294189,524587.375,6747127.5,-331.9486389
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,357.10493164,,,,12.218799591,,0.2735659182,,44.9585495,,,,7.3374176025,,,,357.10491943,524587.375,6747127.5,-332.100647
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,357.25693164,,,,12.218799591,,0.2087644935,,49.166950226,,,,7.0143671036,,,,357.25692749,524587.375,6747127.5,-332.2526245
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,357.40893164,,,,12.218799591,,0.1685523242,,53.944812775,,,,7.2429819107,,,,357.40893555,524587.375,6747127.5,-332.4046326
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,357.56093164,,,,12.218799591,,0.2177908421,,57.297859192,,,,8.7454366684,,,,357.5609436,524587.375,6747127.5,-332.5566406
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,357.71293164,,,,12.218799591,,0.2341384739,,62.906917572,,,,7.9751996994,,,,357.71292114,524587.375,6747127.5,-332.7086182
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,357.86493164,,,,12.218799591,,0.2088862509,,64.329154968,,,,8.3012962341,,,,357.8649292,524587.375,6747127.5,-332.8606262
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,358.01693164,,,,12.218799591,,0.170116365,,63.952842712,,,,6.6598935127,,,,358.01693726,524587.375,6747127.5,-333.0126343
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,358.16893164,,,,12.218799591,,0.1680441499,,64.943199158,,,,6.1417942047,,,,358.16894531,524587.375,6747127.5,-333.1646423
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,358.32093164,,,,27.867145538,,0.2429837435,,62.64005661,,,,5.6409111023,,,,358.32092285,524587.375,6747127.5,-333.3166199
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,358.47293164,,,,30.265600204,,0.332891345,,62.127864838,,,,6.515827179,,,,358.47293091,524587.375,6747127.5,-333.4686279
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,358.62493164,,,,30.265600204,,0.3742421865,,61.021244049,,,,8.6098403931,,,,358.62493896,524587.375,6747127.5,-333.620636
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,358.77693164,,,,30.265600204,,0.4829406738,,57.800186157,,,,9.8951225281,,,,358.7769165,524587.375,6747127.5,-333.7726135
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,358.92893164,,,,9.1071367264,,1.1240663528,,56.176872253,,,,10.556609154,,,,358.92892456,524587.375,6747127.5,-333.9246216
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,359.08093164,,,,5.5664000511,,1.413651228,,56.431232452,,,,10.387126923,,,,359.08093262,524587.375,6747127.5,-334.0766296
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,359.23293164,,,,5.5664000511,,0.7614856958,,55.408866882,,,,9.1266069412,,,,359.23294067,524587.375,6747127.5,-334.2286377
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,359.38493164,,,,1.6862838268,,0.5521370769,,53.721164703,,,,8.4499425888,,,,359.38491821,524587.375,6747127.5,-334.3806152
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,359.53693164,,,,4.2016510963,,0.5393996239,,49.187110901,,,,7.4153933525,,,,359.53692627,524587.375,6747127.5,-334.5326233
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,359.68893164,,,,7.9821982384,,0.5359517336,,44.102542877,,,,7.0280618668,,,,359.68893433,524587.375,6747127.5,-334.6846313
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,359.84093164,,,,11.762744904,,0.519562304,,38.104160309,,,,6.2460961342,,,,359.84094238,524587.375,6747127.5,-334.8366394
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,359.99293164,,,,15.543292046,,0.5174382329,,29.70234108,,,,7.2809786797,,,,359.99291992,524587.375,6747127.5,-334.9886169
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,360.14493164,,,,11.866191864,,0.5081573725,,20.813526154,,,,8.1540737152,,,,360.14492798,524587.375,6747127.5,-335.140625
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,360.29693164,,,,12.692922592,,0.4908900261,,20.827533722,,,,8.7497463226,,,,360.29693604,524587.375,6747127.5,-335.2926331
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,360.44893164,,,,14.69321537,,0.4970995486,,24.672405243,,,,9.4859485626,,,,360.44894409,524587.375,6747127.5,-335.4446411
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,360.60093164,,,,16.693508148,,0.4706940651,,19.704229355,,,,8.9576387405,,,,360.60092163,524587.375,6747127.5,-335.5966187
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,360.75293164,,,,18.69380188,,0.4519299567,,14.774394035,,,,8.6011791229,,,,360.75292969,524587.375,6747127.5,-335.7486267
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,360.90493164,,,,20.694095612,,0.3909778297,,10.986520767,,,,6.765437603,,,,360.90493774,524587.375,6747127.5,-335.9006348
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,361.05693164,,,,22.694389343,,0.3363414407,,7.5565867424,,,,8.1819248199,,,,361.0569458,524587.375,6747127.5,-336.0526428
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,361.20893164,,,,24.694683075,,0.3423005641,,5.2387456894,,,,9.2357292175,,,,361.20892334,524587.375,6747127.5,-336.2046204
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,361.36093164,,,,26.694976807,,0.3302229941,,4.7288413048,,,,10.74469471,,,,361.3609314,524587.375,6747127.5,-336.3566284
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,361.51293164,,,,28.695268631,,0.278309375,,3.7819690704,,,,11.454328537,,,,361.51293945,524587.375,6747127.5,-336.5086365
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,361.66493164,,,,30.695562363,,0.2457353473,,4.0057058334,,,,11.774466515,,,,361.66491699,524587.375,6747127.5,-336.660614
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,361.81693164,,,,165.41668701,,0.2265036553,,3.6425666809,,,,12.21253109,,,,361.81692505,524587.375,6747127.5,-336.8126221
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,361.96893164,,,,174.87825012,,0.2101563215,,2.2137644291,,,,10.564860344,,,,361.96893311,524587.375,6747127.5,-336.9646301
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,362.12093164,,,,146.65983582,,0.2007486224,,-1.031276345,,,,10.347216606,,,,362.12094116,524587.375,6747127.5,-337.1166382
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,362.27293164,,,,118.44143677,,0.1937678605,,-5.34785223,,,,9.9802856445,,,,362.2729187,524587.375,6747127.5,-337.2686157
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,362.42493164,,,,44.800418854,,0.1955051273,,-9.146348953,,,,12.089435577,,,,362.42492676,524587.375,6747127.5,-337.4206238
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,362.57693164,,,,20.599227905,,0.224946484,,-11.36771297,,,,11.775956154,,,,362.57693481,524587.375,6747127.5,-337.5726318
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,362.72893164,,,,14.601899147,,0.2397551388,,-13.72184563,,,,12.028780937,,,,362.72894287,524587.375,6747127.5,-337.7246399
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,362.88093164,,,,18.780210495,,0.2067030519,,-18.08275604,,,,11.244860649,,,,362.88092041,524587.375,6747127.5,-337.8766174
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,363.03293164,,,,30.57497406,,0.1880303472,,-23.17699051,,,,12.11699295,,,,363.03292847,524587.375,6747127.5,-338.0286255
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,363.18493164,,,,29.968078613,,0.2008480579,,-30.52293205,,,,12.984688759,,,,363.18493652,524587.375,6747127.5,-338.1806335
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,363.33693164,,,,71.440490723,,0.21649459,,-36.19285583,,,,12.518735886,,,,363.33694458,524587.375,6747127.5,-338.3326416
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,363.48893164,,,,90.180908203,,0.2098219991,,-41.78906631,,,,12.592927933,,,,363.48892212,524587.375,6747127.5,-338.4846191
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,363.64093164,,,,98.907920837,,0.1907220632,,-46.4353714,,,,11.991898537,,,,363.64093018,524587.375,6747127.5,-338.6366272
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,363.79293164,,,,107.63492584,,0.1841460317,,-50.41371536,,,,12.104657173,,,,363.79293823,524587.375,6747127.5,-338.7886353
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,363.94493164,,,,116.36193848,,0.1850626618,,-53.12084961,,,,13.716941833,,,,363.94494629,524587.375,6747127.5,-338.9406433
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,364.09693164,,,,125.08894348,,0.1818168461,,-54.62701416,,,,13.854150772,,,,364.09692383,524587.375,6747127.5,-339.0926208
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,364.24893164,,,,133.81596375,,0.1791705638,,-56.33811569,,,,13.291782379,,,,364.24893188,524587.375,6747127.5,-339.2446289
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,364.40093164,,,,142.54296875,,0.1745848805,,-56.20098114,,,,11.249269485,,,,364.40093994,524587.375,6747127.5,-339.396637
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,364.55293164,,,,203.00419617,,0.1740594059,,-56.46475983,,,,10.804611206,,,,364.55291748,524587.375,6747127.5,-339.5486145
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,364.70493164,,,,234.5660553,,0.1761918664,,-57.1710701,,,,11.023003578,,,,364.70492554,524587.375,6747127.5,-339.7006226
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,364.85693164,,,,251.78623962,,0.1767999977,,-57.40923691,,,,11.519997597,,,,364.85693359,524587.375,6747127.5,-339.8526306
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,365.00893164,,,,269.00643921,,0.180106312,,-58.24145508,,,,11.217897415,,,,365.00894165,524587.375,6747127.5,-340.0046082
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,365.16093164,,,,286.22665405,,0.1833719015,,-58.52173233,,,,11.924530029,,,,365.16091919,524587.375,6747127.5,-340.1565857
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,365.31293164,,,,303.4468689,,0.1855180264,,-58.16937256,,,,12.484951019,,,,365.31292725,524587.375,6747127.5,-340.3085938
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,365.46493164,,,,320.66705322,,0.1845870316,,-59.19498825,,,,13.833040237,,,,365.4649353,524587.375,6747127.5,-340.4606018
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,365.61693164,,,,337.88726807,,0.1826179773,,-59.78915024,,,,13.408841133,,,,365.61694336,524587.375,6747127.5,-340.6126099
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,365.76893164,,,,355.10745239,,0.1817308217,,-59.15739822,,,,12.988235474,,,,365.7689209,524587.375,6747127.5,-340.7645874
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,365.92093164,,,,372.32763672,,0.1816000044,,-57.93607712,,,,11.99116993,,,,365.92092896,524587.375,6747127.5,-340.9165955
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,366.07293164,,,,389.54782104,,0.1823330522,,-56.21297073,,,,11.940518379,,,,366.07293701,524587.375,6747127.5,-341.0686035
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,366.22493164,,,,406.76803589,,0.1808467209,,-55.22351837,,,,11.744385719,,,,366.22494507,524587.375,6747127.5,-341.2206116
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,366.37693164,,,,423.98822021,,0.1805639714,,-54.69300079,,,,11.783517838,,,,366.37692261,524587.375,6747127.5,-341.3725891
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,366.52893164,,,,441.20843506,,0.1813527495,,-55.3467598,,,,11.990017891,,,,366.52893066,524587.375,6747127.5,-341.5245972
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,366.68093164,,,,458.4286499,,0.1826839298,,-57.0855217,,,,12.62839222,,,,366.68093872,524587.375,6747127.5,-341.6766052
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,366.83293164,,,,475.64883423,,0.1820200533,,-57.30118942,,,,12.980905533,,,,366.83294678,524587.375,6747127.5,-341.8286133
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,366.98493164,,,,492.86904907,,0.1795198023,,-58.91013336,,,,13.44035244,,,,366.98492432,524587.375,6747127.5,-341.9805908
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,367.13693164,,,,296.39657593,,0.1766275018,,-60.45366287,,,,13.584805489,,,,367.13693237,524587.375,6747127.5,-342.1325989
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,367.28893164,,,,195.0617981,,0.1754439324,,-61.43847275,,,,13.416800499,,,,367.28894043,524587.375,6747127.5,-342.2846069
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,367.44093164,,,,165.73217773,,0.1756547689,,-62.09882355,,,,12.913671494,,,,367.44091797,524587.375,6747127.5,-342.4365845
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,367.59293164,,,,136.40257263,,0.1767896414,,-61.93755341,,,,12.579733849,,,,367.59292603,524587.375,6747127.5,-342.5885925
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,367.74493164,,,,107.07295227,,0.1772000045,,-60.3604393,,,,13.08229351,,,,367.74493408,524587.375,6747127.5,-342.7406006
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,367.89693164,,,,60.07352829,,0.1775507927,,-61.446064,,,,13.879383087,,,,367.89694214,524587.375,6747127.5,-342.8926086
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,368.04893164,,,,35.962165833,,0.1763720512,,-60.66202545,,,,14.930739403,,,,368.04891968,524587.375,6747127.5,-343.0445862
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,368.20093164,,,,25.565879822,,0.17677477,,-60.68795395,,,,15.145220757,,,,368.20092773,524587.375,6747127.5,-343.1965942
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,368.35293164,,,,20.863180161,,0.1769225001,,-60.47123337,,,,14.809512138,,,,368.35293579,524587.375,6747127.5,-343.3486023
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,368.50493164,,,,27.052093506,,0.1757632792,,-61.97285843,,,,13.893783569,,,,368.50494385,524587.375,6747127.5,-343.5006104
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,368.65693164,,,,796.33691406,,0.1749557555,,-63.74964142,,,,14.45348835,,,,368.65692139,524587.375,6747127.5,-343.6525879
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,368.80893164,,,,540.49182129,,0.1751429141,,-64.89035034,,,,14.717139244,,,,368.80892944,524587.375,6747127.5,-343.8045959
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,368.96093164,,,,235.51914978,,0.1749584079,,-66.15297699,,,,14.643071175,,,,368.9609375,524587.375,6747127.5,-343.956604
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,369.11293164,,,,193.21136475,,0.1774540544,,-63.89041901,,,,13.061576843,,,,369.11294556,524587.375,6747127.5,-344.1086121
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,369.26493164,,,,150.90359497,,0.1806662232,,-63.3974762,,,,12.712255478,,,,369.2649231,524587.375,6747127.5,-344.2605896
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,369.41693164,,,,108.59583282,,0.1813298315,,-67.28453064,,,,12.951217651,,,,369.41693115,524587.375,6747127.5,-344.4125977
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,369.56893164,,,,66.288063049,,0.1801908612,,-67.70134735,,,,13.796489716,,,,369.56893921,524587.375,6747127.5,-344.5646057
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,369.72093164,,,,29.654201508,,0.1780247539,,-67.44064331,,,,14.734530449,,,,369.72091675,524587.375,6747127.5,-344.7165833
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,369.87293164,,,,1102.0825195,,0.1769330204,,-65.3081131,,,,14.43680954,,,,369.8729248,524587.375,6747127.5,-344.8685913
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,370.02493164,,,,1572.0622559,,0.1780630946,,-65.23092651,,,,13.107095718,,,,370.02493286,524587.375,6747127.5,-345.0205994
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,370.17693164,,,,1467.138916,,0.1790310591,,-66.17584229,,,,11.295215607,,,,370.17694092,524587.375,6747127.5,-345.1726074
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,370.32893164,,,,1362.2154541,,0.179529801,,-65.17408752,,,,11.429032326,,,,370.32891846,524587.375,6747127.5,-345.324585
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,370.48093164,,,,1257.2921143,,0.1809483469,,-65.41916656,,,,12.179850578,,,,370.48092651,524587.375,6747127.5,-345.476593
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,370.63293164,,,,1152.3687744,,0.180683881,,-67.01316071,,,,12.824588776,,,,370.63293457,524587.375,6747127.5,-345.6285706
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,370.78493164,,,,1047.4453125,,0.1788965762,,-65.72436523,,,,12.775010109,,,,370.78494263,524587.375,6747127.5,-345.7805786
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,370.93693164,,,,942.52191162,,0.1766422689,,-67.27746582,,,,12.003648758,,,,370.93692017,524587.375,6747127.5,-345.9325562
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,371.08893164,,,,837.59851074,,0.1757999957,,-68.26305389,,,,12.156698227,,,,371.08892822,524587.375,6747127.5,-346.0845642
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,371.24093164,,,,732.67510986,,0.1745125204,,-67.68302917,,,,12.06983757,,,,371.24093628,524587.375,6747127.5,-346.2365723
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,371.39293164,,,,627.75170898,,0.1754030436,,-67.38838959,,,,12.536220551,,,,371.39294434,524587.375,6747127.5,-346.3885803
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,371.54493164,,,,522.82836914,,0.1763000041,,-67.26150513,,,,13.060876846,,,,371.54492188,524587.375,6747127.5,-346.5405579
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,371.69693164,,,,417.90493774,,0.1763000041,,-67.91585541,,,,12.890067101,,,,371.69692993,524587.375,6747127.5,-346.6925659
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,371.84893164,,,,312.98153687,,0.1756666899,,-69.24131775,,,,13.429920197,,,,371.84893799,524587.375,6747127.5,-346.844574
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,372.00093164,,,,208.05815125,,0.1759306639,,-69.52180481,,,,13.123524666,,,,372.00094604,524587.375,6747127.5,-346.996582
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,372.15293164,,,,103.13476563,,0.1771792024,,-70.35810852,,,,12.377303123,,,,372.15292358,524587.375,6747127.5,-347.1485596
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,372.30493164,,,,67.908439636,,0.1765118241,,-71.16262054,,,,11.710686684,,,,372.30493164,524587.375,6747127.5,-347.3005371
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,372.45693164,,,,48.237266541,,0.1764228195,,-70.5222168,,,,11.025863647,,,,372.4569397,524587.375,6747127.5,-347.4525452
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,372.60893164,,,,24.439771652,,0.1764898896,,-70.53543854,,,,11.832790375,,,,372.60891724,524587.375,6747127.5,-347.6045227
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,372.76093164,,,,17.172428131,,0.1735826433,,-71.80117798,,,,12.838441849,,,,372.76092529,524587.375,6747127.5,-347.7565308
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,372.91293164,,,,17.908885956,,0.1685793996,,-72.00650787,,,,13.927209854,,,,372.91293335,524587.375,6747127.5,-347.9085388
Force_2020_all_wells_train_test_blind_hidden_final/31_2-7.las,31/2-7,373.06493164,,,,19.793737411,,0.1626427025,,-72.35191345,,,,14.239159584,,,,373.06494141,524587.375,6747128.0,-348.0605469
