source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,MUDWEIGHT,ROP,RDEP,RSHA,RMED,SP,DTC,NPHI,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,103.20719684,,,,,,,,,,,,21.940999985,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,103.35919684,,,,,,,,,,,,21.471487045,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,103.51119684,,,,,,,,,,,,20.01156044,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,103.66319684,,,,,,,,,,,,18.732477188,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,103.81519684,,,,,,,,,,,,19.448669434,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,103.96719684,,,,,,,,,,,,20.245651245,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,104.11919684,,,,,,,,,,,,19.960603714,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,104.27119684,,,,,,,,,,,,18.380495071,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,104.42319684,,,,,,,,,,,,18.013227463,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,104.57519684,,,,,,,,,,,,17.564685822,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,104.72719684,,,,,,,,,,,,16.580320358,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,104.87919684,,,,,,,,,,,,15.870100975,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,105.03119684,,,,,,,,,,,,16.079540253,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,105.18319684,,,,,,,,,,,,16.434886932,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,105.33519684,,,,,,,,,,,,17.245130539,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,105.48719684,,,,,,,,,,,,17.853349686,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,105.63919684,,,,,,,,,,,,17.455566406,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,105.79119684,,,,,,,,,,,,17.102531433,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,105.94319684,,,,,,,,,,,,17.19086647,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,106.09519684,,,,,,,,,,,,17.522649765,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,106.24719684,,,,,,,,,,,,18.177406311,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,106.39919684,,,,,,,,,,,,18.397716522,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,106.55119684,,,,,,,,,,,,20.043497086,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,106.70319684,,,,,,,,,,,,21.892406464,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,106.85519684,,,,,,,,,,,,22.690380096,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,107.00719684,,,,,,,,,,,,23.116346359,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,107.15919684,,,,,,,,,,,,23.076290131,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,107.31119684,,,,,,,,,,,,22.918304443,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,107.46319684,,,,,,,,,,,,23.486133575,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,107.61519684,,,,,,,,,,,,24.073598862,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,107.76719684,,,,,,,,,,,,23.499975204,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,107.91919684,,,,,,,,,,,,22.625570297,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,108.07119684,,,,,,,,,,,,22.627656937,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,108.22319684,,,,,,,,,,,,22.368886948,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,108.37519684,,,,,,,,,,,,22.840690613,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,108.52719684,,,,,,,,,,,,23.436367035,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,108.67919684,,,,,,,,,,,,23.463752747,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,108.83119684,,,,,,,,,,,,22.885948181,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,108.98319684,,,,,,,,,,,,21.731359482,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,109.13519684,,,,,,,,,,,,20.496564865,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,109.28719684,,,,,,,,,,,,20.687343597,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,109.43919684,,,,,,,,,,,,22.12405777,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,109.59119684,,,,,,,,,,,,22.410991669,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,109.74319684,,,,,,,,,,,,20.907110214,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,109.89519684,,,,,,,,,,,,20.340047836,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,110.04719684,,,,,,,,,,,,21.303899765,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,110.19919684,,,,,10.441500664,,,,,,,22.070457458,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,110.35119684,,,,,10.441500664,,,,,,,21.974578857,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,110.50319684,,,,,10.441500664,,,,,,,21.448789597,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,110.65519684,,,,,10.441500664,,,,,,,20.383104324,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,110.80719684,,,,,10.441500664,,,,,,,20.262989044,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,110.95919684,,,,,10.441500664,,,,,,,20.765720367,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,111.11119684,,,,,10.441500664,,,,,,,21.426813126,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,111.26319684,,,,,10.441500664,,,,,,,22.816194534,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,111.41519684,,,,,10.441500664,,,,,,,23.658121109,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,111.56719684,,,,,10.441500664,,,,,,,23.238990784,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,111.71919684,,,,,10.441500664,,,,,,,22.206087112,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,111.87119684,,,,,10.441500664,,,,,,,21.178529739,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,112.02319684,,,,,10.441500664,,,,,,,21.314430237,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,112.17519684,,,,,10.441500664,,,,,,,21.821609497,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,112.32719684,,,,,10.441500664,,,,,,,22.055177689,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,112.47919684,,,,,10.584292412,,,,,,,22.444080353,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,112.63119684,,,,,17.125654221,,,,,,,22.844369888,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,112.78319684,,,,,19.039609909,,,,,,,23.107997894,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,112.93519684,,,,,19.046890259,,,,,,,21.533779144,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,113.08719684,,,,,19.054447174,,,,,,,20.112588882,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,113.23919684,,,,,19.061580658,,,,,,,20.005386353,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,113.39119684,,,,,19.069423676,,,,,,,19.066719055,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,113.54319684,,,,,19.076316833,,,,,,,18.327487946,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,113.69519684,,,,,19.084430695,,,,,,,19.62921524,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,113.84719684,,,,,19.091064453,,,,,,,21.607923508,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,113.99919684,,,,,19.098459244,,,,,,,22.52976799,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,114.15119684,,,,,19.105808258,,,,,,,23.286075592,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,114.30319684,,,,,19.113153458,,,,,,,24.37219429,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,114.45519684,,,,,19.120504379,,,,,,,25.025043488,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,114.60719684,,,,,19.127853394,,,,,,,25.266931534,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,114.75919684,,,,,19.135240555,,,,,,,24.926727295,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,114.91119684,,,,,19.142637253,,,,,,,24.374256134,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,115.06319684,,,,,18.345880508,,,,,,,23.971933365,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,115.21519684,,,,,6.9992647171,,,,,,,23.500337601,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,115.36719684,,,,,3.5202999115,,,,,,,23.142543793,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,115.51919684,,,,,3.5202999115,,,,,,,22.686496735,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,115.67119684,,,,,3.5202999115,,,,,,,22.516450882,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,115.82319684,,,,,3.5202999115,,,,,,,22.196781158,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,115.97519684,,,,,3.5202999115,,,,,,,21.922670364,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,116.12719684,,,,,3.5202999115,,,,,,,22.700569153,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,116.27919684,,,,,3.5202999115,,,,,,,23.215568542,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,116.43119684,,,,,3.5202999115,,,,,,,24.030012131,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,116.58319684,,,,,3.5202999115,,,,,,,24.529071808,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,116.73519684,,,,,3.5202999115,,,,,,,23.784212112,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,116.88719684,,,,,3.5202999115,,,,,,,23.464494705,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,117.03919684,,,,,3.5202999115,,,,,,,22.901119232,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,117.19119684,,,,,3.5202999115,,,,,,,21.375133514,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,117.34319684,,,,,3.5202999115,,,,,,,21.52120018,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,117.49519684,,,,,3.5202999115,,,,,,,22.445138931,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,117.64719684,,,,,3.3767132759,,,,,,,21.988840103,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,117.79919684,,,,,3.1990332603,,,,,,,21.791316986,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,117.95119684,,,,,3.1622998714,,,,,,,22.703325272,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,118.10319684,,,,,3.1622998714,,,,,,,23.59778595,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,118.25519684,,,,,3.1622998714,,,,,,,23.014068604,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,118.40719684,,,,,3.1622998714,,,,,,,21.755996704,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,118.55919684,,,,,3.1622998714,,,,,,,21.758750916,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,118.71119684,,,,,3.1622998714,,,,,,,22.63602829,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,118.86319684,,,,,3.1622998714,,,,,,,23.416223526,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,119.01519684,,,,,3.1622998714,,,,,,,23.790546417,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,119.16719684,,,,,3.1622998714,,,,,,,23.771490097,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,119.31919684,,,,,3.1622998714,,,,,,,23.519872665,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,119.47119684,,,,,3.1622998714,,,,,,,22.977565765,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,119.62319684,,,,,3.2367572784,,,,,,,22.255050659,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,119.77519684,,,,,3.3287940025,,,,,,,22.106868744,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,119.92719684,,,,,3.6009638309,,,,,,,21.951381683,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,120.07919684,,,,,4.3084039688,,,,,,,21.167570114,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,120.23119684,,,,,8.4778738022,,,,,,,20.669126511,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,120.38319684,,,,,45.711830139,,,,,,,20.876871109,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,120.53519684,,,,,59.88885498,,,,,,,21.58344841,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,120.68719684,,,,,59.376152039,,,,,,,21.668512344,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,120.83919684,,,,,59.069202423,,,,,,,21.229787827,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,120.99119684,,,,,59.069202423,,,,,,,21.281694412,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,121.14319684,,,,,59.069202423,,,,,,,21.290718079,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,121.29519684,,,,,59.069202423,,,,,,,21.414470673,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,121.44719684,,,,,59.08147049,,,,,,,21.743242264,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,121.59919684,,,,,59.31760025,,,,,,,22.527391434,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,121.75119684,,,,,59.67168045,,,,,,,23.52677536,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,121.90319684,,,,,60.030845642,,,,,,,24.005456924,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,122.05519684,,,,,60.389930725,,,,,,,23.480577469,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,122.20719684,,,,,60.749103546,,,,,,,22.260221481,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,122.35919684,,,,,61.112194061,,,,,,,21.20721817,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,122.51119684,,,,,81.964195251,,,,,,,20.114309311,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,122.66319684,,,,,122.65700531,,,,,,,19.961370468,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,122.81519684,,,,,134.24819946,,,,,,,20.890077591,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,122.96719684,,,,,134.24819946,,,,,,,20.897937775,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,123.11919684,,,,,134.24819946,,,,,,,20.529857635,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,123.27119684,,,,,134.24819946,,,,,,,20.838504791,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,123.42319684,,,,,134.24819946,,,,,,,21.373340607,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,123.57519684,,,,,134.24819946,,,,,,,21.702528,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,123.72719684,,,,,134.24819946,,,,,,,20.59038353,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,123.87919684,,,,,134.24819946,,,,,,,19.84085083,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,124.03119684,,,,,134.24819946,,,,,,,20.176897049,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,124.18319684,,,,,134.24819946,,,,,,,20.225561142,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,124.33519684,,,,,134.24819946,,,,,,,19.533041,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,124.48719684,,,,,134.24819946,,,,,,,18.385175705,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,124.63919684,,,,,134.24819946,,,,,,,18.087738037,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,124.79119684,,,,,134.24819946,,,,,,,18.54832077,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,124.94319684,,,,,133.17263794,,,,,,,19.182594299,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,125.09519684,,,,,94.729011536,,,,,,,20.054365158,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,125.24719684,,,,,55.75875473,,,,,,,20.689365387,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,125.39919684,,,,,44.132717133,,,,,,,20.309984207,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,125.55119684,,,,,43.257797241,,,,,,,19.310407639,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,125.70319684,,,,,43.257797241,,,,,,,18.630199432,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,125.85519684,,,,,43.257797241,,,,,,,18.709560394,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,126.00719684,,,,,43.257797241,,,,,,,19.410526276,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,126.15919684,,,,,43.257797241,,,,,,,20.190015793,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,126.31119684,,,,,43.257797241,,,,,,,20.87915802,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,126.46319684,,,,,43.257797241,,,,,,,21.095314026,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,126.61519684,,,,,43.257797241,,,,,,,20.449487686,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_8-1.las,16/8-1,126.76719684,,,,,43.257797241,,,,,,,19.513526917,,,,,,
