source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,DCAL,MUDWEIGHT,ROP,RDEP,RSHA,RMED,SP,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,234.76819946,,,,26.000001907,,,,1.3989064693,1.4011002779,,,,,,51.783546448,,,234.76820374,501148.4375,6608188.5,-211.7681274
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,234.92019946,,,,26.000001907,,,,1.4384077787,1.4486823082,,,,,,46.791736603,,,234.92019653,501148.4375,6608188.5,-211.9201202
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,235.07219946,,,,26.000001907,,,,1.7766222954,1.7920796871,,,,,,44.657440186,,,235.07220459,501148.4375,6608188.5,-212.072113
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,235.22419946,,,,26.000001907,,,,1.964630723,1.971157074,,,,,,44.359130859,,,235.22419739,501148.4375,6608188.5,-212.2241058
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,235.37619946,,,,26.000001907,,,,1.978505969,1.9791365862,,,,,,43.691894531,,,235.37620544,501148.4375,6608188.5,-212.3761139
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,235.52819946,,,,26.000001907,,,,1.9863978624,1.9871153831,,,,,,39.979423523,,,235.52819824,501148.4375,6608188.5,-212.5280914
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,235.68019946,,,,26.000001907,,,,1.9942877293,1.9950705767,,,,,,32.213977814,,,235.6802063,501148.4375,6608188.5,-212.6800995
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,235.83219946,,,,26.000001907,,,,2.0010254383,1.9992493391,,,,,,27.093862534,,,235.8321991,501148.4375,6608188.5,-212.832077
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,235.98419946,,,,26.000001907,,,,1.8198627234,1.8102327585,,,,,,27.522706985,,,235.98419189,501148.4375,6608188.5,-212.9840698
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,236.13619946,,,,26.000001907,,,,1.7001413107,1.694019556,,,,,,28.859462738,,,236.13619995,501148.4375,6608188.5,-213.1360779
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,236.28819946,,,,26.000001907,,,,1.6986745596,1.6990061998,,,,,,30.229028702,,,236.28819275,501148.4375,6608188.5,-213.2880554
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,236.44019946,,,,26.000001907,,,,1.7032583952,1.7039939165,,,,,,31.598733902,,,236.44020081,501148.4375,6608188.5,-213.4400635
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,236.59219946,,,,26.000001907,,,,1.6991091967,1.6990193129,,,,,,32.96805191,,,236.5921936,501148.4375,6608188.5,-213.5920563
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,236.74419946,,,,26.000001907,,,,1.5783588886,1.5718220472,,,,,,34.268798828,,,236.74420166,501148.4375,6608188.5,-213.7440491
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,236.89619946,,,,26.000001907,,,,1.5028486252,1.4986627102,,,,,,34.435100555,,,236.89619446,501148.4375,6608188.5,-213.8960419
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,237.04819946,,,,26.000001907,,,,1.4981235266,1.4980000257,,,,,,34.528526306,,,237.04820251,501148.4375,6608188.5,-214.0480347
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,237.20019946,,,,26.000001907,,,,1.4677116871,1.4654749632,,,,,,33.368965149,,,237.20019531,501148.4375,6608188.5,-214.2000275
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,237.35219946,,,,26.000001907,,,,1.4335824251,1.431576252,,,,,,32.079536438,,,237.35220337,501148.4375,6608188.5,-214.3520355
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,237.50419946,,,,26.000001907,,,,1.442342639,1.4427647591,,,,,,31.496742249,,,237.50419617,501148.4375,6608188.5,-214.5040131
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,237.65619946,,,,26.000001907,,,,1.454390645,1.4547328949,,,,,,30.637676239,,,237.65620422,501148.4375,6608188.5,-214.6560211
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,237.80819946,,,,26.000001907,,,,1.4664367437,1.4667022228,,,,,,29.847492218,,,237.80819702,501148.4375,6608188.5,-214.8080139
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,237.96019946,,,,26.000001907,,,,1.4568222761,1.456302166,,,,,,33.042461395,,,237.96020508,501148.4375,6608188.5,-214.9600067
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,238.11219946,,,,26.000001907,,,,1.4407289028,1.4395121336,,,,,,36.578216553,,,238.11219788,501148.4375,6608188.5,-215.1119995
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,238.26419946,,,,26.000001907,,,,1.3933407068,1.3906391859,,,,,,40.114585876,,,238.26420593,501148.4375,6608188.5,-215.2639923
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,238.41619946,,,,26.000001907,,,,1.2874208689,1.2809581757,,,,,,43.651550293,,,238.41619873,501148.4375,6608188.5,-215.4159851
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,238.56819946,,,,26.000001907,,,,1.1923593283,1.1875333786,,,,,,46.44418335,,,238.56820679,501148.4375,6608188.5,-215.5679932
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,238.72019946,,,,26.000001907,,,,1.0988702774,1.0938210487,,,,,,42.276668549,,,238.72019958,501148.4375,6608188.5,-215.7199707
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,238.87219946,,,,26.000001907,,,,1.0597600937,1.0584260225,,,,,,38.220001221,,,238.87219238,501148.4375,6608188.5,-215.8719635
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,239.02419946,,,,26.000001907,,,,1.0528204441,1.0522294044,,,,,,37.744922638,,,239.02420044,501148.4375,6608188.5,-216.0239563
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,239.17619946,,,,26.000001907,,,,1.0446369648,1.044388175,,,,,,34.613330841,,,239.17619324,501148.4375,6608188.5,-216.1759491
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,239.32819946,,,,26.000001907,,,,1.0188002586,1.0174301863,,,,,,31.144180298,,,239.32820129,501148.4375,6608188.5,-216.3279572
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,239.48019946,,,,26.000001907,,,,0.9801444411,0.9781491756,,,,,,26.142227173,,,239.48019409,501148.4375,6608188.5,-216.4799347
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,239.63219946,,,,26.000001907,,,,0.8994760513,0.8948491216,,,,,,21.452068329,,,239.63220215,501148.4375,6608188.5,-216.6319427
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,239.78419946,,,,26.000001907,,,,0.8766315579,0.8758856058,,,,,,23.60446167,,,239.78419495,501148.4375,6608188.5,-216.7839355
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,239.93619946,,,,26.000001907,,,,0.8478531241,0.8459096551,,,,,,26.012937546,,,239.936203,501148.4375,6608188.5,-216.9359283
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,240.08819946,,,,26.000001907,,,,0.8116013408,0.8093773723,,,,,,26.805042267,,,240.0881958,501148.4375,6608188.5,-217.0879211
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,240.24019946,,,,26.000001907,,,,0.8071300983,0.8069999814,,,,,,28.946043015,,,240.24020386,501148.4375,6608188.5,-217.2399139
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,240.39219946,,,,26.000001907,,,,0.8240498304,0.8246800303,,,,,,32.352298737,,,240.39219666,501148.4375,6608188.5,-217.3919067
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,240.54419946,,,,26.000001907,,,,0.8350896835,0.8352788091,,,,,,34.031517029,,,240.54420471,501148.4375,6608188.5,-217.5439148
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,240.69619946,,,,26.000001907,,,,0.8341970444,0.8341495395,,,,,,36.239402771,,,240.69619751,501148.4375,6608188.5,-217.6958923
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,240.84819946,,,,26.000001907,,,,0.831746459,0.8312322497,,,,,,43.994972229,,,240.84820557,501148.4375,6608188.5,-217.8479004
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,241.00019946,,,,26.000001907,,,,0.8265916705,0.826399982,,,,,,50.135437012,,,241.00019836,501148.4375,6608188.5,-217.9998932
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,241.15219946,,,,26.000001907,,,,0.8122440577,0.8113223314,,,,,,49.798545837,,,241.15220642,501148.4375,6608188.5,-218.151886
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,241.30419946,,,,26.000001907,,,,0.7965346575,0.7953648567,,,,,,33.765857697,,,241.30419922,501148.4375,6608188.5,-218.3038788
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,241.45619946,,,,26.000001907,,,,0.8072642684,0.8076820374,,,,,,25.481218338,,,241.45619202,501148.4375,6608188.5,-218.4558716
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,241.60819946,,,,26.000001907,,,,0.8715710044,0.8753926158,,,,,,23.813920975,,,241.60820007,501148.4375,6608188.5,-218.6078644
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,241.76019946,,,,26.000001907,,,,0.9440484047,0.9481986761,,,,,,23.280672073,,,241.76019287,501148.4375,6608188.5,-218.7598572
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,241.91219946,,,,26.000001907,,,,1.0165134668,1.0201005936,,,,,,22.207838058,,,241.91220093,501148.4375,6608188.5,-218.91185
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,242.06419946,,,,26.000001907,,,,1.0301252604,1.0306065083,,,,,,20.865722656,,,242.06419373,501148.4375,6608188.5,-219.0638428
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,242.21619946,,,,26.000001907,,,,1.0333231688,1.0336968899,,,,,,19.790107727,,,242.21620178,501148.4375,6608188.5,-219.2158508
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,242.36819946,,,,26.000001907,,,,1.0382767916,1.0384815931,,,,,,22.694438934,,,242.36819458,501148.4375,6608188.5,-219.3678284
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,242.52019946,,,,26.000001907,,,,1.057522893,1.0586622953,,,,,,29.910791397,,,242.52020264,501148.4375,6608188.5,-219.5198364
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,242.67219946,,,,26.000001907,,,,1.0760663748,1.0770397186,,,,,,37.800182343,,,242.67219543,501148.4375,6608188.5,-219.671814
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,242.82419946,,,,26.000001907,,,,1.0793604851,1.0789999962,,,,,,45.689414978,,,242.82420349,501148.4375,6608188.5,-219.823822
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,242.97619946,,,,26.000001907,,,,1.0706944466,1.0701413155,,,,,,48.174263,,,242.97619629,501148.4375,6608188.5,-219.9758148
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,243.12819946,,,,26.000001907,,,,1.0602183342,1.0592844486,,,,,,44.948978424,,,243.12820435,501148.4375,6608188.5,-220.1278076
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,243.28019946,,,,26.000001907,,,,1.3980125189,1.4199150801,,,,,,40.783946991,,,243.28019714,501148.4375,6608188.5,-220.2798004
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,243.43219946,,,,26.000001907,,,,1.5702496767,1.5769836903,,,,,,36.620048523,,,243.4322052,501148.4375,6608188.5,-220.4317932
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,243.58419946,,,,26.000001907,,,,1.6222003698,1.6243878603,,,,,,38.091850281,,,243.584198,501148.4375,6608188.5,-220.583786
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,243.73619946,,,,26.000001907,,,,1.6590909958,1.6612900496,,,,,,45.656669617,,,243.73620605,501148.4375,6608188.5,-220.7357941
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,243.88819946,,,,26.000001907,,,,1.6959832907,1.698191762,,,,,,54.286792755,,,243.88819885,501148.4375,6608188.5,-220.8877716
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,244.04019946,,,,26.000001907,,,,1.8869469166,1.8990502357,,,,,,62.916912079,,,244.04020691,501148.4375,6608188.5,-221.0397797
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,244.19219946,,,,26.000001907,,,,2.1811871529,2.197963953,,,,,,70.529388428,,,244.19219971,501148.4375,6608188.5,-221.1917725
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,244.34419946,,,,26.000001907,,,,2.4911026955,2.5081381798,,,,,,72.204437256,,,244.3441925,501148.4375,6608188.5,-221.3437653
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,244.49619946,,,,26.000001907,,,,2.6716017723,2.6799545288,,,,,,72.100784302,,,244.49620056,501148.4375,6608188.5,-221.4957581
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,244.64819946,,,,26.000001907,,,,2.774875164,2.7798502445,,,,,,72.441345215,,,244.64819336,501148.4375,6608188.5,-221.6477509
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,244.80019946,,,,26.000001907,,,,2.8531672955,2.8570809364,,,,,,72.914764404,,,244.80020142,501148.4375,6608188.5,-221.7997437
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,244.95219946,,,,26.000001907,,,,2.8853223324,2.8867406845,,,,,,67.656341553,,,244.95219421,501148.4375,6608188.5,-221.9517365
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,245.10419946,,,,26.000001907,,,,2.9067790508,2.9078333378,,,,,,68.776527405,,,245.10420227,501148.4375,6608188.5,-222.1037292
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,245.25619946,,,,26.000001907,,,,2.9282362461,2.9296240807,,,,,,69.808280945,,,245.25619507,501148.4375,6608188.5,-222.255722
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,245.40819946,,,,26.000001907,,,,2.9407625198,2.9414389133,,,,,,68.270690918,,,245.40820313,501148.4375,6608188.5,-222.4077301
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,245.56019946,,,,26.000001907,,,,2.9426531792,2.9430000782,,,,,,66.420433044,,,245.56019592,501148.4375,6608188.5,-222.5597076
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,245.71219946,,,,26.000001907,,,,2.9423339367,2.9421613216,,,,,,61.976863861,,,245.71220398,501148.4375,6608188.5,-222.7117157
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,245.86419946,,,,26.000001907,,,,2.9485526085,2.9486882687,,,,,,63.502277374,,,245.86419678,501148.4375,6608188.5,-222.8636932
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,246.01619946,,,,26.000001907,,,,2.9605014324,2.96083498,,,,,,66.86920166,,,246.01620483,501148.4375,6608188.5,-223.0157013
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,246.16819946,,,,26.000001907,,,,2.9735503197,2.9738006592,,,,,,69.279083252,,,246.16819763,501148.4375,6608188.5,-223.1676941
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,246.32019946,,,,26.000001907,,,,2.986597538,2.9875941277,,,,,,69.225563049,,,246.32020569,501148.4375,6608188.5,-223.3196869
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,246.47219946,,,,26.000001907,,,,2.9949264526,2.9957790375,,,,,,68.619789124,,,246.47219849,501148.4375,6608188.5,-223.4716797
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,246.62419946,,,,26.000001907,,,,3.000620842,3.0011148453,,,,,,68.300476074,,,246.62420654,501148.4375,6608188.5,-223.6236877
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,246.77619946,,,,26.000001907,,,,3.0059418678,3.0061013699,,,,,,67.237411499,,,246.77619934,501148.4375,6608188.5,-223.7756653
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,246.92819946,,,,26.000001907,,,,3.0112638474,3.0119056702,,,,,,65.440299988,,,246.92819214,501148.4375,6608188.5,-223.9276581
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,247.08019946,,,,26.000001907,,,,3.0165858269,3.0170753002,,,,,,64.781455994,,,247.0802002,501148.4375,6608188.5,-224.0796509
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,247.23219946,,,,26.000001907,,,,3.0193650723,3.0196247101,,,,,,66.5651474,,,247.23219299,501148.4375,6608188.5,-224.2316437
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,247.38419946,,,,26.000001907,,,,3.0011587143,2.9997558594,,,,,,67.363555908,,,247.38420105,501148.4375,6608188.5,-224.3836517
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,247.53619946,,,,26.000001907,,,,2.9765067101,2.9748203754,,,,,,65.587974548,,,247.53619385,501148.4375,6608188.5,-224.5356445
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,247.68819946,,,,26.000001907,,,,2.9518568516,2.9506909847,,,,,,66.318511963,,,247.6882019,501148.4375,6608188.5,-224.6876373
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,247.84019946,,,,26.000001907,,,,2.9272060394,2.925952673,,,,,,68.560310364,,,247.8401947,501148.4375,6608188.5,-224.8396301
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,247.99219946,,,,26.000001907,,,,2.9318063259,2.9329886436,,,,,,67.977958679,,,247.99220276,501148.4375,6608188.5,-224.9916229
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,248.14419946,,,,26.000001907,,,,2.9683735371,2.9710531235,,,,,,65.971664429,,,248.14419556,501148.4375,6608188.5,-225.1436157
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,248.29619946,,,,26.000001907,,,,3.0158243179,3.0181133747,,,,,,66.728279114,,,248.29620361,501148.4375,6608188.5,-225.2956085
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,248.44819946,,,,26.000001907,,,,3.1007940769,3.1063456535,,,,,,67.363304138,,,248.44819641,501148.4375,6608188.5,-225.4475861
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,248.60019946,,,,26.000001907,,,,3.1985683441,3.2043015957,,,,,,67.808189392,,,248.60020447,501148.4375,6608188.5,-225.5995941
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,248.75219946,,,,26.000001907,,,,3.2963335514,3.302043438,,,,,,68.502059937,,,248.75219727,501148.4375,6608188.5,-225.7515717
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,248.90419946,,,,26.000001907,,,,3.3942477703,3.3997831345,,,,,,66.935546875,,,248.90420532,501148.4375,6608188.5,-225.9035645
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,249.05619946,,,,26.000001907,,,,3.4922680855,3.4975306988,,,,,,62.945430756,,,249.05619812,501148.4375,6608188.5,-226.0555573
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,249.20819946,,,,26.000001907,,,,3.5902831554,3.595272541,,,,,,62.123477936,,,249.20820618,501148.4375,6608188.5,-226.20755
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,249.36019946,,,,26.000001907,,,,3.668356657,3.6720700264,,,,,,61.489807129,,,249.36019897,501148.4375,6608188.5,-226.3595276
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,249.51219946,,,,26.000001907,,,,3.7137694359,3.7158272266,,,,,,59.51410675,,,249.51220703,501148.4375,6608188.5,-226.5115356
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,249.66419946,,,,26.000001907,,,,3.749484539,3.7517342567,,,,,,61.994743347,,,249.66419983,501148.4375,6608188.5,-226.6635132
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,249.81619946,,,,26.000001907,,,,3.7851994038,3.7868719101,,,,,,63.996360779,,,249.81619263,501148.4375,6608188.5,-226.815506
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,249.96819946,,,,26.000001907,,,,3.8209187984,3.8225440979,,,,,,63.614192963,,,249.96820068,501148.4375,6608188.5,-226.9674988
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,250.12019946,,,,26.000001907,,,,3.8566389084,3.858451128,,,,,,63.926383972,,,250.12019348,501148.4375,6608188.5,-227.1194916
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,250.27219946,,,,26.000001907,,,,3.8923563957,3.8943564892,,,,,,64.77204895,,,250.27220154,501148.4375,6608188.5,-227.2714844
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,250.42419946,,,,26.000001907,,,,3.9280712605,3.9302606583,,,,,,63.663978577,,,250.42419434,501148.4375,6608188.5,-227.4234772
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,250.57619946,,,,26.000001907,,,,3.9431135654,3.9435274601,,,,,,64.115623474,,,250.57620239,501148.4375,6608188.5,-227.5754547
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,250.72819946,,,,26.000001907,,,,3.9343588352,3.9337198734,,,,,,66.90814209,,,250.72819519,501148.4375,6608188.5,-227.7274475
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,250.88019946,,,,26.000001907,,,,3.9169356823,3.9157619476,,,,,,67.94480896,,,250.88020325,501148.4375,6608188.5,-227.8794403
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,251.03219946,,,,26.000001907,,,,3.878367424,3.8759043217,,,,,,67.310142517,,,251.03219604,501148.4375,6608188.5,-228.0314331
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,251.18419946,,,,26.000001907,,,,3.8309414387,3.8282814026,,,,,,66.156204224,,,251.1842041,501148.4375,6608188.5,-228.1834259
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,251.33619946,,,,26.000001907,,,,3.7835180759,3.7811491489,,,,,,65.615127563,,,251.3361969,501148.4375,6608188.5,-228.3354034
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,251.48819946,,,,26.000001907,,,,3.7360899448,3.7335350513,,,,,,65.806785583,,,251.48820496,501148.4375,6608188.5,-228.4873962
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,251.64019946,,,,26.000001907,,,,3.6886665821,3.6863954067,,,,,,66.374572754,,,251.64019775,501148.4375,6608188.5,-228.639389
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,251.79219946,,,,26.000001907,,,,3.641242981,3.6387853622,,,,,,67.187820435,,,251.79220581,501148.4375,6608188.5,-228.7913818
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,251.94419946,,,,26.000001907,,,,3.593811512,3.5909128189,,,,,,68.075057983,,,251.94419861,501148.4375,6608188.5,-228.9433746
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,252.09619946,,,,26.000001907,,,,3.5463831425,3.5437686443,,,,,,68.233184814,,,252.09620667,501148.4375,6608188.5,-229.0953674
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,252.24819946,,,,26.000001907,,,,3.4989614487,3.4961643219,,,,,,64.828536987,,,252.24819946,501148.4375,6608188.5,-229.247345
Force_2020_all_wells_train_test_blind_hidden_final/26_4-1.las,26/4-1,252.40019946,,,,26.000001907,,,,3.4891798496,3.489508152,,,,,,63.90707016,,,252.40019226,501148.4375,6608188.5,-229.3993378
