source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,DCAL,MUDWEIGHT,ROP,RDEP,RSHA,RMED,RXO,RMIC,SP,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,144.056,,,,,,0.7189583778,14.936863899,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,144.208,,,,,,0.7189583778,14.929076195,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,144.36,,,,,,0.7189583778,14.921079636,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,144.512,,,,,,0.7189583778,14.913163185,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,144.664,,,,,,0.7189583778,14.905172348,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,144.816,,,,,,0.7189583778,14.896564484,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,144.968,,,,,,0.7189583778,14.982596397,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,145.12,,,,,,0.7189583778,15.256160736,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,145.272,,,,,,0.7189583778,15.248072624,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,145.424,,,,,,0.7189583778,15.240227699,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,145.576,,,,,,0.7189583778,15.232247353,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,145.728,,,,,,0.7189583778,15.224315643,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,145.88,,,,,,0.7189583778,15.21570015,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,146.032,,,,,,0.7189583778,12.24968338,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,146.184,,,,,,0.7189583778,7.3149123192,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,146.336,,,,,,0.7189583778,7.2845754623,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,146.488,,,,,,0.7189583778,7.2831196785,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,146.64,,,,,,0.7189583778,7.2815995216,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,146.792,,,,,,0.7189583778,7.2800798416,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,146.944,,,,,,0.7189583778,7.2785158157,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,147.096,,,,,,0.7189583778,6.3238520622,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,147.248,,,,,,0.7189583778,6.2826199532,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,147.4,,,,,,0.7189583778,6.2810997963,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,147.552,,,,,,0.7189583778,6.2365198135,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,147.704,,,,,,0.7189583778,6.207159996,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,147.856,,,,,,0.7189583778,6.205696106,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,148.008,,,,,,0.7189583778,6.1174440384,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,148.16,,,,,,0.7189583778,5.564260006,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,148.312,,,,,,0.7189583778,5.5628800392,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,148.464,,,,,,0.7189583778,5.5612959862,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,148.616,,,,,,0.7189583778,5.5598397255,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,148.768,,,,,,0.7189583778,5.5583200455,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,148.92,,,,,,0.7189583778,5.5373997688,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,149.072,,,,,,0.7189583778,5.2728800774,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,149.224,,,,,,0.7189583778,5.2006440163,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,149.376,,,,,,0.7189583778,5.2531599998,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,149.528,,,,,,0.7189583778,5.2670917511,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,149.68,,,,,,0.7189583778,5.2655797005,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,149.832,,,,,,0.7189583778,5.2640800476,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,149.984,,,,,,0.7189583778,5.2625598907,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,150.136,,,,,,0.7189583778,5.2610759735,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,150.288,,,,,,0.7189583778,5.2594442368,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,150.44,,,,,,0.7189583778,5.257999897,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,150.592,,,,,,0.7189583778,5.2565722466,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,150.744,,,,,,0.7189583778,5.2550039291,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,150.896,,,,,,0.7189583778,5.2534441948,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,151.048,,,,,,0.7189583778,5.2520198822,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,151.2,,,,,,0.7189583778,5.8179001808,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,151.352,,,,,,0.7189583778,5.8162760735,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,151.504,,,,,,0.7189583778,5.8148598671,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,151.656,,,,,,0.7189583778,5.8133401871,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,151.808,,,,,,0.7189583778,5.8117361069,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,151.96,,,,,,0.7189583778,5.8103399277,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,152.112,,,,,,0.7189583778,5.1629080772,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,152.264,,,,,,0.7189583778,4.9562602043,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,152.416,,,,,,0.7189583778,4.9547243118,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,152.568,,,,,,0.7189583778,4.9531879425,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,152.72,,,,,,0.7189583778,4.9517002106,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,152.872,,,,,,0.7189583778,4.9501795769,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,153.024,,,,,,0.7189583778,5.7497801781,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,153.176,,,,,,0.7189583778,7.0748400688,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,153.328,,,,,,0.7189583778,7.073319912,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,153.48,,,,,,0.7189583778,7.0718798637,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,153.632,,,,,,0.7189583778,7.0929322243,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,153.784,,,,,,0.7189583778,7.1182560921,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,153.936,,,,,,0.7189583778,7.1215996742,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,154.088,,,,,,0.7189583778,7.8641281128,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,154.24,,,,,,0.7189583778,11.745100021,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,154.392,,,,,,0.7189583778,11.743579865,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,154.544,,,,,,0.7189583778,11.742159843,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,154.696,,,,,,0.7189583778,11.740447998,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,154.848,,,,,,0.7189583778,11.811896324,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,155.0,,,,,,0.7189583778,11.825900078,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,155.152,,,,,,0.7189583778,11.84495163,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,155.304,,,,,,0.7189583778,11.863980293,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,155.456,,,,,,0.7189583778,11.888044357,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,155.608,,,,,,0.7189583778,11.944312096,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,155.76,,,,,,0.7189583778,11.942760468,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,155.912,,,,,,0.7189583778,11.941279411,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,156.064,,,,,,0.7189583778,11.80356884,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,156.216,,,,,,0.7189583778,10.590740204,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,156.368,,,,,,0.7189583778,10.589151382,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,156.52,,,,,,0.7189583778,10.587779999,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,156.672,,,,,,0.7189583778,10.586180687,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,156.824,,,,,,0.7189583778,10.589699745,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,156.976,,,,,,0.7189583778,10.696100235,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,157.128,,,,,,0.7189583778,10.723520279,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,157.28,,,,,,0.7189583778,10.722000122,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,157.432,,,,,,0.7189583778,10.720448494,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,157.584,,,,,,0.7189583778,10.719027519,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,157.736,,,,,,0.7189583778,10.717475891,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,157.888,,,,,,0.7189583778,10.715930939,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,158.04,,,,,,0.7189583778,10.991259575,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,158.192,,,,,,0.7189583778,11.280287743,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,158.344,,,,,,0.7189583778,11.278860092,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,158.496,,,,,,0.7189583778,11.277339935,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,158.648,,,,,,0.7189583778,11.275764465,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,158.8,,,,,,0.7189583778,11.274300575,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,158.952,,,,,,0.7189583778,11.272727966,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,159.104,,,,,,0.7189583778,10.349359512,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,159.256,,,,,,0.7189583778,10.347784042,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,159.408,,,,,,0.7189583778,10.346320152,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,159.56,,,,,,0.7189583778,10.344799995,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,159.712,,,,,,0.7189583778,10.272203445,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,159.864,,,,,,0.7189583778,10.285707474,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,160.016,,,,,,0.7189583778,9.9328765869,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,160.168,,,,,,0.7189583778,9.0848760605,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,160.32,,,,,,0.7189583778,9.0606794357,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,160.472,,,,,,0.7189583778,9.0590791702,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,160.624,,,,,,0.7189583778,9.0576601028,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,160.776,,,,,,0.7189583778,9.0559883118,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,160.928,,,,,,0.7189583778,9.1255922318,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,161.08,,,,,,0.7189583778,9.1239995956,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,161.232,,,,,,0.7189583778,9.1901159286,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,161.384,,,,,,0.7189583778,9.1307563782,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,161.536,,,,,,0.7189583778,9.1194400787,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,161.688,,,,,,0.7189583778,9.1180076599,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,161.84,,,,,,0.7189583778,9.1164197922,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,161.992,,,,,,0.7189583778,9.0905847549,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,162.144,,,,,,0.7189583778,8.6169605255,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,162.296,,,,,,0.7189583778,8.6155366898,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,162.448,,,,,,0.7189583778,8.6140203476,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,162.6,,,,,,0.7189583778,8.6125001907,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,162.752,,,,,,0.7189583778,8.6477956772,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,162.904,,,,,,0.7189583778,8.6627244949,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_3-1.las,25/3-1,163.056,,,,,,0.7189583778,7.8706998825,,,,,,,,,,,,,,,,
