source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,RDEP,RSHA,RMED,RXO,RMIC,SP,DTC,NPHI,GR,RHOB,DRHO,SGR,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,415.17643433,,,,0.7611076236,,,,,,,,159.6114502,,,,415.17642212,475751.40625,6808453.5,-392.1661072
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,415.32843433,,,,0.7720806003,,,,,,,,157.00418091,,,,415.32843018,475751.40625,6808453.5,-392.3180847
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,415.48043433,,,,0.7826526165,,,,,,,,155.36508179,,,,415.48043823,475751.40625,6808453.5,-392.4700928
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,415.63243433,,,,0.7646779418,,,,,,,,158.71861267,,,,415.63244629,475751.40625,6808453.5,-392.6221008
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,415.78443433,,,,0.7445315719,,,,,,,,165.42271423,,,,415.78442383,475751.40625,6808453.5,-392.7740784
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,415.93643433,,,,0.7045725584,,,,,,,,170.67401123,,,,415.93643188,475751.40625,6808453.5,-392.9260864
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,416.08843433,,,,0.6628913879,,,,,,,,156.28457642,,,,416.08843994,475751.40625,6808453.5,-393.0780945
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,416.24043433,,,,0.6466730833,,,,,,,,140.1053772,,,,416.240448,475751.40625,6808453.5,-393.2301025
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,416.39243433,,,,0.6326162815,,,,,,,,123.85786438,,,,416.39242554,475751.40625,6808453.5,-393.3820801
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,416.54443433,,,,0.6315822601,,,,,,,,107.60806274,,,,416.54443359,475751.40625,6808453.5,-393.5340576
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,416.69643433,,,,0.6316908002,,,,,,,,96.219245911,,,,416.69644165,475751.40625,6808453.5,-393.6860657
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,416.84843433,,,,0.6179320812,,,,,,,,89.968002319,,,,416.84841919,475751.40625,6808453.5,-393.8380432
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,417.00043433,,,,0.6028627753,,,,,,,,84.190162659,,,,417.00042725,475751.40625,6808453.5,-393.9900513
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,417.15243433,,,,0.5959971547,,,,,,,,81.905220032,,,,417.1524353,475751.40625,6808453.5,-394.1420593
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,417.30443433,,,,0.5900130868,,,,,,,,81.932868958,,,,417.30444336,475751.40625,6808453.5,-394.2940674
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,417.45643433,,,,0.5936080813,,,,,,,,82.971138,,,,417.4564209,475751.40625,6808453.5,-394.4460449
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,417.60843433,,,,0.5982957482,,,,,,,,84.100410461,,,,417.60842896,475751.40625,6808453.5,-394.598053
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,417.76043433,,,,0.6036062837,,,,,,,,85.228630066,,,,417.76043701,475751.40625,6808453.5,-394.7500305
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,417.91243433,,,,0.6089919209,,,,,,,,85.07888031,,,,417.91244507,475751.40625,6808453.5,-394.9020386
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,418.06443433,,,,0.6177395582,,,,,,,,84.731872559,,,,418.06442261,475751.40625,6808453.5,-395.0540161
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,418.21643433,,,,0.6269151568,,,,,,,,85.946929932,,,,418.21643066,475751.40625,6808453.5,-395.2060242
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,418.36843433,,,,0.6323091984,,,,,,,,89.08682251,,,,418.36843872,475751.40625,6808453.5,-395.3580322
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,418.52043433,,,,0.6371970177,,,,,,,,91.105865479,,,,418.52044678,475751.40625,6808453.0,-395.5100403
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,418.67243433,,,,0.6404229403,,,,,,,,91.565010071,,,,418.67242432,475751.40625,6808453.0,-395.6620178
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,418.82443433,,,,0.6434149742,,,,,,,,92.842185974,,,,418.82443237,475751.40625,6808453.0,-395.8140259
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,418.97643433,,,,0.6629180312,,,,,,,,95.87449646,,,,418.97644043,475751.40625,6808453.0,-395.9660034
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,419.12843433,,,,0.6848596334,,,,,,,,102.73177338,,,,419.12844849,475751.40625,6808453.0,-396.1180115
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,419.28043433,,,,0.6947095394,,,,,,,,113.2832489,,,,419.28042603,475751.40625,6808453.0,-396.269989
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,419.43243433,,,,0.7026022077,,,,,,,,118.82948303,,,,419.43243408,475751.40625,6808453.0,-396.4219971
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,419.58443433,,,,0.6909075975,,,,,,,,118.8399353,,,,419.58444214,475751.40625,6808453.0,-396.5740051
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,419.73643433,,,,0.6760467291,,,,,,,,117.85398865,,,,419.73641968,475751.40625,6808453.0,-396.7259827
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,419.88843433,,,,0.6690363884,,,,,,,,110.3995285,,,,419.88842773,475751.40625,6808453.0,-396.8779907
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,420.04043433,,,,0.66326648,,,,,,,,102.10344696,,,,420.04043579,475751.40625,6808453.0,-397.0299988
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,420.19243433,,,,0.659940958,,,,,,,,100.02321625,,,,420.19244385,475751.40625,6808453.0,-397.1819763
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,420.34443433,,,,0.6570486426,,,,,,,,99.132514954,,,,420.34442139,475751.40625,6808453.0,-397.3339539
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,420.49643433,,,,0.6533973217,,,,,,,,97.994506836,,,,420.49642944,475751.40625,6808453.0,-397.4859619
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,420.64843433,,,,0.6496913433,,,,,,,,97.384635925,,,,420.6484375,475751.40625,6808453.0,-397.63797
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,420.80043433,,,,0.648848772,,,,,,,,97.258049011,,,,420.80044556,475751.40625,6808453.0,-397.789978
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,420.95243433,,,,0.6486330032,,,,,,,,97.167869568,,,,420.9524231,475751.40625,6808453.0,-397.9419556
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,421.10443433,,,,0.6389462948,,,,,,,,96.645309448,,,,421.10443115,475751.40625,6808453.0,-398.0939636
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,421.25643433,,,,0.6274600625,,,,,,,,95.132522583,,,,421.25643921,475751.40625,6808453.0,-398.2459717
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,421.40843433,,,,0.6080522537,,,,,,,,90.589500427,,,,421.40844727,475751.40625,6808453.0,-398.3979492
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,421.56043433,,,,0.5870872736,,,,,,,,89.096549988,,,,421.5604248,475751.40625,6808453.0,-398.5499268
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,421.71243433,,,,0.573209703,,,,,,,,88.850517273,,,,421.71243286,475751.40625,6808453.0,-398.7019348
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,421.86443433,,,,0.5608426929,,,,,,,,88.829917908,,,,421.86444092,475751.40625,6808453.0,-398.8539429
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,422.01643433,,,,0.5433317423,,,,,,,,87.448036194,,,,422.01644897,475751.40625,6808453.0,-399.0059509
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,422.16843433,,,,0.5246814489,,,,,,,,80.866333008,,,,422.16842651,475751.40625,6808453.0,-399.1579285
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,422.32043433,,,,0.5180364251,,,,,,,,77.139183044,,,,422.32043457,475751.40625,6808453.0,-399.3099365
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,422.47243433,,,,0.5141468048,,,,,,,,73.583351135,,,,422.47244263,475751.40625,6808453.0,-399.4619446
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,422.62443433,,,,0.5066294074,,,,,,,,70.304695129,,,,422.62442017,475751.40625,6808453.0,-399.6139221
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,422.77643433,,,,0.4982514083,,,,,,,,66.703895569,,,,422.77642822,475751.40625,6808453.0,-399.7658997
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,422.92843433,,,,0.4951586425,,,,,,,,63.269733429,,,,422.92843628,475751.40625,6808453.0,-399.9179077
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,423.08043433,,,,0.4932836294,,,,,,,,60.890739441,,,,423.08044434,475751.40625,6808453.0,-400.0699158
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,423.23243433,,,,0.4973544478,,,,,,,,59.499485016,,,,423.23242188,475751.40625,6808453.0,-400.2218933
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,423.38443433,,,,0.5029395819,,,,,,,,58.258712769,,,,423.38442993,475751.40625,6808453.0,-400.3739014
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,423.53643433,,,,0.5011765361,,,,,,,,57.04032135,,,,423.53643799,475751.40625,6808453.0,-400.5259094
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,423.68843433,,,,0.4974857867,,,,,,,,55.778720856,,,,423.68844604,475751.40625,6808453.0,-400.6779175
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,423.84043433,,,,0.499369055,,,,,,,,54.183116913,,,,423.84042358,475751.40625,6808453.0,-400.829895
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,423.99243433,,,,0.5027599931,,,,,,,,52.978996277,,,,423.99243164,475751.40625,6808453.0,-400.9818726
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,424.14443433,,,,0.5158972144,,,,,,,,57.720947266,,,,424.1444397,475751.40625,6808453.0,-401.1338806
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,424.29643433,,,,0.5316773057,,,,,,,,64.164245605,,,,424.29644775,475751.40625,6808453.0,-401.2858887
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,424.44843433,,,,0.5510749817,,,,,,,,70.408485413,,,,424.44842529,475751.40625,6808453.0,-401.4378662
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,424.60043433,,,,0.5715205073,,,,,,,,74.959823608,,,,424.60043335,475751.40625,6808453.0,-401.5898743
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,424.75243433,,,,0.5795846581,,,,,,,,77.750114441,,,,424.75244141,475751.40625,6808453.0,-401.7418823
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,424.90443433,,,,0.5839731097,,,,,,,,80.80973053,,,,424.90444946,475751.40625,6808453.0,-401.8938904
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,425.05643433,,,,0.5859931707,,,,,,,,82.686203003,,,,425.056427,475751.40625,6808453.0,-402.0458679
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,425.20843433,,,,0.587289691,,,,,,,,83.683120728,,,,425.20843506,475751.40625,6808453.0,-402.1978455
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,425.36043433,,,,0.6027730107,,,,,,,,84.196250916,,,,425.36044312,475751.40625,6808453.0,-402.3498535
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,425.51243433,,,,0.6227199435,,,,,,,,90.798843384,,,,425.51242065,475751.40625,6808453.0,-402.5018311
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,425.66443433,,,,0.6285039783,,,,,,,,102.20587921,,,,425.66442871,475751.40625,6808453.0,-402.6538391
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,425.81643433,,,,0.6297010183,,,,,,,,104.70761871,,,,425.81643677,475751.40625,6808453.0,-402.8058472
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,425.96843433,,,,0.6133893132,,,,,,,,102.16187286,,,,425.96844482,475751.40625,6808453.0,-402.9578552
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,426.12043433,,,,0.5911737084,,,,,,,,99.009963989,,,,426.12042236,475751.40625,6808453.0,-403.1098328
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,426.27243433,,,,0.579630971,,,,,,,,95.85798645,,,,426.27243042,475751.40625,6808453.0,-403.2618408
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,426.42443433,,,,0.5716779232,,,,,,,,93.795272827,,,,426.42443848,475751.40625,6808453.0,-403.4138184
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,426.57643433,,,,0.5621501803,,,,,,,,89.89730835,,,,426.57644653,475751.40625,6808453.0,-403.5658264
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,426.72843433,,,,0.5520755053,,,,,,,,85.380599976,,,,426.72842407,475751.40625,6808453.0,-403.717804
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,426.88043433,,,,0.5513044596,,,,,,,,80.809425354,,,,426.88043213,475751.40625,6808453.0,-403.869812
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,427.03243433,,,,0.5538975596,,,,,,,,76.572288513,,,,427.03244019,475751.40625,6808453.0,-404.0218201
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,427.18443433,,,,0.5522003174,,,,,,,,74.44808197,,,,427.18444824,475751.40625,6808453.0,-404.1738281
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,427.33643433,,,,0.5489090681,,,,,,,,73.613235474,,,,427.33642578,475751.40625,6808453.0,-404.3258057
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,427.48843433,,,,0.5513927937,,,,,,,,73.293136597,,,,427.48843384,475751.40625,6808453.0,-404.4778137
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,427.64043433,,,,0.5561522245,,,,,,,,73.021636963,,,,427.64044189,475751.40625,6808453.0,-404.6297913
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,427.79243433,,,,0.6123276353,,,,,,,,72.94203186,,,,427.79241943,475751.40625,6808453.0,-404.7817688
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,427.94443433,,,,0.6886287928,,,,,,,,77.914848328,,,,427.94442749,475751.40625,6808453.0,-404.9337769
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,428.09643433,,,,0.710428834,,,,,,,,86.796447754,,,,428.09643555,475751.40625,6808453.0,-405.0857849
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,428.24843433,,,,0.7103999853,,,,,,,,86.296905518,,,,428.2484436,475751.40625,6808453.0,-405.237793
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,428.40043433,,,,0.6611118913,,,,,,,,82.603317261,,,,428.40042114,475751.40625,6808453.0,-405.3897705
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,428.55243433,,,,0.5915676355,,,,,,,,80.89112854,,,,428.5524292,475751.40625,6808453.0,-405.5417786
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,428.70443433,,,,0.5757356882,,,,,,,,81.19178772,,,,428.70443726,475751.40625,6808453.0,-405.6937866
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,428.85643433,,,,0.5826182961,,,,,,,,82.21799469,,,,428.85644531,475751.40625,6808453.0,-405.8457642
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,429.00843433,,,,0.5908222795,,,,,,,,88.349189758,,,,429.00842285,475751.40625,6808453.0,-405.9977417
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,429.16043433,,,,0.5996682048,,,,,,,,93.409988403,,,,429.16043091,475751.40625,6808453.0,-406.1497498
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,429.31243433,,,,0.6053687334,,,,,,,,96.311134338,,,,429.31243896,475751.40625,6808453.0,-406.3017578
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,429.46443433,,,,0.6097260714,,,,,,,,97.028305054,,,,429.46444702,475751.40625,6808453.0,-406.4537659
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,429.61643433,,,,0.6124016643,,,,,,,,95.201080322,,,,429.61642456,475751.40625,6808453.0,-406.6057434
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,429.76843433,,,,0.6142966151,,,,,,,,92.594871521,,,,429.76843262,475751.40625,6808453.0,-406.7577515
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,429.92043433,,,,0.6190474629,,,,,,,,90.80065155,,,,429.92044067,475751.40625,6808453.0,-406.9097595
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,430.07243433,,,,0.6251993775,,,,,,,,90.950737,,,,430.07244873,475751.40625,6808453.0,-407.0617371
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,430.22443433,,,,0.6193064451,,,,,,,,91.840370178,,,,430.22442627,475751.40625,6808453.0,-407.2137146
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,430.37643433,,,,0.607704699,,,,,,,,92.729827881,,,,430.37643433,475751.40625,6808453.0,-407.3657227
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,430.52843433,,,,0.6060419083,,,,,,,,93.589775085,,,,430.52844238,475751.40625,6808453.0,-407.5177307
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,430.68043433,,,,0.6093001366,,,,,,,,93.722633362,,,,430.68041992,475751.40625,6808453.0,-407.6697083
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,430.83243433,,,,0.6158451438,,,,,,,,93.460380554,,,,430.83242798,475751.40625,6808453.0,-407.8217163
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,430.98443433,,,,0.6240906119,,,,,,,,93.519599915,,,,430.98443604,475751.40625,6808453.0,-407.9737244
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,431.13643433,,,,0.6288767457,,,,,,,,93.649368286,,,,431.13644409,475751.40625,6808453.0,-408.1257324
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,431.28843433,,,,0.6318031549,,,,,,,,93.231109619,,,,431.28842163,475751.40625,6808453.0,-408.27771
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,431.44043433,,,,0.6351529956,,,,,,,,91.810813904,,,,431.44042969,475751.40625,6808453.0,-408.4296875
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,431.59243433,,,,0.6387434602,,,,,,,,91.650741577,,,,431.59243774,475751.40625,6808453.0,-408.5816956
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,431.74443433,,,,0.6479741335,,,,,,,,93.220481873,,,,431.7444458,475751.40625,6808453.0,-408.7337036
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,431.89643433,,,,0.6601784825,,,,,,,,95.197044373,,,,431.89642334,475751.40625,6808453.0,-408.8856812
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,432.04843433,,,,0.6709962487,,,,,,,,97.01348114,,,,432.0484314,475751.40625,6808453.0,-409.0376892
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,432.20043433,,,,0.6810694337,,,,,,,,98.757484436,,,,432.20043945,475751.40625,6808453.0,-409.1896973
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,432.35243433,,,,0.6847637892,,,,,,,,100.97283173,,,,432.35244751,475751.40625,6808453.0,-409.3417053
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,432.50443433,,,,0.6848635077,,,,,,,,103.25847626,,,,432.50442505,475751.40625,6808453.0,-409.4936829
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,432.65643433,,,,0.6893911958,,,,,,,,103.914505,,,,432.65643311,475751.40625,6808453.0,-409.6456604
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,432.80843433,,,,0.6964093447,,,,,,,,103.15589142,,,,432.80844116,475751.40625,6808453.0,-409.7976685
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,432.96043433,,,,0.7008821368,,,,,,,,102.60577393,,,,432.96044922,475751.40625,6808453.0,-409.9496765
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,433.11243433,,,,0.7038119435,,,,,,,,102.58052826,,,,433.11242676,475751.40625,6808453.0,-410.1016541
Force_2020_all_wells_train_test_blind_hidden_final/34_8-3.las,34/8-3,433.26443433,,,,0.7046511769,,,,,,,,103.24978638,,,,433.26443481,475751.40625,6808453.0,-410.2536621
