source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,MUDWEIGHT,ROP,RDEP,RMED,DTC,NPHI,PEF,GR,RHOB,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,153.47573504,,,,,,6.8232159615,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,153.62773504,,,,,,6.8232159615,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,153.77973504,,,,,,6.8417463303,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,153.93173504,,,,,,7.9348735809,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,154.08373504,,,,,,9.196264267,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,154.23573504,,,,,,9.3296222687,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,154.38773504,,,,,,9.3296222687,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,154.53973504,,,,,,9.3296222687,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,154.69173504,,,,,,9.3296222687,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,154.84373504,,,,,,9.3296222687,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,154.99573504,,,,,,9.3296222687,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,155.14773504,,,,,,7.4112906456,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,155.29973504,,,,,,6.8232159615,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,155.45173504,,,,,,6.8232159615,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,155.60373504,,,,,,6.8232159615,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,155.75573504,,,,,,6.8232159615,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,155.90773504,,,,,,7.1693716049,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,156.05973504,,,,,,14.226517677,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,156.21173504,,,,,,16.29208374,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,156.36373504,,,,,,16.29208374,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,156.51573504,,,,,,16.29208374,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,156.66773504,,,,,,16.29208374,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,156.81973504,,,,,,16.29208374,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,156.97173504,,,,,,16.314136505,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,157.12373504,,,,,,17.759214401,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,157.27573504,,,,,,18.277418137,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,157.42773504,,,,,,18.323547363,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,157.57973504,,,,,,18.372852325,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,157.73173504,,,,,,18.418506622,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,157.88373504,,,,,,18.469100952,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,158.03573504,,,,,,17.921773911,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,158.18773504,,,,,,12.194881439,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,158.33973504,,,,,,11.557650566,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,158.49173504,,,,,,11.557650566,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,158.64373504,,,,,,11.557650566,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,158.79573504,,,,,,11.557650566,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,158.94773504,,,,,,16.1749897,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,159.09973504,,,,,,66.50692749,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,159.25173504,,,,,,80.679855347,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,159.40373504,,,,,,80.727386475,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,159.55573504,,,,,,80.774810791,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,159.70773504,,,,,,80.822235107,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,159.85973504,,,,,,79.766700745,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,160.01173504,,,,,,49.433963776,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,160.16373504,,,,,,19.543209076,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,160.31573504,,,,,,13.437631607,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,160.46773504,,,,,,13.389259338,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,160.61973504,,,,,,13.342092514,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,160.77173504,,,,,,13.292566299,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,160.92373504,,,,,,13.666823387,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,161.07573504,,,,,,18.731548309,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,161.22773504,,,,,,19.875154495,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,161.37973504,,,,,,19.822584152,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,161.53173504,,,,,,19.779167175,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,161.68373504,,,,,,19.731376648,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,161.83573504,,,,,,19.772577286,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,161.98773504,,,,,,20.730791092,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,162.13973504,,,,,,23.907567978,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,162.29173504,,,,,,25.15007019,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,162.44373504,,,,,,25.102258682,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,162.59573504,,,,,,25.054449081,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,162.74773504,,,,,,25.006689072,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,162.89973504,,,,,,24.958400726,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,163.05173504,,,,,,22.73441124,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,163.20373504,,,,,,20.900590897,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,163.35573504,,,,,,20.551420212,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,163.50773504,,,,,,20.607124329,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,163.65973504,,,,,,20.66355896,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,163.81173504,,,,,,20.736637115,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,163.96373504,,,,,,21.159702301,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,164.11573504,,,,,,35.056968689,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,164.26773504,,,,,,41.913906097,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,164.41973504,,,,,,41.913906097,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,164.57173504,,,,,,41.913906097,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,164.72373504,,,,,,41.913906097,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,164.87573504,,,,,,41.913906097,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,165.02773504,,,,,,40.867073059,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,165.17973504,,,,,,26.33405304,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,165.33173504,,,,,,19.355579376,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,165.48373504,,,,,,19.355579376,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,165.63573504,,,,,,19.355579376,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,165.78773504,,,,,,19.355579376,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,165.93973504,,,,,,26.215236664,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,166.09173504,,,,,,34.896961212,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,166.24373504,,,,,,37.457958221,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,166.39573504,,,,,,37.457958221,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-6 A.las,16/1-6 A Verdandi Appr,166.54773504,,,,,,37.457958221,,,,,,,,,,,
