source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,DCAL,MUDWEIGHT,RDEP,RMED,SP,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,99.969202209,,,,,,,,,76.017097473,,,,0.7810342908,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,100.12120221,,,,,,,,,77.204017639,,,,1.1614120007,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,100.27320221,,,,,,,,,77.490142822,,,,1.4262434244,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,100.42520221,,,,,,,,,80.134613037,,,,1.1867271662,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,100.57720221,,,,,,,,,83.354896545,,,,1.0516963005,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,100.72920221,,,,,,,,,86.596321106,,,,0.4239368439,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,100.88120221,,,,,,,,,90.075393677,,,,0.7938852906,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,101.03320221,,,,,,,,,92.61870575,,,,0.8149434924,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,101.18520221,,,,,,,,,93.694900513,,,,1.0617778301,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,101.33720221,,,,,,,,,93.514427185,,,,0.6786686778,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,101.48920221,,,,,,,,,93.265083313,,,,1.0222690105,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,101.64120221,,,,,,,,,93.25,,,,0.923735559,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,101.79320221,,,,,,,,,93.01638031,,,,1.5246287584,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,101.94520221,,,,,,,,,92.767028809,,,,1.6902290583,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,102.09720221,,,,,,,,,92.053153992,,,,1.819896698,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,102.24920221,,,,,,,,,91.536689758,,,,1.3558554649,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,102.40120221,,,,,,,,,90.807090759,,,,0.834320128,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,102.55320221,,,,,,,,,90.75,,,,1.0341961384,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,102.70520221,,,,,,,,,90.520339966,,,,1.1659276485,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,102.85720221,,,,,,,,,90.728996277,,,,0.9463312626,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,103.00920221,,,,,,,,,90.521652222,,,,0.9257391691,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,103.16120221,,,,,,,,,90.727676392,,,,1.2815308571,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,103.31320221,,,,,,,,,90.295913696,,,,1.3075187206,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,103.46520221,,,,,,,,,89.797225952,,,,0.8339739442,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,103.61720221,,,,,,,,,88.621429443,,,,0.4315481782,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,103.76920221,,,,,,,,,88.049819946,,,,0.7470037341,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,103.92120221,,,,,,,,,86.877967834,,,,1.2919251919,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,104.07320221,,,,36.0,,125.81771851,,,86.078765869,,,,1.5820972919,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,104.22520221,,,,36.0,,125.81771851,,,85.33065033,,,,2.1915640831,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,104.37720221,,,,36.0,,125.81771851,,,84.137786865,,,,3.0107314587,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,104.52920221,,,,36.0,,125.81771851,,,83.112876892,,,,4.1483182907,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,104.68120221,,,,36.0,,125.81771851,,,82.115470886,,,,4.7407751083,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,104.83320221,,,,36.0,,125.81771851,,,81.118110657,,,,4.9420142174,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,104.98520221,,,,36.0,,125.81771851,,,80.780189514,,,,4.7308287621,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,105.13720221,,,,36.0,,125.81771851,,,80.311714172,,,,4.3191394806,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,105.28920221,,,,36.0,,125.81771851,,,80.249984741,,,,4.723133564,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,105.44120221,,,,36.0,,125.81771851,,,79.814315796,,,,5.3608937263,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,105.59320221,,,,36.0,,125.81771851,,,79.315643311,,,,5.2552809715,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,105.74520221,,,,36.0,,125.81771851,,,79.899642944,,,,4.5465116501,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,105.89720221,,,,36.0,,125.81771851,,,80.000007629,,,,3.6048622131,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,106.04920221,,,,36.0,,125.81771851,,,81.076133728,,,,3.9232866764,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,106.20120221,,,,36.0,,125.81771851,,,82.108299255,,,,3.6608285904,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,106.35320221,,,,36.0,,125.81771851,,,82.89175415,,,,3.6489164829,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,106.50520221,,,,36.0,,125.81771851,,,83.0,,,,3.2130668163,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,106.65720221,,,,36.0,,125.81771851,,,83.850410461,,,,3.0254254341,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,106.80920221,,,,36.0,,125.81771851,,,84.000022888,,,,2.7839734554,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,106.96120221,,,,36.0,,125.81771851,,,84.633857727,,,,3.2410068512,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,107.11320221,,,,36.0,,125.81771851,,,84.960617065,,,,3.8273487091,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,107.26520221,,,,36.0,,125.81771851,,,84.790031433,,,,3.8592119217,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,107.41720221,,,,36.0,,125.81771851,,,85.168632507,,,,3.1919043064,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,107.56920221,,,,36.0,,125.81771851,,,85.25,,,,1.6633464098,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,107.72120221,,,,36.0,,125.81771851,,,84.833992004,,,,1.4459109306,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,107.87320221,,,,36.0,,125.81771851,,,84.75,,,,2.5409350395,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,108.02520221,,,,36.0,,125.81771851,,,84.956680298,,,,3.5048203468,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,108.17720221,,,,36.0,,125.81771851,,,85.206031799,,,,3.8726284504,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,108.32920221,,,,36.0,,125.81771851,,,85.249992371,,,,4.0238699913,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,108.48120221,,,,36.0,,125.81771851,,,82.588684082,,,,3.6198484898,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,108.63320221,,,,36.0,,125.81771851,,,83.836608887,,,,3.4201579094,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,108.78520221,,,,36.0,,125.81771851,,,83.639778137,,,,3.0770721436,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,108.93720221,,,,36.0,,125.81771851,,,83.905502319,,,,3.3222858906,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,109.08920221,,,,36.0,,125.81771851,,,84.000015259,,,,3.2906708717,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,109.24120221,,,,36.0,,125.81771851,,,84.201446533,,,,2.7384209633,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,109.39320221,,,,36.0,,125.81771851,,,84.450782776,,,,3.1368157864,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,109.54520221,,,,36.0,,125.81771851,,,84.900268555,,,,3.2687878609,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,109.69720221,,,,36.0,,125.81771851,,,85.199455261,,,,3.9988422394,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,109.84920221,,,,36.0,,125.81771851,,,84.45476532,,,,3.557659626,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,110.00120221,,,,36.0,,125.81771851,,,83.061012268,,,,2.8763055801,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,110.15320221,,,,36.0,,125.81771851,,,81.564987183,,,,2.3297967911,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,110.30520221,,,,36.0,,125.81771851,,,82.037406921,,,,2.4252352715,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,110.45720221,,,,36.0,,125.81771851,,,81.85761261,,,,2.788533926,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,110.60920221,,,,36.0,,125.81771851,,,81.163337708,,,,3.264133215,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,110.76120221,,,,36.0,,125.81771851,,,80.610221863,,,,3.2740814686,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,110.91320221,,,,36.0,,125.81771851,,,80.305770874,,,,4.5631990433,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,111.06520221,,,,36.0,,125.81771851,,,80.44354248,,,,5.0502991676,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,111.21720221,,,,36.0,,125.81771851,,,79.728317261,,,,5.5854306221,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,111.36920221,,,,36.0,,125.81771851,,,78.730949402,,,,5.5361051559,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,111.52120221,,,,36.0,,125.81771851,,,77.92514801,,,,4.9825735092,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,111.67320221,,,,36.0,,125.81771851,,,76.79523468,,,,4.6321258545,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,111.82520221,,,,36.0,,125.81771851,,,76.5,,,,4.4692220688,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,111.97720221,,,,36.0,,125.81771851,,,76.31036377,,,,5.3264026642,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,112.12920221,,,,36.0,,125.81771851,,,76.250007629,,,,5.3760967255,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,112.28120221,,,,36.0,,125.81771851,,,76.438323975,,,,4.8093881607,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,112.43320221,,,,36.0,,125.81771851,,,77.813735962,,,,3.9666950703,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,112.58520221,,,,36.0,,125.81771851,,,79.371963501,,,,4.0689768791,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,112.73720221,,,,36.0,,125.81771851,,,75.836585999,,,,4.6659522057,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,112.88920221,,,,36.0,,125.81771851,,,74.685691833,,,,5.8445920944,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,113.04120221,,,,36.0,,125.81771851,,,71.789306641,,,,6.0015945435,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,113.19320221,,,,36.0,,125.81771851,,,67.615409851,,,,6.1266245842,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,113.34520221,,,,36.0,,125.81771851,,,64.479095459,,,,6.5340442657,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,113.49720221,,,,36.0,,125.81771851,,,63.01776886,,,,6.945127964,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,113.64920221,,,,36.0,,125.81771851,,,63.297241211,,,,6.3838372231,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,113.80120221,,,,36.0,,125.81771851,,,64.408752441,,,,6.0458436012,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,113.95320221,,,,36.0,,125.81771851,,,66.379821777,,,,8.1425600052,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,114.10520221,,,,36.0,,125.81771851,,,64.834686279,,,,10.171133995,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,114.25720221,,,,36.0,,125.81771851,,,66.33719635,,,,10.826026917,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,114.40920221,,,,36.0,,125.81771851,,,67.070823669,,,,9.7956676483,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,114.56120221,,,,36.0,,125.81771851,,,66.46459198,,,,8.9856815338,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,114.71320221,,,,36.0,,125.81771851,,,66.783432007,,,,8.1913757324,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,114.86520221,,,,36.0,,125.81771851,,,67.354286194,,,,7.8632068634,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,115.01720221,,,,36.0,,125.81771851,,,67.146980286,,,,6.9175577164,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,115.16920221,,,,36.0,,125.81771851,,,67.703430176,,,,7.2660107613,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,115.32120221,,,,36.0,,125.81771851,,,68.350387573,,,,7.3880753517,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,115.47320221,,,,36.0,,125.81771851,,,68.500015259,,,,8.5822620392,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,115.62520221,,,,36.0,,125.81771851,,,69.195571899,,,,8.9534864426,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,115.77720221,,,,36.0,,125.81771851,,,70.19291687,,,,9.4217538834,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,115.92920221,,,,36.0,,125.81771851,,,70.154876709,,,,10.111682892,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,116.08120221,,,,36.0,,125.81771851,,,70.859611511,,,,10.758416176,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,116.23320221,,,,36.0,,125.81771851,,,71.763786316,,,,10.243771553,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,116.38520221,,,,36.0,,125.81771851,,,72.6824646,,,,10.990999222,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,116.53720221,,,,36.0,,125.81771851,,,74.019737244,,,,10.780509949,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,116.68920221,,,,36.0,,125.81771851,,,75.007865906,,,,11.508659363,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,116.84120221,,,,36.0,,125.81771851,,,76.430496216,,,,10.160595894,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,116.99320221,,,,36.0,,125.81771851,,,78.007896423,,,,8.9191541672,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,117.14520221,,,,36.0,,125.81771851,,,79.336593628,,,,8.0493497849,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,117.29720221,,,,36.0,,125.81771851,,,80.083374023,,,,8.3958320618,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,117.44920221,,,,36.0,,125.81771851,,,81.080085754,,,,8.394575119,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,117.60120221,,,,36.0,,125.81771851,,,82.1614151,,,,7.2602133751,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,117.75320221,,,,36.0,,125.81771851,,,81.511886597,,,,5.9949688911,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,117.90520221,,,,36.0,,125.81771851,,,81.820220947,,,,5.7654719353,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,118.05720221,,,,36.0,,125.81771851,,,82.25,,,,5.4418921471,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,118.20920221,,,,36.0,,125.81771851,,,82.25,,,,4.9658622742,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,118.36120221,,,,36.0,,125.81771851,,,82.412071228,,,,4.9015879631,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,118.51320221,,,,36.0,,125.81771851,,,82.5,,,,5.5341005325,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,118.66520221,,,,36.0,,125.81771851,,,82.017745972,,,,5.686065197,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,118.81720221,,,,36.0,,125.81771851,,,81.269714355,,,,5.2646317482,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,118.96920221,,,,36.0,,125.81771851,,,81.478347778,,,,4.997323513,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,119.12120221,,,,36.0,,125.81771851,,,81.908782959,,,,4.8723068237,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,119.27320221,,,,36.0,,125.81771851,,,82.474388123,,,,4.4179739952,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,119.42520221,,,,36.0,,125.81771851,,,82.907478333,,,,4.0960230827,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,119.57720221,,,,36.0,,125.81771851,,,83.313659668,,,,3.7209994793,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,119.72920221,,,,36.0,,125.81771851,,,83.656173706,,,,3.4443845749,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,119.88120221,,,,36.0,,125.81771851,,,83.75,,,,3.3119258881,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,120.03320221,,,,36.0,,125.81771851,,,83.75,,,,3.745639801,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,120.18520221,,,,36.0,,125.81771851,,,83.287406921,,,,4.688729763,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,120.33720221,,,,36.0,,125.81771851,,,83.153541565,,,,5.7664570808,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,120.48920221,,,,36.0,,125.81771851,,,82.485534668,,,,6.2726311684,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,120.64120221,,,,36.0,,125.81771851,,,81.847770691,,,,6.23858881,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,120.79320221,,,,36.0,,125.81771851,,,81.446846008,,,,5.8354353905,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,120.94520221,,,,36.0,,125.81771851,,,81.099075317,,,,5.371199131,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,121.09720221,,,,36.0,,125.81771851,,,81.0,,,,5.5529384613,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,121.24920221,,,,36.0,,125.81771851,,,80.551170349,,,,5.6978592873,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,121.40120221,,,,36.0,,125.81771851,,,80.25,,,,5.7213339806,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,121.55320221,,,,36.0,,125.81771851,,,80.101707458,,,,5.2173447609,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,121.70520221,,,,36.0,,125.81771851,,,80.147644043,,,,5.0643239021,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,121.85720221,,,,36.0,,125.81771851,,,80.250007629,,,,5.2226605415,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,122.00920221,,,,36.0,,125.81771851,,,80.688957214,,,,5.6044616699,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,122.16120221,,,,36.0,,125.81771851,,,80.70866394,,,,5.9751391411,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,122.31320221,,,,36.0,,125.81771851,,,80.645011902,,,,5.9698328972,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,122.46520221,,,,36.0,,125.81771851,,,80.172584534,,,,5.8396296501,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-2.las,16/10-2 Delta,122.61720221,,,,36.0,,125.81771851,,,79.606315613,,,,5.5381908417,,,,,,
