source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,MUDWEIGHT,ROP,RDEP,RSHA,RMED,SP,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,104.77598517,,,,,,12.065673828,0.1361654997,0.1447280049,1.88993752,,,,15.18632412,,,104.77598572,446274.3125,6468387.0,-77.97200012
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,104.92798517,,,,,,14.675664902,0.1322993338,0.1342491359,0.6497761607,,,,13.399039268,,,104.92798615,446274.3125,6468387.0,-78.12399292
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,105.07998517,,,,,,8.4646635056,0.1319999993,0.1317999959,-7.977321625,,,,13.237091064,,,105.07998657,446274.3125,6468387.0,-78.27598572
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,105.23198517,,,,,,12.691305161,0.1319999993,0.1317999959,-16.33417702,,,,12.568976402,,,105.231987,446274.3125,6468387.0,-78.42798615
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,105.38398517,,,,,,10.09539032,0.1427088678,0.1338738054,-22.55443764,,,,12.45986557,,,105.38398743,446274.3125,6468387.0,-78.57997894
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,105.53598517,,,,,,12.100335121,0.1573469192,0.1463003457,-31.43060112,,,,13.827730179,,,105.53598785,446274.3125,6468387.0,-78.73197174
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,105.68798517,,,,,,16.977846146,0.3408645391,0.1940810531,-44.87001801,,,,14.926398277,,,105.68798828,446274.3125,6468387.0,-78.88396454
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,105.83998517,,,,,,12.299794197,0.5745187402,0.4037954509,-52.64172745,,,,16.23015213,,,105.83998871,446274.3125,6468387.0,-79.03596497
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,105.99198517,,,,,,17.641664505,0.6619679928,0.6133852601,-60.72552872,,,,15.165651321,,,105.99198151,446274.3125,6468387.0,-79.18795776
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,106.14398517,,,,,,33.637363434,0.6515353322,0.6669849157,-65.65671539,,,,15.730033875,,,106.14398193,446274.3125,6468387.0,-79.33995056
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,106.29598517,,,,,,101.43477631,0.5613335967,0.6333821416,-66.41916656,,,,15.694420815,,,106.29598236,446274.3125,6468387.0,-79.49195099
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,106.44798517,,,,,,79.260826111,0.4432442486,0.5302373767,-69.2905426,,,,16.505681992,,,106.44798279,446274.3125,6468387.0,-79.64394379
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,106.59998517,,,,,,14.423176765,0.2789902389,0.4016675353,-75.58196259,,,,16.594261169,,,106.59998322,446274.3125,6468387.0,-79.79593658
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,106.75198517,,,,,,11.219537735,0.1918435544,0.2453583032,-80.35938263,,,,15.897769928,,,106.75198364,446274.3125,6468387.0,-79.94793701
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,106.90398517,,,,,,14.232168198,0.1664094925,0.1789083481,-82.03266907,,,,15.184410095,,,106.90398407,446274.3125,6468387.0,-80.09992981
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,107.05598517,,,,,,18.110925674,0.1683176756,0.1643785089,-84.79059601,,,,14.402775764,,,107.0559845,446274.3125,6468387.0,-80.25192261
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,107.20798517,,,,,,17.998403549,0.1724435389,0.16947712,-89.50441742,,,,14.707468033,,,107.20798492,446274.3125,6468387.0,-80.40392303
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,107.35998517,,,,,,22.016439438,0.1747165471,0.1731691808,-93.20394897,,,,15.394246101,,,107.35998535,446274.3125,6468387.0,-80.55591583
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,107.51198517,,,,,,29.26558876,0.1741443723,0.1747304797,-91.5609436,,,,16.16163063,,,107.51198578,446274.3125,6468387.0,-80.70791626
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,107.66398517,,,,,,40.0532341,0.1714409739,0.1739044189,-93.33251953,,,,16.9389534,,,107.66398621,446274.3125,6468387.0,-80.85990906
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,107.81598517,,,,,,55.71238327,0.1641967744,0.1702898145,-96.88900757,,,,16.712387085,,,107.81598663,446274.3125,6468387.0,-81.01190186
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,107.96798517,,,,,,61.813102722,0.1562179625,0.1620115042,-99.14550781,,,,16.440105438,,,107.96798706,446274.3125,6468387.0,-81.16390228
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,108.11998517,,,,,,53.132888794,0.1490840167,0.1539776325,-100.9289932,,,,16.284128189,,,108.11998749,446274.3125,6468387.0,-81.31589508
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,108.27198517,,,,,,90.007728577,0.1463150084,0.1480978578,-100.9893723,,,,16.75361824,,,108.27198792,446274.3125,6468387.0,-81.46789551
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,108.42398517,,,,,,81.864761353,0.1434803754,0.1456424892,-101.1599655,,,,18.404363632,,,108.42398834,446274.3125,6468387.0,-81.61988068
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,108.57598517,,,,,,79.52457428,0.1446744651,0.1433291882,-99.73484039,,,,18.32840538,,,108.57598877,446274.3125,6468387.0,-81.7718811
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,108.72798517,,,,,,87.460525513,0.1466692388,0.1452950388,-103.4144287,,,,17.679542542,,,108.72798157,446274.3125,6468387.0,-81.9238739
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,108.87998517,,,,,,117.01457214,0.1494960338,0.1478345543,-101.7039642,,,,16.13677597,,,108.87998199,446274.3125,6468387.0,-82.0758667
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,109.03198517,,,,,,59.294353485,0.1508293599,0.1505127549,-98.50457001,,,,15.589730263,,,109.03198242,446274.3125,6468387.0,-82.22786713
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,109.18398517,,,,,,88.369415283,0.1551337391,0.151928708,-100.0168686,,,,16.260217667,,,109.18398285,446274.3125,6468387.0,-82.37985992
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,109.33598517,,,,,,122.54541779,0.1584722996,0.1565224975,-103.9524307,,,,16.443601608,,,109.33598328,446274.3125,6468387.0,-82.53185272
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,109.48798517,,,,,,292.24902344,0.1622859538,0.1595566124,-105.5214844,,,,16.229480743,,,109.4879837,446274.3125,6468387.0,-82.68385315
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,109.63998517,,,,,,129.38235474,0.1654566377,0.1628964692,-105.6999969,,,,16.310499191,,,109.63998413,446274.3125,6468387.0,-82.83584595
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,109.79198517,,,,,,47.259876251,0.1651837677,0.1654501855,-106.1081161,,,,17.39216423,,,109.79198456,446274.3125,6468387.0,-82.98784637
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,109.94398517,,,,,,39.084949493,0.16581361,0.1650485098,-103.1489258,,,,17.383558273,,,109.94398499,446274.3125,6468387.0,-83.13983917
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,110.09598517,,,,,,44.431869507,0.1676219404,0.1657830924,-103.4637146,,,,17.101125717,,,110.09598541,446274.3125,6468387.0,-83.29183197
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,110.24798517,,,,,,51.097938538,0.1728503704,0.1690321863,-103.9020996,,,,16.63265419,,,110.24798584,446274.3125,6468387.0,-83.44382477
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,110.39998517,,,,,,43.714797974,0.1756116003,0.1744782031,-105.9645004,,,,18.656843185,,,110.39998627,446274.3125,6468387.0,-83.59581757
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,110.55198517,,,,,,47.16910553,0.173590526,0.1760405153,-108.0563049,,,,17.963323593,,,110.55198669,446274.3125,6468387.0,-83.74780273
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,110.70398517,,,,,,50.623416901,0.1713989228,0.1731406897,-108.0497284,,,,17.287492752,,,110.70398712,446274.3125,6468387.0,-83.89979553
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,110.85598517,,,,,,54.077724457,0.1733936667,0.1716357321,-106.7531586,,,,16.95810318,,,110.85598755,446274.3125,6468387.0,-84.05178833
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,111.00798517,,,,,,57.532035828,0.1771811098,0.1746068299,-102.871254,,,,18.286882401,,,111.00798798,446274.3125,6468387.0,-84.20378113
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,111.15998517,,,,,,60.986347198,0.1811706722,0.1784964949,-104.129837,,,,18.59526062,,,111.1599884,446274.3125,6468387.0,-84.3557663
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,111.31198517,,,,,,64.440658569,0.1843700707,0.1822835356,-106.2800446,,,,17.060525894,,,111.31198883,446274.3125,6468387.0,-84.50775909
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,111.46398517,,,,,,67.894966125,0.1842125952,0.1845645905,-105.91259,,,,16.724134445,,,111.46398163,446274.3125,6468387.0,-84.65975189
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,111.61598517,,,,,,71.349273682,0.182430476,0.1839636862,-104.52285,,,,17.900730133,,,111.61598206,446274.3125,6468387.0,-84.81174469
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,111.76798517,,,,,,74.803581238,0.1835642904,0.1822310835,-104.7866058,,,,19.050182343,,,111.76798248,446274.3125,6468387.0,-84.96373749
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,111.91998517,,,,,,78.257888794,0.1855590791,0.184188053,-104.1704559,,,,19.812770844,,,111.91998291,446274.3125,6468387.0,-85.11573029
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,112.07198517,,,,,,81.71219635,0.1852231026,0.1854758859,-104.3384476,,,,20.360174179,,,112.07198334,446274.3125,6468387.0,-85.26772308
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,112.22398517,,,,,,85.166503906,0.1857742816,0.1851230711,-104.6435699,,,,17.946516037,,,112.22398376,446274.3125,6468387.0,-85.41971588
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,112.37598517,,,,,,88.620819092,0.1852283776,0.1854504794,-104.1212692,,,,18.103252411,,,112.37598419,446274.3125,6468387.0,-85.57170868
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,112.52798517,,,,,,92.075126648,0.1842309833,0.1845737845,-103.7577438,,,,18.264781952,,,112.52798462,446274.3125,6468387.0,-85.72370148
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,112.67998517,,,,,,95.529434204,0.1855328232,0.184169665,-102.9335861,,,,18.170692444,,,112.67998505,446274.3125,6468387.0,-85.87569427
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,112.83198517,,,,,,98.98374939,0.1867637634,0.1855471432,-102.5090561,,,,16.669559479,,,112.83198547,446274.3125,6468387.0,-86.02768707
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,112.98398517,,,,,,102.43805695,0.1885222942,0.18661125,-105.8751602,,,,16.969486237,,,112.9839859,446274.3125,6468387.0,-86.17967987
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,113.13598517,,,,,,105.8923645,0.1905170083,0.1891005486,-107.1396255,,,,17.724378586,,,113.13598633,446274.3125,6468387.0,-86.33167267
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,113.28798517,,,,,,109.34667206,0.1917558908,0.1914196461,-110.0345612,,,,19.297258377,,,113.28798676,446274.3125,6468387.0,-86.48366547
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,113.43998517,,,,,,112.80097961,0.1912467629,0.1918633729,-108.6902771,,,,19.662315369,,,113.43998718,446274.3125,6468387.0,-86.63565826
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,113.59198517,,,,,,116.25528717,0.1894987524,0.1908353567,-107.0117188,,,,18.929292679,,,113.59198761,446274.3125,6468387.0,-86.78765106
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,113.74398517,,,,,,119.70959473,0.1882519722,0.1889529377,-105.3909683,,,,16.864059448,,,113.74398804,446274.3125,6468387.0,-86.93964386
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,113.89598517,,,,,,123.16390228,0.1872546375,0.1874856204,-104.3909683,,,,15.118103027,,,113.89598846,446274.3125,6468387.0,-87.09163666
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,114.04798517,,,,,,126.61821747,0.1877427548,0.1870392412,-103.0858688,,,,16.487190247,,,114.04798889,446274.3125,6468387.0,-87.24362183
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,114.19998517,,,,,,130.07252502,0.1894802153,0.1885446608,-102.6999969,,,,17.193567276,,,114.19998169,446274.3125,6468387.0,-87.39561462
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,114.35198517,,,,,,133.52684021,0.1892625093,0.1903707534,-101.9625015,,,,18.069313049,,,114.35198212,446274.3125,6468387.0,-87.54760742
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,114.50398517,,,,,,136.98114014,0.186795339,0.188936159,-99.67906189,,,,16.900524139,,,114.50398254,446274.3125,6468387.0,-87.69960022
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,114.65598517,,,,,,140.43544006,0.1757486016,0.1852951944,-95.4718399,,,,15.735954285,,,114.65598297,446274.3125,6468387.0,-87.85159302
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,114.80798517,,,,,,143.88977051,0.1603260189,0.1721837521,-95.47683716,,,,14.860860825,,,114.8079834,446274.3125,6468387.0,-88.00358582
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,114.95998517,,,,,,147.34407043,0.1429143399,0.155612275,-96.67697906,,,,15.574977875,,,114.95998383,446274.3125,6468387.0,-88.15557861
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,115.11198517,,,,,,150.79838562,0.1343781948,0.1376619488,-99.3041687,,,,16.772758484,,,115.11198425,446274.3125,6468387.0,-88.30757141
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,115.26398517,,,,,,154.25270081,0.1308346242,0.1327877343,-100.9217911,,,,17.693408966,,,115.26398468,446274.3125,6468387.0,-88.45956421
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,115.41598517,,,,,,157.70700073,0.1299999952,0.130400002,-102.4585342,,,,18.846069336,,,115.41598511,446274.3125,6468387.0,-88.61155701
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,115.56798517,,,,,,161.16131592,0.1314330846,0.130400002,-103.4874039,,,,19.749952316,,,115.56798553,446274.3125,6468387.0,-88.7635498
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,115.71998517,,,,,,164.61561584,0.1405672431,0.131796211,-105.6633224,,,,18.830596924,,,115.71998596,446274.3125,6468387.0,-88.9155426
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,115.87198517,,,,,,95.183525085,0.1952132881,0.1435372829,-105.9165268,,,,18.874750137,,,115.87198639,446274.3125,6468387.0,-89.0675354
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,116.02398517,,,,,,89.046325684,0.2726940215,0.2152245492,-106.4086685,,,,16.766937256,,,116.02398682,446274.3125,6468387.0,-89.2195282
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,116.17598517,,,,,,64.790054321,0.3503645957,0.2955475152,-107.4060287,,,,16.672725677,,,116.17598724,446274.3125,6468387.0,-89.371521
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,116.32798517,,,,,,40.385066986,0.4123911262,0.3715954423,-107.524147,,,,15.885505676,,,116.32798767,446274.3125,6468387.0,-89.52351379
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,116.47998517,,,,,,6.8623924255,0.4640385807,0.4283035398,-108.6763458,,,,16.305570602,,,116.4799881,446274.3125,6468387.0,-89.67550659
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,116.63198517,,,,,,5.3580293655,0.5069260001,0.4775906801,-108.676384,,,,16.787965775,,,116.63198853,446274.3125,6468387.0,-89.82749939
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,116.78398517,,,,,,5.2863521576,0.5057846308,0.5177538991,-108.7977676,,,,15.244364738,,,116.78398895,446274.3125,6468387.0,-89.97948456
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,116.93598517,,,,,,12.565415382,0.4702051282,0.5009291172,-109.4696732,,,,15.912658691,,,116.93598175,446274.3125,6468387.0,-90.13146973
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,117.08798517,,,,,,11.909250259,0.4293887019,0.4581446052,-108.4920044,,,,15.922104836,,,117.08798218,446274.3125,6468387.0,-90.28346252
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,117.23998517,,,,,,11.05602169,0.3640515804,0.4176732004,-108.8095474,,,,16.801849365,,,117.2399826,446274.3125,6468387.0,-90.43545532
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,117.39198517,,,,,,10.202792168,0.2646477818,0.3427060544,-107.658699,,,,15.708407402,,,117.39198303,446274.3125,6468387.0,-90.58744812
Force_2020_all_wells_train_test_blind_hidden_final/16_7-5.las,16/7-5,117.54398517,,,,,,9.3495616913,0.1665354818,0.2342584431,-107.8030167,,,,16.592374802,,,117.54398346,446274.3125,6468387.0,-90.73944092
