source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,RDEP,RSHA,RMED,RXO,RMIC,SP,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,359.97690112,,,,,882.82562256,,,,,-40.80892563,,,,2.8250677586,,,359.97689819,536836.1875,6748639.5,-334.9710999
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,360.12890112,,,,,718.1350708,,714.71044922,,,-35.13678741,,,,1.9961159229,,,360.12890625,536836.1875,6748639.5,-335.1231079
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,360.28090112,,,,,553.44451904,,105.73120117,,,-25.70210838,,,,1.6887077093,,,360.28091431,536836.1875,6748639.5,-335.275116
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,360.43290112,,,,,388.75390625,,0.462082684,,,-9.715023041,,,,1.8910366297,,,360.43289185,536836.1875,6748639.5,-335.4270935
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,360.58490112,,,,,224.06333923,,0.2371614277,,,12.415888786,,,,2.1702928543,,,360.5848999,536836.1875,6748639.5,-335.5791016
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,360.73690112,,,,,59.372753143,,0.1802762598,,,30.711833954,,,,2.2422413826,,,360.73690796,536836.1875,6748639.5,-335.7311096
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,360.88890112,,,,,1436.0224609,,0.1452679485,,,23.915252686,,,,2.235697031,,,360.88891602,536836.1875,6748639.5,-335.8831177
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,361.04090112,,,,,1918.5091553,,0.1285673827,,,7.6803269386,,,,2.2325708866,,,361.04089355,536836.1875,6748639.5,-336.0350952
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,361.19290112,,,,,1808.6734619,,0.1273225397,,,-26.82990456,,,,1.8385205269,,,361.19290161,536836.1875,6748639.5,-336.1870728
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,361.34490112,,,,,1698.8376465,,0.1608031243,,,-55.69802475,,,,1.6812444925,,,361.34490967,536836.1875,6748639.5,-336.3390808
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,361.49690112,,,,,1589.0019531,,0.2833205462,,,-93.31309509,,,,1.6869472265,,,361.49688721,536836.1875,6748639.5,-336.4910583
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,361.64890112,,,,,1479.1661377,,0.4304104447,,,-139.4420166,,,,2.0996918678,,,361.64889526,536836.1875,6748639.5,-336.6430664
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,361.80090112,,,,,1369.3304443,,0.426064074,,,-168.8289795,,,,2.6753401756,,,361.80090332,536836.1875,6748639.5,-336.7950745
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,361.95290112,,,,,1259.494751,,0.425914973,,,-181.9007721,,,,2.8476686478,,,361.95291138,536836.1875,6748639.5,-336.9470825
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,362.10490112,,,,,1149.6589355,,0.3697483242,,,-199.0528412,,,,2.4455647469,,,362.10488892,536836.1875,6748639.5,-337.0990601
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,362.25690112,,,,,1039.8232422,,0.2461911738,,,-190.9178314,,,,2.6555359364,,,362.25689697,536836.1875,6748639.5,-337.2510681
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,362.40890112,,,,,929.98754883,,0.1584937572,,,-134.9881592,,,,2.8287022114,,,362.40890503,536836.1875,6748639.5,-337.4030762
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,362.56090112,,,,,820.15179443,,0.1372051537,,,-71.24872589,,,,3.2169201374,,,362.56091309,536836.1875,6748639.5,-337.5550537
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,362.71290112,,,,,1616.0240479,,0.1361828893,,,-51.71347427,,,,2.2317039967,,,362.71289063,536836.1875,6748639.5,-337.7070313
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,362.86490112,,,,,1664.7869873,,0.1326897293,,,-62.20031738,,,,1.6924232244,,,362.86489868,536836.1875,6748639.5,-337.8590393
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,363.01690112,,,,,1180.3299561,,0.1279341727,,,-74.52347565,,,,1.3047896624,,,363.01690674,536836.1875,6748639.5,-338.0110474
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,363.16890112,,,,,695.87298584,,0.1247731373,,,-101.5312271,,,,1.5079005957,,,363.16891479,536836.1875,6748639.5,-338.1630554
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,363.32090112,,,,,211.41596985,,0.1302799881,,,-148.2511749,,,,1.3145484924,,,363.32089233,536836.1875,6748639.5,-338.315033
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,363.47290112,,,,,28.82380867,,0.1807191372,,,-175.6175079,,,,1.1312768459,,,363.47290039,536836.1875,6748639.5,-338.467041
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,363.62490112,,,,,19.861427307,,0.2985317707,,,-183.8475189,,,,1.125980258,,,363.62490845,536836.1875,6748639.5,-338.6190491
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,363.77690112,,,,,32.726074219,,0.4230739176,,,-190.3127594,,,,1.4975545406,,,363.77688599,536836.1875,6748639.5,-338.7710266
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,363.92890112,,,,,44.98992157,,0.4922077656,,,-196.8083954,,,,1.3122639656,,,363.92889404,536836.1875,6748639.5,-338.9230347
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,364.08090112,,,,,47.907272339,,0.5385534763,,,-201.4787292,,,,1.1229460239,,,364.0809021,536836.1875,6748639.5,-339.0750122
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,364.23290112,,,,,50.484882355,,0.563765347,,,-199.9328766,,,,1.1213405132,,,364.23291016,536836.1875,6748639.5,-339.2270203
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,364.38490112,,,,,42.634792328,,0.5687970519,,,-179.3356781,,,,1.8573583364,,,364.3848877,536836.1875,6748639.5,-339.3789978
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,364.53690112,,,,,42.994941711,,0.5675261617,,,-131.8266602,,,,2.6063351631,,,364.53689575,536836.1875,6748639.5,-339.5310059
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,364.68890112,,,,,655.57067871,,0.549207747,,,-94.89842224,,,,4.2589902878,,,364.68890381,536836.1875,6748639.5,-339.6830139
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,364.84090112,,,,,401.70501709,,0.5219550133,,,-83.23439026,,,,5.4123382568,,,364.84091187,536836.1875,6748639.5,-339.835022
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,364.99290112,,,,,62.317737579,,0.4964021742,,,-80.66191101,,,,4.8933286667,,,364.9928894,536836.1875,6748639.5,-339.9869995
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,365.14490112,,,,,49.578781128,,0.4719930887,,,-79.89941406,,,,3.0602383614,,,365.14489746,536836.1875,6748639.5,-340.1390076
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,365.29690112,,,,,86.620849609,,0.449002564,,,-79.49610138,,,,1.548807621,,,365.29690552,536836.1875,6748639.5,-340.2910156
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,365.44890112,,,,,1314.1811523,,0.4250378907,,,-84.48542023,,,,2.5830471516,,,365.44891357,536836.1875,6748639.5,-340.4429932
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,365.60090112,,,,,1797.9100342,,0.3915205896,,,-83.89494324,,,,4.1066012383,,,365.60089111,536836.1875,6748639.5,-340.5949707
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,365.75290112,,,,,1484.4942627,,0.3415991068,,,-80.98556519,,,,5.2255597115,,,365.75289917,536836.1875,6748639.5,-340.7469788
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,365.90490112,,,,,1171.0784912,,0.2834734023,,,-82.53098297,,,,4.9279646873,,,365.90490723,536836.1875,6748639.5,-340.8989868
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,366.05690112,,,,,857.66265869,,0.2373645753,,,-86.92273712,,,,4.8584532738,,,366.05691528,536836.1875,6748639.5,-341.0509949
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,366.20890112,,,,,544.24682617,,0.2049904913,,,-90.26790619,,,,4.7117395401,,,366.20889282,536836.1875,6748639.5,-341.2029724
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,366.36090112,,,,,230.83102417,,0.1856060624,,,-88.34365082,,,,4.1521229744,,,366.36090088,536836.1875,6748639.5,-341.3549805
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,366.51290112,,,,,59.24030304,,0.1771755219,,,-90.84128571,,,,3.9329009056,,,366.51290894,536836.1875,6748639.5,-341.5069885
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,366.66490112,,,,,23.197862625,,0.1737799048,,,-97.95555115,,,,4.2885832787,,,366.66488647,536836.1875,6748639.5,-341.6589661
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,366.81690112,,,,,24.415538788,,0.1701949686,,,-108.527832,,,,4.5144591331,,,366.81689453,536836.1875,6748639.5,-341.8109741
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,366.96890112,,,,,48.680038452,,0.1643987596,,,-121.6578064,,,,4.1816573143,,,366.96890259,536836.1875,6748639.5,-341.9629517
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,367.12090112,,,,,809.85308838,,0.157350868,,,-134.6611176,,,,2.9331541061,,,367.12091064,536836.1875,6748639.5,-342.1149597
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,367.27290112,,,,,1719.2598877,,0.1512832493,,,-144.6985474,,,,2.944539547,,,367.27288818,536836.1875,6748639.5,-342.2669373
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,367.42490112,,,,,1763.3209229,,0.1487769485,,,-149.1453094,,,,3.0435996056,,,367.42489624,536836.1875,6748639.5,-342.4189453
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,367.57690112,,,,,1375.7766113,,0.1502449363,,,-150.3274689,,,,3.155823946,,,367.5769043,536836.1875,6748639.5,-342.5709534
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,367.72890112,,,,,988.23223877,,0.1518792361,,,-151.7038269,,,,3.3709294796,,,367.72891235,536836.1875,6748639.5,-342.7229614
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,367.88090112,,,,,600.68792725,,0.1508879513,,,-157.3458405,,,,4.6832909584,,,367.88088989,536836.1875,6748639.5,-342.874939
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,368.03290112,,,,,213.14356995,,0.1482187957,,,-166.534668,,,,5.9139528275,,,368.03289795,536836.1875,6748639.5,-343.026947
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,368.18490112,,,,,46.43189621,,0.1445765793,,,-166.9515228,,,,5.8152012825,,,368.18490601,536836.1875,6748639.5,-343.1789551
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,368.33690112,,,,,1189.0645752,,0.1403692812,,,-166.905899,,,,3.9510970116,,,368.33691406,536836.1875,6748639.5,-343.3309631
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,368.48890112,,,,,847.72735596,,0.1371936798,,,-165.5090332,,,,3.4458649158,,,368.4888916,536836.1875,6748639.5,-343.4829407
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,368.64090112,,,,,1176.7319336,,0.1355583668,,,-163.9745331,,,,4.5547065735,,,368.64089966,536836.1875,6748639.5,-343.6349182
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,368.79290112,,,,,1428.0097656,,0.1350419372,,,-164.1101074,,,,5.3654532433,,,368.79290771,536836.1875,6748639.5,-343.7869263
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,368.94490112,,,,,463.70895386,,0.1372541934,,,-167.2608795,,,,4.6574726105,,,368.94491577,536836.1875,6748639.5,-343.9389343
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,369.09690112,,,,,60.629955292,,0.1526506692,,,-170.9888916,,,,3.9689972401,,,369.09689331,536836.1875,6748639.5,-344.0909119
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,369.24890112,,,,,1050.810791,,0.1933875382,,,-174.1268311,,,,4.2866749763,,,369.24890137,536836.1875,6748639.5,-344.2429199
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,369.40090112,,,,,895.92254639,,0.2659240365,,,-177.1117401,,,,4.8452572823,,,369.40090942,536836.1875,6748639.5,-344.394928
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,369.55290112,,,,,119.58312225,,0.2973269522,,,-177.8975525,,,,4.7610125542,,,369.55288696,536836.1875,6748639.5,-344.5469055
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,369.70490112,,,,,28.83262825,,0.2580140233,,,-177.5482025,,,,4.5041770935,,,369.70489502,536836.1875,6748639.5,-344.6989136
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,369.85690112,,,,,28.346918106,,0.1991386116,,,-178.8453522,,,,4.1751813889,,,369.85690308,536836.1875,6748639.5,-344.8509216
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,370.00890112,,,,,1132.8079834,,0.1591585279,,,-168.6416779,,,,3.6086409092,,,370.00891113,536836.1875,6748639.5,-345.0028992
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,370.16090112,,,,,1637.9831543,,0.1448380351,,,-141.0335846,,,,3.6915700436,,,370.16088867,536836.1875,6748639.5,-345.1548767
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,370.31290112,,,,,994.6574707,,0.1474015564,,,-104.6423874,,,,3.9589452744,,,370.31289673,536836.1875,6748639.5,-345.3068848
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,370.46490112,,,,,351.33178711,,0.1634611785,,,-84.67202759,,,,4.2764444351,,,370.46490479,536836.1875,6748639.5,-345.4588928
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,370.61690112,,,,,1122.1821289,,0.1974992603,,,-90.56809235,,,,3.904163599,,,370.61691284,536836.1875,6748639.5,-345.6109009
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,370.76890112,,,,,1470.3476563,,0.2530521154,,,-113.7354889,,,,3.3827137947,,,370.76889038,536836.1875,6748639.5,-345.7628784
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,370.92090112,,,,,517.90460205,,0.3424625695,,,-139.867157,,,,3.6810779572,,,370.92089844,536836.1875,6748639.5,-345.9148865
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,371.07290112,,,,,57.0952034,,0.45046404,,,-154.4167938,,,,5.1452264786,,,371.07290649,536836.1875,6748639.5,-346.0668945
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,371.22490112,,,,,38.361949921,,0.5350909829,,,-154.2245789,,,,6.1754775047,,,371.22491455,536836.1875,6748639.5,-346.2189026
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,371.37690112,,,,,1086.8883057,,0.5642671585,,,-143.2286682,,,,5.5707178116,,,371.37689209,536836.1875,6748639.5,-346.3708801
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,371.52890112,,,,,1850.0985107,,0.474434495,,,-121.3302078,,,,3.8467261791,,,371.52890015,536836.1875,6748639.5,-346.5228577
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,371.68090112,,,,,1583.7236328,,0.356141448,,,-94.86357117,,,,3.6812062263,,,371.6809082,536836.1875,6748639.5,-346.6748657
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,371.83290112,,,,,1317.3486328,,0.2943214178,,,-70.04272461,,,,4.7649974823,,,371.83291626,536836.1875,6748639.5,-346.8268738
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,371.98490112,,,,,1050.9737549,,0.2634229064,,,-49.06459427,,,,5.6294517517,,,371.9848938,536836.1875,6748639.5,-346.9788513
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,372.13690112,,,,,784.59875488,,0.2606348395,,,-36.5548439,,,,6.4712104797,,,372.13690186,536836.1875,6748639.5,-347.1308594
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,372.28890112,,,,,518.22381592,,0.3141759038,,,-32.94874191,,,,6.1704177856,,,372.28890991,536836.1875,6748639.5,-347.2828674
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,372.44090112,,,,,251.84887695,,0.5586085916,,,-40.75181961,,,,5.3617763519,,,372.44088745,536836.1875,6748639.5,-347.434845
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,372.59290112,,,,,77.564971924,,1.4538061619,,,-58.92940521,,,,4.8058748245,,,372.59289551,536836.1875,6748639.5,-347.586853
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,372.74490112,,,,,34.254070282,,3.4082648754,,,-73.44409943,,,,4.5207800865,,,372.74490356,536836.1875,6748639.5,-347.7388611
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,372.89690112,,,,,36.113430023,,3.0825872421,,,-78.810112,,,,4.5057778358,,,372.89691162,536836.1875,6748639.5,-347.8908386
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,373.04890112,,,,,335.1645813,,1.1580278873,,,-78.36220551,,,,4.5042190552,,,373.04888916,536836.1875,6748639.5,-348.0428162
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,373.20090112,,,,,1314.3378906,,0.5765520334,,,-68.25286102,,,,4.7960095406,,,373.20089722,536836.1875,6748639.5,-348.1948242
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,373.35290112,,,,,1837.0880127,,0.3619940877,,,-44.08692932,,,,4.7853393555,,,373.35290527,536836.1875,6748639.5,-348.3468323
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,373.50490112,,,,,1527.4588623,,0.28222996,,,-19.29605293,,,,5.0450587273,,,373.50491333,536836.1875,6748639.5,-348.4988403
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,373.65690112,,,,,1217.8295898,,0.2602993548,,,-5.388901711,,,,5.3153338432,,,373.65689087,536836.1875,6748639.5,-348.6508179
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,373.80890112,,,,,908.20037842,,0.2802177072,,,-2.95165801,,,,5.888422966,,,373.80889893,536836.1875,6748639.5,-348.8028259
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,373.96090112,,,,,598.57116699,,0.3428225815,,,-10.60531425,,,,5.6756801605,,,373.96090698,536836.1875,6748639.5,-348.954834
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,374.11290112,,,,,288.94192505,,0.44296965,,,-29.93118668,,,,5.3754043579,,,374.11291504,536836.1875,6748639.5,-349.106842
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,374.26490112,,,,,304.95907593,,0.5263627768,,,-52.84321594,,,,6.2187180519,,,374.26489258,536836.1875,6748639.5,-349.2588196
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,374.41690112,,,,,385.55426025,,0.5908059478,,,-66.20812988,,,,6.4723706245,,,374.41690063,536836.1875,6748639.5,-349.4108276
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,374.56890112,,,,,171.33488464,,0.66245538,,,-70.19613647,,,,6.4850759506,,,374.56890869,536836.1875,6748639.5,-349.5628052
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,374.72090112,,,,,81.527153015,,0.567643702,,,-64.195961,,,,6.1936326027,,,374.72088623,536836.1875,6748639.5,-349.7147827
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,374.87290112,,,,,82.162712097,,0.3204898238,,,-51.62081146,,,,5.9265432358,,,374.87289429,536836.1875,6748639.5,-349.8667908
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,375.02490112,,,,,42.954692841,,0.183614552,,,-36.29466248,,,,5.8865013123,,,375.02490234,536836.1875,6748639.5,-350.0187988
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,375.17690112,,,,,25.615024567,,0.163982302,,,-23.84811974,,,,5.9013671875,,,375.1769104,536836.1875,6748639.5,-350.1708069
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,375.32890112,,,,,47.560935974,,0.1627557874,,,-20.3239193,,,,6.1150374413,,,375.32888794,536836.1875,6748639.5,-350.3227844
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,375.48090112,,,,,965.98345947,,0.1618377119,,,-21.94934845,,,,6.4495253563,,,375.480896,536836.1875,6748639.5,-350.4747925
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,375.63290112,,,,,1806.8635254,,0.1624760926,,,-34.75271606,,,,6.4182300568,,,375.63290405,536836.1875,6748639.5,-350.6268005
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,375.78490112,,,,,1412.9359131,,0.1645384282,,,-70.65570831,,,,6.4830474854,,,375.78491211,536836.1875,6748639.5,-350.7787781
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,375.93690112,,,,,1019.0083008,,0.1674914956,,,-112.8713837,,,,6.7344403267,,,375.93688965,536836.1875,6748639.5,-350.9307556
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,376.08890112,,,,,625.08068848,,0.1600963324,,,-136.5479889,,,,7.3868970871,,,376.08889771,536836.1875,6748639.5,-351.0827637
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,376.24090112,,,,,231.1530304,,0.1483873278,,,-140.9292297,,,,7.6516113281,,,376.24090576,536836.1875,6748639.5,-351.2347717
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,376.39290112,,,,,11.245303154,,0.1527872384,,,-139.6726837,,,,7.934319973,,,376.39291382,536836.1875,6748639.5,-351.3867798
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,376.54490112,,,,,8.1268186569,,0.2245118618,,,-136.2899017,,,,9.4066123962,,,376.54489136,536836.1875,6748639.5,-351.5387573
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,376.69690112,,,,,9.5607595444,,0.333548367,,,-132.401123,,,,11.759443283,,,376.69689941,536836.1875,6748639.5,-351.6907654
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,376.84890112,,,,,12.940200806,,0.3343222141,,,-127.4714813,,,,12.136636734,,,376.84890747,536836.1875,6748639.5,-351.8427734
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,377.00090112,,,,,38.317367554,,0.2421699464,,,-125.8711853,,,,10.83425045,,,377.00091553,536836.1875,6748639.5,-351.9947815
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,377.15290112,,,,,907.32598877,,0.1957729608,,,-130.8267059,,,,9.3139686584,,,377.15289307,536836.1875,6748639.5,-352.146759
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,377.30490112,,,,,1570.986084,,0.21622096,,,-127.4834061,,,,9.7231302261,,,377.30490112,536836.1875,6748639.5,-352.2987671
Force_2020_all_wells_train_test_blind_hidden_final/31_3-2.las,31/3-2,377.45690112,,,,,596.074646,,0.215628922,,,-101.7066574,,,,10.218625069,,,377.45690918,536836.1875,6748639.5,-352.4507446
