source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,RDEP,RSHA,RMED,RXO,SP,DTC,NPHI,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,215.712,,,23.363433838,17.085758209,0.1946371496,0.1538564414,0.1868133545,-86.03245544,,,11.84981823,,,215.71200562,460128.53125,6783929.0,-193.7118988
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,215.864,,,23.369565964,23.82740593,0.1842652708,0.1539251804,0.1750078797,-84.20985413,,,12.991745949,,,215.86399841,460128.53125,6783929.0,-193.8638916
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,216.016,,,23.359825134,5.9968881607,0.1749347597,0.155784443,0.1794801205,-82.78662109,,,12.410685539,,,216.01600647,460128.53125,6783929.0,-194.0158997
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,216.168,,,23.36242485,6.7479605675,0.1808611304,0.1956283748,0.1863755286,-82.52044678,,,11.358197212,,,216.16799927,460128.53125,6783929.0,-194.1678925
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,216.32,,,23.368232727,7.1217365265,0.1854557693,0.1895519197,0.1770104468,-81.96383667,,,10.363388062,,,216.32000732,460128.53125,6783929.0,-194.3198853
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,216.472,,,23.365747452,5.5434494019,0.1782943755,0.1870384812,0.1941097081,-82.07379913,,,10.599884033,,,216.47200012,460128.53125,6783929.0,-194.4718781
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,216.624,,,23.371343613,5.1366891861,0.1957758069,0.1928027719,0.191485405,-80.87386322,,,11.109733582,,,216.62399292,460128.53125,6783929.0,-194.6238708
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,216.776,,,23.360486984,4.9464182854,0.1922892481,0.2018899024,0.2045041025,-79.41149139,,,12.193213463,,,216.77600098,460128.5,6783929.0,-194.7758636
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,216.928,,,23.359399796,5.3033776283,0.2052417696,0.208637774,0.2024095356,-77.86012268,,,13.049472809,,,216.92799377,460128.5,6783929.0,-194.9278564
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,217.08,,,23.359399796,6.0872974396,0.2011291534,0.2099107951,0.1957352608,-77.50489807,,,13.550946236,,,217.08000183,460128.5,6783929.0,-195.0798645
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,217.232,,,23.359409332,5.5132451057,0.1947114766,0.2094240934,0.1887532324,-74.88869476,,,14.497757912,,,217.23199463,460128.5,6783929.0,-195.2318573
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,217.384,,,23.360626221,5.190012455,0.1887855381,0.2140595615,0.1915590018,-75.56450653,,,13.959308624,,,217.38400269,460128.5,6783929.0,-195.3838501
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,217.536,,,23.372817993,5.0732822418,0.1908671409,0.2158406675,0.1804677844,-75.97441864,,,14.676421165,,,217.53599548,460128.5,6783929.0,-195.5358429
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,217.688,,,23.371145248,4.8061800003,0.177587077,0.2162213176,0.1613094658,-75.16804504,,,14.515089035,,,217.68800354,460128.5,6783929.0,-195.687851
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,217.84,,,23.36207962,3.8609175682,0.1577713937,0.2158937007,0.1475355327,-75.72029114,,,15.589892387,,,217.83999634,460128.5,6783929.0,-195.8398285
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,217.992,,,23.359399796,3.81392169,0.1461033225,0.2234232277,0.1416038722,-74.37761688,,,15.46175766,,,217.99200439,460128.5,6783929.0,-195.9918365
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,218.144,,,23.359399796,3.5922658443,0.1410645992,0.2283001691,0.1410000026,-74.13805389,,,15.174840927,,,218.14399719,460128.5,6783929.0,-196.1438293
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,218.296,,,23.359399796,3.6704699993,0.1401359141,0.2390661687,0.1348819882,-73.79289246,,,13.654793739,,,218.29600525,460128.5,6783929.0,-196.2958374
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,218.448,,,23.359399796,3.6363859177,0.1338,0.2429230064,0.1340000033,-73.77973175,,,12.806447029,,,218.44799805,460128.5,6783929.0,-196.4478149
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,218.6,,,23.359430313,4.2172493935,0.1337370574,0.2460055947,0.1331312954,-73.38626099,,,12.926145554,,,218.6000061,460128.5,6783929.0,-196.599823
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,218.752,,,23.360580444,4.6182775497,0.1327095628,0.2446904331,0.1312677264,-72.56813049,,,13.174434662,,,218.7519989,460128.5,6783929.0,-196.7518158
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,218.904,,,23.370691299,3.9372944832,0.1312769055,0.2469427586,0.1309999973,-72.46913147,,,14.854779243,,,218.90400696,460128.5,6783929.0,-196.9038086
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,219.056,,,23.362400055,3.4806621075,0.1308173984,0.2609698176,0.129278332,-72.67171478,,,14.541085243,,,219.05599976,460128.5,6783929.0,-197.0558014
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,219.208,,,23.362876892,3.3361866474,0.1292742044,0.2657572329,0.1272834688,-71.6500473,,,15.042817116,,,219.20799255,460128.5,6783929.0,-197.2077942
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,219.36,,,23.370931625,3.0927276611,0.1270947307,0.2691334486,0.1287112385,-69.71855164,,,16.073085785,,,219.36000061,460128.5,6783929.0,-197.3598022
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,219.512,,,23.360185623,3.0688521862,0.1291312873,0.2794368863,0.1332648396,-68.24404907,,,17.672985077,,,219.51199341,460128.5,6783929.0,-197.5117798
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,219.664,,,23.362197876,2.9771718979,0.1339069009,0.2829616964,0.1357006282,-68.91512299,,,18.121868134,,,219.66400146,460128.5,6783929.0,-197.6637878
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,219.816,,,23.368432999,3.3256261349,0.1363843232,0.2992580831,0.1402387023,-72.52438354,,,17.31089592,,,219.81599426,460128.5,6783929.0,-197.8157806
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,219.968,,,23.364770889,3.3175704479,0.140678674,0.2983786762,0.1426903754,-74.55223083,,,17.035869598,,,219.96800232,460128.5,6783929.0,-197.9677734
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,220.12,,,23.369110107,3.4346473217,0.1425080448,0.3002117276,0.1404721141,-75.8219986,,,16.004899979,,,220.11999512,460128.5,6783929.0,-198.1197662
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,220.272,,,23.372926712,3.2567975521,0.1399494261,0.2980334461,0.136640057,-76.06980133,,,15.564665794,,,220.27200317,460128.5,6783929.0,-198.2717743
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,220.424,,,23.362304688,3.2271425724,0.1355926841,0.3018757701,0.1326506734,-75.56436157,,,13.684406281,,,220.42399597,460128.5,6783929.0,-198.4237671
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,220.576,,,23.359399796,3.1804206371,0.1322306246,0.3042289019,0.130330652,-74.76120758,,,12.90620327,,,220.57600403,460128.5,6783929.0,-198.5757599
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,220.728,,,23.359399796,3.0124149323,0.1298238486,0.3052892685,0.1275036931,-75.13124847,,,12.652709961,,,220.72799683,460128.5,6783929.0,-198.7277527
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,220.88,,,23.359399796,3.1104640961,0.1270000041,0.3086000085,0.1270000041,-72.75804901,,,13.61065197,,,220.88000488,460128.5,6783929.0,-198.8797607
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,221.032,,,23.359399796,3.1554088593,0.1269894838,0.3087746501,0.1261731982,-71.00465393,,,14.58170414,,,221.03199768,460128.5,6783929.0,-199.0317383
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,221.184,,,23.359399796,3.2131061554,0.1265257299,0.3169717193,0.1276484728,-69.84558868,,,15.784957886,,,221.18400574,460128.5,6783929.0,-199.1837463
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,221.336,,,23.359399796,3.5426549911,0.1279000044,0.320861727,0.1280000061,-70.6366272,,,16.924022675,,,221.33599854,460128.5,6783929.0,-199.3357391
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,221.488,,,23.359399796,3.7620534897,0.1278815567,0.3247513771,0.12636213,-68.54550934,,,17.182348251,,,221.48800659,460128.5,6783929.0,-199.4877472
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,221.64,,,23.359399796,3.6351251602,0.1264999956,0.3286820352,0.126000002,-68.66943359,,,17.324979782,,,221.63999939,460128.5,6783929.0,-199.6397247
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,221.792,,,23.359399796,3.2982404232,0.1265151203,0.3364931345,0.1276274174,-70.60866547,,,16.301212311,,,221.79200745,460128.5,6783929.0,-199.7917328
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,221.944,,,23.35941124,3.2276194096,0.1284206808,0.3482220173,0.1312442869,-71.89920044,,,15.58147049,,,221.94400024,460128.5,6783929.0,-199.9437256
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,222.096,,,23.361637115,3.0630948544,0.1323116571,0.3711323142,0.1360420734,-72.84613037,,,15.837400436,,,222.09599304,460128.5,6783929.0,-200.0957031
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,222.248,,,23.375001907,3.2870984077,0.1366999745,0.383299917,0.140223369,-72.28787994,,,15.423402786,,,222.2480011,460128.5,6783929.0,-200.2477112
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,222.4,,,23.372804642,2.942286253,0.1405899972,0.3935735822,0.1369839907,-72.36159515,,,15.734899521,,,222.3999939,460128.5,6783929.0,-200.399704
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,222.552,,,23.362550735,2.8054132462,0.1362229586,0.4008619189,0.1360000074,-72.27409363,,,15.399364471,,,222.55200195,460128.46875,6783929.0,-200.551712
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,222.704,,,23.359424591,2.8685929775,0.1361999959,0.4076464474,0.1336060911,-71.35364532,,,15.960828781,,,222.70399475,460128.46875,6783929.0,-200.7036896
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,222.856,,,23.359399796,2.8382253647,0.1328354627,0.4140332341,0.1306139827,-71.19998932,,,16.781200409,,,222.85600281,460128.46875,6783929.0,-200.8556976
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,223.008,,,23.359399796,2.8841862679,0.1304314137,0.4179489613,0.1292073131,-65.93241119,,,16.543071747,,,223.00799561,460128.46875,6783929.5,-201.0076904
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,223.16,,,23.359399796,2.9039928913,0.1294157356,0.4150472283,0.125839904,-62.40745544,,,17.721597672,,,223.16000366,460128.46875,6783929.5,-201.1596832
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,223.312,,,23.359399796,2.9829263687,0.124590151,0.4203006327,0.1242125481,-61.5206604,,,17.887151718,,,223.31199646,460128.46875,6783929.5,-201.311676
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,223.464,,,23.361652374,3.1890199184,0.1240104735,0.4069871008,0.126354441,-59.0538826,,,18.107149124,,,223.46400452,460128.46875,6783929.5,-201.4636841
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,223.616,,,23.374101639,3.2848877907,0.1273197234,0.4071882069,0.1262178421,-63.63205719,,,18.765296936,,,223.61599731,460128.46875,6783929.5,-201.6156769
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,223.768,,,23.36174202,3.5191404819,0.1265236288,0.4086605906,0.1267795861,-64.77639008,,,17.477367401,,,223.76800537,460128.46875,6783929.5,-201.7676697
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,223.92,,,23.359457016,3.2959113121,0.1269855946,0.4129731655,0.1270000041,-64.05401611,,,16.228136063,,,223.91999817,460128.46875,6783929.5,-201.9196625
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,224.072,,,23.359399796,3.3306496143,0.1273874044,0.420170188,0.1285485774,-65.47864532,,,14.151812553,,,224.07200623,460128.46875,6783929.5,-202.0716705
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,224.224,,,23.359399796,2.8359315395,0.1293317378,0.4312177002,0.1289999932,-65.13446808,,,13.822688103,,,224.22399902,460128.46875,6783929.5,-202.2236481
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,224.376,,,23.359399796,2.8616526127,0.1294,0.443833977,0.1297690421,-65.51000977,,,16.53868866,,,224.37600708,460128.46875,6783929.5,-202.3756561
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,224.528,,,23.359399796,2.7713654041,0.1303606629,0.4532340765,0.131532833,-65.23284912,,,18.16100502,,,224.52799988,460128.46875,6783929.5,-202.5276489
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,224.68,,,23.359399796,2.5917117596,0.1317411959,0.4625093937,0.1350550652,-65.79466248,,,18.615213394,,,224.67999268,460128.46875,6783929.5,-202.6796417
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,224.832,,,23.359399796,2.5335578918,0.1360034943,0.4629000127,0.1352388263,-67.56024933,,,16.810468674,,,224.83200073,460128.46875,6783929.5,-202.8316345
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,224.984,,,23.359399796,2.3600804806,0.1353424937,0.4633764029,0.1357585639,-69.08066559,,,14.970467567,,,224.98399353,460128.46875,6783929.5,-202.9836273
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,225.136,,,23.359399796,2.3459942341,0.1356800497,0.4614997506,0.1352441162,-70.88324738,,,15.775576591,,,225.13600159,460128.46875,6783929.5,-203.1356354
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,225.288,,,23.359399796,2.5418272018,0.1353210062,0.4623474777,0.136506632,-72.42192841,,,17.267202377,,,225.28799438,460128.46875,6783929.5,-203.2876129
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,225.44,,,23.359399796,2.7834477425,0.1370953321,0.4734554589,0.138501361,-73.91329193,,,17.314416885,,,225.44000244,460128.46875,6783929.5,-203.439621
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,225.592,,,23.359399796,3.1152901649,0.1386133879,0.4791882038,0.1389999986,-73.91973114,,,15.548397064,,,225.59199524,460128.46875,6783929.5,-203.5916138
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,225.744,,,23.359869003,3.2503716946,0.1391697973,0.4776207805,0.1382546276,-73.82828522,,,13.376455307,,,225.7440033,460128.46875,6783929.5,-203.7436218
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,225.896,,,23.371704102,3.0528891087,0.1382630467,0.4999867976,0.1446851194,-74.60655975,,,14.447780609,,,225.89599609,460128.46875,6783929.5,-203.8955994
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,226.048,,,23.369791031,3.1285207272,0.1468897909,0.4996312261,0.1469999999,-74.02970123,,,15.625491142,,,226.04800415,460128.46875,6783929.5,-204.0476074
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,226.2,,,23.366897583,4.4978399277,0.1470341235,0.5090969205,0.1418374628,-70.70137787,,,15.951926231,,,226.19999695,460128.46875,6783929.5,-204.1996002
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,226.352,,,23.364006042,2.1588594913,0.1405893415,0.4875020385,0.1407349259,-68.60707092,,,15.144804001,,,226.352005,460128.46875,6783929.5,-204.351593
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,226.504,,,23.361114502,1.6822363138,0.1405632496,0.4677329063,0.1351416558,-68.03522491,,,14.420265198,,,226.5039978,460128.46875,6783929.5,-204.5035858
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,226.656,,,23.359514236,1.6609554291,0.1338557601,0.4554907382,0.1330000013,-67.46968842,,,14.529015541,,,226.65600586,460128.46875,6783929.5,-204.6555939
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,226.808,,,23.359399796,1.6179871559,0.1333000064,0.3970241249,0.1380888671,-68.09349823,,,14.293388367,,,226.80799866,460128.46875,6783929.5,-204.8075867
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,226.96,,,23.359399796,2.5211925507,0.139086917,0.3396503329,0.150141567,-69.88536835,,,14.458107948,,,226.96000671,460128.46875,6783929.5,-204.9595795
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,227.112,,,23.359399796,5.2493720055,0.1526071131,0.2951542735,0.1424516886,-68.17121124,,,13.409666061,,,227.11199951,460128.46875,6783929.5,-205.1115723
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,227.264,,,23.359399796,6.5339632034,0.1395517886,0.2785304785,0.1408764571,-66.60812378,,,12.848751068,,,227.26400757,460128.46875,6783929.5,-205.2635803
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,227.416,,,23.359399796,6.5225157738,0.141296342,0.285769403,0.1892909259,-67.85359955,,,11.887188911,,,227.41600037,460128.46875,6783929.5,-205.4155579
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,227.568,,,23.359399796,21.570234299,0.2014454603,0.2865999937,0.1894385666,-70.09539795,,,11.542107582,,,227.56799316,460128.46875,6783929.5,-205.5675507
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,227.72,,,23.360486984,6.9118924141,0.1840481013,0.284879595,0.1770212799,-70.0370636,,,11.602410316,,,227.72000122,460128.46875,6783929.5,-205.7195587
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,227.872,,,23.371343613,9.2112798691,0.1759122163,0.2613168955,0.2912203074,-71.01946259,,,12.105063438,,,227.87199402,460128.46875,6783929.5,-205.8715515
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,228.024,,,23.363227844,4.374458313,0.3225820065,0.2737442851,0.343236208,-71.11514282,,,12.981034279,,,228.02400208,460128.46875,6783929.5,-206.0235443
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,228.176,,,23.359685898,1.8441721201,0.3445549607,0.2964040935,0.335151732,-71.43714905,,,14.33065033,,,228.17599487,460128.4375,6783929.5,-206.1755371
Force_2020_all_wells_train_test_blind_hidden_final/34_10-19.las,34/10-19,228.328,,,23.361370087,1.2855969667,0.3325811327,0.2630017996,0.3295982182,-72.3278656,,,14.842741966,,,228.32800293,460128.4375,6783929.5,-206.3275452
