source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,ROPA,RDEP,RSHA,RMED,RXO,SP,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,258.40998535,,,,,21.158147812,0.0099999998,,,,,,,,,,,258.40997314,438481.78125,6814193.5,-232.4091797
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,258.56198535,,,,,18.660055161,0.0099999998,,,,,,,,,,,258.5619812,438481.78125,6814193.5,-232.5611572
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,258.71398535,,,,,18.420957565,0.0099999998,,,,,,,,,,,258.71398926,438481.78125,6814193.5,-232.7131348
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,258.86598535,,,,,19.180358887,0.0099999998,,,,,,,,,,,258.86599731,438481.75,6814193.5,-232.8651123
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,259.01798535,,,,,19.807235718,0.0099999998,,,,,,,,,,,259.01797485,438481.75,6814193.5,-233.0170898
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,259.16998535,,,,,19.86356926,0.0099999998,,,,,,,,,,,259.16998291,438481.75,6814193.5,-233.1690674
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,259.32198535,,,,,19.325956345,0.0099999998,,,,,,,,,,,259.32199097,438481.75,6814193.5,-233.3210449
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,259.47398535,,,,,18.773597717,0.0099999998,,,,,,,,,,,259.47399902,438481.75,6814193.5,-233.4730225
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,259.62598535,,,,,18.026002884,0.0099999998,,,,,,,,,,,259.62597656,438481.75,6814193.5,-233.625
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,259.77798535,,,,,16.850469589,0.0099999998,,,,,,,,,,,259.77798462,438481.75,6814193.5,-233.7769775
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,259.92998535,,,,,15.674838066,0.0099999998,,,,,,,,,,,259.92999268,438481.75,6814193.5,-233.9289551
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,260.08198535,,,,,14.685633659,0.0099999998,,,,,,,,,,,260.08197021,438481.75,6814193.5,-234.0809326
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,260.23398535,,,,,14.276971817,0.0894402117,0.0876330808,,,,,,,,,,260.23397827,438481.75,6814193.5,-234.2329102
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,260.38598535,,,,,14.000499725,0.2816150188,0.2769148052,,,,,,,,,,260.38598633,438481.75,6814193.5,-234.3848877
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,260.53798535,,,,,13.759987831,0.4878026843,0.4809705913,,,,,,,,,,260.53799438,438481.75,6814193.5,-234.5368652
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,260.68998535,,,,,13.659999847,0.663828373,0.654109478,,,,,,,,,,260.68997192,438481.75,6814193.5,-234.6888428
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,260.84198535,,,,,13.659999847,0.6927076578,0.6827074289,,,,,,,,,,260.84197998,438481.75,6814193.5,-234.8408203
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,260.99398535,,,,,13.791131973,0.6966689825,0.6866689324,,,,,,,,,,260.99398804,438481.75,6814193.5,-234.9927979
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,261.14598535,,,,,14.752360344,0.6987739801,0.6887739897,,,,,,,,,,261.14599609,438481.75,6814193.5,-235.1447754
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,261.29798535,,,,,17.045951843,0.6972313523,0.6872313023,,,,,,,,,,261.29797363,438481.75,6814193.5,-235.2967529
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,261.44998535,,,,,19.339317322,0.6943549514,0.6843549609,,,,,,,48.092658997,,,261.44998169,438481.71875,6814193.5,-235.4487152
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,261.60198535,,,,,20.898706436,0.6922415495,0.682241559,,,,,,,50.856636047,,,261.60198975,438481.71875,6814193.5,-235.600708
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,261.75398535,,,,,19.993963242,0.6919999719,0.6819999814,,,,,,,53.614654541,,,261.7539978,438481.71875,6814193.5,-235.7526703
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,261.90598535,,,,,18.967241287,0.6946217418,0.6846217513,,,,,,,56.237133026,,,261.90597534,438481.71875,6814193.5,-235.9046631
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,262.05798535,,,,,18.000162125,0.6976137757,0.6876137853,,,,,,,58.404285431,,,262.0579834,438481.71875,6814193.5,-236.0566254
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,262.20998535,,,,,17.268882751,0.6980000138,0.6888686419,,,,,,,60.457584381,,,262.20999146,438481.71875,6814193.5,-236.2086182
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,262.36198535,,,,,16.640216827,0.6928042769,0.686402142,,,,,,,62.167152405,,,262.36199951,438481.71875,6814193.5,-236.3605804
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,262.51398535,,,,,16.1216259,0.6868202686,0.6834101677,,,,,,,62.528987885,,,262.51397705,438481.71875,6814193.5,-236.5125732
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,262.66598535,,,,,16.17565918,0.6808351874,0.6804175973,,,,,,,61.925884247,,,262.66598511,438481.71875,6814193.5,-236.6645355
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,262.81798535,,,,,16.868394852,0.6748509407,0.6748509407,,,,,,,61.441169739,,,262.81799316,438481.71875,6814193.5,-236.8165283
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,262.96998535,,,,,17.571720123,0.6688668728,0.6688668728,,,,,,,61.645904541,,,262.9699707,438481.71875,6814193.5,-236.9684906
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,263.12198535,,,,,18.409042358,0.6628828049,0.6628828049,,,,,,,62.982501984,,,263.12197876,438481.71875,6814193.5,-237.1204681
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,263.27398535,,,,,19.605892181,0.6602995992,0.6585991383,,,,,,,64.291755676,,,263.27398682,438481.71875,6814193.5,-237.2724152
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,263.42598535,,,,,20.802742004,0.6600000262,0.6554573178,,,,,,,64.866264343,,,263.42599487,438481.71875,6814193.5,-237.4243774
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,263.57798535,,,,,21.706140518,0.6600000262,0.6524652839,,,,,,,62.868392944,,,263.57797241,438481.6875,6814193.5,-237.5763397
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,263.72998535,,,,,21.356388092,0.6574727893,0.6494727731,,,,,,,60.73015213,,,263.72998047,438481.6875,6814193.5,-237.728302
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,263.88198535,,,,,20.742862701,0.6519613266,0.6464806795,,,,,,,58.318016052,,,263.88198853,438481.6875,6814193.5,-237.880249
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,264.03398535,,,,,20.170003891,0.6459761858,0.6434886456,,,,,,,54.794509888,,,264.03399658,438481.6875,6814193.5,-238.0322113
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,264.18598535,,,,,19.806049347,0.6408265829,0.640496552,,,,,,,50.79800415,,,264.18597412,438481.6875,6814193.5,-238.1841736
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,264.33798535,,,,,19.593410492,0.6399999857,0.6399999857,,,,,,,47.188716888,,,264.33798218,438481.6875,6814193.5,-238.3361359
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,264.48998535,,,,,19.348543167,0.6399999857,0.6399999857,,,,,,,45.531513214,,,264.48999023,438481.6875,6814193.5,-238.4880829
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,264.64198535,,,,,18.864757538,0.6408267021,0.6399999857,,,,,,,46.077831268,,,264.64199829,438481.6875,6814193.5,-238.6400452
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,264.79398535,,,,,17.950365067,0.6451202631,0.6424720287,,,,,,,46.587497711,,,264.79397583,438481.6875,6814193.5,-238.7920074
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,264.94598535,,,,,17.035970688,0.6501070261,0.6446427703,,,,,,,46.751148224,,,264.94598389,438481.65625,6814193.5,-238.9439697
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,265.09798535,,,,,16.71207428,0.6321652532,0.6417250037,,,,,,,45.961307526,,,265.09799194,438481.65625,6814193.5,-239.0959167
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,265.24998535,,,,,19.257032394,0.6239185929,0.6393678188,,,,,,,45.171775818,,,265.25,438481.65625,6814193.5,-239.247879
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,265.40198535,,,,,21.893144608,0.6189318299,0.638186574,,,,,,,44.392467499,,,265.40197754,438481.65625,6814193.5,-239.3998413
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,265.55398535,,,,,23.975376129,0.6131341457,0.6371892691,,,,,,,43.653995514,,,265.5539856,438481.65625,6814193.5,-239.5518036
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,265.70598535,,,,,22.974107742,0.607958436,0.6361917257,,,,,,,42.927597046,,,265.70599365,438481.65625,6814193.5,-239.7037506
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,265.85798535,,,,,20.66857338,0.602971673,0.6351943016,,,,,,,42.26669693,,,265.85797119,438481.65625,6814193.5,-239.8557129
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,266.00998535,,,,,18.561491013,0.5971819758,0.6341969967,,,,,,,41.864406586,,,266.00997925,438481.65625,6814193.5,-240.0076752
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,266.16198535,,,,,17.819763184,0.5919975042,0.6323993206,,,,,,,41.382884979,,,266.1619873,438481.65625,6814193.5,-240.1596222
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,266.31398535,,,,,18.682495117,0.5870105624,0.6312022805,,,,,,,41.385444641,,,266.31399536,438481.625,6814193.5,-240.3115845
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,266.46598535,,,,,19.535427094,0.5812285542,0.6302049756,,,,,,,41.388004303,,,266.4659729,438481.625,6814193.5,-240.4635315
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,266.61798535,,,,,20.260341644,0.5863406062,0.6292076111,,,,,,,41.39056015,,,266.61798096,438481.625,6814193.5,-240.615509
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,266.76998535,,,,,20.564126968,0.6346055269,0.6416381001,,,,,,,41.393123627,,,266.76998901,438481.625,6814193.5,-240.7674561
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,266.92198535,,,,,20.867843628,0.6493617892,0.6449999809,,,,,,,41.395683289,,,266.92199707,438481.625,6814193.5,-240.9194183
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,267.07398535,,,,,20.987182617,0.6499999762,0.6426461935,,,,,,,41.446533203,,,267.07397461,438481.625,6814193.5,-241.0713806
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,267.22598535,,,,,19.912881851,0.6499999762,0.6404360533,,,,,,,41.762310028,,,267.22598267,438481.625,6814193.5,-241.2233276
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,267.37798535,,,,,18.609798431,0.6499999762,0.6399999857,,,,,,,41.701824188,,,267.37799072,438481.625,6814193.5,-241.3752899
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,267.52998535,,,,,17.321624756,0.6468926668,0.6368933916,,,,,,,41.150482178,,,267.52999878,438481.625,6814193.5,-241.5272522
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,267.68198535,,,,,16.146144867,0.5941293836,0.6321300268,,,,,,,40.399478912,,,267.68197632,438481.59375,6814193.5,-241.6791992
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,267.83398535,,,,,15.052522659,0.5789999962,0.6340859532,,,,,,,39.893566132,,,267.83398438,438481.59375,6814193.5,-241.8311615
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,267.98598535,,,,,13.986203194,0.5789999962,0.6373066306,,,,,,,40.731937408,,,267.98599243,438481.59375,6814193.5,-241.9831238
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,268.13798535,,,,,13.189776421,0.5789999962,0.6410648823,,,,,,,41.504745483,,,268.13800049,438481.59375,6814193.5,-242.1350861
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,268.28998535,,,,,12.931567192,0.5789999962,0.6450548768,,,,,,,42.275882721,,,268.28997803,438481.59375,6814193.5,-242.2870331
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,268.44198535,,,,,12.673435211,0.5789999962,0.6482833028,,,,,,,43.045349121,,,268.44198608,438481.5625,6814193.5,-242.4389954
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,268.59398535,,,,,12.513291359,0.5789999962,0.6520338058,,,,,,,43.742534637,,,268.59399414,438481.5625,6814193.5,-242.5909576
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,268.74598535,,,,,13.139386177,0.5789999962,0.6552674174,,,,,,,43.999862671,,,268.74597168,438481.5625,6814193.5,-242.7429199
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,268.89798535,,,,,13.77730751,0.5789999962,0.6590126157,,,,,,,44.256958008,,,268.89797974,438481.5625,6814193.5,-242.8948822
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,269.04998535,,,,,14.374296188,0.5789999962,0.6630019546,,,,,,,44.51468277,,,269.04998779,438481.5625,6814193.5,-243.0468445
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,269.20198535,,,,,14.598631859,0.6283665299,0.6662439108,,,,,,,44.771640778,,,269.20199585,438481.5625,6814193.5,-243.1987915
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,269.35398535,,,,,14.67154026,0.6517083645,0.6573101282,,,,,,,45.015548706,,,269.35397339,438481.5625,6814193.5,-243.3507538
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,269.50598535,,,,,14.713899612,0.6562281251,0.6562281251,,,,,,,44.839954376,,,269.50598145,438481.5625,6814193.5,-243.5027161
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,269.65798535,,,,,14.425021172,0.6592202187,0.6584801078,,,,,,,41.949481964,,,269.6579895,438481.5625,6814193.5,-243.6546783
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,269.80998535,,,,,13.732460976,0.6600000262,0.6575251818,,,,,,,40.749977112,,,269.80999756,438481.5625,6814193.5,-243.8066254
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,269.96198535,,,,,13.035001755,0.6600000262,0.6547957659,,,,,,,40.225090027,,,269.9619751,438481.5625,6814193.5,-243.9585876
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,270.11398535,,,,,12.253083229,0.6600000262,0.6518037319,,,,,,,41.04454422,,,270.11398315,438481.5625,6814193.5,-244.1105347
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,270.26598535,,,,,11.13223362,0.6600000262,0.6502704024,,,,,,,41.860435486,,,270.26599121,438481.53125,6814193.5,-244.2624969
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,270.41798535,,,,,10.011382103,0.6600000262,0.6499999762,,,,,,,42.539638519,,,270.41799927,438481.53125,6814193.5,-244.4144592
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,270.56998535,,,,,9.0178289413,0.6600000262,0.6499999762,,,,,,,42.130760193,,,270.56997681,438481.53125,6814193.5,-244.5664063
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,270.72198535,,,,,9.574221611,0.6585566401,0.6485566497,,,,,,,41.704338074,,,270.72198486,438481.53125,6814193.5,-244.7183838
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,270.87398535,,,,,10.397455215,0.6558429599,0.6458429694,,,,,,,41.222248077,,,270.87399292,438481.53125,6814193.5,-244.8703308
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,271.02598535,,,,,11.219615936,0.6528509259,0.6428509355,,,,,,,40.263496399,,,271.02597046,438481.53125,6814193.5,-245.0222931
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,271.17798535,,,,,12.026508331,0.6491451859,0.6391451955,,,,,,,39.110782623,,,271.17797852,438481.53125,6814193.5,-245.1742401
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,271.32998535,,,,,12.822395325,0.6437329054,0.6337329149,,,,,,,38.023319244,,,271.32998657,438481.53125,6814193.5,-245.3262024
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,271.48198535,,,,,13.640751839,0.6377484798,0.6277484894,,,,,,,37.605083466,,,271.48199463,438481.53125,6814193.5,-245.4781647
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,271.63398535,,,,,14.863385201,0.6324703097,0.6224703193,,,,,,,37.999706268,,,271.63397217,438481.53125,6814193.5,-245.630127
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,271.78598535,,,,,16.965553284,0.6302967072,0.6202967167,,,,,,,38.400177002,,,271.78598022,438481.53125,6814193.5,-245.782074
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,271.93798535,,,,,19.067312241,0.6299999952,0.6200000048,,,,,,,38.865634918,,,271.93798828,438481.53125,6814193.5,-245.9340363
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,272.08998535,,,,,20.935173035,0.6299999952,0.6200000048,,,,,,,39.594688416,,,272.08999634,438481.53125,6814193.5,-246.0859985
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,272.24198535,,,,,18.547466278,0.6299999952,0.6213905811,,,,,,,40.322395325,,,272.24197388,438481.5,6814193.5,-246.2379608
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,272.39398535,,,,,16.159914017,0.6299999952,0.624078393,,,,,,,40.996063232,,,272.39398193,438481.5,6814193.5,-246.3899231
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,272.54598535,,,,,13.844839096,0.6299999952,0.6270706058,,,,,,,41.043209076,,,272.54598999,438481.5,6814193.5,-246.5418854
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,272.69798535,,,,,13.199999809,0.6327501535,0.6321252584,,,,,,,40.981422424,,,272.69799805,438481.5,6814193.5,-246.6938324
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,272.84998535,,,,,13.178881645,0.6401639581,0.6401639581,,,,,,,40.873817444,,,272.84997559,438481.5,6814193.5,-246.8457947
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,273.00198535,,,,,12.678971291,0.6491400599,0.6491400599,,,,,,,40.15700531,,,273.00198364,438481.5,6814193.5,-246.9977417
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,273.15398535,,,,,13.975160599,0.6574366093,0.6574366093,,,,,,,39.003250122,,,273.1539917,438481.5,6814193.5,-247.149704
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,273.30598535,,,,,15.271348953,0.6620311737,0.6600000262,,,,,,,37.876331329,,,273.30599976,438481.46875,6814193.5,-247.3016663
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,273.45798535,,,,,16.5675354,0.6650233865,0.6600000262,,,,,,,37.174514771,,,273.45797729,438481.46875,6814193.5,-247.4536285
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,273.60998535,,,,,17.813344955,0.6686872244,0.6606718302,,,,,,,37.387531281,,,273.60998535,438481.46875,6814193.5,-247.6055756
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,273.76198535,,,,,17.0356884,0.6733464599,0.6656840444,,,,,,,37.598583221,,,273.76199341,438481.46875,6814193.5,-247.7575378
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,273.91398535,,,,,16.257938385,0.6790001392,0.6739984155,,,,,,,37.722824097,,,273.91397095,438481.46875,6814193.5,-247.9095001
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,274.06598535,,,,,15.480282784,0.6849842072,0.6829745173,,,,,,,36.416698456,,,274.065979,438481.46875,6814193.5,-248.0614471
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,274.21798535,,,,,14.702530861,0.6909682751,0.6899670959,,,,,,,35.111213684,,,274.21798706,438481.46875,6814193.5,-248.2134247
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,274.36998535,,,,,13.924876213,0.6976110935,0.6939755678,,,,,,,33.8998909,,,274.36999512,438481.46875,6814193.5,-248.3653717
Force_2020_all_wells_train_test_blind_hidden_final/33_9-17.las,33/9-17,274.52198535,,,,,13.14712429,0.703936398,0.696968019,,,,,,,34.572330475,,,274.52197266,438481.46875,6814193.5,-248.517334
