source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,MUDWEIGHT,ROP,RDEP,RSHA,RMED,RXO,SP,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,135.43400061,,,,,,,7.749546051,0.2611303627,0.2611303627,,-40.98172379,,,,16.650346756,,,135.43400574,479890.71875,6641112.0,-110.4322815
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,135.58600061,,,,,,,11.685196877,0.2444095314,0.2444095314,,-42.53369522,,,,16.098270416,,,135.58599854,479890.71875,6641112.0,-110.5842743
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,135.73800061,,,,,,,15.620847702,0.5194799304,0.5194799304,,-43.97210693,,,,17.011358261,,,135.73800659,479890.71875,6641112.0,-110.7362747
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,135.89000061,,,,,,,1.1875706911,1.0976914167,1.0976914167,,-45.40532684,,,,20.859466553,,,135.88999939,479890.71875,6641112.0,-110.8882751
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,136.04200061,,,,,,,1.1408083439,0.8470118046,0.8470118046,,-46.00135422,,,,22.602449417,,,136.04200745,479890.71875,6641112.0,-111.0402756
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,136.19400061,,,,,,,0.9404705763,0.269376874,0.269376874,,-45.06955719,,,,23.627445221,,,136.19400024,479890.71875,6641112.0,-111.1922684
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,136.34600061,,,,,,,1.039571166,0.1429567337,0.1429567337,,-37.46173096,,,,19.77126503,,,136.34599304,479890.71875,6641112.0,-111.3442688
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,136.49800061,,,,,,,2.8617227077,0.1332493126,0.1332493126,,-38.92836761,,,,17.024982452,,,136.4980011,479890.71875,6641112.0,-111.4962692
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,136.65000061,,,,,,,4.7687077522,0.1339475811,0.1339475811,,-38.49151611,,,,12.619328499,,,136.6499939,479890.6875,6641112.0,-111.6482697
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,136.80200061,,,,,,,6.675693512,0.1727419198,0.1727419198,,-37.39896011,,,,11.38610363,,,136.80200195,479890.6875,6641112.0,-111.8002625
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,136.95400061,,,,,,,7.3812255859,0.1684041172,0.1684041172,,-37.27857971,,,,12.542584419,,,136.95399475,479890.6875,6641112.0,-111.9522629
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,137.10600061,,,,,,,6.3011312485,0.187731877,0.187731877,,-37.86225891,,,,15.928196907,,,137.10600281,479890.6875,6641112.0,-112.1042633
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,137.25800061,,,,,,,5.1156406403,0.2873903513,0.2873903513,,-41.58917236,,,,18.293405533,,,137.25799561,479890.6875,6641111.5,-112.2562561
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,137.41000061,,,,,,,3.930150032,0.4089313447,0.4089313447,,-43.99827194,,,,18.861284256,,,137.41000366,479890.6875,6641111.5,-112.4082565
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,137.56200061,,,,,,,2.7446594238,0.7636092305,0.7636092305,,-42.63591385,,,,17.420705795,,,137.56199646,479890.6875,6641111.5,-112.560257
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,137.71400061,,,,,,,1.5591688156,0.5752880573,0.5752880573,,-39.44662094,,,,16.702528,,,137.71400452,479890.6875,6641111.5,-112.7122498
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,137.86600061,,,,,,,2.6693015099,0.4172403812,0.4172403812,,-35.10097122,,,,16.685647964,,,137.86599731,479890.6875,6641111.5,-112.8642502
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,138.01800061,,,,,,,2.5444178581,0.3441002071,0.3441002071,,-26.92204094,,,,17.769859314,,,138.01800537,479890.6875,6641111.5,-113.016243
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,138.17000061,,,,,,,2.3073744774,0.2781993747,0.2781993747,,-19.99871826,,,,19.60103035,,,138.16999817,479890.6875,6641111.5,-113.1682434
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,138.32200061,,,,,,,2.0703313351,0.2592201233,0.2592201233,,-18.54334259,,,,20.984676361,,,138.32200623,479890.6875,6641111.5,-113.3202438
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,138.47400061,,,,,,,0.513935864,0.2250236571,0.2250236571,,-17.57530212,,,,23.097312927,,,138.47399902,479890.6875,6641111.5,-113.4722366
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,138.62600061,,,,,,,0.8196299076,0.1845524907,0.1845524907,,-17.408144,,,,24.323137283,,,138.62600708,479890.6875,6641111.5,-113.6242371
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,138.77800061,,,,,,,1.6844422817,0.270257324,0.270257324,,-19.22157669,,,,24.564083099,,,138.77799988,479890.6875,6641111.5,-113.7762375
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,138.93000061,,,,,,,1.8794258833,0.2481231838,0.2481231838,,-17.98057365,,,,23.273000717,,,138.93000793,479890.6875,6641111.5,-113.9282379
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,139.08200061,,,,,,,2.1191823483,0.2323231995,0.2323231995,,-17.30004692,,,,21.725725174,,,139.08200073,479890.6875,6641111.5,-114.0802307
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,139.23400061,,,,,,,1.7204332352,0.2427379638,0.2427379638,,-17.04626083,,,,21.874156952,,,139.23399353,479890.6875,6641111.5,-114.2322311
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,139.38600061,,,,,,,0.9088668823,0.2467008233,0.2467008233,,-15.78712368,,,,21.948312759,,,139.38600159,479890.6875,6641111.5,-114.3842316
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,139.53800061,,,,,,,0.5618955493,0.2496928573,0.2496928573,,-14.02261829,,,,22.079563141,,,139.53799438,479890.6875,6641111.5,-114.536232
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,139.69000061,,,,,,,1.0815066099,0.2321007699,0.2321007699,,-13.8092556,,,,21.967809677,,,139.69000244,479890.6875,6641111.5,-114.6882248
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,139.84200061,,,,,,,6.5860419273,0.2558794618,0.2558794618,,-12.96982574,,,,24.825620651,,,139.84199524,479890.6875,6641111.5,-114.8402252
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,139.99400061,,,,,,,5.3406038284,0.2874720097,0.2874720097,,-20.06974792,,,,25.75567627,,,139.9940033,479890.6875,6641111.5,-114.9922256
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,140.14600061,,,,,,,3.4734706879,0.2865641117,0.2865641117,,-20.96199989,,,,25.481998444,,,140.14599609,479890.6875,6641111.5,-115.1442261
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,140.29800061,,,,,,,3.7684178352,0.2780391574,0.2780391574,,-19.49720383,,,,25.672401428,,,140.29800415,479890.6875,6641111.5,-115.2962189
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,140.45000061,,,,,,,2.5235230923,0.2849369645,0.2849369645,,-19.0581913,,,,26.501983643,,,140.44999695,479890.6875,6641111.5,-115.4482117
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,140.60200061,,,,,,,1.6480658054,0.3027069867,0.3027069867,,-21.33320045,,,,27.035467148,,,140.602005,479890.6875,6641111.5,-115.6002121
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,140.75400061,,,,,,,1.8000978231,0.3190267384,0.3190267384,,-16.17080879,,,,26.984416962,,,140.7539978,479890.6875,6641111.5,-115.7522125
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,140.90600061,,,,,,,11.729717255,0.326244086,0.326244086,,-12.25879192,,,,28.074626923,,,140.90600586,479890.6875,6641111.5,-115.9042053
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,141.05800061,,,,,,,10.732509613,0.3086996377,0.3086996377,,-10.63477707,,,,30.426557541,,,141.05799866,479890.6875,6641111.5,-116.0562057
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,141.21000061,,,,,,,2.1735038757,0.3129504323,0.3129504323,,-10.81560326,,,,30.410297394,,,141.21000671,479890.6875,6641111.5,-116.2082062
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,141.36200061,,,,,,,0.7383847237,0.3529765904,0.3529765904,,-10.54419518,,,,30.048053741,,,141.36199951,479890.6875,6641111.5,-116.3602066
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,141.51400061,,,,,,,0.6777747869,0.3728172183,0.3728172183,,-12.54499626,,,,27.031885147,,,141.51400757,479890.6875,6641111.5,-116.5121994
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,141.66600061,,,,,,,0.6359797716,0.3801656067,0.3801656067,,-14.56331921,,,,26.778232574,,,141.66600037,479890.6875,6641111.5,-116.6641998
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,141.81800061,,,,,,,0.4866674542,0.3810000122,0.3810000122,,-13.06722927,,,,26.598430634,,,141.81799316,479890.6875,6641111.5,-116.8162003
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,141.97000061,,,,,,,0.4398981631,0.3929787278,0.3929787278,,-13.49714565,,,,28.688367844,,,141.97000122,479890.6875,6641111.5,-116.9682007
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,142.12200061,,,,,,,0.5178930163,0.3950000107,0.3950000107,,-11.80626488,,,,26.967258453,,,142.12199402,479890.6875,6641111.5,-117.1201935
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,142.27400061,,,,,,,0.6144898534,0.385645479,0.385645479,,-11.20145798,,,,27.234052658,,,142.27400208,479890.6875,6641111.5,-117.2721939
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,142.42600061,,,,,,,0.635782063,0.3823044896,0.3823044896,,-11.30852985,,,,27.30415535,,,142.42599487,479890.6875,6641111.5,-117.4241943
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,142.57800061,,,,,,,0.581217885,0.3828451633,0.3828451633,,-11.09950352,,,,28.088935852,,,142.57800293,479890.6875,6641111.5,-117.5761948
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,142.73000061,,,,,,,0.5743701458,0.3888977766,0.3888977766,,-11.29275417,,,,27.839691162,,,142.72999573,479890.6875,6641111.5,-117.7281876
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,142.88200061,,,,,,,0.6690673232,0.3891600966,0.3891600966,,-12.46580791,,,,27.332618713,,,142.88200378,479890.6875,6641111.5,-117.880188
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,143.03400061,,,,,,,0.6267193556,0.3848138452,0.3848138452,,-13.70158386,,,,26.386814117,,,143.03399658,479890.6875,6641111.5,-118.0321884
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,143.18600061,,,,,,,0.7502146959,0.3865039647,0.3865039647,,-12.43934727,,,,25.162321091,,,143.18600464,479890.6875,6641111.5,-118.1841812
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,143.33800061,,,,,,,0.8543778062,0.3820078969,0.3820078969,,-11.10997581,,,,25.096107483,,,143.33799744,479890.6875,6641111.5,-118.3361816
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,143.49000061,,,,,,,0.6991511583,0.3751944602,0.3751944602,,-10.87429047,,,,27.691049576,,,143.49000549,479890.6875,6641111.5,-118.4881744
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,143.64200061,,,,,,,0.556517303,0.3806143105,0.3806143105,,-10.32579899,,,,27.392210007,,,143.64199829,479890.6875,6641111.5,-118.6401749
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,143.79400061,,,,,,,0.6666883826,0.3877690732,0.3877690732,,-9.902942657,,,,26.909942627,,,143.79400635,479890.6875,6641111.5,-118.7921753
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,143.94600061,,,,,,,0.8592990637,0.379963547,0.379963547,,-9.939686775,,,,24.571743011,,,143.94599915,479890.6875,6641111.5,-118.9441681
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,144.09800061,,,,,,,1.0710681677,0.3714486361,0.3714486361,,-11.13960838,,,,23.898654938,,,144.0980072,479890.6875,6641111.5,-119.0961685
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,144.25000061,,,,,,,1.0773487091,0.3651022911,0.3651022911,,-11.68080139,,,,25.19852066,,,144.25,479890.6875,6641111.5,-119.2481689
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,144.40200061,,,,,,,0.9878153801,0.3664411306,0.3664411306,,-9.811441422,,,,26.962236404,,,144.40200806,479890.6875,6641111.5,-119.4001694
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,144.55400061,,,,,,,0.9479121566,0.3710553646,0.3710553646,,-8.988607407,,,,27.436504364,,,144.55400085,479890.6875,6641111.5,-119.5521622
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,144.70600061,,,,,,,0.9890797138,0.3728084266,0.3728084266,,-9.708415031,,,,25.106809616,,,144.70599365,479890.6875,6641111.5,-119.7041626
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,144.85800061,,,,,,,0.994359076,0.3681649566,0.3681649566,,-13.17332363,,,,25.088523865,,,144.85800171,479890.6875,6641111.5,-119.856163
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,145.01000061,,,,,,,0.9287436604,0.3645903766,0.3645903766,,-11.07608891,,,,25.281650543,,,145.00999451,479890.6875,6641111.5,-120.0081635
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,145.16200061,,,,,,,0.8169342279,0.3639999926,0.3639999926,,-10.49388504,,,,26.597890854,,,145.16200256,479890.6875,6641111.5,-120.1601563
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,145.31400061,,,,,,,0.8767786622,0.3695852458,0.3695852458,,-9.377631187,,,,26.859764099,,,145.31399536,479890.6875,6641111.5,-120.3121567
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,145.46600061,,,,,,,1.0483146906,0.3662281036,0.3662281036,,-8.987585068,,,,27.750659943,,,145.46600342,479890.6875,6641111.5,-120.4641571
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,145.61800061,,,,,,,0.9252932668,0.362621963,0.362621963,,-9.284621239,,,,27.426746368,,,145.61799622,479890.6875,6641111.5,-120.6161575
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,145.77000061,,,,,,,1.2013796568,0.3706902564,0.3706902564,,-10.65278912,,,,26.268980026,,,145.77000427,479890.6875,6641111.5,-120.7681503
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,145.92200061,,,,,,,1.4001797438,0.3643380702,0.3643380702,,-11.26409435,,,,27.21818161,,,145.92199707,479890.6875,6641111.5,-120.9201431
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,146.07400061,,,,,,,1.1680878401,0.3580759168,0.3580759168,,-9.522514343,,,,28.528017044,,,146.07400513,479890.6875,6641111.5,-121.0721436
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,146.22600061,,,,,,,0.9325293899,0.3632572591,0.3632572591,,-8.536151886,,,,29.77469635,,,146.22599792,479890.6875,6641111.5,-121.224144
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,146.37800061,,,,,,,0.8636126518,0.3720162213,0.3720162213,,-7.888596535,,,,28.402870178,,,146.37800598,479890.6875,6641111.5,-121.3761444
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,146.53000061,,,,,,,0.7521125078,0.3732230663,0.3732230663,,-9.783478737,,,,27.14862442,,,146.52999878,479890.6875,6641111.5,-121.5281372
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,146.68200061,,,,,,,0.819560349,0.3784200251,0.3784200251,,-9.182789803,,,,25.844964981,,,146.68200684,479890.6875,6641111.5,-121.6801376
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,146.83400061,,,,,,,0.9652881026,0.3722836673,0.3722836673,,-8.620171547,,,,27.279520035,,,146.83399963,479890.6875,6641111.5,-121.8321381
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,146.98600061,,,,,,,0.9161731601,0.3661547303,0.3661547303,,-7.522392273,,,,29.202829361,,,146.98600769,479890.6875,6641111.5,-121.9841309
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,147.13800061,,,,,,,0.7561099529,0.368065685,0.368065685,,-6.565907478,,,,29.05018425,,,147.13800049,479890.6875,6641111.5,-122.1361313
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,147.29000061,,,,,,,0.9693335891,0.3751101196,0.3751101196,,-6.488147259,,,,27.610206604,,,147.28999329,479890.6875,6641111.5,-122.2881317
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,147.44200061,,,,,,,0.8873900175,0.3663434088,0.3663434088,,-6.620148182,,,,26.041448593,,,147.44200134,479890.6875,6641111.5,-122.4401321
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,147.59400061,,,,,,,0.7869355679,0.369068414,0.369068414,,-6.412572861,,,,26.774177551,,,147.59399414,479890.6875,6641111.5,-122.5921249
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,147.74600061,,,,,,,0.7279138565,0.3747794628,0.3747794628,,-6.951543808,,,,27.597434998,,,147.7460022,479890.6875,6641111.5,-122.7441254
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,147.89800061,,,,,,,0.6507277489,0.3744935393,0.3744935393,,-7.150000095,,,,29.174379349,,,147.897995,479890.6875,6641111.5,-122.8961258
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,148.05000061,,,,,,,0.6825461984,0.3770026267,0.3770026267,,-7.408226967,,,,28.972162247,,,148.05000305,479890.6875,6641111.5,-123.0481186
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,148.20200061,,,,,,,0.8151963949,0.3742598593,0.3742598593,,-5.927627563,,,,27.850122452,,,148.20199585,479890.6875,6641111.5,-123.200119
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,148.35400061,,,,,,,0.8592175841,0.3662916422,0.3662916422,,-4.980355263,,,,26.650316238,,,148.35400391,479890.6875,6641111.5,-123.3521194
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,148.50600061,,,,,,,0.8253460526,0.3639999926,0.3639999926,,-4.025129318,,,,29.12946701,,,148.5059967,479890.6875,6641111.5,-123.5041199
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,148.65800061,,,,,,,0.7885722518,0.3662207127,0.3662207127,,-3.952006102,,,,31.04224205,,,148.65800476,479890.6875,6641111.5,-123.6561127
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,148.81000061,,,,,,,0.8485972881,0.369212836,0.369212836,,-8.151163101,,,,29.727190018,,,148.80999756,479890.6875,6641111.5,-123.8081055
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,148.96200061,,,,,,,0.795830369,0.3670602143,0.3670602143,,-6.495466232,,,,27.57923317,,,148.96200562,479890.6875,6641111.5,-123.9601059
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,149.11400061,,,,,,,0.8353709579,0.3674645722,0.3674645722,,-5.231328964,,,,26.077199936,,,149.11399841,479890.6875,6641111.5,-124.1121063
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,149.26600061,,,,,,,0.7563811541,0.3680000007,0.3680000007,,-5.340806484,,,,26.703784943,,,149.26600647,479890.6875,6641111.5,-124.2641068
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,149.41800061,,,,,,,0.7703498602,0.37090832,0.37090832,,-5.717734337,,,,27.574138641,,,149.41799927,479890.6875,6641111.5,-124.4160995
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,149.57000061,,,,,,,0.8805531859,0.3618580699,0.3618580699,,-5.723989964,,,,28.071706772,,,149.57000732,479890.6875,6641111.5,-124.5681
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,149.72200061,,,,,,,1.0709178448,0.3435631692,0.3435631692,,-7.982231617,,,,27.849456787,,,149.72200012,479890.65625,6641111.5,-124.7201004
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,149.87400061,,,,,,,1.0497288704,0.3243349493,0.3243349493,,-6.8235569,,,,26.561065674,,,149.87400818,479890.65625,6641111.5,-124.8720932
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,150.02600061,,,,,,,1.0588438511,0.3104013205,0.3104013205,,-6.136783123,,,,25.975004196,,,150.02600098,479890.65625,6641111.5,-125.0240936
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,150.17800061,,,,,,,1.3527076244,0.2962914705,0.2962914705,,-8.501179695,,,,25.698549271,,,150.17799377,479890.65625,6641111.5,-125.1760941
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,150.33000061,,,,,,,1.2506049871,0.2827529013,0.2827529013,,-9.386898994,,,,24.531354904,,,150.33000183,479890.65625,6641111.5,-125.3280945
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,150.48200061,,,,,,,0.9995840192,0.2967172265,0.2967172265,,-9.390969276,,,,24.846628189,,,150.48199463,479890.65625,6641111.5,-125.4800873
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,150.63400061,,,,,,,0.9383543134,0.3265930712,0.3265930712,,-9.90763855,,,,24.141429901,,,150.63400269,479890.65625,6641111.5,-125.6320877
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,150.78600061,,,,,,,1.0071240664,0.3507724106,0.3507724106,,-11.15166187,,,,25.57610321,,,150.78599548,479890.65625,6641111.5,-125.7840881
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,150.93800061,,,,,,,1.1513364315,0.3633073866,0.3633073866,,-15.09110928,,,,25.089111328,,,150.93800354,479890.65625,6641111.5,-125.9360886
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,151.09000061,,,,,,,1.1242017746,0.3646036685,0.3646036685,,-27.67038345,,,,25.528621674,,,151.08999634,479890.65625,6641111.5,-126.0880814
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,151.24200061,,,,,,,1.0534386635,0.356348604,0.356348604,,-20.98493958,,,,25.996822357,,,151.24200439,479890.65625,6641111.5,-126.2400818
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,151.39400061,,,,,,,0.9746341705,0.3419127464,0.3419127464,,-15.81093597,,,,28.214050293,,,151.39399719,479890.65625,6641111.5,-126.3920746
Force_2020_all_wells_train_test_blind_hidden_final/25_2-7.las,25/2-7,151.54600061,,,,,,,1.1030073166,0.3287164271,0.3287164271,,-16.32592201,,,,29.813409805,,,151.54600525,479890.65625,6641111.5,-126.544075
