source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,ROPA,RDEP,RSHA,RMED,RMIC,DTS,DTC,NPHI,GR,RHOB,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,68.763,,,,,328.05303955,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,68.915,,,,,431.57589722,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,69.067,,,,,246.96969604,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,69.219,,,,,106.57990265,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,69.371,,,,,90.536323547,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,69.523,,,,,90.63760376,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,69.675,,,,,65.204681396,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,69.827,,,,,63.35030365,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,69.979,,,,,105.229599,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,70.131,,,,,138.08322144,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,70.283,,,,,84.225250244,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,70.435,,,,,46.026119232,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,70.587,,,,,40.301002502,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,70.739,,,,,43.82837677,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,70.891,,,,,57.199848175,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,71.043,,,,,76.525672913,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,71.195,,,,,110.68334198,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,71.347,,,,,124.33570099,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,71.499,,,,,84.983192444,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,71.651,,,,,42.897514343,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,71.803,,,,,32.097072601,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,71.955,,,,,26.992567062,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,72.107,,,,,32.308246613,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,72.259,,,,,38.163261414,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,72.411,,,,,32.178863525,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,72.563,,,,,34.620891571,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,72.715,,,,,55.177131653,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,72.867,,,,,71.399765015,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,73.019,,,,,47.740180969,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,73.171,,,,,30.58531189,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,73.323,,,,,36.971424103,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,73.475,,,,,46.494579315,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,73.627,,,,,53.229675293,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,73.779,,,,,58.064945221,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,73.931,,,,,56.467819214,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,74.083,,,,,56.359680176,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,74.235,,,,,60.900363922,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,74.387,,,,,72.070709229,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,74.539,,,,,131.01521301,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,74.691,,,,,172.15150452,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,74.843,,,,,172.70433044,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,74.995,,,,,162.23197937,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,75.147,,,,,151.75956726,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,75.299,,,,,141.56271362,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,75.451,,,,,132.11604309,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,75.603,,,,,126.19287109,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,75.755,,,,,132.98762512,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,75.907,,,,,138.8170929,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,76.059,,,,,132.94648743,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,76.211,,,,,129.51690674,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,76.363,,,,,137.21994019,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,76.515,,,,,156.71011353,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,76.667,,,,,259.60385132,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,76.819,,,,,315.10076904,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,76.971,,,,,246.4359436,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,77.123,,,,,163.78128052,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,77.275,,,,,397.80377197,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,77.427,,,,,566.56988525,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,77.579,,,,,543.86486816,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,77.731,,,,,473.38937378,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,77.883,,,,,433.47781372,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,78.035,,,,,404.40087891,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,78.187,,,,,401.79998779,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,78.339,,,,,414.43563843,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,78.491,,,,,460.42572021,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,78.643,,,,,495.28146362,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,78.795,,,,,380.57901001,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,78.947,,,,,265.14816284,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,79.099,,,,,186.37150574,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,79.251,,,,,120.31435394,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,79.403,,,,,77.012680054,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,79.555,,,,,44.58316803,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,79.707,,,,,41.774364471,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,79.859,,,,,52.53345871,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,80.011,,,,,95.055114746,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,80.163,,,,,177.08164978,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,80.315,,,,,393.36541748,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,80.467,,,,,578.04315186,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,80.619,,,,,473.96298218,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,80.771,,,,,320.14553833,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,80.923,,,,,289.02008057,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,81.075,,,,,289.77578735,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,81.227,,,,,330.362854,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,81.379,,,,,382.07705688,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,81.531,,,,,353.47189331,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,81.683,,,,,323.01138306,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,81.835,,,,,298.19281006,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,81.987,,,,,276.16876221,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,82.139,,,,,266.37197876,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,82.291,,,,,262.1741333,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,82.443,,,,,274.45346069,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,82.595,,,,,288.7991333,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,82.747,,,,,283.31369019,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,82.899,,,,,267.38510132,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,83.051,,,,,214.96380615,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,83.203,,,,,169.09420776,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,83.355,,,,,180.7694397,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,83.507,,,,,209.51858521,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,83.659,,,,,187.58764648,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,83.811,,,,,165.85427856,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,83.963,,,,,163.46095276,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,84.115,,,,,168.84576416,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,84.267,,,,,170.31834412,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,84.419,,,,,165.52958679,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,84.571,,,,,138.5163269,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,84.723,,,,,106.14890289,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,84.875,,,,,104.89949799,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,85.027,,,,,112.53486633,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,85.179,,,,,134.31324768,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,85.331,,,,,168.01329041,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,85.483,,,,,239.66674805,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,85.635,,,,,319.7166748,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,85.787,,,,,334.51702881,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,85.939,,,,,333.31604004,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,86.091,,,,,316.18969727,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,86.243,,,,,292.25286865,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,86.395,,,,,278.78921509,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,86.547,,,,,255.98399353,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,86.699,,,,,192.57951355,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,86.851,,,,,114.47412109,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,87.003,,,,,109.96226501,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,87.155,,,,,114.38978577,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,87.307,,,,,94.936187744,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,87.459,,,,,69.30406189,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,87.611,,,,,63.0,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,87.763,,,,,62.659420013,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,87.915,,,,,58.307888031,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,88.067,,,,,54.66865921,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,88.219,,,,,58.936645508,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,88.371,,,,,66.716270447,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,88.523,,,,,70.890396118,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,88.675,,,,,74.731399536,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,88.827,,,,,79.607124329,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,88.979,,,,,85.045326233,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,89.131,,,,,86.054412842,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,89.283,,,,,86.709121704,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,89.435,,,,,89.180717468,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,89.587,,,,,92.602630615,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,89.739,,,,,97.52192688,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,89.891,,,,,104.17489624,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,90.043,,,,,123.27220154,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,90.195,,,,,143.73178101,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,90.347,,,,,147.62310791,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,90.499,,,,,144.03251648,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,90.651,,,,,147.83685303,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,90.803,,,,,150.25680542,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,90.955,,,,,139.0151825,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,91.107,,,,,120.46414185,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,91.259,,,,,117.48664093,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,91.411,,,,,119.88241577,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,91.563,,,,,131.49708557,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,91.715,,,,,148.98574829,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,91.867,,,,,199.23912048,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,92.019,,,,,249.42614746,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,92.171,,,,,216.55670166,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,92.323,,,,,153.88162231,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,92.475,,,,,138.54075623,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,92.627,,,,,144.69332886,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,92.779,,,,,164.40130615,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,92.931,,,,,186.3019104,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,93.083,,,,,198.81315613,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,93.235,,,,,205.99423218,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,93.387,,,,,189.24761963,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,93.539,,,,,168.40901184,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,93.691,,,,,162.50740051,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,93.843,,,,,165.4994812,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,93.995,,,,,149.44787598,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,94.147,,,,,128.20585632,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,94.299,,,,,111.47608948,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,94.451,,,,,98.004447937,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,94.603,,,,,96.990005493,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,94.755,,,,,101.67195129,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,94.907,,,,,112.69911194,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,95.059,,,,,125.45579529,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,95.211,,,,,133.38847351,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,95.363,,,,,138.47521973,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,95.515,,,,,122.09741211,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,95.667,,,,,100.49973297,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,95.819,,,,,92.459083557,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,95.971,,,,,93.356735229,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,96.123,,,,,91.632225037,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,96.275,,,,,88.829803467,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,96.427,,,,,85.168327332,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,96.579,,,,,80.875740051,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,96.731,,,,,71.201263428,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,96.883,,,,,59.852470398,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,97.035,,,,,61.561664581,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,97.187,,,,,69.168136597,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,97.339,,,,,72.21182251,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,97.491,,,,,72.511077881,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/34_11-1.las,34/11-1,97.643,,,,,77.22542572,,,,,,,,,,,,,
