source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,DCAL,ROPA,ROP,RDEP,RSHA,RMED,RMIC,DTS,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,183.9904,,,,,,15.732392311,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,184.1424,,,,,,16.071481705,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,184.2944,,,,,,16.486658096,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,184.4464,,,,,,16.90316391,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,184.5984,,,,,,17.319667816,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,184.7504,,,,,,17.736076355,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,184.9024,,,,,,18.152576447,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,185.0544,,,,,,18.635879517,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,185.2064,,,,,,19.218791962,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,185.3584,,,,,,19.807043076,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,185.5104,,,,,,20.395296097,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,185.6624,,,,,,20.983547211,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,185.8144,,,,,,21.571704865,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,185.9664,,,,,,22.159950256,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,186.1184,,,,,,22.746995926,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,186.2704,,,,,,23.333766937,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,186.4224,,,,,,23.920520782,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,186.5744,,,,,,24.507184982,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,186.7264,,,,,,25.093933105,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,186.8784,,,,,,25.680597305,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,187.0304,,,,,,26.569219589,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,187.1824,,,,,,28.236711502,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,187.3344,,,,,,29.975545883,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,187.4864,,,,,,31.714460373,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,187.6384,,,,,,33.453292847,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,187.7904,,,,,,35.192207336,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,187.9424,,,,,,36.93113327,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,188.0944,,,,,,35.420978546,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,188.2464,,,,,,32.307109833,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,188.3984,,,,,,29.048196793,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,188.5504,,,,,,25.789361954,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,188.7024,,,,,,22.530448914,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,188.8544,,,,,,19.271614075,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,189.0064,,,,,,16.694484711,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,189.1584,,,,,,17.70549202,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,189.3104,,,,,,19.198152542,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,189.4624,,,,,,20.690824509,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,189.6144,,,,,,22.183410645,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,189.7664,,,,,,23.676067352,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,189.9184,,,,,,25.168739319,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,190.0704,,,,,,26.121976852,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,190.2224,,,,,,26.632740021,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,190.3744,,,,,,27.085733414,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,190.5264,,,,,,27.538656235,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,190.6784,,,,,,27.991649628,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,190.8304,,,,,,28.444572449,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,190.9824,,,,,,28.882860184,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,191.1344,,,,,,28.962127686,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,191.2864,,,,,,28.97580719,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,191.4384,,,,,,28.989469528,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,191.5904,,,,,,29.003133774,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,191.7424,,,,,,29.016798019,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,191.8944,,,,,,29.030464172,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,192.0464,,,,,,29.036355972,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,192.1984,,,,,,29.032072067,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,192.3504,,,,,,29.025989532,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,192.5024,,,,,,29.01990509,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,192.6544,,,,,,29.013820648,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,192.8064,,,,,,29.007736206,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,192.9584,,,,,,29.001651764,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,193.1104,,,,,,28.710041046,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,193.2624,,,,,,28.325658798,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,193.4144,,,,,,27.935007095,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,193.5664,,,,,,27.544334412,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,193.7184,,,,,,27.153661728,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,193.8704,,,,,,26.763069153,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,194.0224,,,,,,26.695583344,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,194.1744,,,,,,27.298528671,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,194.3264,,,,,,28.055459976,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,194.4784,,,,,,28.812444687,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,194.6304,,,,,,29.569374084,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,194.7824,,,,,,30.326360703,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,194.9344,,,,,,31.083292007,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,195.0864,,,,,,31.453989029,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,195.2384,,,,,,31.612628937,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,195.3904,,,,,,31.741865158,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,195.5424,,,,,,31.871049881,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,195.6944,,,,,,32.000209808,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,195.8464,,,,,,32.129444122,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,195.9984,,,,,,32.057846069,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,196.1504,,,,,,31.256820679,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,196.3024,,,,,,30.242990494,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,196.4544,,,,,,29.229158401,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,196.6064,,,,,,28.215326309,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,196.7584,,,,,,27.201494217,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,196.9104,,,,,,26.187662125,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,197.0624,,,,,,25.655450821,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,197.2144,,,,,,25.527799606,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,197.3664,,,,,,25.483716965,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,197.5184,,,,,,25.439632416,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,197.6704,,,,,,25.395549774,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,197.8224,,,,,,25.351465225,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,197.9744,,,,,,25.44487381,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,198.1264,,,,,,26.725820541,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,198.2784,,,,,,28.440408707,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,198.4304,,,,,,30.154924393,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,198.5824,,,,,,31.869485855,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,198.7344,,,,,,33.584072113,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,198.8864,,,,,,35.298587799,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,199.0384,,,,,,36.045665741,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,199.1904,,,,,,35.59180069,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,199.3424,,,,,,34.802947998,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,199.4944,,,,,,34.014053345,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,199.6464,,,,,,33.225200653,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,199.7984,,,,,,32.436306,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,199.9504,,,,,,31.647380829,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,200.1024,,,,,,31.303100586,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,200.2544,,,,,,31.166135788,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,200.4064,,,,,,31.03238678,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,200.5584,,,,,,30.898639679,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,200.7104,,,,,,30.764823914,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,200.8624,,,,,,30.631044388,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,201.0144,,,,,,30.862550735,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,201.1664,,,,,,31.767990112,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,201.3184,,,,,,32.917133331,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,201.4704,,,,,,34.066242218,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,201.6224,,,,,,35.215385437,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,201.7744,,,,,,36.364494324,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,201.9264,,,,,,37.513568878,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,202.0784,,,,,,38.697872162,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,202.2304,,,,,,39.906303406,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,202.3824,,,,,,41.117717743,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,202.5344,,,,,,42.32919693,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,202.6864,,,,,,43.540641785,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,202.8384,,,,,,44.752056122,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,202.9904,,,,,,45.934127808,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,203.1424,,,,,,47.031124115,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,203.2944,,,,,,48.089042664,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,203.4464,,,,,,49.146957397,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,203.5984,,,,,,50.204875946,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,203.7504,,,,,,51.26279068,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,203.9024,,,,,,52.320705414,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,204.0544,,,,,,53.260993958,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,204.2064,,,,,,54.087749481,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,204.3584,,,,,,54.888805389,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,204.5104,,,,,,55.689834595,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,204.6624,,,,,,56.490829468,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,204.8144,,,,,,57.291881561,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,204.9664,,,,,,57.834537506,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,205.1184,,,,,,57.003067017,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,205.2704,,,,,,55.376708984,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,205.4224,,,,,,53.750328064,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,205.5744,,,,,,52.123908997,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,205.7264,,,,,,50.497486115,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,205.8784,,,,,,48.871128082,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,206.0304,,,,,,46.852478027,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,206.1824,,,,,,44.312309265,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,206.3344,,,,,,41.597614288,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,206.4864,,,,,,38.882900238,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,206.6384,,,,,,36.168144226,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,206.7904,,,,,,33.453445435,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,206.9424,,,,,,30.845294952,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,207.0944,,,,,,30.231100082,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,207.2464,,,,,,31.070150375,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,207.3984,,,,,,31.90918541,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,207.5504,,,,,,32.748233795,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,207.7024,,,,,,33.587268829,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,207.8544,,,,,,34.426261902,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,208.0064,,,,,,34.8385849,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,208.1584,,,,,,34.464904785,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,208.3104,,,,,,33.730739594,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_10-10.las,25/10-10  Balder Triassic,208.4624,,,,,,32.996570587,,,,,,,,,,,,,,,,
