source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,RDEP,RSHA,RMED,RXO,SP,DTC,NPHI,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,171.478,2.0,65000.0,,,,,,,,,48.827983856,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,171.63,2.0,65000.0,,,,,,,,,48.538356781,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,171.782,2.0,65000.0,,,,,,,,,50.453407288,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,171.934,2.0,65000.0,,,,,,,,,49.20375061,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,172.086,2.0,65000.0,,,,,,,,,48.297801971,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,172.238,2.0,65000.0,,,,,,,,,45.583267212,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,172.39,2.0,65000.0,,,,,,,,,46.952941895,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,172.542,2.0,65000.0,,,,,,,,,47.888648987,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,172.694,2.0,65000.0,,,,,,,,,50.422168732,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,172.846,2.0,65000.0,,,,,,,,,48.565402985,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,172.998,2.0,65000.0,,,,,,,,,50.741241455,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,173.15,2.0,65000.0,,,,,,,,,47.728885651,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,173.302,2.0,65000.0,,,,,,,,,48.22726059,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,173.454,2.0,65000.0,,,,,,,,,46.265850067,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,173.606,2.0,65000.0,,,,,,,,,49.4815979,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,173.758,2.0,65000.0,,,,,,,,,50.043945313,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,173.91,2.0,65000.0,,,,,,,,,49.383827209,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,174.062,2.0,65000.0,,,,,,,,,48.891693115,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,174.214,2.0,65000.0,,,,,,,,,51.848342896,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,174.366,2.0,65000.0,,,,,,,,,53.268669128,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,174.518,2.0,65000.0,,,,,,,,,53.690948486,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,174.67,2.0,65000.0,,,,,,,,,52.133075714,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,174.822,2.0,65000.0,,,,,,,,,54.847354889,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,174.974,2.0,65000.0,,,,,,,,,57.22518158,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,175.126,2.0,65000.0,,,,,,,,,57.474887848,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,175.278,2.0,65000.0,,,,,,,,,52.325618744,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,175.43,2.0,65000.0,,,,,,,,,51.180339813,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,175.582,2.0,65000.0,,,,,,,,,50.673835754,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,175.734,2.0,65000.0,,,,,,,,,50.481842041,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,175.886,2.0,65000.0,,,,,,,,,46.67924881,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,176.038,2.0,65000.0,,,,,,,,,45.484588623,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,176.19,2.0,65000.0,,,,,,,,,47.295227051,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,176.342,2.0,65000.0,,,,,,,,,47.885623932,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,176.494,2.0,65000.0,,,,,,,,,50.576931,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,176.646,2.0,65000.0,,,,,,,,,51.295402527,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,176.798,2.0,65000.0,,,,,,,,,53.282855988,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,176.95,2.0,65000.0,,,,,,,,,50.750762939,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,177.102,2.0,65000.0,,,,,,,,,48.662918091,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,177.254,2.0,65000.0,,,,,,,,,43.395488739,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,177.406,2.0,65000.0,,,,,,,,,40.400222778,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,177.558,2.0,65000.0,,,,,,,,,42.592315674,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,177.71,2.0,65000.0,,,,,,,,,47.122699738,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,177.862,2.0,65000.0,,,,,,,,,52.126117706,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,178.014,2.0,65000.0,,,,,,,,,49.551334381,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,178.166,2.0,65000.0,,,,,,,,,46.177463531,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,178.318,2.0,65000.0,,,,,,,,,44.210887909,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,178.47,2.0,65000.0,,,,,,,,,46.520240784,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,178.622,2.0,65000.0,,,,,,,,,49.388442993,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,178.774,2.0,65000.0,,,,,,,,,51.307106018,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,178.926,2.0,65000.0,,,,,,,,,50.992153168,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,179.078,2.0,65000.0,,,,,,,,,53.464771271,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,179.23,2.0,65000.0,,,,,,,,,51.732788086,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,179.382,2.0,65000.0,,,,,,,,,52.059207916,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,179.534,2.0,65000.0,,,,,,,,,49.891304016,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,179.686,2.0,65000.0,,,,,,,,,49.912494659,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,179.838,2.0,65000.0,,,,,,,,,49.705749512,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,179.99,2.0,65000.0,,,,,,,,,50.543586731,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,180.142,2.0,65000.0,,,,,,,,,49.630298615,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,180.294,2.0,65000.0,,,,,,,,,52.161136627,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,180.446,2.0,65000.0,,,,,,,,,49.530773163,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,180.598,2.0,65000.0,,,,,,,,,46.481376648,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,180.75,2.0,65000.0,,,,,,,,,43.23746109,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,180.902,2.0,65000.0,,,,,,,,,44.336734772,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,181.054,2.0,65000.0,,,,,,,,,49.339092255,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,181.206,2.0,65000.0,,,,,,,,,52.158683777,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,181.358,2.0,65000.0,,,,,,,,,54.833583832,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,181.51,2.0,65000.0,,,,,,,,,53.439716339,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,181.662,2.0,65000.0,,,,,,,,,50.419578552,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,181.814,2.0,65000.0,,,,,,,,,47.497783661,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,181.966,2.0,65000.0,,,,,,,,,47.47946167,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,182.118,2.0,65000.0,,,,,,,,,48.989601135,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,182.27,2.0,65000.0,,,,,,,,,50.684898376,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,182.422,2.0,65000.0,,,,,,,,,49.416248322,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,182.574,2.0,65000.0,,,,,,,,,46.389705658,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,182.726,2.0,65000.0,,,,,,,,,45.092777252,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,182.878,2.0,65000.0,,,,,,,,,46.4479599,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,183.03,2.0,65000.0,,,,,,,,,49.013790131,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,183.182,2.0,65000.0,,,,,,,,,48.614601135,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,183.334,2.0,65000.0,,,,,,,,,49.152305603,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,183.486,2.0,65000.0,,,,,,,,,47.381900787,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,183.638,2.0,65000.0,,,,,,,,,47.493469238,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,183.79,2.0,65000.0,,,,,,,,,46.876132965,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,183.942,2.0,65000.0,,,,,,,,,47.209835052,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,184.094,2.0,65000.0,,,,,,,,,46.227485657,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,184.246,2.0,65000.0,,,,,,,,,46.440032959,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,184.398,2.0,65000.0,,,,,,,,,47.611652374,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,184.55,2.0,65000.0,,,,,,,,,47.678405762,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,184.702,2.0,65000.0,,,,,,,,,47.352619171,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,184.854,2.0,65000.0,,,,,,,,,47.882595062,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,185.006,2.0,65000.0,,,,,,,,,51.380233765,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,185.158,2.0,65000.0,,,,,,,,,52.120986938,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,185.31,2.0,65000.0,,,,,,,,,50.024261475,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,185.462,2.0,65000.0,,,,,,,,,46.045940399,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,185.614,2.0,65000.0,,,,,,,,,44.4466362,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,185.766,2.0,65000.0,,,,,,,,,43.487747192,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,185.918,2.0,65000.0,,,,,,,,,42.358997345,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,186.07,2.0,65000.0,,,,,,,,,39.532783508,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,186.222,2.0,65000.0,,,,,,,,,40.437133789,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,186.374,2.0,65000.0,,,,,,,,,44.279441833,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,186.526,2.0,65000.0,,,,,,,,,50.982437134,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,186.678,2.0,65000.0,,,,,,,,,53.197811127,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,186.83,2.0,65000.0,,,,,,,,,50.168376923,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,186.982,2.0,65000.0,,,,,,,,,45.29883194,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,187.134,2.0,65000.0,,,,,,,,,45.039104462,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,187.286,2.0,65000.0,,,,,,,,,46.714344025,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,187.438,2.0,65000.0,,,,,,,,,46.355106354,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,187.59,2.0,65000.0,,,,,,,,,46.499221802,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,187.742,2.0,65000.0,,,,,,,,,47.403015137,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,187.894,2.0,65000.0,,,,,,,,,46.983680725,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,188.046,2.0,65000.0,,,,,,,,,42.562801361,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,188.198,2.0,65000.0,,,,,,,,,41.474407196,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,188.35,2.0,65000.0,,,,,,,,,44.448589325,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,188.502,2.0,65000.0,,,,,,,,,47.160438538,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,188.654,2.0,65000.0,,,,,,,,,45.096424103,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,188.806,2.0,65000.0,,,,,,,,,42.193756104,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,188.958,2.0,65000.0,,,,,,,,,41.952919006,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,189.11,2.0,65000.0,,,,,,,,,44.001789093,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,189.262,2.0,65000.0,,,,,,,,,46.313724518,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,189.414,2.0,65000.0,,,,,,,,,48.719871521,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,189.566,2.0,65000.0,,,,,,,,,49.863426208,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,189.718,2.0,65000.0,,,,,,,,,50.72208786,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,189.87,2.0,65000.0,,,,,,,,,50.004425049,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,190.022,2.0,65000.0,,,,,,,,,49.556087494,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,190.174,2.0,65000.0,,,,,,,,,50.261837006,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,190.326,2.0,65000.0,,,,,,,,,51.580635071,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,190.478,2.0,65000.0,,,,,,,,,53.486125946,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,190.63,2.0,65000.0,,,,,,,,,54.341407776,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,190.782,2.0,65000.0,,,,,,,,,53.636623383,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,190.934,2.0,65000.0,,,,,,,,,51.838233948,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,191.086,2.0,65000.0,,,,,,,,,49.96975708,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,191.238,2.0,65000.0,,,,,,,,,49.371238708,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,191.39,2.0,65000.0,,,,,,,,,47.010650635,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,191.542,2.0,65000.0,,,,,,,,,45.43391037,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,191.694,2.0,65000.0,,,,,,,,,44.418296814,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,191.846,2.0,65000.0,,,,,,,,,44.957748413,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,191.998,2.0,65000.0,,,,,,,,,45.868743896,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,192.15,2.0,65000.0,,,,,,,,,48.059242249,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_5-4 S.las,31/5-4 S,192.302,2.0,65000.0,,,,,,,,,51.564296722,,,,,,
