source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,MUDWEIGHT,ROP,RDEP,RSHA,RMED,RXO,RMIC,SP,DTC,NPHI,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,160.808,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,160.96,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,161.112,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,161.264,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,161.416,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,161.568,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,161.72,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,161.872,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,162.024,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,162.176,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,162.328,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,162.48,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,162.632,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,162.784,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,162.936,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,163.088,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,163.24,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,163.392,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,163.544,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,163.696,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,163.848,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,164.0,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,164.152,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,164.304,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,164.456,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,164.608,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,164.76,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,164.912,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,165.064,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,165.216,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,165.368,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,165.52,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,165.672,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,165.824,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,165.976,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,166.128,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,166.28,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,166.432,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,166.584,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,166.736,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,166.888,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,167.04,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,167.192,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,167.344,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,167.496,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,167.648,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,167.8,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,167.952,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,168.104,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,168.256,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,168.408,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,168.56,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,168.712,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,168.864,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,169.016,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,169.168,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,169.32,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,169.472,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,169.624,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,169.776,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,169.928,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,170.08,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,170.232,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,170.384,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,170.536,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,170.688,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,170.84,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,170.992,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,171.144,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,171.296,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,171.448,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,171.6,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,171.752,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,171.904,,,,,,,,,,,,,157.24620056,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-2.las,25/6-2  Delta-Beta,172.056,,,,,,,,,,,,,157.24620056,,,,,,,,
