source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,RDEP,RSHA,RMED,RXO,SP,DTC,NPHI,PEF,GR,RHOB,DRHO,SGR,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,347.12902319,,,,,29.728368759,,1.9457725286,,7.0652780533,,,,7.9527893066,,,,347.12902832,469666.25,6803721.0,-324.1290588
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,347.28102319,,,,,29.347015381,,1.9370056391,,8.9747495651,,,,7.6964449883,,,,347.28103638,469666.25,6803721.0,-324.2810669
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,347.43302319,,,,,28.965665817,,1.4422134161,,9.5198087692,,,,7.3463315964,,,,347.43301392,469666.25,6803721.0,-324.4330444
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,347.58502319,,,,,28.584314346,,1.026160717,,10.859321594,,,,7.7254271507,,,,347.58502197,469666.25,6803721.0,-324.5850525
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,347.73702319,,,,,28.202964783,,0.9423251748,,10.913000107,,,,8.3790121078,,,,347.73703003,469666.25,6803721.0,-324.7370605
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,347.88902319,,,,,27.821613312,,0.8632336855,,11.688987732,,,,8.5250892639,,,,347.88903809,469666.25,6803721.0,-324.8890686
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,348.04102319,,,,,27.440261841,,0.6958986521,,9.1042690277,,,,9.2230405807,,,,348.04101563,469666.25,6803721.0,-325.0410461
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,348.19302319,,,,,27.058912277,,0.4998978078,,7.0743255615,,,,9.2085523605,,,,348.19302368,469666.25,6803721.0,-325.1930542
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,348.34502319,,,,,26.677560806,,0.3124865294,,1.2877738476,,,,9.3568639755,,,,348.34503174,469666.25,6803721.0,-325.3450623
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,348.49702319,,,,,26.296209335,,0.2055906653,,-4.636803627,,,,8.3256816864,,,,348.49700928,469666.25,6803721.0,-325.4970398
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,348.64902319,,,,,25.914857864,,0.1628912389,,-15.33026314,,,,8.5436029434,,,,348.64901733,469666.25,6803721.0,-325.6490479
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,348.80102319,,,,,25.533508301,,0.1667849123,,-31.05983162,,,,8.9910116196,,,,348.80102539,469666.25,6803721.0,-325.8010559
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,348.95302319,,,,,25.15215683,,0.1974580288,,-47.72406387,,,,10.504965782,,,,348.95303345,469666.25,6803721.0,-325.953064
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,349.10502319,,,,,17.892461777,,0.2896409035,,-57.88736725,,,,12.527601242,,,,349.10501099,469666.25,6803721.0,-326.1050415
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,349.25702319,,,,,6.9135508537,,0.3815194964,,-65.51599121,,,,13.915848732,,,,349.25701904,469666.25,6803721.0,-326.2570496
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,349.40902319,,,,,7.1513614655,,0.3703368604,,-70.6724472,,,,13.508825302,,,,349.4090271,469666.25,6803721.0,-326.4090576
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,349.56102319,,,,,8.6324586868,,0.34088552,,-74.73233795,,,,12.649974823,,,,349.56103516,469666.25,6803721.0,-326.5610657
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,349.71302319,,,,,8.4020776749,,0.3244462609,,-78.144104,,,,13.202531815,,,,349.7130127,469666.25,6803721.0,-326.7130432
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,349.86502319,,,,,5.5942144394,,0.309630692,,-80.01266479,,,,14.21015358,,,,349.86502075,469666.25,6803721.0,-326.8650513
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,350.01702319,,,,,3.6354606152,,0.2971508205,,-82.90660095,,,,14.091080666,,,,350.01702881,469666.25,6803721.0,-327.0170593
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,350.16902319,,,,,3.8371145725,,0.290153861,,-85.21147156,,,,13.235316277,,,,350.16903687,469666.25,6803721.0,-327.1690674
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,350.32102319,,,,,5.4563984871,,0.284556061,,-88.0269928,,,,13.962630272,,,,350.3210144,469666.25,6803721.0,-327.3210449
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,350.47302319,,,,,5.8388199806,,0.2804857194,,-90.09719849,,,,13.442649841,,,,350.47302246,469666.25,6803721.0,-327.473053
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,350.62502319,,,,,5.7131390572,,0.2840453982,,-93.11388397,,,,12.032716751,,,,350.62503052,469666.25,6803721.0,-327.625061
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,350.77702319,,,,,5.6510190964,,0.2913578153,,-94.41901398,,,,9.8326292038,,,,350.77700806,469666.25,6803721.0,-327.7770386
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,350.92902319,,,,,5.819272995,,0.2940726876,,-96.66993713,,,,10.223737717,,,,350.92901611,469666.25,6803721.0,-327.9290466
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,351.08102319,,,,,6.0364718437,,0.2940054536,,-97.57535553,,,,11.383466721,,,,351.08102417,469666.25,6803721.0,-328.0810547
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,351.23302319,,,,,6.0871934891,,0.296118468,,-98.21113586,,,,12.664133072,,,,351.23303223,469666.25,6803721.0,-328.2330627
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,351.38502319,,,,,6.4769306183,,0.2970905602,,-98.27500153,,,,12.858138084,,,,351.38500977,469666.25,6803721.0,-328.3850403
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,351.53702319,,,,,6.7924952507,,0.2928522527,,-98.38658905,,,,14.458760262,,,,351.53701782,469666.25,6803721.0,-328.5370483
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,351.68902319,,,,,6.5359315872,,0.2870326042,,-98.73377228,,,,15.28276825,,,,351.68902588,469666.25,6803721.0,-328.6890564
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,351.84102319,,,,,6.2821187973,,0.2823652327,,-98.99684906,,,,15.414729118,,,,351.84103394,469666.25,6803721.0,-328.8410645
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,351.99302319,,,,,6.5810761452,,0.2801094353,,-98.02967072,,,,13.929031372,,,,351.99301147,469666.25,6803721.0,-328.993042
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,352.14502319,,,,,6.6203932762,,0.2782860398,,-96.57688141,,,,13.147439957,,,,352.14501953,469666.25,6803721.0,-329.14505
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,352.29702319,,,,,6.3840484619,,0.2773000002,,-96.61985779,,,,13.908770561,,,,352.29702759,469666.25,6803721.0,-329.2970581
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,352.44902319,,,,,6.4632306099,,0.2774686515,,-95.99229431,,,,13.643686295,,,,352.44903564,469666.25,6803721.0,-329.4490662
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,352.60102319,,,,,6.6419854164,,0.2774987817,,-95.02568817,,,,13.7641716,,,,352.60101318,469666.25,6803721.0,-329.6010437
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,352.75302319,,,,,6.6654105186,,0.2768999934,,-93.48355865,,,,13.244034767,,,,352.75302124,469666.25,6803721.0,-329.7530518
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,352.90502319,,,,,6.7322444916,,0.2765705884,,-92.84049988,,,,13.917463303,,,,352.9050293,469666.25,6803721.0,-329.9050598
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,353.05702319,,,,,6.9350938797,,0.2759000063,,-91.58377838,,,,14.49220562,,,,353.05703735,469666.25,6803721.0,-330.0570679
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,353.20902319,,,,,6.9887394905,,0.2759000063,,-91.61592102,,,,15.690115929,,,,353.20901489,469666.25,6803721.0,-330.2090454
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,353.36102319,,,,,6.9083776474,,0.275096029,,-91.21948242,,,,16.926303864,,,,353.36102295,469666.25,6803721.0,-330.3610535
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,353.51302319,,,,,7.095164299,,0.2734000087,,-91.6865921,,,,16.816408157,,,,353.51303101,469666.25,6803721.0,-330.5130615
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,353.66502319,,,,,7.3376669884,,0.2727990746,,-91.34703827,,,,16.23547554,,,,353.66500854,469666.25,6803721.0,-330.6650391
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,353.81702319,,,,,7.4802694321,,0.2714999914,,-91.70163727,,,,14.415398598,,,,353.8170166,469666.25,6803721.0,-330.8170471
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,353.96902319,,,,,7.4640088081,,0.2713444829,,-92.306633,,,,14.492396355,,,,353.96902466,469666.25,6803721.0,-330.9690552
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,354.12102319,,,,,7.4126067162,,0.270845741,,-93.24795532,,,,14.513577461,,,,354.12103271,469666.25,6803721.0,-331.1210632
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,354.27302319,,,,,7.447851181,,0.2701941431,,-93.29434204,,,,15.179820061,,,,354.27301025,469666.25,6803721.0,-331.2730408
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,354.42502319,,,,,7.4398012161,,0.2692271173,,-93.38033295,,,,14.783816338,,,,354.42501831,469666.25,6803721.0,-331.4250488
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,354.57702319,,,,,7.2104210854,,0.2684497237,,-93.40000153,,,,14.986872673,,,,354.57702637,469666.25,6803721.0,-331.5770569
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,354.72902319,,,,,7.1017794609,,0.2680999935,,-92.98123932,,,,15.916592598,,,,354.72903442,469666.25,6803721.0,-331.7290649
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,354.88102319,,,,,7.1622462273,,0.2680999935,,-93.42179871,,,,15.722937584,,,,354.88101196,469666.25,6803721.0,-331.8810425
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,355.03302319,,,,,7.1610040665,,0.2679536939,,-93.52500153,,,,15.793224335,,,,355.03302002,469666.25,6803721.0,-332.0330505
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,355.18502319,,,,,7.0157833099,,0.2677450478,,-94.56195831,,,,14.178419113,,,,355.18502808,469666.25,6803721.0,-332.1850586
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,355.33702319,,,,,6.9070801735,,0.2687898874,,-94.67163849,,,,15.402785301,,,,355.33703613,469666.25,6803721.0,-332.3370667
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,355.48902319,,,,,6.9788889885,,0.2713259459,,-95.06221008,,,,17.306928635,,,,355.48901367,469666.25,6803721.0,-332.4890442
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,355.64102319,,,,,6.8095607758,,0.2732589245,,-95.25272369,,,,20.018875122,,,,355.64102173,469666.25,6803721.0,-332.6410522
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,355.79302319,,,,,6.5379486084,,0.2720894516,,-95.88935852,,,,19.248081207,,,,355.79302979,469666.25,6803721.0,-332.7930603
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,355.94502319,,,,,6.3848185539,,0.2689201236,,-96.33118439,,,,15.484981537,,,,355.94503784,469666.25,6803721.0,-332.9450684
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,356.09702319,,,,,6.6465387344,,0.2658255994,,-96.40000153,,,,12.297734261,,,,356.09701538,469666.25,6803721.0,-333.0970459
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,356.24902319,,,,,7.1480917931,,0.2652358711,,-96.50139618,,,,12.173128128,,,,356.24902344,469666.25,6803721.0,-333.249054
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,356.40102319,,,,,7.4845824242,,0.2650887668,,-96.01967621,,,,13.986053467,,,,356.40103149,469666.25,6803721.0,-333.401062
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,356.55302319,,,,,7.6791644096,,0.2625277936,,-96.10150909,,,,15.671417236,,,,356.55300903,469666.25,6803721.0,-333.5530396
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,356.70502319,,,,,7.5064182281,,0.2585087121,,-96.04957581,,,,15.505993843,,,,356.70501709,469666.25,6803721.0,-333.7050476
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,356.85702319,,,,,7.2261142731,,0.256195575,,-96.92584229,,,,15.428302765,,,,356.85702515,469666.25,6803721.0,-333.8570557
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,357.00902319,,,,,6.7890715599,,0.2561326325,,-96.65119171,,,,14.504911423,,,,357.0090332,469666.25,6803721.0,-334.0090637
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,357.16102319,,,,,6.3422832489,,0.2566719949,,-96.52500153,,,,15.065582275,,,,357.16101074,469666.25,6803721.0,-334.1610413
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,357.31302319,,,,,6.3000226021,,0.2559453249,,-96.52500153,,,,15.323090553,,,,357.3130188,469666.25,6803721.0,-334.3130493
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,357.46502319,,,,,6.399544239,,0.2540477216,,-96.72253418,,,,16.46893692,,,,357.46502686,469666.25,6803721.0,-334.4650574
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,357.61702319,,,,,6.5748019218,,0.251376003,,-96.67655182,,,,16.714733124,,,,357.61703491,469666.25,6803721.0,-334.6170654
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,357.76902319,,,,,6.8498268127,,0.2514661849,,-98.02377319,,,,16.657987595,,,,357.76901245,469666.25,6803721.0,-334.769043
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,357.92102319,,,,,7.2881536484,,0.2533854246,,-98.40000153,,,,16.251752853,,,,357.92102051,469666.25,6803721.0,-334.921051
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,358.07302319,,,,,7.1791954041,,0.2555963099,,-99.08223724,,,,15.869072914,,,,358.07302856,469666.25,6803721.0,-335.0730591
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,358.22502319,,,,,6.7675976753,,0.2580375969,,-99.37213135,,,,15.25874424,,,,358.22503662,469666.25,6803721.0,-335.2250671
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,358.37702319,,,,,6.5738887787,,0.2589174807,,-99.98078918,,,,13.497868538,,,,358.37701416,469666.25,6803721.0,-335.3770447
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,358.52902319,,,,,6.7900166512,,0.258951515,,-100.7287979,,,,13.801979065,,,,358.52902222,469666.25,6803721.0,-335.5290527
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,358.68102319,,,,,6.8513860703,,0.2578000128,,-101.3807678,,,,12.966779709,,,,358.68103027,469666.25,6803721.0,-335.6810608
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,358.83302319,,,,,6.3832192421,,0.2574591935,,-100.7583771,,,,13.824768066,,,,358.83303833,469666.25,6803721.0,-335.8330688
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,358.98502319,,,,,6.1330094337,,0.2558730543,,-100.6204987,,,,11.150941849,,,,358.98501587,469666.25,6803721.0,-335.9850464
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,359.13702319,,,,,6.5480895042,,0.2542889714,,-101.6968002,,,,11.122385025,,,,359.13702393,469666.25,6803721.0,-336.1370544
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,359.28902319,,,,,6.6529283524,,0.2540096939,,-101.9301682,,,,11.457859039,,,,359.28903198,469666.25,6803721.0,-336.2890625
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,359.44102319,,,,,5.808473587,,0.2545083761,,-102.2779999,,,,12.876028061,,,,359.44100952,469666.25,6803721.0,-336.44104
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,359.59302319,,,,,5.6588897705,,0.2550070584,,-103.2475128,,,,13.312366486,,,,359.59301758,469666.25,6803721.0,-336.5930481
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,359.74502319,,,,,6.226454258,,0.255400002,,-103.7127075,,,,13.390254021,,,,359.74502563,469666.25,6803721.0,-336.7450562
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,359.89702319,,,,,6.2342967987,,0.2555043995,,-103.4008865,,,,12.228731155,,,,359.89703369,469666.25,6803721.0,-336.8970642
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,360.04902319,,,,,5.7765417099,,0.2568078339,,-103.4613953,,,,11.239334106,,,,360.04901123,469666.25,6803721.0,-337.0490417
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,360.20102319,,,,,5.3700709343,,0.2614812851,,-103.7107315,,,,10.537902832,,,,360.20101929,469666.25,6803721.0,-337.2010498
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,360.35302319,,,,,5.3619098663,,0.2680699229,,-104.052597,,,,13.185255051,,,,360.35302734,469666.25,6803721.0,-337.3530579
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,360.50502319,,,,,5.5861926079,,0.2783199847,,-103.7811966,,,,13.810027122,,,,360.5050354,469666.25,6803721.0,-337.5050659
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,360.65702319,,,,,5.9962024689,,0.2910551131,,-103.0986786,,,,12.877409935,,,,360.65701294,469666.25,6803721.0,-337.6570435
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,360.80902319,,,,,6.8780579567,,0.3071574569,,-101.8012619,,,,10.126415253,,,,360.809021,469666.25,6803721.0,-337.8090515
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,360.96102319,,,,,7.7299027443,,0.3276990056,,-99.84909821,,,,8.9669122696,,,,360.96102905,469666.25,6803721.0,-337.9610596
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,361.11302319,,,,,8.4345321655,,0.3520482481,,-98.45692444,,,,8.7581424713,,,,361.11303711,469666.25,6803721.0,-338.1130676
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,361.26502319,,,,,9.4812822342,,0.3868756294,,-98.51226044,,,,9.7046518326,,,,361.26501465,469666.25,6803721.0,-338.2650452
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,361.41702319,,,,,10.31840992,,0.3951404989,,-98.92070007,,,,11.295764923,,,,361.41702271,469666.25,6803721.0,-338.4170532
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,361.56902319,,,,,9.4308347702,,0.3599022031,,-98.93509674,,,,14.320336342,,,,361.56903076,469666.25,6803721.0,-338.5690613
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,361.72102319,,,,,7.3646130562,,0.2977699339,,-99.25835419,,,,17.43032074,,,,361.7210083,469666.25,6803721.0,-338.7210388
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,361.87302319,,,,,5.8984541893,,0.2544246912,,-99.04295349,,,,20.228679657,,,,361.87301636,469666.25,6803721.0,-338.8730469
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,362.02502319,,,,,5.3619580269,,0.2438709289,,-99.16679382,,,,19.306867599,,,,362.02502441,469666.25,6803721.0,-339.0250549
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,362.17702319,,,,,5.3819828033,,0.247676447,,-98.12321472,,,,16.053670883,,,,362.17703247,469666.25,6803721.0,-339.177063
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,362.32902319,,,,,5.6199259758,,0.2513177395,,-97.12039948,,,,13.884935379,,,,362.32901001,469666.25,6803721.0,-339.3290405
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,362.48102319,,,,,6.2711706161,,0.2562704086,,-95.58097839,,,,12.130507469,,,,362.48101807,469666.25,6803721.0,-339.4810486
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,362.63302319,,,,,6.8365302086,,0.2619764209,,-95.28781128,,,,12.058767319,,,,362.63302612,469666.25,6803721.0,-339.6330566
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,362.78502319,,,,,6.8391799927,,0.2689813972,,-94.43983459,,,,10.086769104,,,,362.78503418,469666.25,6803721.0,-339.7850647
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,362.93702319,,,,,6.8560419083,,0.2709218562,,-93.15536499,,,,11.261730194,,,,362.93701172,469666.25,6803721.0,-339.9370422
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,363.08902319,,,,,7.0038084984,,0.2702080905,,-91.73542023,,,,12.196855545,,,,363.08901978,469666.25,6803721.0,-340.0890503
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,363.24102319,,,,,7.2618083954,,0.2682221234,,-90.41200256,,,,13.415914536,,,,363.24102783,469666.25,6803721.0,-340.2410583
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,363.39302319,,,,,7.5880074501,,0.2660999894,,-89.4232254,,,,14.166093826,,,,363.39303589,469666.25,6803721.0,-340.3930664
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,363.54502319,,,,,8.1523342133,,0.2660999894,,-88.63618469,,,,14.261547089,,,,363.54501343,469666.25,6803721.0,-340.5450439
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,363.69702319,,,,,8.7133407593,,0.2662431896,,-87.97348022,,,,14.902628899,,,,363.69702148,469666.25,6803721.0,-340.697052
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,363.84902319,,,,,9.2523965836,,0.2670297325,,-87.43504333,,,,14.35943985,,,,363.84902954,469666.25,6803721.0,-340.8490601
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,364.00102319,,,,,9.6425285339,,0.2663242221,,-87.35966492,,,,15.116947174,,,,364.0010376,469666.25,6803721.0,-341.0010681
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,364.15302319,,,,,9.9534196854,,0.2642073035,,-87.06266785,,,,14.818900108,,,,364.15301514,469666.25,6803721.0,-341.1530457
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,364.30502319,,,,,10.343067169,,0.2613813877,,-86.98401642,,,,14.990115166,,,,364.30502319,469666.25,6803721.0,-341.3050537
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,364.45702319,,,,,10.635385513,,0.259234935,,-86.77391815,,,,14.488397598,,,,364.45703125,469666.25,6803721.0,-341.4570618
Force_2020_all_wells_train_test_blind_hidden_final/34_8-1.las,34/8-1,364.60902319,,,,,10.951926231,,0.2589911819,,-87.31703186,,,,16.457304001,,,,364.60900879,469666.25,6803721.0,-341.6090393
