source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,DCAL,MUDWEIGHT,ROP,RDEP,RSHA,RMED,RXO,SP,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,116.10560388,,,,,,,,,,,,-46.36855698,,,,8.8159227371,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,116.25760388,,,,,,,,,,,,-50.13877869,,,,10.151353836,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,116.40960388,,,,,,,,,,,,-52.94459534,,,,10.227459908,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,116.56160388,,,,,,,,,,,,-52.19320679,,,,9.3818645477,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,116.71360388,,,,,,,,,,,,-50.26671982,,,,10.547392845,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,116.86560388,,,,,,,,,,,,-51.28316116,,,,11.856607437,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,117.01760388,,,,,,,,,,,,-51.375,,,,13.562394142,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,117.16960388,,,,,,,,,,,,-49.30214691,,,,12.039482117,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,117.32160388,,,,,,,,,,,,-46.82834625,,,,11.905349731,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,117.47360388,,,,,,,,,,,,-44.10597229,,,,10.302983284,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,117.62560388,,,,,,,,,,,,-40.90645218,,,,10.563376427,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,117.77760388,,,,,,,,,,,,-36.2989502,,,,9.0009050369,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,117.92960388,,,,,,,,,,,,-32.01541519,,,,7.6942982674,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,118.08160388,,,,,,,,,,,,-29.58765602,,,,8.0379867554,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,118.23360388,,,,,,,,,,,,-29.826437,,,,10.117570877,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,118.38560388,,,,,,,,,,,,-30.77531433,,,,13.092776299,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,118.53760388,,,,,,,,,,,,-29.30408096,,,,12.549703598,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,118.68960388,,,,,,,,,,,,-28.22994232,,,,12.858460426,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,118.84160388,,,,,,,,,,,,-26.56321144,,,,12.934557915,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,118.99360388,,,,,,,,,,,,-24.59539986,,,,14.091180801,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,119.14560388,,,,,,,,,,,,-22.37882614,,,,14.193188667,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,119.29760388,,,,,,,,,,,,-19.47138596,,,,14.159694672,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,119.44960388,,,,,,,,,,,,-15.59729481,,,,13.84644413,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,119.60160388,,,,,,,,,,,,-13.58618927,,,,13.832259178,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,119.75360388,,,,,,,,,,,,-13.59416771,,,,14.260308266,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,119.90560388,,,,,,,,,,,,-12.53242683,,,,16.594299316,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,120.05760388,,,,,,,,,,,,-10.85003471,,,,17.302804947,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,120.20960388,,,,,,,,,,,,-8.778808594,,,,15.798642159,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,120.36160388,,,,,,,,,,,,-6.551072598,,,,14.019449234,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,120.51360388,,,,,,,,,,,,-5.278516769,,,,14.550415039,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,120.66560388,,,,,,,,,,,,-2.972680569,,,,15.075775146,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,120.81760388,,,,,,,,,,,,-1.552151561,,,,14.356533051,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,120.96960388,,,,,,,,,,,,-0.091501623,,,,14.581245422,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,121.12160388,,,,,,,,,,,,2.2575421333,,,,14.227287292,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,121.27360388,,,,,,,,,,,,10.756557465,,,,13.418700218,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,121.42560388,,,,,,,,,,,,6.1998553276,,,,12.163125038,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,121.57760388,,,,,,,,,,,,5.9701490402,,,,12.403013229,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,121.72960388,,,,,,,,,,,,8.2313375473,,,,14.412659645,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,121.88160388,,,,,,,,,,,,11.774891853,,,,13.297156334,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,122.03360388,,,,,,,,,,,,13.054913521,,,,13.689213753,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,122.18560388,,,,,,,,,,,,16.265436172,,,,11.52452755,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,122.33760388,,,,,,,,,,,,15.418878555,,,,13.651079178,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,122.48960388,,,,,,,,,,,,15.591154099,,,,13.446227074,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,122.64160388,,,,,,,,,,,,16.927272797,,,,15.150794983,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,122.79360388,,,,,,,,,,,,18.630176544,,,,16.266771317,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,122.94560388,,,,,,,,,,,,19.34879303,,,,18.591810226,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,123.09760388,,,,,,,,,,,,20.666408539,,,,19.817243576,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,123.24960388,,,,,,,,,,,,21.550243378,,,,19.729307175,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,123.40160388,,,,,,,,,,,,22.90851593,,,,18.973051071,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,123.55360388,,,,,,,,,,,,24.404592514,,,,19.547822952,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,123.70560388,,,,,,,,,,,,26.709140778,,,,18.544313431,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,123.85760388,,,,,,,,,,,,28.598167419,,,,17.900968552,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,124.00960388,,,,,,,,,,,,31.949977875,,,,17.373653412,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,124.16160388,,,,,,,,,,,,33.488548279,,,,17.653465271,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,124.31360388,,,,,,,,,,,,35.283863068,,,,17.737232208,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,124.46560388,,,,,,,,,,,,37.676315308,,,,16.379560471,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,124.61760388,,,,,,,,,,,,40.367870331,,,,16.60093689,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,124.76960388,,,,,,,,,,,,42.913158417,,,,16.040523529,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,124.92160388,,,,,,,,,,,,44.619125366,,,,15.82129097,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,125.07360388,,,,,,,,,,,,46.311401367,,,,15.218120575,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,125.22560388,,,,,,,,,,,,49.034584045,,,,15.470366478,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,125.37760388,,,,,,,,,,,,51.052280426,,,,16.39600563,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,125.52960388,,,,,,,,,,,,52.797721863,,,,15.969225883,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,125.68160388,,,,,,,,,,,,52.994403839,,,,17.462945938,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,125.83360388,,,,,,,,,,,,53.323867798,,,,16.458154678,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,125.98560388,,,,,,,,,,,,53.581825256,,,,15.97369957,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,126.13760388,,,,,,,,,,,,53.816616058,,,,13.8953619,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,126.28960388,,,,,,,,,,,,54.496013641,,,,14.31018734,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,126.44160388,,,,,,,,,,,,55.020648956,,,,15.626377106,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,126.59360388,,,,,,,,,,,,55.125,,,,16.933271408,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,126.74560388,,,,,,,,,,,,55.88098526,,,,17.581121445,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,126.89760388,,,,,,,,,,,,56.501670837,,,,16.746324539,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,127.04960388,,,,,,,,,,,,58.549102783,,,,15.164774895,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,127.20160388,,,,,,,,,,,,60.684158325,,,,14.409104347,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,127.35360388,,,,,,,,,,,,60.81526947,,,,14.61158371,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,127.50560388,,,,,,,,,,,,61.059425354,,,,15.682482719,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,127.65760388,,,,,,,,,,,,62.853473663,,,,16.639997482,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,127.80960388,,,,,,,,,,,,65.835174561,,,,17.17026329,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,127.96160388,,,,,,,,,,,,63.058822632,,,,16.640859604,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,128.11360388,,,,,,,1.1482000351,,,,,61.155376434,,,,15.772171974,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,128.26560388,,,,,,,1.1482000351,,,,,60.937999725,,,,15.220116615,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,128.41760388,,,,,,,1.1482000351,,,,,60.210918427,,,,14.771904945,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,128.56960388,,,,,,,1.1482000351,,,,,59.394680023,,,,15.615929604,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,128.72160388,,,,,,,1.1482000351,,,,,59.729381561,,,,16.288629532,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,128.87360388,,,,,,,1.1482000351,,,,,59.937999725,,,,15.473087311,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,129.02560388,,,,,,,1.1482000351,,,,,60.833786011,,,,14.213178635,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,129.17760388,,,,,,,1.1482000351,,,,,62.259002686,,,,12.961500168,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,129.32960388,,,,,,,1.1482000351,,,,,63.932857513,,,,13.218736649,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,129.48160388,,,,,,,1.1482000351,,,,,65.501144409,,,,14.332979202,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,129.63360388,,,,,,,1.1482000351,,,,,67.879875183,,,,14.654811859,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,129.78560388,,,,,,,1.1482000351,,,,,68.863876343,,,,14.294185638,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,129.93760388,,,,,,,1.1482000351,,,,,68.587554932,,,,12.932653427,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,130.08960388,,,,,,,1.1482000351,,,,,67.914306641,,,,11.786956787,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,130.24160388,,,,,,,1.1482000351,,,,,65.079460144,,,,11.222452164,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,130.39360388,,,,,,,1.1482000351,,,,,59.780277252,,,,13.578932762,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,130.54560388,,,,,,,1.1482000351,,,,,53.105430603,,,,14.733848572,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,130.69760388,,,,,,,1.1482000351,,,,,46.811546326,,,,14.467773438,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,130.84960388,,,,,,,1.1482000351,,,,,41.34129715,,,,13.72079277,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,131.00160388,,,,,,,1.1482000351,,,,,36.573760986,,,,15.506652832,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,131.15360388,,,,,,,1.1482000351,,,,,32.405502319,,,,18.561653137,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,131.30560388,,,,,,,1.1482000351,,,,,30.278476715,,,,18.911769867,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,131.45760388,,,,,,,1.1482000351,,,,,30.086158752,,,,18.30339241,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,131.60960388,,,,,,,1.1582791805,,,,,29.641658783,,,,16.37115097,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,131.76160388,,,,,,,1.2174146175,,,,,29.919181824,,,,16.096391678,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,131.91360388,,,,,,,1.4586081505,,,,,30.021326065,,,,16.661678314,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,132.06560388,,,,,,,1.5657999516,,,,,30.602104187,,,,17.959184647,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,132.21760388,,,,,,,1.5657999516,,,,,30.730955124,,,,17.368782043,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,132.36960388,,,,,,,1.5657999516,,,,,30.460292816,,,,16.775884628,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,132.52160388,,,,,,,1.5657999516,,,,,30.210941315,,,,16.24810791,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,132.67360388,,,,,,,1.5657999516,,,,,30.615211487,,,,15.729123116,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,132.82560388,,,,,,,1.5657999516,,,,,31.200510025,,,,15.362422943,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,132.97760388,,,,,,,1.4214192629,,,,,31.496898651,,,,14.662108421,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,133.12960388,,,,,,,1.1498435736,,,,,31.603034973,,,,13.735957146,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,133.28160388,,,,,,,1.0437999964,,,,,33.393676758,,,,14.503583908,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,133.43360388,,,,,,,1.0437999964,,,,,33.414196014,,,,16.523614883,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,133.58560388,,,,,,,1.0437999964,,,,,33.193939209,,,,17.871143341,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,133.73760388,,,,,,,1.0437999964,,,,,33.851463318,,,,16.51020813,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,133.88960388,,,,,,,0.9083032012,,,,,35.23216629,,,,15.819046974,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,134.04160388,,,,,,,0.6686486602,,,,,36.505012512,,,,15.981410027,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,134.19360388,,,,,,,0.5905985832,,,,,37.228199005,,,,16.27822876,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,134.34560388,,,,,,,0.6162048578,,,,,35.719905853,,,,15.672047615,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,134.49760388,,,,,,,0.6021234393,,,,,34.065856934,,,,18.537689209,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,134.64960388,,,,,,,0.5793135762,,,,,33.339229584,,,,20.011037827,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,134.80160388,,,,,,,0.5847093463,,,,,32.816555023,,,,20.712697983,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,134.95360388,,,,,,,0.8051639795,,,,,32.049423218,,,,19.679571152,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,135.10560388,,,,,,,0.9394999743,,,,,32.452526093,,,,18.873317719,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,135.25760388,,,,,,,0.9394999743,,,,,31.986188889,,,,17.975057602,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,135.40960388,,,,,,,0.9394999743,,,,,31.526590347,,,,16.785224915,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,135.56160388,,,,,,,0.9394999743,,,,,32.077812195,,,,15.924664497,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,135.71360388,,,,,,,0.9394999743,,,,,33.126369476,,,,15.023697853,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,135.86560388,,,,,,,0.9394999743,,,,,34.373123169,,,,14.627868652,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,136.01760388,,,,,,,4.2887568474,,,,,36.215873718,,,,15.363464355,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,136.16960388,,,,,,,7.4367985725,,,,,36.828334808,,,,15.355837822,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,136.32160388,,,,,,,8.0375995636,,,,,38.138893127,,,,14.760187149,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,136.47360388,,,,,,,8.0375995636,,,,,39.187999725,,,,14.635160446,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,136.62560388,,,,,,,8.0375995636,,,,,39.04164505,,,,14.897582054,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,136.77760388,,,,,,,8.0375995636,,,,,37.335289001,,,,15.240172386,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,136.92960388,,,,,,,6.5640277863,,,,,35.897926331,,,,15.303764343,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,137.08160388,,,,,,,5.1859951019,,,,,36.409938812,,,,15.993221283,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,137.23360388,,,,,,,4.9581999779,,,,,33.775848389,,,,15.807729721,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,137.38560388,,,,,,,4.9581999779,,,,,30.007299423,,,,14.495270729,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,137.53760388,,,,,,,4.9581999779,,,,,28.937999725,,,,13.923113823,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,137.68960388,,,,,,,4.9581999779,,,,,28.796243668,,,,15.378181458,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,137.84160388,,,,,,,4.9597802162,,,,,29.393514633,,,,17.516309738,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,137.99360388,,,,,,,4.9848723412,,,,,30.640195847,,,,19.059013367,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,138.14560388,,,,,,,4.9781737328,,,,,32.026733398,,,,19.894298553,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,138.29760388,,,,,,,4.9581999779,,,,,32.548862457,,,,19.633180618,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,138.44960388,,,,,,,4.9581999779,,,,,32.437999725,,,,19.958360672,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,138.60160388,,,,,,,4.9581999779,,,,,32.024536133,,,,18.844495773,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_4-1.las,16/4-1,138.75360388,,,,,,,4.9581999779,,,,,31.962339401,,,,17.689752579,,,,,,
