source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,MUDWEIGHT,ROP,RDEP,RSHA,RMED,SP,DTC,NPHI,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,91.329200684,,,,,,,,,,,,,18.713047028,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,91.481200684,,,,,,,,,,,,,31.315818787,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,91.633200684,,,,,,,,,,,,,35.580825806,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,91.785200684,,,,,,,,,,,,,33.292167664,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,91.937200684,,,,,,,,,,,,,30.624580383,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,92.089200684,,,,,,,,,,,,,27.982751846,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,92.241200684,,,,,,,,,,,,,23.729692459,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,92.393200684,,,,,,,,,,,,,19.798200607,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,92.545200684,,,,,,,,,,,,,16.703540802,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,92.697200684,,,,,,,,,,,,,14.953986168,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,92.849200684,,,,,,,,,,,,,14.437158585,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,93.001200684,,,,,,,,,,,,,14.715753555,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,93.153200684,,,,,,,,,,,,,14.377950668,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,93.305200684,,,,,,,,,,,,,14.062482834,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,93.457200684,,,,,,,,,,,,,13.228188515,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,93.609200684,,,,,,,,,,,,,12.476348877,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,93.761200684,,,,,,,,,,,,,13.09838295,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,93.913200684,,,,,,,,,,,,,13.741452217,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,94.065200684,,,,,,,,,,,,,13.81708622,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,94.217200684,,,,,,,,,,,,,13.079441071,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,94.369200684,,,,,,,,,,,,,12.462619781,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,94.521200684,,,,,,,,,,,,,12.410730362,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,94.673200684,,,,,,,,,,,,,13.692093849,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,94.825200684,,,,,,,,,,,,,14.592363358,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,94.977200684,,,,,,,,,,,,,14.56748867,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,95.129200684,,,,,,,,,,,,,13.885185242,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,95.281200684,,,,,,,,,,,,,13.213871956,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,95.433200684,,,,,,,,,,,,,13.140563011,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,95.585200684,,,,,,,,,,,,,13.144341469,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,95.737200684,,,,,,,,,,,,,12.870680809,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,95.889200684,,,,,,,,,,,,,12.697240829,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,96.041200684,,,,,,,,,,,,,13.18153286,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,96.193200684,,,,,,,,,,,,,13.790786743,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,96.345200684,,,,,,,,,,,,,14.648180962,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,96.497200684,,,,,,,,,,,,,15.229735374,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,96.649200684,,,,,,,,,,,,,15.305972099,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,96.801200684,,,,,,,,,,,,,15.106103897,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,96.953200684,,,,,,,,,,,,,14.600933075,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,97.105200684,,,,,,,,,,,,,14.188777924,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,97.257200684,,,,,,,,,,,,,13.731126785,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,97.409200684,,,,,,,,,,,,,13.261472702,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,97.561200684,,,,,,,,,,,,,12.992447853,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,97.713200684,,,,,,,,,,,,,13.159353256,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,97.865200684,,,,,,,,,,,,,13.789618492,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,98.017200684,,,,,,,,,,,,,14.411148071,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,98.169200684,,,,,,,,,,,,,14.810313225,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,98.321200684,,,,,,,,,,,,,14.675439835,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,98.473200684,,,,,,,,,,,,,13.943563461,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,98.625200684,,,,,,,,,,,,,12.803649902,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,98.777200684,,,,,,,,,,,,,12.330641747,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,98.929200684,,,,,,,,,,,,,12.277421951,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,99.081200684,,,,,,,,,,,,,13.080038071,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,99.233200684,,,,,,,,,,,,,13.626519203,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,99.385200684,,,,,,,,,,,,,13.772415161,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,99.537200684,,,,,,,,,,,,,13.922727585,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,99.689200684,,,,,,,,,,,,,13.957471848,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,99.841200684,,,,,,,,,,,,,13.961261749,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,99.993200684,,,,,,,,,,,,,14.155637741,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,100.14520068,,,,,,,,,,,,,13.7778759,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,100.29720068,,,,,,,,,,,,,13.104047775,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,100.44920068,,,,,,,,,,,,,13.217948914,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,100.60120068,,,,,,,,,,,,,12.576402664,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,100.75320068,,,,,,,,,,,,,12.337321281,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,100.90520068,,,,,,,,,,,,,12.325913429,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,101.05720068,,,,,,,,,,,,,12.329681396,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,101.20920068,,,,,,,,,,,,,12.807139397,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,101.36120068,,,,,,,,,,,,,13.210867882,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,101.51320068,,,,,,,,,,,,,13.659262657,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,101.66520068,,,,,,,,,,,,,13.952767372,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,101.81720068,,,,,,,,,,,,,13.826934814,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,101.96920068,,,,,,,,,,,,,13.95794487,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,102.12120068,,,,,,,,,,,,,14.199234009,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,102.27320068,,,,,,,,,,,,,14.44012928,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,102.42520068,,,,,,,,,,,,,14.680701256,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,102.57720068,,,,,,,,,,,,,14.456648827,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,102.72920068,,,,,,,,,,,,,13.560266495,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,102.88120068,,,,,,,,,,,,,12.477658272,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,103.03320068,,,,,,,,,,,,,12.158329964,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,103.18520068,,,,,,,,,,,,,12.373214722,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,103.33720068,,,,,,,,,,,,,13.496041298,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,103.48920068,,,,,,,,,,,,,14.30103302,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,103.64120068,,,,,,,,,,,,,14.863066673,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,103.79320068,,,,,,,,,,,,,15.270677567,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,103.94520068,,,,,,,,,,,,,15.455659866,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,104.09720068,,,,,,,,,,,,,15.665025711,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,104.24920068,,,,,,,,,,,,,15.385850906,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,104.40120068,,,,,,,,,,,,,15.26126194,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,104.55320068,,,,,,,,,,,,,15.09300518,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,104.70520068,,,,,,,,,,,,,14.309140205,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,104.85720068,,,,,,,,,,,,,12.898852348,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,105.00920068,,,,,,,,,,,,,12.265799522,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,105.16120068,,,,,,,,,,,,,12.193041801,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,105.31320068,,,,,,,,,,,,,12.196803093,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,105.46520068,,,,,,,,,,,,,13.371052742,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,105.61720068,,,,,,,,,,,,,13.905010223,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,105.76920068,,,,,,,,,,,,,14.221777916,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,105.92120068,,,,,,,,,,,,,14.349033356,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,106.07320068,,,,,,,,,,,,,13.849869728,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,106.22520068,,,,,,,,,,,,,13.641737938,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,106.37720068,,,,,,,,,,,,,13.812505722,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,106.52920068,,,,,,,,,,,,,13.889153481,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,106.68120068,,,,,,,,,,,,,13.584551811,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,106.83320068,,,,,,,,,,,,,13.592784882,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,106.98520068,,,,,,,,,,,,,13.987147331,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,107.13720068,,,,,,,,,,,,,14.141716003,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,107.28920068,,,,,,,,,,,,,13.823801994,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,107.44120068,,,,,,,,,,,,,13.513986588,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,107.59320068,,,,,,,,,,,,,13.366674423,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,107.74520068,,,,,,,,,,,,,13.407865524,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,107.89720068,,,,,,,,,,,,,13.606268883,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,108.04920068,,,,,,,,,,,,,13.689223289,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,108.20120068,,,,,,,,,,,,,13.535861015,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,108.35320068,,,,,,,,,,,,,13.302670479,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,108.50520068,,,,,,,,,,,,,13.225393295,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,108.65720068,,,,,,,,,,,,,13.114682198,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,108.80920068,,,,,,,,,,,,,12.281499863,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,108.96120068,,,,,,,,,,,,,11.446540833,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,109.11320068,,,,,,,,,,,,,11.144446373,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,109.26520068,,,,,,,,,,,,,11.106079102,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,109.41720068,,,,,,,,,,,,,11.109769821,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,109.56920068,,,,,,,,,,,,,11.113523483,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,109.72120068,,,,,,,,,,,,,11.117249489,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,109.87320068,,,,,,,,,,,,,11.649877548,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,110.02520068,,,,,,,,,,,,,12.358997345,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,110.17720068,,,,,,,,,,,,,13.016965866,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,110.32920068,,,,,,,,,,,,,13.567258835,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,110.48120068,,,,,,,,,,,,,13.897169113,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,110.63320068,,,,,,,,,,,,,14.453310966,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,110.78520068,,,,,,,,,,,,,15.013389587,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,110.93720068,,,,,,,,,,,,,15.332169533,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,111.08920068,,,,,,,,,,,,,15.572933197,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,111.24120068,,,,,,,,,,,,,15.314304352,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,111.39320068,,,,,,,,,,,,,14.616633415,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,111.54520068,,,,,,,,,,,,,13.736963272,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,111.69720068,,,,,,,,,,,,,12.965913773,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,111.84920068,,,,,,,,,,,,,12.639767647,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,112.00120068,,,,,,,,,,,,,12.457239151,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,112.15320068,,,,,,,,,,,,,12.364894867,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,112.30520068,,,,,,,,,,,,,12.838739395,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,112.45720068,,,,,,,,,,,,,13.46881485,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,112.60920068,,,,,,,,,,,,,13.683123589,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,112.76120068,,,,,,,,,,,,,13.617691994,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,112.91320068,,,,,,,,,,,,,13.571846008,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,113.06520068,,,,,,,,,,,,,13.912922859,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,113.21720068,,,,,,,,,,,,,14.508473396,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,113.36920068,,,,,,,,,,,,,14.633026123,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,113.52120068,,,,,,,,,,,,,14.13095665,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,113.67320068,,,,,,,,,,,,,13.818829536,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,113.82520068,,,,,,,,,,,,,13.817375183,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,113.97720068,,,,,,,,,,,,,13.83009243,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,114.12920068,,,,,,,,,,,,,13.839568138,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,114.28120068,,,,,,,,,,,,,13.843314171,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,114.43320068,,,,,,,,,,,,,13.978739738,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,114.58520068,,,,,,,,,,,,,14.219550133,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,114.73720068,,,,,,,,,,,,,14.329984665,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,114.88920068,,,,,,,,,,,,,14.023731232,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,115.04120068,,,,,,,,,,,,,13.507176399,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,115.19320068,,,,,,,,,,,,,13.215949059,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,115.34520068,,,,,,,,,,,,,13.028637886,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,115.49720068,,,,,,,,,,,,,13.049862862,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,115.64920068,,,,,,,,,,,,,13.164024353,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,115.80120068,,,,,,,,,,,,,13.167814255,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,115.95320068,,,,,,,,,,,,,13.171551704,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_11-1 ST3.las,16/11-1S T3,116.10520068,,,,,,,,,,,,,13.300074577,,,,,,
