source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,ROP,RDEP,RMED,DTS,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,393.3816,,,,36.0,,,,,,,,11.195843697,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,393.5336,,,,36.0,,,,,,,,9.6203231812,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,393.6856,,,,36.0,,,,,,,,10.329646111,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,393.8376,,,,36.0,,,,,,,,11.974487305,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,393.9896,,,,36.0,,,,,,,,12.675010681,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,394.1416,,,,36.0,,,,,,,,12.950046539,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,394.2936,,,,36.0,,,,,,,,13.964855194,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,394.4456,,,,36.0,,,,,,,,15.485225677,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,394.5976,,,,36.0,,,,,,,,16.459737778,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,394.7496,,,,36.0,,,,,,,,16.977844238,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,394.9016,,,,36.0,,,,,,,,17.110868454,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,395.0536,,,,36.0,,,,,,,,16.992055893,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,395.2056,,,,36.0,,,,,,,,17.48768425,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,395.3576,,,,36.0,,,,,,,,18.55311203,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,395.5096,,,,36.0,,,,,,,,19.031560898,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,395.6616,,,,36.0,,,,,,,,18.720314026,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,395.8136,,,,36.0,,,,,,,,18.784761429,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,395.9656,,,,36.0,,,,,,,,19.411933899,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,396.1176,,,,36.0,,,,,,,,20.08376503,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,396.2696,,,,36.0,,,,,,,,20.401445389,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,396.4216,,,,36.0,,,,,,,,20.439395905,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,396.5736,,,,36.0,,,,,,,,20.118722916,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,396.7256,,,,36.0,,,,,,,,19.315713882,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,396.8776,,,,36.0,,,,,,,,18.616481781,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,397.0296,,,,36.0,,,,,,,,18.78616333,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,397.1816,,,,36.0,,,,,,,,18.915008545,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,397.3336,,,,36.0,,,,,,,,18.352294922,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,397.4856,,,,36.0,,,,,,,,18.065280914,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,397.6376,,,,36.0,,,,,,,,18.087282181,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,397.7896,,,,36.0,,,,,,,,17.743307114,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,397.9416,,,,36.0,,,,,,,,17.715723038,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,398.0936,,,,36.0,,,,,,,,18.590965271,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,398.2456,,,,36.0,,,,,,,,19.812404633,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,398.3976,,,,36.0,,,,,,,,20.70372963,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,398.5496,,,,36.0,,,,,,,,20.443906784,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,398.7016,,,,36.0,,,,,,,,18.687498093,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,398.8536,,,,36.0,,,,,,,,16.977024078,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,399.0056,,,,36.0,,,,,,,,16.815685272,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,399.1576,,,,36.0,,,,,,,,17.301336288,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,399.3096,,,,36.0,,,,,,,,17.181451797,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,399.4616,,,,36.0,,,,,,,,16.974245071,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,399.6136,,,,36.0,,,,,,,,17.837284088,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,399.7656,,,,36.0,,,,,,,,18.987602234,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,399.9176,,,,36.0,,,,,,,,19.241535187,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,400.0696,,,,36.0,,,,,,,,18.510599136,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,400.2216,,,,36.0,,,,,,,,17.492809296,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,400.3736,,,,36.0,,,,,,,,16.648534775,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,400.5256,,,,36.0,,,,,,,,16.244594574,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,400.6776,,,,36.0,,,,,,,,16.595840454,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,400.8296,,,,36.0,,,,,,,,18.289251328,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,400.9816,,,,36.0,,,,,,,,20.904266357,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,401.1336,,,,36.0,,,,,,,,22.4930439,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,401.2856,,,,36.0,,,,,,,,21.873003006,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,401.4376,,,,36.0,,,,,,,,20.029289246,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,401.5896,,,,36.0,,,,,,,,18.115242004,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,401.7416,,,,36.0,,,,,,,,16.625793457,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,401.8936,,,,36.0,,,,,,,,16.685865402,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,402.0456,,,,36.0,,,,,,,,18.291757584,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,402.1976,,,,36.0,,,,,,,,19.732122421,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,402.3496,,,,36.0,,,,,,,,20.061101913,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,402.5016,,,,36.0,,,,,,,,19.908859253,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,402.6536,,,,36.0,,,,,,,,19.789541245,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,402.8056,,,,36.0,,,,,,,,19.801084518,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,402.9576,,,,36.0,,,,,,,,20.163492203,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,403.1096,,,,36.0,,,,,,,,20.959794998,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,403.2616,,,,36.0,,,,,,,,21.624860764,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,403.4136,,,,36.0,,,,,,,,21.213977814,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,403.5656,,,,36.0,,,,,,,,20.369077682,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,403.7176,,,,36.0,,,,,,,,20.298530579,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,403.8696,,,,36.0,,,,,,,,20.781391144,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,404.0216,,,,36.0,,,,,,,,21.077819824,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,404.1736,,,,36.0,,,,,,,,21.289176941,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,404.3256,,,,36.0,,,,,,,,21.212903976,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,404.4776,,,,36.0,,,,,,,,20.761194229,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,404.6296,,,,36.0,,,,,,,,20.943243027,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,404.7816,,,,36.0,,,,,,,,21.848705292,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,404.9336,,,,36.0,,,,,,,,22.318979263,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,405.0856,,,,36.0,,,,,,,,22.170440674,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,405.2376,,,,36.0,,,,,,,,21.481925964,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,405.3896,,,,36.0,,,,,,,,20.011398315,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,405.5416,,,,36.0,,,,,,,,18.518260956,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,405.6936,,,,36.0,,,,,,,,18.345369339,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,405.8456,,,,36.0,,,,,,,,19.657518387,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,405.9976,,,,36.0,,,,,,,,21.345872879,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,406.1496,,,,36.0,,,,,,,,22.059606552,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,406.3016,,,,36.0,,,,,,,,21.384922028,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,406.4536,,,,36.0,,,,,,,,20.409835815,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,406.6056,,,,36.0,,,,,,,,20.466449738,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,406.7576,,,,36.0,,,,,,,,21.636152267,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,406.9096,,,,36.0,,,,,,,,22.694206238,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,407.0616,,,,36.0,,,,,,,,22.806606293,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,407.2136,,,,36.0,,,,,,,,22.237531662,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,407.3656,,,,36.0,,,,,,,,20.998033524,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,407.5176,,,,36.0,,,,,,,,19.607648849,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,407.6696,,,,36.0,,,,,,,,19.50194931,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,407.8216,,,,36.0,,,,,,,,20.434017181,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,407.9736,,,,36.0,,,,,,,,20.111852646,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,408.1256,,,,36.0,,,,,,,,18.427408218,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,408.2776,,,,36.0,,,,,,,,17.474691391,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,408.4296,,,,36.0,,,,,,,,17.433458328,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,408.5816,,,,36.0,,,,,,,,17.503952026,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,408.7336,,,,36.0,,,,,,,,18.08048439,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,408.8856,,,,36.0,,,,,,,,19.316526413,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,409.0376,,,,36.0,,,,,,,,20.455535889,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,409.1896,,,,36.0,,,,,,,,20.624017715,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,409.3416,,,,36.0,,,,,,,,19.584337234,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,409.4936,,,,36.0,,,,,,,,18.540248871,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,409.6456,,,,36.0,,,,,,,,18.590778351,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,409.7976,,,,36.0,,,,,,,,19.385921478,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,409.9496,,,,36.0,,,,,,,,20.054014206,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,410.1016,,,,36.0,,,,,,,,19.771701813,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,410.2536,,,,36.0,,,,,,,,18.520763397,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,410.4056,,,,36.0,,,,,,,,18.147233963,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,410.5576,,,,36.0,,,,,,,,19.884138107,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,410.7096,,,,36.0,,,,,,,,21.821662903,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,410.8616,,,,36.0,,,,,,,,21.69496727,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,411.0136,,,,36.0,,,,,,,,20.141056061,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,411.1656,,,,36.0,,,,,,,,19.051839828,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,411.3176,,,,36.0,,,,,,,,18.782102585,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,411.4696,,,,36.0,,,,,,,,18.726589203,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,411.6216,,,,36.0,,,,,,,,18.833463669,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,411.7736,,,,36.0,,,,,,,,19.354160309,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,411.9256,,,,36.0,,,,,,,,20.573892593,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,412.0776,,,,36.0,,,,,,,,21.85761261,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,412.2296,,,,36.0,,,,,,,,22.065511703,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,412.3816,,,,36.0,,,,,,,,21.114860535,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,412.5336,,,,36.0,,,,,,,,20.148771286,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,412.6856,,,,36.0,,,,,,,,19.810955048,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,412.8376,,,,36.0,,,,,,,,19.279993057,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,412.9896,,,,36.0,,,,,,,,18.237714767,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,413.1416,,,,36.0,,,,,,,,17.772506714,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,413.2936,,,,36.0,,,,,,,,18.525537491,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,413.4456,,,,36.0,,,,,,,,19.754951477,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,413.5976,,,,36.0,,,,,,,,20.251964569,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,413.7496,,,,36.0,,,,,,,,19.709850311,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,413.9016,,,,36.0,,,,,,,,19.090791702,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,414.0536,,,,36.0,,,,,,,,19.277069092,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,414.2056,,,,36.0,,,,,,,,19.865615845,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,414.3576,,,,36.0,,,,,,,,20.081928253,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,414.5096,,,,36.0,,,,,,,,19.943115234,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,414.6616,,,,36.0,,,,,,,,19.806253433,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,414.8136,,,,36.0,,,,,,,,19.75750351,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,414.9656,,,,36.0,,,,,,,,19.444320679,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,415.1176,,,,36.0,,,,,,,,19.141885757,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,415.2696,,,,36.0,,,,,,,,19.297515869,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,415.4216,,,,36.0,,,,,,,,19.521743774,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,415.5736,,,,36.0,,,,,,,,19.494491577,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,415.7256,,,,36.0,,,,,,,,19.55704689,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,415.8776,,,,36.0,,,,,,,,19.461112976,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,416.0296,,,,36.0,,,,,,,,18.784002304,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,416.1816,,,,36.0,,,,,,,,18.291252136,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,416.3336,,,,36.0,,,,,,,,18.289798737,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,416.4856,,,,36.0,,,,,,,,17.743003845,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,416.6376,,,,36.0,,,,,,,,16.85385704,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,416.7896,,,,36.0,,,,,,,,17.285175323,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,416.9416,,,,36.0,,,,,,,,19.02678299,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,417.0936,,,,36.0,,,,,,,,20.525194168,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-10 S.las,35/9-10 S,417.2456,,,,36.0,,,,,,,,21.34986496,,,,,,
