source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,DCAL,RDEP,RSHA,RMED,RXO,RMIC,SP,DTS,DTC,NPHI,GR,RHOB,DRHO,SGR,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,371.54435767,,,,,,,,,,,,,,,0.9869176149,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,371.69635767,,,,,,,,,,,,,,,1.2794760466,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,371.84835767,,,,,,,,,,,,,,,1.3728324175,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,372.00035767,,,,,,,,,,,,,,,1.4379755259,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,372.15235767,,,,,,,,,,,,,,,1.2549543381,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,372.30435767,,,,,,,,,,,,,,,0.9363460541,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,372.45635767,,,,,,,,,,,,,,,0.8037435412,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,372.60835767,,,,,,,,,,,,,,,1.0109565258,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,372.76035767,,,,,,,,,,,,,,,0.8743638396,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,372.91235767,,,,,,,,,,,,,,,0.7941401005,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,373.06435767,,,,,,,,,,,,,,,0.450191915,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,373.21635767,,,,,,,,,,,,,,,0.8373218179,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,373.36835767,,,,,,,,,,,,,,,1.039765954,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,373.52035767,,,,,,,,,,,,,,,1.1849197149,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,373.67235767,,,,,,,,,,,,,,,0.8191221356,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,373.82435767,,,,,,,,,,,,,,,1.055352211,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,373.97635767,,,,,,,,,,,,,,,1.0649744272,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,374.12835767,,,,,,,,,,,,,,,1.3106452227,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,374.28035767,,,,,,,,,,,,,,,0.968721509,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,374.43235767,,,,,,,,,,,,,,,0.9320280552,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,374.58435767,,,,,,,,,,,,,,,0.5649626255,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,374.73635767,,,,,,,,,,,,,,,0.647614181,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,374.88835767,,,,,,,,,,,,,,,0.8881824613,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,375.04035767,,,,,,,,,,,,,,,1.1561579704,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,375.19235767,,,,,,,,,,,,,,,1.183699131,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,375.34435767,,,,,,,,,,,,,,,0.9746825695,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,375.49635767,,,,,,,,,,,,,,,1.0453175306,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,375.64835767,,,,,,,,,,,,,,,1.0586950779,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,375.80035767,,,,,,,,,,,,,,,1.7750436068,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,375.95235767,,,,,,,,,,,,,,,1.5369942188,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,376.10435767,,,,,,,,,,,,,,,1.1349233389,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,376.25635767,,,,,,,,,,,,,,,0.2567381561,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,376.40835767,,,,,,,,,,,,,,,0.4682914317,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,376.56035767,,,,,,,,,,,,,,,1.2233195305,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,376.71235767,,,,,,,,,,,,,,,1.798661828,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,376.86435767,,,,,,,,,,,,,,,1.7622910738,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,377.01635767,,,,,,,,,,,,,,,1.2785412073,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,377.16835767,,,,,,,,,,,,,,,0.7384242415,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,377.32035767,,,,,,,,,,,,,,,0.4448500276,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,377.47235767,,,,,,,,,,,,,,,0.4998998642,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,377.62435767,,,,,,,,,,,,,,,0.7469034791,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,377.77635767,,,,,,,,,,,,,,,0.8952900171,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,377.92835767,,,,,,,,,,,,,,,1.1666889191,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,378.08035767,,,,,,,,,,,,,,,1.2120677233,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,378.23235767,,,,,,,,,,,,,,,1.2118391991,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,378.38435767,,,,,,,,,,,,,,,0.7580423951,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,378.53635767,,,,,,,,,,,,,,,0.443698436,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,378.68835767,,,,,,,,,,,,,,,0.609829545,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,378.84035767,,,,,,,,,,,,,,,0.6527531743,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,378.99235767,,,,,,,,,,,,,,,0.7646737695,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,379.14435767,,,,,,,,,,,,,,,0.5793315768,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,379.29635767,,,,,,,,,,,,,,,0.8685452938,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,379.44835767,,,,,,,,,,,,,,,1.1629011631,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,379.60035767,,,,,,,,,,,,,,,1.3297992945,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,379.75235767,,,,,,,,,,,,,,,0.9157534838,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,379.90435767,,,,,,,,,,,,,,,0.9246377945,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,380.05635767,,,,,,,,,,,,,,,0.8405169249,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,380.20835767,,,,,,,,,,,,,,,1.222055316,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,380.36035767,,,,,,,,,,,,,,,0.8853851557,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,380.51235767,,,,,,,,,,,,,,,0.9957610369,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,380.66435767,,,,,,,,,,,,,,,1.0497977734,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,380.81635767,,,,,,,,,,,,,,,0.9418287873,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,380.96835767,,,,,,,,,,,,,,,0.9148367643,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,381.12035767,,,,,,,,,,,,,,,0.7145403624,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,381.27235767,,,,,,,,,,,,,,,0.9819510579,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,381.42435767,,,,,,,,,,,,,,,1.3872798681,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,381.57635767,,,,,,,,,,,,,,,1.6716926098,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,381.72835767,,,,,,,,,,,,,,,1.7256981134,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,381.88035767,,,,,,,,,,,,,,,1.3043432236,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,382.03235767,,,,,,,,,,,,,,,0.8977317214,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,382.18435767,,,,,,,,,,,,,,,0.8917058706,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,382.33635767,,,,,,,,,,,,,,,0.9145507216,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,382.48835767,,,,,,,,,,,,,,,0.9141597748,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,382.64035767,,,,,,,,,,,,,,,0.7204942703,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,382.79235767,,,,,,,,,,,,,,,0.4543495476,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,382.94435767,,,,,,,,,,,,,,,0.6989623904,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,383.09635767,,,,,,,,,,,,,,,1.2746593952,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,383.24835767,,,,,,,,,,,,,,,1.4286432266,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,383.40035767,,,,,,,,,,,,,,,1.2241096497,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,383.55235767,,,,,,,,,,,,,,,1.0017595291,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,383.70435767,,,,,,,,,,,,,,,1.0439314842,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,383.85635767,,,,,,,,,,,,,,,0.8747801185,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,384.00835767,,,,,,,,,,,,,,,0.5044879913,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,384.16035767,,,,,,,,,,,,,,,0.7724617124,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,384.31235767,,,,,,,,,,,,,,,1.1040929556,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,384.46435767,,,,,,,,,,,,,,,1.1764891148,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,384.61635767,,,,,,,,,,,,,,,1.0834128857,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,384.76835767,,,,,,,,,,,,,,,1.0488250256,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,384.92035767,,,,,,,,,,,,,,,0.8524864316,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,385.07235767,,,,,,,,,,,,,,,0.5107170343,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,385.22435767,,,,,,,,,,,,,,,0.5770377517,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,385.37635767,,,,,,,,,,,,,,,0.7404308915,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,385.52835767,,,,,,,,,,,,,,,1.0698876381,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,385.68035767,,,,,,,,,,,,,,,1.096285224,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,385.83235767,,,,,,,,,,,,,,,1.3474440575,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,385.98435767,,,,,,,,,,,,,,,1.082367897,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,386.13635767,,,,,,,,,,,,,,,0.8469304442,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,386.28835767,,,,,,,,,,,,,,,0.7892848253,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,386.44035767,,,,,,,,,,,,,,,0.8727541566,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,386.59235767,,,,,,,,,,,,,,,0.9132356644,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,386.74435767,,,,,,,,,,,,,,,0.9384593964,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,386.89635767,,,,,,,,,,,,,,,0.9436396956,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,387.04835767,,,,,,,,,,,,,,,0.9408535361,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,387.20035767,,,,,,,,,,,,,,,0.7553691864,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,387.35235767,,,,,,,,,,,,,,,1.1018618345,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,387.50435767,,,,,,,,,,,,,,,1.3950673342,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,387.65635767,,,,,,,,,,,,,,,1.6222877502,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,387.80835767,,,,,,,,,,,,,,,1.5387448072,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,387.96035767,,,,,,,,,,,,,,,1.7304686308,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,388.11235767,,,,,,,,,,,,,,,2.4977276325,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,388.26435767,,,,,,,,,,,,,,,2.981282711,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,388.41635767,,,,,,,,,,,,,,,4.5944290161,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,388.56835767,,,,,,,,,,,,,,,7.6048579216,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,388.72035767,,,,,,,,,,,,,,,16.984224319,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,388.87235767,,,,,,,,,,,,,,,27.033723831,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,389.02435767,,,,,,,,,,,,,,,35.721187592,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,389.17635767,,,,,,,,,,,,,,,39.675273895,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,389.32835767,,,,,,,,,,,,,,,41.018169403,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,389.48035767,,,,,,,,,,,,,,,41.084796906,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,389.63235767,,,,,,,,,,,,,,,38.664497375,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,389.78435767,,,,,,,,,,,,,,,37.797668457,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,389.93635767,,,,,,,,,,,,,,,37.641578674,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,390.08835767,,,,,,,,,,,,,,,39.95860672,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,390.24035767,,,,,,,,,,,,,,,40.14107132,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,390.39235767,,,,,,,,,,,,,,,39.937812805,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,390.54435767,,,,,,,,,,,,,,,41.151733398,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,390.69635767,,,,,,,,,,,,,,,42.800075531,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,390.84835767,,,,,,,,,,,,,,,44.730792999,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,391.00035767,,,,,,,,,,,,,,,41.994194031,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,391.15235767,,,,,,,,,,,,,,,35.388584137,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,391.30435767,,,,,,,,,,,,,,,27.633106232,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,391.45635767,,,,,,,,,,,,,,,21.594881058,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,391.60835767,,,,,,,,,,,,,,,20.130464554,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,391.76035767,,,,,,,,,,,,,,,19.721288681,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,391.91235767,,,,36.0,,,,,,,,,,,18.966564178,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,392.06435767,,,,36.0,,,,,,,,,,,17.312896729,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,392.21635767,,,,36.0,,,,,,,,,,,14.891151428,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,392.36835767,,,,36.0,,,,,,,,,,,13.105638504,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,392.52035767,,,,36.0,,,,,,,,,,,12.910061836,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,392.67235767,,,,36.0,,,,,,,,,,,14.057208061,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,392.82435767,,,,36.0,,,,,,,,,,,14.044003487,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,392.97635767,,,,36.0,,,,,,,,,,,12.006708145,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,393.12835767,,,,36.0,,,,,,,,,,,9.9221305847,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,393.28035767,,,,36.0,,,,,,,,,,,9.0757141113,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,393.43235767,,,,36.0,,,,,,,,,,,8.8841543198,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,393.58435767,,,,36.0,,,,,,,,,,,8.4642553329,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,393.73635767,,,,36.0,,,,,,,,,,,7.6521134377,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,393.88835767,,,,36.0,,,,,,,,,,,6.7076649666,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,394.04035767,,,,36.0,,,,,,,,,,,5.7272729874,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,394.19235767,,,,36.0,,,,,,,,,,,4.9077506065,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,394.34435767,,,,36.0,,,,,,,,,,,4.7646584511,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,394.49635767,,,,36.0,,,,,,,,,,,4.5028610229,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,394.64835767,,,,36.0,,,,,,,,,,,4.9267959595,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,394.80035767,,,,36.0,,,,,,,,,,,5.6531038284,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,394.95235767,,,,36.0,,,,,,,,,,,5.7001228333,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,395.10435767,,,,36.0,,,,,,,,,,,5.2933831215,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,395.25635767,,,,36.0,,,,,,,,,,,4.7862038612,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,395.40835767,,,,36.0,,,,,,,,,,,5.4845552444,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,395.56035767,,,,36.0,,,,,,,,,,,6.2265629768,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,395.71235767,,,,36.0,,,,,,,,,,,6.2264938354,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,395.86435767,,,,36.0,,,,,,,,,,,5.7914028168,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,396.01635767,,,,36.0,,,,,,,,,,,5.3453812599,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,396.16835767,,,,36.0,,,,,,,,,,,5.5689916611,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,396.32035767,,,,36.0,,,,,,,,,,,5.3914866447,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,396.47235767,,,,36.0,,,,,,,,,,,4.3668341637,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,396.62435767,,,,36.0,,,,,,,,,,,3.7217545509,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,396.77635767,,,,36.0,,,,,,,,,,,3.521073103,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,396.92835767,,,,36.0,,,,,,,,,,,3.7401456833,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,397.08035767,,,,36.0,,,,,,,,,,,3.9368028641,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,397.23235767,,,,36.0,,,,,,,,,,,4.0914640427,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-2.las,35/9-2,397.38435767,,,,36.0,,,,,,,,,,,4.1176528931,,,,,,,
