source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,DCAL,ROPA,ROP,RDEP,RMED,RMIC,DTS,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,138.67600159,,,,9.875,,92.480003357,,1.1873811483,1.063182354,,,,,,33.638759613,,,138.67599487,480019.5625,6515756.5,-113.675972
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,138.82800159,,,,9.875,,92.480003357,,1.15835464,1.0656452179,,,,,,38.052349091,,,138.82800293,480019.5625,6515756.5,-113.8279648
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,138.98000159,,,,9.875,,92.480003357,,1.2390838861,1.1833078861,,,,,,35.946868896,,,138.97999573,480019.5625,6515756.5,-113.9799576
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,139.13200159,,,,9.875,,82.495635986,12.401841164,1.2941461802,1.27404356,,,,,,45.617290497,,,139.13200378,480019.5625,6515756.5,-114.1319504
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,139.28400159,,,,9.875,,71.107917786,17.938913345,1.2572196722,1.2123856544,,,,,,50.032093048,,,139.28399658,480019.5625,6515756.5,-114.2839432
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,139.43600159,,,,9.875,,59.66941452,28.527988434,1.2516553402,1.1725205183,,,,,,37.861995697,,,139.43600464,480019.5625,6515756.5,-114.435936
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,139.58800159,,,,9.875,,48.230819702,30.782945633,1.2830028534,1.1989034414,,,,,,36.185512543,,,139.58799744,480019.5625,6515756.5,-114.5879288
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,139.74000159,,,,9.875,,36.792312622,25.022378922,1.3377282619,1.2716777325,,,,,,38.621025085,,,139.74000549,480019.5625,6515756.5,-114.7399216
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,139.89200159,,,,9.875,,25.353723526,24.751094818,1.4080859423,1.3964190483,,,,,,41.708309174,,,139.89199829,480019.5625,6515756.5,-114.8919144
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,140.04400159,,,,9.875,,18.971418381,39.088153839,1.479133606,1.5472066402,,,,,,35.84539032,,,140.04400635,480019.5625,6515756.5,-115.0439072
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,140.19600159,,,,9.875,,21.769580841,50.704147339,1.468665719,1.5384699106,,,,,,40.282150269,,,140.19599915,480019.5625,6515756.5,-115.1959
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,140.34800159,,,,9.875,,25.292816162,59.182357788,1.4335747957,1.4841154814,,,,,,38.115894318,,,140.3480072,480019.5625,6515756.5,-115.3478928
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,140.50000159,,,,9.875,,28.816135406,60.586647034,1.377697587,1.4025204182,,,,,,36.921012878,,,140.5,480019.5625,6515756.5,-115.4998856
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,140.65200159,,,,9.875,,32.339374542,56.903488159,1.3695690632,1.3547614813,,,,,,38.046516418,,,140.65200806,480019.5625,6515756.5,-115.6518784
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,140.80400159,,,,9.875,,35.862689972,49.428943634,1.356017828,1.3283616304,,,,,,42.425575256,,,140.80400085,480019.5625,6515756.5,-115.8038712
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,140.95600159,,,,9.875,,39.385929108,40.536563873,1.3757789135,1.3562134504,,,,,,46.010139465,,,140.95600891,480019.5625,6515756.5,-115.955864
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,141.10800159,,,,9.875,,41.673210144,34.354793549,1.4654477835,1.4743629694,,,,,,40.07069397,,,141.10800171,480019.5625,6515756.5,-116.1078568
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,141.26000159,,,,9.875,,43.533008575,33.777515411,1.4374940395,1.4608315229,,,,,,44.48966217,,,141.25999451,480019.5625,6515756.5,-116.2598495
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,141.41200159,,,,9.875,,45.361289978,42.255168915,1.4635788202,1.4889682531,,,,,,51.265037537,,,141.41200256,480019.5625,6515756.5,-116.4118423
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,141.56400159,,,,9.875,,47.189491272,53.218719482,1.4582076073,1.4857997894,,,,,,48.522094727,,,141.56399536,480019.5625,6515756.5,-116.5638428
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,141.71600159,,,,9.875,,49.017677307,61.399627686,1.4411486387,1.4614130259,,,,,,53.382846832,,,141.71600342,480019.5625,6515756.5,-116.7158356
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,141.86800159,,,,9.875,,50.84595871,63.842391968,1.4296162128,1.4453066587,,,,,,47.435562134,,,141.86799622,480019.5625,6515756.5,-116.8678284
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,142.02000159,,,,9.875,,52.274467468,63.869586945,1.4968578815,1.5389903784,,,,,,45.230457306,,,142.02000427,480019.5625,6515756.5,-117.0198212
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,142.17200159,,,,9.875,,52.403049469,61.395744324,1.4631978273,1.4719132185,,,,,,44.393737793,,,142.17199707,480019.5625,6515756.5,-117.171814
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,142.32400159,,,,9.875,,52.376117706,56.323097229,1.4828131199,1.4787763357,,,,,,42.160953522,,,142.32400513,480019.53125,6515756.5,-117.3238068
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,142.47600159,,,,9.875,,52.34910202,54.113296509,1.4814335108,1.4794608355,,,,,,38.192840576,,,142.47599792,480019.53125,6515756.5,-117.4757996
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,142.62800159,,,,9.875,,52.322158813,58.060718536,1.4944782257,1.4936865568,,,,,,44.897689819,,,142.62800598,480019.53125,6515756.5,-117.6277924
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,142.78000159,,,,9.875,,52.295230865,61.860343933,1.4922450781,1.5331981182,,,,,,47.089832306,,,142.77999878,480019.53125,6515756.5,-117.7797775
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,142.93200159,,,,9.875,,52.268215179,63.505458832,1.390909791,1.4101507664,,,,,,43.596164703,,,142.93200684,480019.53125,6515756.5,-117.9317703
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,143.08400159,,,,9.875,,52.52526474,64.698036194,1.390489459,1.408649683,,,,,,48.769714355,,,143.08399963,480019.53125,6515756.5,-118.0837631
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,143.23600159,,,,9.875,,52.956821442,65.22618103,1.4039313793,1.4337580204,,,,,,46.261566162,,,143.23600769,480019.53125,6515756.5,-118.2357635
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,143.38800159,,,,9.875,,53.40813446,64.482177734,1.4054287672,1.4294251204,,,,,,44.269874573,,,143.38800049,480019.53125,6515756.5,-118.3877563
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,143.54000159,,,,9.875,,53.859447479,62.763893127,1.4326406717,1.4474155903,,,,,,44.009742737,,,143.54000854,480019.53125,6515756.5,-118.5397491
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,143.69200159,,,,9.875,,54.31067276,59.821235657,1.3714318275,1.3480579853,,,,,,45.023357391,,,143.69200134,480019.53125,6515756.5,-118.6917419
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,143.84400159,,,,9.875,,54.76197052,56.055179596,1.4650396109,1.4672194719,,,,,,36.818889618,,,143.84399414,480019.53125,6515756.5,-118.8437347
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,143.99600159,,,,9.875,,55.155353546,51.644393921,1.4929324389,1.5169992447,,,,,,41.720245361,,,143.9960022,480019.53125,6515756.5,-118.9957275
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,144.14800159,,,,9.875,,55.108451843,49.112514496,1.468598485,1.4904791117,,,,,,38.309581757,,,144.147995,480019.53125,6515756.5,-119.1477203
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,144.30000159,,,,9.875,,54.988582611,50.854728699,1.500007987,1.5295872688,,,,,,33.944545746,,,144.30000305,480019.53125,6515756.5,-119.2997131
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,144.45200159,,,,9.875,,54.868782043,56.233413696,1.5034799576,1.5248157978,,,,,,44.402210236,,,144.45199585,480019.53125,6515756.5,-119.4517059
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,144.60400159,,,,9.875,,54.748996735,60.34980011,1.5006252527,1.5165091753,,,,,,43.703887939,,,144.60400391,480019.53125,6515756.5,-119.6036987
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,144.75600159,,,,9.875,,54.629127502,61.075153351,1.5009155273,1.5110309124,,,,,,39.67193985,,,144.7559967,480019.53125,6515756.5,-119.7556915
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,144.90800159,,,,9.875,,54.509326935,58.991092682,1.4921613932,1.4889018536,,,,,,37.073917389,,,144.90800476,480019.53125,6515756.5,-119.907692
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,145.06000159,,,,9.875,,54.267383575,54.789672852,1.555221796,1.558480978,,,,,,40.984779358,,,145.05999756,480019.53125,6515756.5,-120.0596848
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,145.21200159,,,,9.875,,53.90517807,51.21446991,1.6617026329,1.727112174,,,,,,44.570243835,,,145.21200562,480019.53125,6515756.5,-120.2116776
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,145.36400159,,,,9.875,,53.524082184,51.458156586,1.5636312962,1.607052207,,,,,,44.862045288,,,145.36399841,480019.53125,6515756.5,-120.3636703
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,145.51600159,,,,9.875,,53.142902374,55.713668823,1.4997879267,1.5198395252,,,,,,47.143093109,,,145.51600647,480019.53125,6515756.5,-120.5156631
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,145.66800159,,,,9.875,,52.761787415,60.196151733,1.4253863096,1.4073433876,,,,,,52.940292358,,,145.66799927,480019.53125,6515756.5,-120.6676483
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,145.82000159,,,,9.875,,52.380687714,63.192367554,1.4105107784,1.3764380217,,,,,,47.381130219,,,145.82000732,480019.53125,6515756.5,-120.8196411
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,145.97200159,,,,9.875,,51.997867584,64.886169434,1.4613659382,1.430796504,,,,,,48.70123291,,,145.97200012,480019.53125,6515756.5,-120.9716339
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,146.12400159,,,,9.875,,52.856388092,64.547309875,1.4321991205,1.4070544243,,,,,,46.437290192,,,146.12400818,480019.53125,6515756.5,-121.1236267
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,146.27600159,,,,9.875,,53.990413666,63.959960938,1.516346097,1.5229978561,,,,,,43.274120331,,,146.27600098,480019.53125,6515756.5,-121.2756195
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,146.42800159,,,,9.875,,55.125526428,64.197181702,1.5340383053,1.5487800837,,,,,,45.824924469,,,146.42800903,480019.5,6515756.5,-121.4276199
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,146.58000159,,,,9.875,,56.260639191,64.19493103,1.4266275167,1.393268466,,,,,,45.552047729,,,146.58000183,480019.5,6515756.5,-121.5796127
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,146.73200159,,,,9.875,,57.395751953,63.71849823,1.4826580286,1.4444099665,,,,,,35.087184906,,,146.73199463,480019.5,6515756.5,-121.7316055
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,146.88400159,,,,9.875,,58.530864716,62.680850983,1.5541861057,1.545666337,,,,,,40.58663559,,,146.88400269,480019.5,6515756.5,-121.8835983
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,147.03600159,,,,9.875,,59.182231903,61.828346252,1.4839280844,1.4615609646,,,,,,43.276287079,,,147.03599548,480019.5,6515756.5,-122.0355911
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,147.18800159,,,,9.875,,59.08556366,60.364227295,1.6114296913,1.6825814247,,,,,,41.737041473,,,147.18800354,480019.5,6515756.5,-122.1875839
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,147.34000159,,,,9.875,,58.833724976,59.887954712,1.5162209272,1.6147708893,,,,,,43.962936401,,,147.33999634,480019.5,6515756.5,-122.3395767
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,147.49200159,,,,9.875,,58.581890106,60.957832336,1.2756003141,1.2652827501,,,,,,47.128501892,,,147.49200439,480019.5,6515756.5,-122.4915695
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,147.64400159,,,,9.875,,58.329975128,62.278690338,1.1482874155,1.0623364449,,,,,,47.624023438,,,147.64399719,480019.5,6515756.5,-122.6435623
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,147.79600159,,,,9.875,,58.078117371,64.14238739,1.1436744928,1.0280809402,,,,,,44.746490479,,,147.79600525,480019.5,6515756.5,-122.7955551
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,147.94800159,,,,9.875,,57.826278687,63.733089447,1.29834795,1.2310869694,,,,,,38.191165924,,,147.94799805,480019.5,6515756.5,-122.9475479
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,148.10000159,,,,9.875,,57.968875885,62.625255585,1.410586834,1.3133846521,,,,,,31.462198257,,,148.1000061,480019.5,6515756.5,-123.0995407
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,148.25200159,,,,9.875,,58.276432037,63.70753479,1.711586237,1.6697825193,,,,,,28.658704758,,,148.2519989,480019.5,6515756.5,-123.2515411
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,148.40400159,,,,9.875,,58.599983215,63.925247192,1.8582160473,1.9549206495,,,,,,39.631858826,,,148.40400696,480019.5,6515756.5,-123.4035339
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,148.55600159,,,,9.875,,58.923454285,63.785850525,1.725900054,1.753697753,,,,,,42.853313446,,,148.55599976,480019.5,6515756.5,-123.5555191
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,148.70800159,,,,9.875,,59.246982574,64.346946716,1.6387172937,1.6632355452,,,,,,41.464515686,,,148.70800781,480019.5,6515756.5,-123.7075119
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,148.86000159,,,,9.875,,59.570449829,64.628181458,1.6496306658,1.6209390163,,,,,,42.687290192,,,148.86000061,480019.5,6515756.5,-123.8595047
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,149.01200159,,,,9.875,,59.647422791,64.369522095,1.6393876076,1.6177891493,,,,,,43.466533661,,,149.01200867,480019.5,6515756.5,-124.0114975
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,149.16400159,,,,9.875,,59.103683472,63.728672028,1.4769951105,1.4202309847,,,,,,43.751098633,,,149.16400146,480019.5,6515756.5,-124.1634827
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,149.31600159,,,,9.875,,58.394950867,63.297485352,1.4956866503,1.4409759045,,,,,,46.099437714,,,149.31599426,480019.5,6515756.5,-124.3154602
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,149.46800159,,,,9.875,,57.686214447,61.997825623,1.5895032883,1.6023538113,,,,,,42.269035339,,,149.46800232,480019.5,6515756.5,-124.4674301
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,149.62000159,,,,9.875,,56.977481842,60.378089905,1.5935389996,1.6288130283,,,,,,43.719909668,,,149.61999512,480019.5,6515756.5,-124.6194
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,149.77200159,,,,9.875,,56.268669128,58.771331787,1.484390378,1.4922105074,,,,,,46.701717377,,,149.77200317,480019.46875,6515756.5,-124.7713776
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,149.92400159,,,,9.875,,55.559913635,57.192516327,1.4860453606,1.4794740677,,,,,,43.40480423,,,149.92399597,480019.46875,6515756.5,-124.9233475
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,150.07600159,,,,9.875,,54.898319244,55.881881714,1.4854879379,1.4672288895,,,,,,41.740909576,,,150.07600403,480019.46875,6515756.5,-125.0753174
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,150.22800159,,,,9.875,,54.268001556,55.401329041,1.4786931276,1.4312487841,,,,,,44.218105316,,,150.22799683,480019.46875,6515756.5,-125.2272873
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,150.38000159,,,,9.875,,53.642944336,55.550052643,1.7124413252,1.7486367226,,,,,,47.7044487,,,150.38000488,480019.46875,6515756.5,-125.3792572
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,150.53200159,,,,9.875,,53.017818451,55.172031403,1.7236253023,1.8037846088,,,,,,49.299381256,,,150.53199768,480019.46875,6515756.5,-125.5312347
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,150.68400159,,,,9.875,,52.392738342,54.869155884,1.5404874086,1.5544754267,,,,,,43.591430664,,,150.68400574,480019.46875,6515756.5,-125.683197
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,150.83600159,,,,9.875,,51.767681122,55.402122498,1.4555199146,1.3926258087,,,,,,43.353538513,,,150.83599854,480019.46875,6515756.5,-125.8351746
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,150.98800159,,,,9.875,,51.226772308,55.521938324,1.6357531548,1.589708209,,,,,,44.328887939,,,150.98800659,480019.46875,6515756.5,-125.9871445
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,151.14000159,,,,9.875,,51.081699371,55.81678009,1.6283769608,1.6343208551,,,,,,45.829837799,,,151.13999939,480019.46875,6515756.5,-126.1391144
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,151.29200159,,,,9.875,,51.069034576,55.865276337,1.3743577003,1.3342444897,,,,,,43.734375,,,151.29200745,480019.46875,6515756.5,-126.2910843
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,151.44400159,,,,9.875,,51.056442261,55.286300659,1.1625840664,1.0345848799,,,,,,37.61145401,,,151.44400024,480019.4375,6515756.5,-126.4430618
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,151.59600159,,,,9.875,,51.043800354,54.709926605,1.439334631,1.2320808172,,,,,,31.492330551,,,151.5960083,480019.4375,6515756.5,-126.5950317
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,151.74800159,,,,9.875,,51.031131744,54.831684113,2.4532337189,2.6455526352,,,,,,25.810377121,,,151.7480011,480019.4375,6515756.5,-126.7470016
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,151.90000159,,,,9.875,,51.018466949,55.153629303,2.826924324,3.4571325779,,,,,,34.730457306,,,151.90000916,480019.4375,6515756.5,-126.8989792
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,152.05200159,,,,9.875,,50.267471313,55.364509583,2.1408395767,2.4869718552,,,,,,42.619384766,,,152.05200195,480019.4375,6515756.5,-127.0509491
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,152.20400159,,,,9.875,,48.785121918,55.002937317,1.6403133869,1.6343829632,,,,,,49.179275513,,,152.20399475,480019.4375,6515756.5,-127.202919
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,152.35600159,,,,9.875,,47.127212524,52.9441185,1.5928299427,1.463064909,,,,,,53.970821381,,,152.35600281,480019.4375,6515756.5,-127.3548889
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,152.50800159,,,,9.875,,45.469345093,48.89308548,1.7686244249,1.7274757624,,,,,,48.719924927,,,152.50799561,480019.4375,6515756.5,-127.5068665
Force_2020_all_wells_train_test_blind_hidden_final/16_2-7.las,16/2-7 Johan Sverdrup Appr,152.66000159,,,,9.875,,43.811435699,43.052635193,1.7247995138,1.7969025373,,,,,,45.070217133,,,152.66000366,480019.4375,6515756.5,-127.6588364
