source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,ROPA,ROP,RDEP,RSHA,RMED,DTS,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,381.9556,,,,,5.0370359421,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,382.1076,,,,,4.9540743828,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,382.2596,,,,,4.9503002167,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,382.4116,,,,,4.9503002167,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,382.5636,,,,,4.9503002167,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,382.7156,,,,,4.9503002167,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,382.8676,,,,,4.9503002167,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,383.0196,,,,,5.0651855469,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,383.1716,,,,,5.655330658,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,383.3236,,,,,6.2798800468,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,383.4756,,,,,6.9044361115,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,383.6276,,,,,7.5289006233,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,383.7796,,,,,8.1534490585,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,383.9316,,,,,8.7780056,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,384.0836,,,,,9.039308548,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,384.2356,,,,,9.0591001511,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,384.3876,,,,,9.0591001511,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,384.5396,,,,,9.0591001511,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,384.6916,,,,,9.0591001511,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,384.8436,,,,,9.0591001511,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,384.9956,,,,,9.1056871414,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,385.1476,,,,,9.7444009781,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,385.2996,,,,,10.450242996,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,385.4516,,,,,11.156085968,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,385.6036,,,,,11.86192894,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,385.7556,,,,,12.567770958,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,385.9076,,,,,13.273612976,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,386.0596,,,,,13.660985947,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,386.2116,,,,,13.702699661,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,386.3636,,,,,13.702699661,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,386.5156,,,,,13.702699661,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,386.6676,,,,,13.702699661,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,386.8196,,,,,13.702699661,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,386.9716,,,,,13.702699661,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,387.1236,,,,,14.271749496,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,387.2756,,,,,14.960882187,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,387.4276,,,,,15.654770851,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,387.5796,,,,,16.348644257,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,387.7316,,,,,17.042518616,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,387.8836,,,,,17.736476898,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,388.0356,,,,,18.202009201,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,388.1876,,,,,18.267900467,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,388.3396,,,,,18.267900467,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,388.4916,,,,,18.267900467,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,388.6436,,,,,18.267900467,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,388.7956,,,,,18.267900467,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,388.9476,,,,,18.267900467,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,389.0996,,,,,18.253183365,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,389.2516,,,,,18.232379913,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,389.4036,,,,,18.210855484,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,389.5556,,,,,18.189393997,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,389.7076,,,,,18.167949677,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,389.8596,,,,,18.146507263,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,390.0116,,,,,18.129684448,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,390.1636,,,,,18.126699448,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,390.3156,,,,,18.126699448,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,390.4676,,,,,18.126699448,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,390.6196,,,,,18.126699448,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,390.7716,,,,,18.126699448,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,390.9236,,,,,18.126699448,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,391.0756,,,,,18.344758987,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,391.2276,,,,,18.71077919,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,391.3796,,,,,19.100852966,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,391.5316,,,,,19.490926743,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,391.6836,,,,,19.881000519,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,391.8356,,,,,20.271072388,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,391.9876,,,,,20.618106842,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,392.1396,,,,,20.693000793,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,392.2916,,,,,20.693000793,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,392.4436,,,,,20.693000793,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,392.5956,,,,,20.693000793,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,392.7476,,,,,20.693000793,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,392.8996,,,,,20.693000793,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,393.0516,,,,,20.289690018,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,393.2036,,,,,19.468437195,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,393.3556,,,,,18.554243088,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,393.5076,,,,,17.640048981,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,393.6596,,,,,16.725780487,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,393.8116,,,,,15.811560631,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,393.9636,,,,,14.909844398,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,394.1156,,,,,14.67840004,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,394.2676,,,,,14.67840004,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,394.4196,,,,,14.67840004,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,394.5716,,,,,14.67840004,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,394.7236,,,,,14.67840004,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,394.8756,,,,,14.67840004,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,395.0276,,,,,14.495269775,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,395.1796,,,,,14.025947571,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,395.3316,,,,,13.473773003,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,395.4836,,,,,12.921554565,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,395.6356,,,,,12.369379044,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,395.7876,,,,,11.817160606,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,395.9396,,,,,11.264985085,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,396.0916,,,,,11.062608719,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,396.2436,,,,,11.045499802,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,396.3956,,,,,11.045499802,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,396.5476,,,,,11.045499802,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,396.6996,,,,,11.045499802,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,396.8516,,,,,11.045499802,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,397.0036,,,,,11.144280434,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,397.1556,,,,,11.483608246,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,397.3076,,,,,11.911550522,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,397.4596,,,,,12.339455605,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,397.6116,,,,,12.767397881,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,397.7636,,,,,13.195303917,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,397.9156,,,,,13.623246193,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,398.0676,,,,,13.828747749,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,398.2196,,,,,13.860899925,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,398.3716,,,,,13.860899925,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,398.5236,,,,,13.860899925,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,398.6756,,,,,13.860899925,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,398.8276,,,,,13.860899925,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,398.9796,,,,,13.652697563,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,399.1316,,,,,12.556096077,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,399.2836,,,,,11.049061775,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,399.4356,,,,,9.5420923233,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,399.5876,,,,,8.0350942612,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,399.7396,,,,,6.5280594826,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,399.8916,,,,,5.0210256577,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,400.0436,,,,,4.1387119293,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,400.1956,,,,,3.946199894,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,400.3476,,,,,3.946199894,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,400.4996,,,,,3.946199894,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,400.6516,,,,,3.946199894,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,400.8036,,,,,3.946199894,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,400.9556,,,,,3.9522337914,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,401.1076,,,,,4.0252752304,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,401.2596,,,,,4.1370429993,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,401.4116,,,,,4.2487874031,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,401.5636,,,,,4.3604931831,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,401.7156,,,,,4.47219944,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,401.8676,,,,,4.58390522,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,402.0196,,,,,4.660115242,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,402.1716,,,,,4.6812000275,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,402.3236,,,,,4.6812000275,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,402.4756,,,,,4.6812000275,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,402.6276,,,,,4.6812000275,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,402.7796,,,,,4.6812000275,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,402.9316,,,,,4.6812000275,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,403.0836,,,,,5.7496099472,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,403.2356,,,,,7.6107730865,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,403.3876,,,,,9.5007991791,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,403.5396,,,,,11.390826225,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,403.6916,,,,,13.280852318,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,403.8436,,,,,15.17087841,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,403.9956,,,,,16.627531052,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,404.1476,,,,,17.115699768,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,404.2996,,,,,17.115699768,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,404.4516,,,,,17.115699768,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,404.6036,,,,,17.115699768,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,404.7556,,,,,17.115699768,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,404.9076,,,,,17.115699768,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,405.0596,,,,,16.981761932,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,405.2116,,,,,16.714002609,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,405.3636,,,,,16.425462723,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,405.5156,,,,,16.136867523,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,405.6676,,,,,15.848279953,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,405.8196,,,,,15.559740067,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,405.9716,,,,,15.314301491,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,406.1236,,,,,15.217300415,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,406.2756,,,,,15.217300415,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,406.4276,,,,,15.217300415,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,406.5796,,,,,15.217300415,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,406.7316,,,,,15.217300415,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,406.8836,,,,,15.217300415,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,407.0356,,,,,15.059287071,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,407.1876,,,,,14.692344666,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,407.3396,,,,,14.267064095,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,407.4916,,,,,13.84178257,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,407.6436,,,,,13.416501999,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,407.7956,,,,,12.991170883,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,407.9476,,,,,12.598977089,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,408.0996,,,,,12.419300079,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,408.2516,,,,,12.419300079,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,408.4036,,,,,12.419300079,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,408.5556,,,,,12.419300079,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,408.7076,,,,,12.419300079,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,408.8596,,,,,12.419300079,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,409.0116,,,,,12.939330101,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,409.1636,,,,,14.368160248,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/32_2-1.las,32/2-1,409.3156,,,,,16.178945541,,,,,,,,,,,,,,,
