source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,MUDWEIGHT,ROP,RDEP,RSHA,RMED,SP,DTC,NPHI,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,106.57200153,,,,,,,,,,,,,11.746338844,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,106.72400153,,,,,,,,,,,,,11.693079948,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,106.87600153,,,,,,,,,,,,,11.003084183,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,107.02800153,,,,,,,,,,,,,10.941232681,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,107.18000153,,,,,,,,,,,,,10.902237892,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,107.33200153,,,,,,,,,,,,,10.762356758,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,107.48400153,,,,,,,,,,,,,10.364013672,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,107.63600153,,,,,,,,,,,,,10.072821617,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,107.78800153,,,,,,,,,,,,,11.036610603,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,107.94000153,,,,,,,,,,,,,11.558347702,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,108.09200153,,,,,,,,,,,,,12.053436279,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,108.24400153,,,,,,,,,,,,,12.548541069,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,108.39600153,,,,,,,,,,,,,13.043646812,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,108.54800153,,,,,,,,,,,,,13.538824081,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,108.70000153,,,,,,,,,,,,,13.885552406,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,108.85200153,,,,,,,,,,,,,13.154383659,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,109.00400153,,,,,,,,,,,,,12.348086357,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,109.15600153,,,,,,,,,,,,,11.541607857,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,109.30800153,,,,,,,,,,,,,11.522388458,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,109.46000153,,,,,,,,,,,,,11.641319275,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,109.61200153,,,,,,,,,,,,,11.766486168,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,109.76400153,,,,,,,,,,,,,12.134858131,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,109.91600153,,,,,,,,,,,,,12.304984093,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,110.06800153,,,,,,,,,,,,,12.199511528,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,110.22000153,,,,,,,,,,,,,12.141858101,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,110.37200153,,,,,,,,,,,,,12.56621933,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,110.52400153,,,,,,,,,,,,,12.955627441,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,110.67600153,,,,,,,,,,,,,13.105768204,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,110.82800153,,,,,,,,,,,,,13.193254471,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,110.98000153,,,,,,,,,,,,,13.054742813,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,111.13200153,,,,,,,,,,,,,12.554976463,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,111.28400153,,,,,,,,,,,,,12.015688896,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,111.43600153,,,,,,,,,,,,,11.476485252,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,111.58800153,,,,,,,,,,,,,11.299271584,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,111.74000153,,,,,,,,,,,,,11.213545799,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,111.89200153,,,,,,,,,,,,,10.777650833,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,112.04400153,,,,,,,,,,,,,10.790372849,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,112.19600153,,,,,,,,,,,,,11.179740906,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,112.34800153,,,,,,,,,,,,,11.213573456,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,112.50000153,,,,,,,,,,,,,10.900687218,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,112.65200153,,,,,,,,,,,,,10.915483475,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,112.80400153,,,,,,,,,,,,,10.964635849,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,112.95600153,,,,,,,,,,,,,10.889287949,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,113.10800153,,,,,,,,,,,,,10.807181358,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,113.26000153,,,,,,,,,,,,,10.791777611,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,113.41200153,,,,,,,,,,,,,10.787176132,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,113.56400153,,,,,,,,,,,,,10.950627327,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,113.71600153,,,,,,,,,,,,,10.728394508,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,113.86800153,,,,,,,,,,,,,10.181370735,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,114.02000153,,,,,,,,,,,,,10.208871841,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,114.17200153,,,,,,,,,,,,,10.49828434,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,114.32400153,,,,,,,,,,,,,10.871801376,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,114.47600153,,,,,,,,,,,,,11.233045578,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,114.62800153,,,,,,,,,,,,,11.281300545,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,114.78000153,,,,,,,,,,,,,10.857596397,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,114.93200153,,,,,,,,,,,,,10.350824356,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,115.08400153,,,,,,,,,,,,,10.508724213,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,115.23600153,,,,,,,,,,,,,10.91173172,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,115.38800153,,,,,,,,,,,,,11.360326767,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,115.54000153,,,,,,,,,,,,,11.554044724,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,115.69200153,,,,,,,,,,,,,11.296672821,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,115.84400153,,,,,,,,,,,,,11.065975189,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,115.99600153,,,,,,,,,,,,,11.060040474,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,116.14800153,,,,,,,,,,,,,11.163125992,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,116.30000153,,,,,,,,,,,,,11.599744797,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,116.45200153,,,,,,,,,,,,,12.113382339,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,116.60400153,,,,,,,,,,,,,12.528011322,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,116.75600153,,,,,,,,,,,,,12.083622932,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,116.90800153,,,,,,,,,,,,,12.032288551,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,117.06000153,,,,,,,,,,,,,12.544571877,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,117.21200153,,,,,,,,,,,,,12.848604202,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,117.36400153,,,,,,,,,,,,,13.068627357,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,117.51600153,,,,,,,,,,,,,13.60009861,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,117.66800153,,,,,,,,,,,,,14.271924973,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,117.82000153,,,,,,,,,,,,,14.686389923,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,117.97200153,,,,,,,,,,,,,13.184752464,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,118.12400153,,,,,,,,,,,,,12.687959671,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,118.27600153,,,,,,,,,,,,,12.711068153,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,118.42800153,,,,,,,,,,,,,12.879793167,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,118.58000153,,,,,,,,,,,,,13.096586227,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,118.73200153,,,,,,,,,,,,,13.33061409,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,118.88400153,,,,,,,,,,,,,13.297358513,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,119.03600153,,,,,,,,,,,,,12.514215469,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,119.18800153,,,,,,,,,,,,,11.446739197,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,119.34000153,,,,,,,,,,,,,10.829656601,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,119.49200153,,,,,,,,,,,,,10.270801544,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,119.64400153,,,,,,,,,,,,,10.177976608,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,119.79600153,,,,,,,,,,,,,10.685521126,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,119.94800153,,,,,,,,,,,,,11.341098785,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,120.10000153,,,,,,,,,,,,,11.364310265,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,120.25200153,,,,,,,,,,,,,10.948293686,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,120.40400153,,,,,,,,,,,,,10.993544579,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,120.55600153,,,,,,,,,,,,,11.445610046,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,120.70800153,,,,,,,,,,,,,11.975419044,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,120.86000153,,,,,,,,,,,,,12.505214691,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,121.01200153,,,,,,,,,,,,,12.493164063,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,121.16400153,,,,,,,,,,,,,11.966921806,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,121.31600153,,,,,,,,,,,,,11.267587662,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,121.46800153,,,,,,,,,,,,,10.518637657,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,121.62000153,,,,,,,,,,,,,9.75852108,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,121.77200153,,,,,,,,,,,,,9.7362203598,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,121.92400153,,,,,,,,,,,,,10.681728363,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,122.07600153,,,,,,,,,,,,,11.570406914,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,122.22800153,,,,,,,,,,,,,11.875113487,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,122.38000153,,,,,,,,,,,,,11.701737404,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,122.53200153,,,,,,,,,,,,,11.832813263,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,122.68400153,,,,,,,,,,,,,12.285960197,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,122.83600153,,,,,,,,,,,,,12.562076569,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,122.98800153,,,,,,,,,,,,,12.613793373,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,123.14000153,,,,,,,,,,,,,12.529625893,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,123.29200153,,,,,,,,,,,,,12.399074554,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,123.44400153,,,,,,,,,,,,,12.098701477,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,123.59600153,,,,,,,,,,,,,11.798631668,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,123.74800153,,,,,,,,,,,,,11.862272263,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,123.90000153,,,,,,,,,,,,,12.082389832,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,124.05200153,,,,,,,,,,,,,12.53930378,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,124.20400153,,,,,,,,,,,,,12.728365898,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,124.35600153,,,,,,,,,,,,,12.627433777,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,124.50800153,,,,,,,,,,,,,12.476462364,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,124.66000153,,,,,,,,,,,,,12.232244492,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,124.81200153,,,,,,,,,,,,,11.806109428,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,124.96400153,,,,,,,,,,,,,11.310231209,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,125.11600153,,,,,,,,,,,,,11.128495216,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,125.26800153,,,,,,,,,,,,,11.615486145,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,125.42000153,,,,,,,,,,,,,12.361248016,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,125.57200153,,,,,,,,,,,,,12.373716354,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,125.72400153,,,,,,,,,,,,,12.141424179,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,125.87600153,,,,,,,,,,,,,12.546502113,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,126.02800153,,,,,,,,,,,,,12.898722649,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,126.18000153,,,,,,,,,,,,,12.613123894,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,126.33200153,,,,,,,,,,,,,12.190124512,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,126.48400153,,,,,,,,,,,,,12.32625103,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,126.63600153,,,,,,,,,,,,,12.938743591,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,126.78800153,,,,,,,,,,,,,13.822447777,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,126.94000153,,,,,,,,,,,,,14.486289024,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,127.09200153,,,,,,,,,,,,,14.658768654,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,127.24400153,,,,,,,,,,,,,14.259301186,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,127.39600153,,,,,,,,,,,,,13.403097153,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,127.54800153,,,,,,,,,,,,,12.411548615,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,127.70000153,,,,,,,,,,,,,11.447899818,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,127.85200153,,,,,,,,,,,,,11.15235424,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,128.00400153,,,,,,,,,,,,,11.557596207,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,128.15600153,,,,,,,,,,,,,12.366854668,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,128.30800153,,,,,,,,,,,,,12.761613846,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,128.46000153,,,,,,,,,,,,,12.529423714,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,128.61200153,,,,,,,,,,,,,12.128351212,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,128.76400153,,,,,,,,,,,,,11.750695229,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,128.91600153,,,,,,,,,,,,,11.877140045,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,129.06800153,,,,,,,,,,,,,12.375130653,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,129.22000153,,,,,,,,,,,,,12.768393517,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,129.37200153,,,,,,,,,,,,,13.071902275,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,129.52400153,,,,,,,,,,,,,13.375367165,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,129.67600153,,,,,,,,,,,,,13.678829193,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,129.82800153,,,,,,,,,,,,,13.961931229,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,129.98000153,,,,,,,,,,,,,13.753757477,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,130.13200153,,,,,,,,,,,,,12.739701271,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,130.28400153,,,,,,,,,,,,,11.838412285,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,130.43600153,,,,,,,,,,,,,11.565246582,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,130.58800153,,,,,,,,,,,,,11.298144341,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_1-2.las,16/1-2  Ivar Aasen Appr,130.74000153,,,,,,,,,,,,,11.166509628,,,,,,
