source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,RDEP,RSHA,RMED,RXO,RMIC,SP,DTS,DTC,NPHI,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,378.83987793,,,,17.5,0.7062418461,0.5756402016,,,,,,,,55.586784363,,,378.83987427,528323.0,6765242.5,-356.8390503
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,378.99187793,,,,17.5,0.7186517119,0.5768774152,,,,,,,,56.348468781,,,378.99188232,528323.0,6765242.5,-356.9910583
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,379.14387793,,,,17.5,0.7497421503,0.5638784766,,,,,,,,55.56609726,,,379.14389038,528323.0,6765242.5,-357.1430664
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,379.29587793,,,,17.5,0.7601047754,0.5585115552,,,,,,,,54.595680237,,,379.29586792,528323.0,6765242.5,-357.2950439
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,379.44787793,,,,17.5,0.7844799757,0.5614784956,,,,,,,,53.498931885,,,379.44787598,528323.0,6765242.5,-357.447052
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,379.59987793,,,,17.5,0.7602559924,0.5498619676,,,,,,,,50.962871552,,,379.59988403,528323.0,6765242.5,-357.5990601
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,379.75187793,,,,17.5,0.747356534,0.5445426702,,,,,,,,49.375686646,,,379.75189209,528323.0,6765242.5,-357.7510681
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,379.90387793,,,,17.5,0.7864993215,0.5724357367,,,,,,,,46.741535187,,,379.90386963,528323.0,6765242.5,-357.9030457
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,380.05587793,,,,17.5,0.7783964872,0.5589603186,,,,,,,,45.136917114,,,380.05587769,528323.0,6765242.5,-358.0550537
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,380.20787793,,,,17.5,0.7597288489,0.5354469419,,,,,,,,42.510498047,,,380.20788574,528323.0,6765242.5,-358.2070618
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,380.35987793,,,,17.5,0.7749281526,0.5576115847,,,,,,,,40.897579193,,,380.35986328,528323.0,6765242.5,-358.3590393
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,380.51187793,,,,17.5,0.7814049721,0.5339092016,,,,,,,,38.279388428,,,380.51187134,528323.0,6765242.5,-358.5110474
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,380.66387793,,,,17.5,0.7820000052,0.5289999843,,,,,,,,36.659099579,,,380.66387939,528323.0,6765242.5,-358.6630554
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,380.81587793,,,,17.5,0.7913054824,0.5264621377,,,,,,,,34.04757309,,,380.81588745,528323.0,6765242.5,-358.8150635
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,380.96787793,,,,17.5,0.755894959,0.4897382557,,,,,,,,35.057971954,,,380.96786499,528323.0,6765242.5,-358.967041
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,381.11987793,,,,17.5,0.7532032132,0.4586214125,,,,,,,,36.138523102,,,381.11987305,528323.0,6765242.5,-359.1190491
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,381.27187793,,,,17.5,0.7573519349,0.448972106,,,,,,,,36.698394775,,,381.2718811,528323.0,6765242.5,-359.2710571
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,381.42387793,,,,17.5,0.7680259347,0.5257011652,,,,,,,,37.587371826,,,381.42388916,528323.0,6765242.5,-359.4230652
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,381.57587793,,,,17.5,0.6309101582,0.496024847,,,,,,,,38.148983002,,,381.5758667,528323.0,6765242.5,-359.5750427
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,381.72787793,,,,17.5,0.6071510911,0.3973365724,,,,,,,,39.035388947,,,381.72787476,528323.0,6765242.5,-359.7270203
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,381.87987793,,,,17.5,0.6071724296,0.383965373,,,,,,,,39.600337982,,,381.87988281,528323.0,6765242.5,-359.8790283
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,382.03187793,,,,17.5,0.6061751246,0.3965486586,,,,,,,,40.484272003,,,382.03189087,528323.0,6765242.5,-360.0310364
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,382.18387793,,,,17.5,0.6051777601,0.4039334953,,,,,,,,41.051761627,,,382.18386841,528323.0,6765242.5,-360.1830139
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,382.33587793,,,,17.5,0.6033608317,0.4156547189,,,,,,,,41.933124542,,,382.33587646,528323.0,6765242.5,-360.335022
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,382.48787793,,,,17.5,0.6021829247,0.4237197042,,,,,,,,42.503185272,,,382.48788452,528323.0,6765242.5,-360.48703
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,382.63987793,,,,17.5,0.6003710628,0.4355882406,,,,,,,,43.381980896,,,382.63989258,528323.0,6765242.5,-360.6390381
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,382.79187793,,,,17.5,0.5983763337,0.4493655562,,,,,,,,44.348564148,,,382.79187012,528323.0,6765242.5,-360.7910156
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,382.94387793,,,,17.5,0.5971908569,0.4568550289,,,,,,,,44.922416687,,,382.94387817,528323.0,6765242.5,-360.9430237
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,383.09587793,,,,17.5,0.595386982,0.4692911804,,,,,,,,45.797454834,,,383.09588623,528323.0,6765242.5,-361.0950317
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,383.24787793,,,,17.5,0.5941961408,0.4768231213,,,,,,,,46.522926331,,,383.24786377,528323.0,6765242.5,-361.2470093
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,383.39987793,,,,17.5,0.5923975706,0.4884155989,,,,,,,,45.889152527,,,383.39987183,528323.0,6765242.5,-361.3990173
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,383.55187793,,,,17.5,0.5920000076,0.4965909421,,,,,,,,44.646877289,,,383.55187988,528323.0,6765242.5,-361.5510254
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,383.70387793,,,,17.5,0.5904077888,0.5083491206,,,,,,,,42.282352448,,,383.70388794,528323.0,6765242.5,-361.7030334
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,383.85587793,,,,17.5,0.5892065763,0.5165540576,,,,,,,,40.701667786,,,383.85586548,528323.0,6765242.5,-361.855011
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,384.00787793,,,,17.5,0.587418437,0.528280139,,,,,,,,38.343818665,,,384.00787354,528323.0,6765242.5,-362.007019
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,384.15987793,,,,17.5,0.5862119198,0.5365168452,,,,,,,,36.756614685,,,384.15988159,528323.0,6765242.5,-362.1590271
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,384.31187793,,,,17.5,0.5844290853,0.5482110381,,,,,,,,34.405021667,,,384.31188965,528323.0,6765242.5,-362.3110352
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,384.46387793,,,,17.5,0.5832172036,0.5564796925,,,,,,,,33.791633606,,,384.46386719,528323.0,6765242.5,-362.4630127
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,384.61587793,,,,17.5,0.5814393759,0.5681440234,,,,,,,,33.442237854,,,384.61587524,528323.0,6765242.5,-362.6150208
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,384.76787793,,,,17.5,0.5809999704,0.5717777014,,,,,,,,32.384563446,,,384.7678833,528323.0,6765242.5,-362.7669983
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,384.91987793,,,,17.5,0.588750422,0.5673497319,,,,,,,,33.338176727,,,384.91989136,528323.0,6765242.5,-362.9190063
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,385.07187793,,,,17.5,0.5871381164,0.5744962692,,,,,,,,34.534854889,,,385.0718689,528323.0,6765242.5,-363.0709839
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,385.22387793,,,,17.5,0.5798421502,0.5893156528,,,,,,,,36.464920044,,,385.22387695,528323.0,6765242.5,-363.2229919
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,385.37587793,,,,17.5,0.5703292489,0.5508109331,,,,,,,,37.802062988,,,385.37588501,528323.0,6765242.5,-363.375
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,385.52787793,,,,17.5,0.5580625534,0.4164575338,,,,,,,,39.727096558,,,385.52789307,528323.0,6765242.5,-363.5270081
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,385.67987793,,,,17.5,0.569476366,0.4079527557,,,,,,,,41.070266724,,,385.67987061,528323.0,6765242.5,-363.6789856
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,385.83187793,,,,17.5,0.6066501737,0.3835905194,,,,,,,,42.989070892,,,385.83187866,528323.0,6765242.5,-363.8309937
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,385.98387793,,,,17.5,0.6359162927,0.3790532053,,,,,,,,45.165382385,,,385.98388672,528323.0,6765242.5,-363.9830017
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,386.13587793,,,,17.5,0.6518018842,0.3847699761,,,,,,,,46.516792297,,,386.13586426,528323.0,6765242.5,-364.1349792
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,386.28787793,,,,17.5,0.6737834811,0.3920107186,,,,,,,,47.688514709,,,386.28787231,528323.0,6765242.5,-364.2869873
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,386.43987793,,,,17.5,0.6889841557,0.3977434039,,,,,,,,52.999576569,,,386.43988037,528323.0,6765242.5,-364.4389648
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,386.59187793,,,,17.5,0.7106543779,0.4049693942,,,,,,,,60.885608673,,,386.59188843,528323.0,6765242.5,-364.5909729
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,386.74387793,,,,17.5,0.7266664505,0.410717845,,,,,,,,63.945514679,,,386.74386597,528323.0,6765242.5,-364.7429504
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,386.89587793,,,,17.5,0.7485228777,0.417927295,,,,,,,,66.159645081,,,386.89587402,528323.0,6765242.5,-364.8949585
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,387.04787793,,,,17.5,0.7638590932,0.4236913025,,,,,,,,64.180374146,,,387.04788208,528323.0,6765242.5,-365.0469666
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,387.19987793,,,,17.5,0.785390079,0.4308848381,,,,,,,,59.990146637,,,387.19989014,528323.0,6765242.5,-365.1989746
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,387.35187793,,,,17.5,0.8015283346,0.4366647303,,,,,,,,57.021495819,,,387.35186768,528323.0,6765242.5,-365.3509521
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,387.50387793,,,,17.5,0.8225269914,0.4445726275,,,,,,,,54.089637756,,,387.50387573,528323.0,6765242.5,-365.5029297
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,387.65587793,,,,17.5,0.8297277689,0.4469999969,,,,,,,,51.937545776,,,387.65588379,528323.0,6765242.5,-365.6549377
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,387.80787793,,,,17.5,0.8756862879,0.5659293532,,,,,,,,49.686798096,,,387.80789185,528323.0,6765242.5,-365.8069458
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,387.95987793,,,,17.5,0.9125081301,0.6622990966,,,,,,,,47.721679688,,,387.95986938,528323.0,6765242.5,-365.9589233
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,388.11187793,,,,17.5,0.9387165308,0.6812801361,,,,,,,,48.747699738,,,388.11187744,528322.9375,6765242.5,-366.1109009
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,388.26387793,,,,17.5,0.9560409188,0.6802827716,,,,,,,,50.027320862,,,388.2638855,528322.9375,6765242.5,-366.2629089
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,388.41587793,,,,17.5,0.9828657508,0.7507409453,,,,,,,,52.65977478,,,388.41586304,528322.9375,6765242.5,-366.4148865
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,388.56787793,,,,17.5,1.0076618195,0.8466303945,,,,,,,,52.922218323,,,388.56787109,528322.9375,6765242.5,-366.5668945
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,388.71987793,,,,17.5,1.0466316938,0.8449152112,,,,,,,,51.313724518,,,388.71987915,528322.9375,6765242.5,-366.7189026
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,388.87187793,,,,17.5,1.0635339022,0.8294660449,,,,,,,,49.588783264,,,388.87188721,528322.9375,6765242.5,-366.8708801
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,389.02387793,,,,17.5,1.0093736649,0.7554745078,,,,,,,,49.779418945,,,389.02386475,528322.9375,6765242.5,-367.0228577
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,389.17587793,,,,17.5,0.9586424828,0.6674790382,,,,,,,,51.288570404,,,389.1758728,528322.9375,6765242.5,-367.1748657
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,389.32787793,,,,17.5,0.9393129945,0.6045649648,,,,,,,,50.9559021,,,389.32788086,528322.9375,6765242.5,-367.3268738
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,389.47987793,,,,17.5,0.9471386075,0.5886961818,,,,,,,,48.14383316,,,389.47988892,528322.9375,6765242.5,-367.4788818
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,389.63187793,,,,17.5,0.9617091417,0.5889999866,,,,,,,,45.865077972,,,389.63186646,528322.9375,6765242.5,-367.6308594
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,389.78387793,,,,17.5,0.9832747579,0.5896909833,,,,,,,,43.928665161,,,389.78387451,528322.9375,6765242.5,-367.7828369
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,389.93587793,,,,17.5,0.9896232486,0.5989491343,,,,,,,,42.774166107,,,389.93588257,528322.9375,6765242.5,-367.934845
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,390.08787793,,,,17.5,0.9649991393,0.6105431318,,,,,,,,43.409042358,,,390.08789063,528322.9375,6765242.5,-368.086853
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,390.23987793,,,,17.5,0.9314582348,0.6180984974,,,,,,,,44.241714478,,,390.23986816,528322.9375,6765242.5,-368.2388306
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,390.39187793,,,,17.5,0.9033088684,0.6274846792,,,,,,,,44.983848572,,,390.39187622,528322.9375,6765242.5,-368.3908386
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,390.54387793,,,,17.5,0.8902555704,0.6357443929,,,,,,,,44.178951263,,,390.54388428,528322.9375,6765242.5,-368.5428162
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,390.69587793,,,,17.5,0.9015077353,0.6204399467,,,,,,,,41.482395172,,,390.69589233,528322.9375,6765242.5,-368.6948242
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,390.84787793,,,,17.5,0.9147285819,0.603925705,,,,,,,,39.533592224,,,390.84786987,528322.9375,6765242.5,-368.8468018
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,390.99987793,,,,17.5,0.9267126322,0.5879363418,,,,,,,,37.495079041,,,390.99987793,528322.9375,6765242.5,-368.9988098
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,391.15187793,,,,17.5,0.9336701632,0.5906781554,,,,,,,,36.017215729,,,391.15188599,528322.9375,6765242.5,-369.1508179
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,391.30387793,,,,17.5,0.9396542311,0.6109574437,,,,,,,,33.387237549,,,391.30386353,528322.9375,6765242.5,-369.3027954
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,391.45587793,,,,17.5,0.9419999719,0.6203244925,,,,,,,,32.563400269,,,391.45587158,528322.9375,6765242.5,-369.4547729
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,391.60787793,,,,17.5,0.875369072,0.553049624,,,,,,,,33.633739471,,,391.60787964,528322.9375,6765242.5,-369.606781
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,391.75987793,,,,17.5,0.8074866533,0.4844866693,,,,,,,,34.551544189,,,391.7598877,528322.9375,6765242.5,-369.7587891
Force_2020_all_wells_train_test_blind_hidden_final/35_11-10.las,35/11-10,391.91187793,,,,17.5,0.7409148216,0.4172604084,,,,,,,,35.457817078,,,391.91186523,528322.9375,6765242.5,-369.9107666
