source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,DCAL,MUDWEIGHT,ROP,RDEP,RSHA,RMED,SP,DTS,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,121.9015993,,,,36.0,,,,,,,,,,,,66.325996399,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,122.0535993,,,,36.0,,,,,,,,,,,,71.141891479,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,122.2055993,,,,36.0,,,,,,,,,,,,68.141174316,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,122.3575993,,,,36.0,,,,,,,,,,,,63.03453064,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,122.5095993,,,,36.0,,,,,,,,,,,,59.326839447,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,122.6615993,,,,36.0,,,,,,,,,,,,62.235553741,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,122.8135993,,,,36.0,,,,,,,,,,,,63.917476654,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,122.9655993,,,,36.0,,,,,,,,,,,,59.998508453,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,123.1175993,,,,36.0,,,,,,,,,,,,66.362304688,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,123.2695993,,,,36.0,,,,,,,,,,,,66.164962769,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,123.4215993,,,,36.0,,,,,,,,,,,,64.433746338,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,123.5735993,,,,36.0,,,,,,,,,,,,63.910400391,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,123.7255993,,,,36.0,,,,,,,,,,,,65.858528137,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,123.8775993,,,,36.0,,,,,,,,,,,,64.684043884,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,124.0295993,,,,36.0,,,,,,,,,,,,63.065387726,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,124.1815993,,,,36.0,,,,,,,,,,,,64.617019653,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,124.3335993,,,,36.0,,,,,,,,,,,,67.670593262,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,124.4855993,,,,36.0,,,,,,,,,,,,67.947967529,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,124.6375993,,,,36.0,,,,,,,,,,,,67.777069092,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,124.7895993,,,,36.0,,,,,,,,,,,,65.907043457,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,124.9415993,,,,36.0,,,,,,,,,,,,66.815505981,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,125.0935993,,,,36.0,,,,,,,,,,,,70.966529846,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,125.2455993,,,,36.0,,,,,,,,,,,,68.257324219,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,125.3975993,,,,36.0,,,,,,,,,,,,67.045059204,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,125.5495993,,,,36.0,,,,,,,,,,,,67.39150238,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,125.7015993,,,,36.0,,,,,,,,,,,,64.868637085,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,125.8535993,,,,36.0,,,,,,,,,,,,62.96818924,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,126.0055993,,,,36.0,,,,,,,,,,,,65.247344971,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,126.1575993,,,,36.0,,,,,,,,,,,,67.964126587,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,126.3095993,,,,36.0,,,,,,,,,,,,71.799278259,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,126.4615993,,,,36.0,,,,,,,,,,,,75.883903503,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,126.6135993,,,,36.0,,,,,,,,,,,,72.426475525,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,126.7655993,,,,36.0,,,,,,,,,,,,72.218429565,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,126.9175993,,,,36.0,,,,,,,,,,,,67.126792908,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,127.0695993,,,,36.0,,,,,,,,,,,,65.910736084,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,127.2215993,,,,36.0,,,,,,,,,,,,68.943519592,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,127.3735993,,,,36.0,,,,,,,,,,,,68.787528992,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,127.5255993,,,,36.0,,,,,,,,,,,,70.826423645,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,127.6775993,,,,36.0,,,,,,,,,,,,71.594512939,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,127.8295993,,,,36.0,,,,,,,,,,,,73.58795929,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,127.9815993,,,,36.0,,,,,,,,,,,,73.460739136,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,128.1335993,,,,36.0,,,,,,,,,,,,71.409881592,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,128.2855993,,,,36.0,,,,,,,,,,,,71.697845459,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,128.4375993,,,,36.0,,,,,,,,,,,,74.858940125,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,128.5895993,,,,36.0,,,,,,,,,,,,74.355361938,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,128.7415993,,,,36.0,,,,,,,,,,,,75.015945435,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,128.8935993,,,,36.0,,,,,,,,,,,,75.681495667,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,129.0455993,,,,36.0,,,,,,,,,,,,74.219841003,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,129.1975993,,,,36.0,,,,,,,,,,,,74.981155396,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,129.3495993,,,,36.0,,,,,,,,,,,,73.159172058,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,129.5015993,,,,36.0,,,,,,,,,,,,74.654190063,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,129.6535993,,,,36.0,,,,,,,,,,,,74.219573975,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,129.8055993,,,,36.0,,,,,,,,,,,,73.507530212,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,129.9575993,,,,36.0,,,,,,,,,,,,73.366989136,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,130.1095993,,,,36.0,,,,,,,,,,,,74.961212158,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,130.2615993,,,,36.0,,,,,,,,,,,,74.447761536,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,130.4135993,,,,36.0,,,,,,,,,,,,73.517204285,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,130.5655993,,,,36.0,,,,,,,,,,,,74.952583313,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,130.7175993,,,,36.0,,,,,,,,,,,,73.807929993,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,130.8695993,,,,36.0,,,,,,,,,,,,68.678665161,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,131.0215993,,,,36.0,,,,,,,,,,,,65.379493713,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,131.1735993,,,,36.0,,,,,,,,,,,,66.870750427,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,131.3255993,,,,36.0,,,,,,,,,,,,67.760627747,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,131.4775993,,,,36.0,,,,,,,,,,,,68.351974487,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,131.6295993,,,,36.0,,,,,,,,,,,,68.953804016,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,131.7815993,,,,36.0,,,,,,,,,,,,68.967880249,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,131.9335993,,,,36.0,,,,,,,,,,,,68.773147583,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,132.0855993,,,,36.0,,,,,,,,,,,,67.88760376,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,132.2375993,,,,36.0,,,,,,,,,,,,66.996261597,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,132.3895993,,,,36.0,,,,,,,,,,,,67.313293457,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,132.5415993,,,,36.0,,,,,,,,,,,,69.046478271,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,132.6935993,,,,36.0,,,,,,,,,,,,72.820907593,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,132.8455993,,,,36.0,,,,,,,,,,,,73.183235168,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,132.9975993,,,,36.0,,,,,,,,,,,,73.606277466,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,133.1495993,,,,36.0,,,,,,,,,,,,73.575889587,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,133.3015993,,,,36.0,,,,,,,,,,,,75.093612671,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,133.4535993,,,,36.0,,,,,,,,,,,,75.453865051,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,133.6055993,,,,36.0,,,,,,,,,,,,74.553352356,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,133.7575993,,,,36.0,,,,,,,,,,,,74.305496216,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,133.9095993,,,,36.0,,,,,,,,,,,,75.170524597,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,134.0615993,,,,36.0,,,,,,,,,,,,72.982536316,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,134.2135993,,,,36.0,,,,,,,,,,,,71.001907349,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,134.3655993,,,,36.0,,,,,,,,,,,,71.661346436,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,134.5175993,,,,36.0,,,,,,,,,,,,70.908279419,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,134.6695993,,,,36.0,,,,,,,,,,,,70.810722351,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,134.8215993,,,,36.0,,,,,,,,,,,,69.834136963,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,134.9735993,,,,36.0,,,,,,,,,,,,70.395683289,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,135.1255993,,,,36.0,,,,,,,,,,,,71.780067444,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,135.2775993,,,,36.0,,,,,,,,,,,,73.200752258,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,135.4295993,,,,36.0,,,,,,,,,,,,73.977989197,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,135.5815993,,,,36.0,,,,,,,,,,,,70.615997314,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,135.7335993,,,,36.0,,,,,,,,,,,,65.481285095,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,135.8855993,,,,36.0,,,,,,,,,,,,65.433578491,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,136.0375993,,,,36.0,,,,,,,,,,,,66.880645752,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,136.1895993,,,,36.0,,,,,,,,,,,,68.160835266,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,136.3415993,,,,36.0,,,,,,,,,,,,70.394264221,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,136.4935993,,,,36.0,,,,,,,,,,,,72.08052063,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,136.6455993,,,,36.0,,,,,,,,,,,,72.844978333,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,136.7975993,,,,36.0,,,,,,,,,,,,73.364929199,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,136.9495993,,,,36.0,,,,,,,,,,,,73.522399902,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,137.1015993,,,,36.0,,,,,,,,,,,,72.976486206,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,137.2535993,,,,36.0,,,,,,,,,,,,71.249725342,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,137.4055993,,,,36.0,,,,,,,,,,,,69.098609924,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,137.5575993,,,,36.0,,,,,,,,,,,,70.823532104,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,137.7095993,,,,36.0,,,,,,,,,,,,72.460510254,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,137.8615993,,,,36.0,,,,,,,,,,,,73.956085205,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,138.0135993,,,,36.0,,,,,,,,,,,,72.099563599,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,138.1655993,,,,36.0,,,,,,,,,,,,71.266395569,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,138.3175993,,,,36.0,,,,,,,,,,,,70.507789612,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,138.4695993,,,,36.0,,,,,,,,,,,,68.490203857,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,138.6215993,,,,36.0,,,,,,,,,,,,68.444564819,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,138.7735993,,,,36.0,,,,,,,,,,,,68.98474884,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,138.9255993,,,,36.0,,,,,,,,,,,,68.251670837,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,139.0775993,,,,36.0,,,,,,,,,,,,66.237136841,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,139.2295993,,,,36.0,,,,,,,,,,,,63.806739807,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,139.3815993,,,,36.0,,,,,,,,,,,,61.016010284,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,139.5335993,,,,36.0,,,,,,,,,,,,60.143951416,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,139.6855993,,,,36.0,,,,,,,,,,,,60.46849823,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,139.8375993,,,,36.0,,,,,,,,,,,,59.750095367,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,139.9895993,,,,36.0,,,,,,,,,,,,60.322422028,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,140.1415993,,,,36.0,,,,,,,,,,,,62.184383392,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-3.las,16/10-3 Tyr Central,140.2935993,,,,36.0,,,,,,,,,,,,63.66985321,,,,,,
