source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,ROPA,ROP,RDEP,RSHA,RMED,DTS,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,199.5364,,,,17.5,,,1.0455821753,1.427726984,1.9020391703,,,,,8.4075727463,,,199.53640747,444904.03125,6421723.0,-155.5360107
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,199.6884,,,,17.5,,,1.0439608097,1.4698586464,1.7684494257,,,,,8.7139425278,,,199.68840027,444904.03125,6421723.0,-155.6880035
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,199.8404,,,,17.5,,,1.0315999985,1.4928913116,1.7613945007,,,,,8.8319721222,,,199.84039307,444904.03125,6421723.0,-155.8399963
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,199.9924,,,,17.5,,,1.0273365974,1.4685844183,1.7951048613,,,,,9.6811990738,,,199.99240112,444904.03125,6421723.0,-155.9920044
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,200.1444,,,,17.5,,,1.0439596176,1.4654846191,1.7675967216,,,,,9.0210666656,,,200.14439392,444904.03125,6421723.0,-156.1439972
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,200.2964,,,,17.5,,,1.0585278273,1.4824016094,1.8355628252,,,,,9.8766679764,,,200.29640198,444904.03125,6421723.0,-156.2960052
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,200.4484,,,,17.5,,,1.0526815653,1.4686346054,1.8235514164,,,,,10.06540966,,,200.44839478,444904.03125,6421723.0,-156.4479828
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,200.6004,,,,17.5,,,1.0239312649,1.3629139662,1.6651753187,,,,,8.1018314362,,,200.60040283,444904.03125,6421723.0,-156.5999908
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,200.7524,,,,17.5,,,0.9989737272,1.313700676,1.5880644321,,,,,7.9599704742,,,200.75239563,444904.03125,6421723.0,-156.7519836
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,200.9044,,,,17.5,,,0.9888689518,1.2774859667,1.4663112164,,,,,8.6391096115,,,200.90440369,444904.03125,6421723.0,-156.9039917
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,201.0564,,,,17.5,,,0.9932320118,1.293227911,1.5516246557,,,,,8.663435936,,,201.05639648,444904.03125,6421723.0,-157.0559845
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,201.2084,,,,17.5,,,1.0580301285,1.5133945942,1.8080178499,,,,,9.6115722656,,,201.20840454,444904.03125,6421723.0,-157.2079773
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,201.3604,,,,17.5,,,1.0728242397,1.5920627117,1.8446542025,,,,,10.499376297,,,201.36039734,444904.03125,6421723.0,-157.3599701
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,201.5124,,,,17.5,,,1.0764130354,1.7259646654,1.8798286915,,,,,8.7479877472,,,201.5124054,444904.03125,6421723.0,-157.5119781
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,201.6644,,,,17.5,,,1.0879381895,1.8732624054,1.8928695917,,,,,9.2699537277,,,201.66439819,444904.03125,6421723.0,-157.6639709
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,201.8164,,,,17.5,,,1.0864572525,1.902597785,1.9224752188,,,,,10.536867142,,,201.81640625,444904.03125,6421723.0,-157.815979
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,201.9684,,,,17.5,,,1.0841567516,1.8878794909,1.9691343307,,,,,11.168656349,,,201.96839905,444904.03125,6421723.0,-157.9679565
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,202.1204,,,,17.5,,,1.0833495855,1.8926466703,1.9669179916,,,,,10.806827545,,,202.1204071,444904.03125,6421723.0,-158.1199646
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,202.2724,,,,17.5,,,1.0404024124,1.7309602499,2.0183846951,,,,,10.028411865,,,202.2723999,444904.03125,6421723.0,-158.2719574
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,202.4244,,,,17.5,,,1.0770993233,1.9498263597,1.8622872829,,,,,9.4562158585,,,202.4243927,444904.03125,6421723.0,-158.4239502
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,202.5764,,,,17.5,,,1.0752407312,1.7655689716,1.8659598827,,,,,9.5061302185,,,202.57640076,444904.03125,6421723.0,-158.5759583
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,202.7284,,,,17.5,,,1.0743407011,1.6327263117,1.8085149527,,,,,9.780591011,,,202.72839355,444904.03125,6421723.0,-158.727951
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,202.8804,,,,17.5,,,1.0325267315,1.1030824184,1.7905664444,,,,,8.6164102554,,,202.88040161,444904.03125,6421723.0,-158.8799438
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,203.0324,,,,17.5,,,0.9674086571,1.0049872398,1.6613366604,,,,,8.9810323715,,,203.03239441,444904.03125,6421723.0,-159.0319366
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,203.1844,,,,17.5,,,0.8187901974,0.4789624512,0.9336026907,,,,,7.7834181786,,,203.18440247,444904.03125,6421723.0,-159.1839447
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,203.3364,,,,17.5,,,0.6226127148,0.3912082314,0.540358305,,,,,7.5119357109,,,203.33639526,444904.03125,6421723.0,-159.3359375
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,203.4884,,,,17.5,,,0.6081845164,0.409958005,0.4588900506,,,,,6.95789814,,,203.48840332,444904.03125,6421723.0,-159.4879456
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,203.6404,,,,17.5,,,0.5929796696,0.3919845521,0.4221079051,,,,,6.4734501839,,,203.64039612,444904.03125,6421723.0,-159.6399231
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,203.7924,,,,17.5,,,0.5564602613,0.3135485649,0.4492185712,,,,,5.397690773,,,203.79240417,444904.03125,6421723.0,-159.7919312
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,203.9444,,,,17.5,,,0.570912838,0.3263751566,0.4671425223,,,,,5.1834182739,,,203.94439697,444904.03125,6421723.0,-159.943924
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,204.0964,,,,17.5,,,0.5999407172,0.3560092449,0.4938611686,,,,,4.7891907692,,,204.09640503,444904.03125,6421723.0,-160.095932
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,204.2484,,,,17.5,,,0.606312573,0.3556304574,0.5059915781,,,,,4.109992981,,,204.24839783,444904.03125,6421723.0,-160.2479248
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,204.4004,,,,17.5,,,0.6169329286,0.333755374,0.468659848,,,,,2.7647972107,,,204.40040588,444904.03125,6421723.0,-160.3999176
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,204.5524,,,,17.5,,,0.5951334834,0.3118483424,0.469311744,,,,,2.7007644176,,,204.55239868,444904.03125,6421723.0,-160.5519104
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,204.7044,,,,17.5,,,0.5272764564,0.2805647552,0.4001231492,,,,,3.3240666389,,,204.70440674,444904.03125,6421723.0,-160.7039185
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,204.8564,,,,17.5,,,0.5165953636,0.2614556253,0.3844742179,,,,,4.6503224373,,,204.85639954,444904.03125,6421723.0,-160.8559113
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,205.0084,,,,17.5,,,0.5676507354,0.2987044156,0.3982841969,,,,,5.4532051086,,,205.00840759,444904.03125,6421723.0,-161.0079193
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,205.1604,,,,17.5,,,0.6203734279,0.3643258214,0.4295800924,,,,,7.4116206169,,,205.16040039,444904.03125,6421723.0,-161.1599121
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,205.3124,,,,17.5,,,0.6711989045,0.400680393,0.4815074503,,,,,7.5346240997,,,205.31239319,444904.03125,6421723.0,-161.3119049
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,205.4644,,,,17.5,,,0.7046141624,0.4358969927,0.5358926654,,,,,6.8398303986,,,205.46440125,444904.03125,6421723.0,-161.4638977
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,205.6164,,,,10.875540733,,,0.7241511941,0.4654340148,0.5755661726,,,,,5.996796608,,,205.61639404,444904.0625,6421723.0,-161.6158905
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,205.7684,,,,9.875,,,0.7534365058,0.5330334902,0.7111983895,,,,,6.5233540535,,,205.7684021,444904.0625,6421723.0,-161.7678986
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,205.9204,,,,9.875,,13.730091095,0.8537138104,0.676923871,0.8333859444,,,,,7.0347933769,,,205.9203949,444904.0625,6421723.0,-161.9198914
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,206.0724,,,,9.875,,21.481220245,0.9394949675,0.8584882617,0.8857444525,,,,,9.6696548462,,,206.07240295,444904.0625,6421723.0,-162.0718842
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,206.2244,,,,9.875,,28.907621384,0.9684942961,0.9348655343,0.9588015676,,,,,14.205467224,,,206.22439575,444904.0625,6421723.0,-162.223877
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,206.3764,,,,9.875,,39.309242249,1.0214526653,0.9963328838,1.0480164289,,,,,18.863862991,,,206.37640381,444904.0625,6421723.0,-162.375885
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,206.5284,,,,9.875,,41.34185791,1.0827878714,1.1148291826,1.2232758999,,,,,18.579378128,,,206.52839661,444904.0625,6421723.0,-162.5278778
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,206.6804,,,,9.875,,42.110057831,1.1751531363,1.3428958654,1.4698351622,,,,,15.376426697,,,206.68040466,444904.0625,6421723.0,-162.6798859
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,206.8324,,,,9.875,,43.66967392,1.247361064,1.4163221121,1.4981272221,,,,,13.856410027,,,206.83239746,444904.0625,6421723.0,-162.8318634
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,206.9844,,,,9.875,,45.495388031,1.2478960752,1.2720384598,1.3748501539,,,,,15.154800415,,,206.98440552,444904.0625,6421723.0,-162.9838715
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,207.1364,,,,9.875,,43.860305786,1.2296708822,1.1727856398,1.4272475243,,,,,17.79283905,,,207.13639832,444904.0625,6421723.0,-163.1358643
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,207.2884,,,,9.875,,41.26889801,1.3524959087,1.6069645882,1.5324095488,,,,,27.579582214,,,207.28840637,444904.0625,6421723.0,-163.2878723
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,207.4404,,,,9.875,,40.778594971,1.4628163576,1.7900024652,1.986656189,,,,,32.315963745,,,207.44039917,444904.0625,6421723.0,-163.4398651
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,207.5924,,,,9.875,,40.685791016,1.5594748259,1.6172002554,1.7989238501,,,,,39.524784088,,,207.59240723,444904.0625,6421723.0,-163.5918732
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,207.7444,,,,9.875,,43.952056885,1.5661479235,1.8109115362,1.9756963253,,,,,38.237377167,,,207.74440002,444904.0625,6421723.0,-163.7438507
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,207.8964,,,,9.875,,48.943901062,1.4230630398,1.409108758,1.6205666065,,,,,29.546794891,,,207.89639282,444904.0625,6421723.0,-163.8958435
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,208.0484,,,,9.875,,58.015472412,1.274366498,1.0381788015,1.2124010324,,,,,21.743467331,,,208.04840088,444904.0625,6421723.0,-164.0478516
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,208.2004,,,,9.875,,62.553623199,1.2155930996,0.9486478567,1.0736544132,,,,,18.279851913,,,208.20039368,444904.0625,6421723.0,-164.1998444
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,208.3524,,,,9.875,,68.567489624,1.2147253752,0.9684514999,1.0903910398,,,,,18.153686523,,,208.35240173,444904.0625,6421723.0,-164.3518524
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,208.5044,,,,9.875,,71.768478394,1.210203886,0.9647826552,1.1091740131,,,,,18.121925354,,,208.50439453,444904.0625,6421723.0,-164.5038452
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,208.6564,,,,9.875,,72.629348755,1.2111039162,0.9664548039,1.109596014,,,,,16.566474915,,,208.65640259,444904.0625,6421723.0,-164.655838
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,208.8084,,,,9.875,,72.889427185,1.2178647518,0.9682763219,1.1404238939,,,,,16.183361053,,,208.80839539,444904.0625,6421723.0,-164.8078308
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,208.9604,,,,9.875,,65.974952698,1.2236790657,0.9671213627,1.1598453522,,,,,17.914251328,,,208.96040344,444904.0625,6421723.0,-164.9598389
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,209.1124,,,,9.875,,61.321056366,1.2011762857,0.9714885354,1.1632659435,,,,,19.172878265,,,209.11239624,444904.0625,6421723.0,-165.1118317
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,209.2644,,,,9.875,,47.775279999,1.2221088409,0.9654289484,1.1693624258,,,,,19.962242126,,,209.2644043,444904.0625,6421723.0,-165.2638245
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,209.4164,,,,9.875,,38.658031464,1.2175780535,0.9710080624,1.1500804424,,,,,20.708520889,,,209.41639709,444904.0625,6421723.0,-165.4158173
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,209.5684,,,,9.875,,28.908494949,1.208575964,0.9274112582,1.1104180813,,,,,18.681261063,,,209.56840515,444904.0625,6421723.0,-165.5678253
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,209.7204,,,,9.875,,22.673202515,1.1972659826,0.9219244719,1.1128106117,,,,,16.652746201,,,209.72039795,444904.0625,6421723.0,-165.7198181
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,209.8724,,,,9.875,,21.352209091,1.1706254482,0.864076972,1.0699546337,,,,,16.997777939,,,209.87240601,444904.0625,6421723.0,-165.8718262
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,210.0244,,,,9.875,,21.141622543,1.151560545,0.8146407008,1.0199986696,,,,,17.05560112,,,210.0243988,444904.0625,6421723.0,-166.023819
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,210.1764,,,,9.875,,20.767511368,1.1394312382,0.7572741508,0.9870114923,,,,,17.326005936,,,210.17640686,444904.0625,6421723.0,-166.1758118
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,210.3284,,,,9.875,,20.482959747,1.145839572,0.7158192992,1.0189288855,,,,,16.472219467,,,210.32839966,444904.0625,6421723.0,-166.3278046
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,210.4804,,,,9.875,,20.20946312,1.0854246616,0.6250011921,0.9906716347,,,,,15.350362778,,,210.48039246,444904.0625,6421723.0,-166.4797974
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,210.6324,,,,9.875,,20.012180328,1.0357422829,0.6039206386,0.8792073727,,,,,14.285027504,,,210.63240051,444904.0625,6421723.0,-166.6318054
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,210.7844,,,,9.875,,19.942529678,0.9787572622,0.5566911101,0.7069598436,,,,,12.708170891,,,210.78439331,444904.0625,6421723.0,-166.7837982
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,210.9364,,,,9.875,,19.91270256,0.9390177131,0.5160853863,0.7132038474,,,,,12.083679199,,,210.93640137,444904.0625,6421723.0,-166.935791
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,211.0884,,,,9.875,,19.850719452,0.9538011551,0.4918839037,0.7359921336,,,,,13.423395157,,,211.08839417,444904.0625,6421723.0,-167.0877838
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,211.2404,,,,9.875,,20.036960602,0.9859208465,0.4562315643,0.8721289039,,,,,13.006230354,,,211.24040222,444904.0625,6421723.0,-167.2397919
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,211.3924,,,,9.875,,20.424968719,0.9858863354,0.4844760895,0.8007022142,,,,,13.582959175,,,211.39239502,444904.0625,6421723.0,-167.3917847
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,211.5444,,,,9.875,,21.171800613,0.9876623154,0.5153217912,0.8368427157,,,,,13.608342171,,,211.54440308,444904.0625,6421723.0,-167.5437927
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,211.6964,,,,9.875,,21.686979294,0.9116753936,0.4740180671,0.7497633696,,,,,13.422351837,,,211.69639587,444904.09375,6421723.0,-167.6957855
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,211.8484,,,,9.875,,22.366266251,0.8288840652,0.3618157506,0.7156149149,,,,,13.020177841,,,211.84840393,444904.09375,6421723.0,-167.8477783
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,212.0004,,,,9.875,,22.782987595,0.8313375711,0.3984126449,0.7487028837,,,,,12.252263069,,,212.00039673,444904.09375,6421723.0,-167.9997711
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,212.1524,,,,9.875,,23.324901581,0.8489616513,0.4165492952,0.6588308215,,,,,12.604049683,,,212.15240479,444904.09375,6421723.0,-168.1517792
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,212.3044,,,,9.875,,23.708713531,0.850767374,0.4136166871,0.7023346424,,,,,12.286077499,,,212.30439758,444904.09375,6421723.0,-168.303772
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,212.4564,,,,9.875,,24.216552734,0.8420928121,0.3860511482,0.7550495863,,,,,12.71387291,,,212.45640564,444904.09375,6421723.0,-168.45578
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,212.6084,,,,9.875,,24.531349182,0.8619172573,0.3815884888,0.6351060867,,,,,12.835765839,,,212.60839844,444904.09375,6421723.0,-168.6077576
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,212.7604,,,,9.875,,24.845966339,0.8322274089,0.5004341602,0.7650666833,,,,,12.319745064,,,212.76040649,444904.09375,6421723.0,-168.7597656
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,212.9124,,,,9.875,,24.978191376,0.8229168653,0.5272039175,0.6481830478,,,,,11.751064301,,,212.91239929,444904.09375,6421723.0,-168.9117584
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,213.0644,,,,9.875,,25.039564133,0.8154394627,0.5640519857,0.6331672668,,,,,11.718420982,,,213.06440735,444904.09375,6421723.0,-169.0637665
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,213.2164,,,,9.875,,25.055627823,0.8229474425,0.4774034321,0.8309670091,,,,,11.93633461,,,213.21640015,444904.09375,6421723.0,-169.2157593
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,213.3684,,,,9.875,,25.055452347,0.7876753211,0.5633980632,0.7006970644,,,,,14.796413422,,,213.36839294,444904.09375,6421723.0,-169.3677521
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,213.5204,,,,9.875,,25.01490593,0.7782133222,0.5753265023,0.7959667444,,,,,15.290305138,,,213.520401,444904.09375,6421723.0,-169.5197449
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,213.6724,,,,9.875,,24.952598572,0.7614388466,0.6465656757,0.6926118135,,,,,14.446793556,,,213.6723938,444904.09375,6421723.0,-169.6717377
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,213.8244,,,,9.875,,24.96342659,0.7543091774,0.5196006298,0.6777048111,,,,,14.026452065,,,213.82440186,444904.09375,6421723.0,-169.8237457
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,213.9764,,,,9.875,,25.00966835,0.7588361502,0.5241475701,0.6279650331,,,,,15.048797607,,,213.97639465,444904.09375,6421723.0,-169.9757385
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,214.1284,,,,9.875,,24.996709824,0.7397393584,0.5255904794,0.6248042583,,,,,15.341112137,,,214.12840271,444904.09375,6421723.0,-170.1277313
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,214.2804,,,,9.875,,24.951189041,0.739251554,0.4541583359,0.6305232644,,,,,15.711447716,,,214.28039551,444904.09375,6421723.0,-170.2797241
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,214.4324,,,,9.875,,24.868541718,0.7059432864,0.5048646927,0.6235244274,,,,,16.00201416,,,214.43240356,444904.09375,6421723.0,-170.4317322
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,214.5844,,,,9.875,,24.817241669,0.7013087869,0.4601422548,0.5579501987,,,,,14.72432518,,,214.58439636,444904.09375,6421723.0,-170.583725
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,214.7364,,,,9.875,,24.653465271,0.6900494099,0.4118774235,0.5535120964,,,,,14.121368408,,,214.73640442,444904.09375,6421723.0,-170.735733
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,214.8884,,,,9.875,,24.532436371,0.6907032132,0.4160930216,0.5509447455,,,,,14.875494957,,,214.88839722,444904.09375,6421723.0,-170.8877258
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,215.0404,,,,9.875,,24.531980515,0.690464139,0.4643197656,0.5423757434,,,,,14.903951645,,,215.04040527,444904.09375,6421723.0,-171.0397186
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,215.1924,,,,9.875,,24.551506042,0.6922950745,0.4628447294,0.5562457442,,,,,14.551498413,,,215.19239807,444904.09375,6421723.0,-171.1917114
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,215.3444,,,,9.875,,24.475919724,0.7166563272,0.4781469107,0.6209664345,,,,,15.370977402,,,215.34440613,444904.09375,6421723.0,-171.3437195
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,215.4964,,,,9.875,,24.406642914,0.7457687855,0.4714445174,0.6594138145,,,,,15.735421181,,,215.49639893,444904.09375,6421723.0,-171.4957123
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,215.6484,,,,9.875,,24.068531036,0.7640464902,0.514836669,0.6431117058,,,,,15.980877876,,,215.64840698,444904.09375,6421723.0,-171.6477203
Force_2020_all_wells_train_test_blind_hidden_final/7_1-2 S.las,7/1-2 S,215.8004,,,,9.875,,23.773790359,0.7802491784,0.553838253,0.6643047929,,,,,16.312782288,,,215.80039978,444904.09375,6421723.0,-171.7996979
