source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,DCAL,ROPA,ROP,RDEP,RSHA,RMED,DTS,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,180.62838733,,,,12.250000954,,11.839756012,43.044101715,,,,,,,,72.192237854,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,180.78038733,,,,12.250000954,,13.005587578,25.518154144,,,,,,,,77.179779053,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,180.93238733,,,,12.250000954,,14.171420097,48.975212097,,,,,,,,83.616043091,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,181.08438733,,,,12.250000954,,14.665880203,49.923877716,,,,,,,,88.631965637,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,181.23638733,,,,12.250000954,,14.734952927,60.654342651,,,,,,,,90.890846252,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,181.38838733,,,,12.250000954,,14.76378727,147.3573761,,,,,,,,91.898902893,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,181.54038733,,,,12.250000954,,14.792700768,216.14826965,1.8076857328,6.1837506294,3.0180881023,,,,,94.83731842,,,181.54039001,448698.9375,6429296.5,-138.3399048
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,181.69238733,,,,12.250000954,,14.82153511,75.705215454,2.0800132751,5.3120551109,2.8263380527,,,,,97.345550537,,,181.69238281,448698.9375,6429296.5,-138.4918976
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,181.84438733,,,,12.250000954,,14.850448608,57.675796509,2.2159273624,3.390650034,2.2305519581,,,,,95.300842285,,,181.84439087,448698.9375,6429296.5,-138.6439056
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,181.99638733,,,,12.250000954,,14.802126884,46.27809906,2.8163626194,4.075984478,2.7405126095,,,,,92.790603638,,,181.99638367,448698.9375,6429296.5,-138.7958984
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,182.14838733,,,,12.250000954,,14.005958557,55.43711853,3.3201301098,12.330825806,3.7311053276,,,,,93.766181946,,,182.14839172,448698.9375,6429296.5,-138.9479065
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,182.30038733,,,,12.250000954,,13.110702515,61.698429108,1.716624856,3.3903408051,1.842371583,,,,,96.576721191,,,182.30038452,448698.9375,6429296.5,-139.0998993
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,182.45238733,,,,12.250000954,,12.215457916,42.376399994,1.231415391,1.0828933716,1.1647199392,,,,,99.11075592,,,182.45239258,448698.9375,6429296.5,-139.2519073
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,182.60438733,,,,12.250000954,,11.320127487,42.050556183,1.9152948856,1.2161388397,1.9832533598,,,,,99.479690552,,,182.60438538,448698.9375,6429296.5,-139.4039001
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,182.75638733,,,,12.250000954,,10.424870491,41.038433075,2.558930397,1.6779830456,2.5104198456,,,,,96.269325256,,,182.75639343,448698.9375,6429296.5,-139.5559082
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,182.90838733,,,,12.250000954,,9.5295391083,39.180130005,2.523706913,1.8971220255,2.5602931976,,,,,92.105377197,,,182.90838623,448698.9375,6429296.5,-139.707901
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,183.06038733,,,,12.250000954,,8.7675094604,36.275131226,2.5385127068,2.2342879772,2.5769195557,,,,,91.261283875,,,183.06039429,448698.9375,6429296.5,-139.8599091
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,183.21238733,,,,12.250000954,,8.1425418854,35.593387604,2.8672018051,2.4531261921,2.6905894279,,,,,94.641578674,,,183.21238708,448698.9375,6429296.5,-140.0119019
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,183.36438733,,,,12.250000954,,7.5360379219,34.036010742,2.6002254486,2.0856983662,2.4052751064,,,,,98.938674927,,,183.36437988,448698.9375,6429296.5,-140.1638947
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,183.51638733,,,,12.250000954,,6.9296197891,36.776405334,2.1818068027,1.6333307028,2.0110685825,,,,,98.889854431,,,183.51638794,448698.9375,6429296.5,-140.3158875
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,183.66838733,,,,12.250000954,,6.3231301308,22.729795456,2.4866197109,1.9903891087,2.3681387901,,,,,96.603340149,,,183.66838074,448698.9375,6429296.5,-140.4678802
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,183.82038733,,,,12.250000954,,5.7166261673,19.651845932,2.8723552227,2.5179066658,2.7726299763,,,,,98.725959778,,,183.82038879,448698.9375,6429296.5,-140.6198883
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,183.97238733,,,,12.250000954,,5.1101222038,22.65080452,2.8112621307,2.3000836372,2.7181093693,,,,,100.83248901,,,183.97238159,448698.9375,6429296.5,-140.7718811
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,184.12438733,,,,12.250000954,,6.1371216774,22.528684616,2.6504051685,2.1724848747,2.5837116241,,,,,98.854354858,,,184.12438965,448698.9375,6429296.5,-140.9238892
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,184.27638733,,,,12.250000954,,7.5068998337,21.36954689,2.6353304386,2.3283996582,2.5808281898,,,,,97.43245697,,,184.27638245,448698.9375,6429296.5,-141.075882
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,184.42838733,,,,12.250000954,,8.8854885101,21.222736359,2.5908551216,2.3345680237,2.5136508942,,,,,97.536376953,,,184.4283905,448698.9375,6429296.5,-141.22789
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,184.58038733,,,,12.250000954,,10.264143944,21.172567368,2.4367403984,2.2026920319,2.4004020691,,,,,97.103225708,,,184.5803833,448698.9375,6429296.5,-141.3798828
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,184.73238733,,,,12.250000954,,11.64281559,21.262458801,2.4007384777,2.1773324013,2.3749911785,,,,,95.113716125,,,184.73239136,448698.9375,6429296.5,-141.5318909
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,184.88438733,,,,12.250000954,,13.021404266,21.397928238,2.3927104473,2.1532382965,2.3582415581,,,,,94.243659973,,,184.88438416,448698.9375,6429296.5,-141.6838837
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,185.03638733,,,,12.250000954,,13.965831757,21.638149261,2.3990302086,2.1420140266,2.3356928825,,,,,96.099601746,,,185.03639221,448698.9375,6429296.5,-141.8358765
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,185.18838733,,,,12.250000954,,14.198127747,37.355808258,2.4219288826,2.1717841625,2.3865933418,,,,,98.716911316,,,185.18838501,448698.9375,6429296.5,-141.9878693
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,185.34038733,,,,12.250000954,,14.301473618,41.457290649,2.4008543491,2.1570394039,2.3615119457,,,,,98.592582703,,,185.34039307,448698.9375,6429296.5,-142.1398773
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,185.49238733,,,,12.250000954,,14.404801369,42.392848969,2.3793811798,2.1225159168,2.3164870739,,,,,96.209480286,,,185.49238586,448698.9375,6429296.5,-142.2918701
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,185.64438733,,,,12.250000954,,14.508211136,43.492507935,2.3651731014,2.1097769737,2.3024225235,,,,,97.25995636,,,185.64439392,448698.9375,6429296.5,-142.4438782
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,185.79638733,,,,12.250000954,,14.611557007,46.81602478,2.3840205669,2.1284780502,2.3247692585,,,,,99.283706665,,,185.79638672,448698.9375,6429296.5,-142.5958557
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,185.94838733,,,,12.250000954,,14.714884758,47.445648193,2.3762702942,2.1139616966,2.3228588104,,,,,98.649597168,,,185.94839478,448698.9375,6429296.5,-142.7478638
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,186.10038733,,,,12.250000954,,14.727145195,48.198936462,2.3659391403,2.10424757,2.306845665,,,,,97.766693115,,,186.10038757,448698.9375,6429296.5,-142.8998566
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,186.25238733,,,,12.250000954,,14.702058792,48.957256317,2.3759205341,2.1287853718,2.32289958,,,,,97.493751526,,,186.25238037,448698.9375,6429296.5,-143.0518494
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,186.40438733,,,,12.250000954,,14.673134804,49.36492157,2.4158446789,2.1335301399,2.3522362709,,,,,96.136253357,,,186.40438843,448698.9375,6429296.5,-143.2038574
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,186.55638733,,,,12.250000954,,14.644291878,49.473320007,2.4426288605,2.1948783398,2.3964278698,,,,,94.322929382,,,186.55638123,448698.9375,6429296.5,-143.3558502
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,186.70838733,,,,12.250000954,,14.615386963,49.363811493,2.4146618843,2.1521277428,2.3610548973,,,,,93.848197937,,,186.70838928,448698.9375,6429296.5,-143.507843
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,186.86038733,,,,12.250000954,,14.586543083,49.561153412,2.3744490147,2.077227354,2.32117939,,,,,95.102996826,,,186.86038208,448698.9375,6429296.5,-143.6598358
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,187.01238733,,,,12.250000954,,14.558355331,49.327583313,2.328368187,2.0914025307,2.3026874065,,,,,98.97782135,,,187.01239014,448698.9375,6429296.5,-143.8118439
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,187.16438733,,,,12.250000954,,14.532072067,49.398166656,2.2643082142,2.0513658524,2.2470142841,,,,,102.35375214,,,187.16438293,448698.9375,6429296.5,-143.9638367
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,187.31638733,,,,12.250000954,,14.506240845,49.532085419,2.2336695194,2.0204157829,2.2115561962,,,,,100.49015045,,,187.31639099,448698.9375,6429296.5,-144.1158447
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,187.46838733,,,,12.250000954,,14.480408669,49.283287048,2.247487545,2.0171535015,2.2061936855,,,,,96.377853394,,,187.46838379,448698.9375,6429296.5,-144.2678375
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,187.62038733,,,,12.250000954,,14.454576492,49.32365036,2.2742934227,2.015089035,2.2141470909,,,,,95.924797058,,,187.62039185,448698.9375,6429296.5,-144.4198303
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,187.77238733,,,,12.250000954,,14.428666115,49.160011292,2.2971141338,2.0457606316,2.2441411018,,,,,95.875068665,,,187.77238464,448698.9375,6429296.5,-144.5718231
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,187.92438733,,,,12.250000954,,14.402812958,49.291561127,2.2934603691,2.0556690693,2.244651556,,,,,92.687690735,,,187.9243927,448698.9375,6429296.5,-144.7238312
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,188.07638733,,,,12.250000954,,14.409606934,49.138401031,2.2968485355,2.0750319958,2.2505235672,,,,,91.486038208,,,188.0763855,448698.9375,6429296.5,-144.875824
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,188.22838733,,,,12.250000954,,14.437973976,48.709156036,2.2954032421,2.1039578915,2.2597677708,,,,,92.115509033,,,188.22839355,448698.9375,6429296.5,-145.027832
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,188.38038733,,,,12.250000954,,14.469889641,48.975391388,2.2568490505,2.0544009209,2.2251522541,,,,,93.688926697,,,188.38038635,448698.9375,6429296.5,-145.1798248
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,188.53238733,,,,12.250000954,,14.501806259,49.129627228,2.2380874157,2.0408527851,2.2040729523,,,,,98.727027893,,,188.53239441,448698.9375,6429296.5,-145.3318176
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,188.68438733,,,,12.250000954,,14.533721924,48.976837158,2.2222361565,2.0187337399,2.1915743351,,,,,101.22920227,,,188.68438721,448698.9375,6429296.5,-145.4838104
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,188.83638733,,,,12.250000954,,14.565638542,48.997722626,2.2179472446,1.9954339266,2.1799178123,,,,,99.671112061,,,188.83638,448698.9375,6429296.5,-145.6358032
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,188.98838733,,,,12.250000954,,14.592074394,48.726039886,2.224673748,2.0108730793,2.1961510181,,,,,99.919181824,,,188.98838806,448698.9375,6429296.5,-145.7878113
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,189.14038733,,,,12.250000954,,14.588747025,49.041564941,2.2412862778,2.0383090973,2.2061955929,,,,,100.38464355,,,189.14038086,448698.9375,6429296.5,-145.9398041
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,189.29238733,,,,12.250000954,,14.576579094,49.195159912,2.2356967926,2.0415234566,2.185959816,,,,,100.20271301,,,189.29238892,448698.9375,6429296.5,-146.0917969
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,189.44438733,,,,12.250000954,,14.564411163,49.039543152,2.2250945568,2.0278978348,2.1777949333,,,,,102.98703766,,,189.44438171,448698.9375,6429296.5,-146.2437897
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,189.59638733,,,,12.250000954,,14.552243233,49.280292511,2.2061877251,1.996329546,2.15503335,,,,,104.81671143,,,189.59638977,448698.9375,6429296.5,-146.3957977
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,189.74838733,,,,12.250000954,,14.540149689,49.107807159,2.1800572872,1.9652109146,2.1359322071,,,,,102.62615967,,,189.74838257,448698.9375,6429296.5,-146.5477905
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,189.90038733,,,,12.250000954,,14.528007507,49.228130341,2.1848752499,1.9901448488,2.1546561718,,,,,103.34706116,,,189.90039063,448698.9375,6429296.5,-146.6997986
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,190.05238733,,,,12.250000954,,14.524677277,49.214801788,2.197886467,1.9916934967,2.1522994041,,,,,107.04992676,,,190.05238342,448698.9375,6429296.5,-146.8517914
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,190.20438733,,,,12.250000954,,14.5302248,48.979705811,2.1947834492,1.9490287304,2.1316306591,,,,,106.40699005,,,190.20439148,448698.9375,6429296.5,-147.0037842
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,190.35638733,,,,12.250000954,,14.537804604,49.22467041,2.3141243458,2.0812060833,2.2650432587,,,,,101.97026062,,,190.35638428,448698.9375,6429296.5,-147.155777
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,190.50838733,,,,12.250000954,,14.545385361,49.16350174,2.3471868038,2.1384902,2.2906737328,,,,,97.499160767,,,190.50839233,448698.9375,6429296.5,-147.307785
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,190.66038733,,,,12.250000954,,14.553038597,49.214344025,2.205999136,1.9191393852,2.1511619091,,,,,94.651527405,,,190.66038513,448698.9375,6429296.5,-147.4597778
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,190.81238733,,,,12.250000954,,14.560645103,49.384365082,2.193198204,1.9182302952,2.14772892,,,,,94.388381958,,,190.81239319,448698.9375,6429296.5,-147.6117859
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,190.96438733,,,,12.250000954,,14.567279816,48.801937103,2.2196023464,1.9835898876,2.1838257313,,,,,97.082550049,,,190.96438599,448698.9375,6429296.5,-147.7637787
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,191.11638733,,,,12.250000954,,14.551398277,49.028175354,2.2553722858,2.0093855858,2.2362513542,,,,,101.18495178,,,191.11639404,448698.9375,6429296.5,-147.9157715
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,191.26838733,,,,12.250000954,,14.527090073,49.33915329,2.2587566376,2.0076770782,2.2211413383,,,,,103.10879517,,,191.26838684,448698.9375,6429296.5,-148.0677643
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,191.42038733,,,,12.250000954,,14.502754211,49.115493774,2.2519049644,2.0402877331,2.1998560429,,,,,103.52146912,,,191.4203949,448698.9375,6429296.5,-148.2197723
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,191.57238733,,,,12.250000954,,14.478419304,49.219459534,2.232947588,2.0433251858,2.1833610535,,,,,106.09518433,,,191.5723877,448698.9375,6429296.5,-148.3717651
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,191.72438733,,,,12.250000954,,14.454082489,48.925613403,2.1838858128,2.0188992023,2.1545732021,,,,,108.86993408,,,191.72438049,448698.9375,6429296.5,-148.5237579
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,191.87638733,,,,12.250000954,,14.429746628,49.064544678,2.1478703022,1.9664956331,2.1135964394,,,,,108.46712494,,,191.87638855,448698.9375,6429296.5,-148.6757507
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,192.02838733,,,,12.250000954,,14.393081665,49.231445313,2.1460511684,1.9315670729,2.1003041267,,,,,105.94356537,,,192.02838135,448698.9375,6429296.5,-148.8277435
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,192.18038733,,,,12.250000954,,14.337836266,48.835018158,2.125344038,1.9096332788,2.0856275558,,,,,102.71952057,,,192.1803894,448698.9375,6429296.5,-148.9797516
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,192.33238733,,,,12.250000954,,14.277067184,48.97769165,1.9539934397,1.8073186874,1.9398388863,,,,,99.803710938,,,192.3323822,448698.9375,6429296.5,-149.1317444
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,192.48438733,,,,12.250000954,,14.216257095,49.238052368,1.7424323559,1.6402497292,1.7357105017,,,,,98.350524902,,,192.48439026,448698.9375,6429296.5,-149.2837524
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,192.63638733,,,,12.250000954,,14.155417442,49.418636322,1.6173205376,1.5062634945,1.6027694941,,,,,100.38220215,,,192.63638306,448698.9375,6429296.5,-149.4357452
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,192.78838733,,,,12.250000954,,14.094647408,49.482517242,1.5647312403,1.4004101753,1.5373940468,,,,,105.02226257,,,192.78839111,448698.9375,6429296.5,-149.587738
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,192.94038733,,,,12.250000954,,14.033837318,49.331493378,1.6051404476,1.3880455494,1.5559419394,,,,,106.39489746,,,192.94038391,448698.9375,6429296.5,-149.7397308
Force_2020_all_wells_train_test_blind_hidden_final/16_10-5.las,16/10-5 Isbjoern,193.09238733,,,,12.250000954,,14.076114655,49.005233765,1.6486079693,1.4159345627,1.5769052505,,,,,103.20632172,,,193.09239197,448698.9375,6429296.5,-149.8917389
