source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,MUDWEIGHT,ROP,RDEP,RSHA,RMED,RXO,RMIC,SP,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,88.358,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,88.51,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,88.662,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,88.814,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,88.966,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,89.118,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,89.27,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,89.422,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,89.574,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,89.726,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,89.878,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,90.03,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,90.182,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,90.334,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,90.486,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,90.638,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,90.79,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,90.942,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,91.094,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,91.246,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,91.398,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,91.55,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,91.702,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,91.854,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,92.006,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,92.158,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,92.31,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,92.462,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,92.614,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,92.766,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,92.918,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,93.07,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,93.222,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,93.374,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,93.526,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,93.678,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,93.83,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,93.982,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,94.134,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,94.286,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,94.438,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,94.59,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,94.742,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,94.894,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,95.046,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,95.198,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,95.35,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,95.502,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,95.654,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,95.806,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,95.958,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,96.11,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,96.262,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,96.414,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,96.566,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,96.718,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,96.87,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,97.022,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,97.174,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,97.326,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,97.478,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,97.63,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,97.782,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,97.934,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,98.086,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,98.238,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,98.39,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,98.542,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,98.694,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,98.846,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,98.998,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,99.15,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,99.302,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,99.454,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,99.606,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,99.758,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,99.91,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,100.062,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,100.214,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,100.366,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,100.518,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,100.67,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,100.822,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,100.974,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,101.126,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,101.278,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,101.43,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,101.582,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,101.734,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,101.886,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,102.038,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,102.19,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,102.342,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,102.494,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,102.646,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,102.798,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,102.95,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,103.102,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,103.254,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,103.406,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,103.558,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,103.71,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,103.862,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,104.014,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,104.166,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,104.318,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,104.47,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,104.622,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,104.774,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,104.926,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,105.078,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,105.23,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,105.382,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,105.534,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,105.686,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,105.838,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,105.99,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,106.142,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,106.294,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,106.446,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,106.598,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,106.75,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,106.902,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,107.054,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_9-1.las,25/9-1  Rummel,107.206,1.0,65030.0,,,,,,,,,,,,,,,,,,,,
