source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,DCAL,RDEP,RSHA,RMED,RMIC,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,148.02280505,,,,26.000001907,,,,,,,,,16.414222717,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,148.17480505,,,,26.000001907,,,,,,,,,14.778449059,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,148.32680505,,,,26.000001907,,,,,,,,,15.231612206,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,148.47880505,,,,26.000001907,,,,,,,,,16.363853455,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,148.63080505,,,,26.000001907,,,,,,,,,16.89563942,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,148.78280505,,,,26.000001907,,,,,,,,,17.423841476,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,148.93480505,,,,26.000001907,,,,,,,,,19.632097244,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,149.08680505,,,,26.000001907,,,,,,,,,21.453990936,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,149.23880505,,,,26.000001907,,,,,,,,,21.035461426,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,149.39080505,,,,26.000001907,,,,,,,,,20.9416008,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,149.54280505,,,,26.000001907,,,,,,,,,21.417907715,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,149.69480505,,,,26.000001907,,,,,,,,,23.137075424,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,149.84680505,,,,26.000001907,,,,,,,,,22.252258301,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,149.99880505,,,,26.000001907,,,,,,,,,21.118125916,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,150.15080505,,,,26.000001907,,,,,,,,,18.440364838,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,150.30280505,,,,26.000001907,,,,,,,,,17.644695282,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,150.45480505,,,,26.000001907,,,,,,,,,17.622379303,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,150.60680505,,,,26.000001907,,,,,,,,,20.636537552,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,150.75880505,,,,26.000001907,,,,,,,,,21.491147995,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,150.91080505,,,,26.000001907,,,,,,,,,20.979310989,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,151.06280505,,,,26.000001907,,,,,,,,,16.316139221,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,151.21480505,,,,26.000001907,,,,,,,,,13.712659836,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,151.36680505,,,,26.000001907,,,,,,,,,13.547689438,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,151.51880505,,,,26.000001907,,,,,,,,,14.592526436,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,151.67080505,,,,26.000001907,,,,,,,,,14.235448837,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,151.82280505,,,,26.000001907,,,,,,,,,13.189664841,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,151.97480505,,,,26.000001907,,,,,,,,,12.590723991,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,152.12680505,,,,26.000001907,,,,,,,,,14.582821846,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,152.27880505,,,,26.000001907,,,,,,,,,16.308761597,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,152.43080505,,,,26.000001907,,,,,,,,,16.003940582,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,152.58280505,,,,26.000001907,,,,,,,,,16.885393143,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,152.73480505,,,,26.000001907,,,,,,,,,15.515726089,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,152.88680505,,,,26.000001907,,,,,,,,,16.759147644,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,153.03880505,,,,26.000001907,,,,,,,,,16.464981079,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,153.19080505,,,,26.000001907,,,,,,,,,17.870321274,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,153.34280505,,,,26.000001907,,,,,,,,,17.620103836,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,153.49480505,,,,26.000001907,,,,,,,,,18.599235535,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,153.64680505,,,,26.000001907,,,,,,,,,17.312795639,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,153.79880505,,,,26.000001907,,,,,,,,,17.11835289,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,153.95080505,,,,26.000001907,,,,,,,,,15.620985985,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,154.10280505,,,,26.000001907,,,,,,,,,17.786128998,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,154.25480505,,,,26.000001907,,,,,,,,,16.714906693,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,154.40680505,,,,26.000001907,,,,,,,,,17.446584702,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,154.55880505,,,,26.000001907,,,,,,,,,15.248159409,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,154.71080505,,,,26.000001907,,,,,,,,,16.642385483,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,154.86280505,,,,26.000001907,,,,,,,,,15.987033844,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,155.01480505,,,,26.000001907,,,,,,,,,16.686458588,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,155.16680505,,,,26.000001907,,,,,,,,,16.402925491,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,155.31880505,,,,26.000001907,,,,,,,,,19.068563461,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,155.47080505,,,,26.000001907,,,,,,,,,19.689779282,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,155.62280505,,,,26.000001907,,,,,,,,,20.684934616,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,155.77480505,,,,26.000001907,,,,,,,,,17.194858551,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,155.92680505,,,,26.000001907,,,,,,,,,16.380584717,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,156.07880505,,,,26.000001907,,,,,,,,,15.939941406,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,156.23080505,,,,26.000001907,,,,,,,,,17.259429932,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,156.38280505,,,,26.000001907,,,,,,,,,18.455352783,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,156.53480505,,,,26.000001907,,,,,,,,,20.037466049,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,156.68680505,,,,26.000001907,,,,,,,,,20.308879852,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,156.83880505,,,,26.000001907,,,,,,,,,21.769874573,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,156.99080505,,,,26.000001907,,,,,,,,,22.06227684,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,157.14280505,,,,26.000001907,,,,,,,,,22.559667587,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,157.29480505,,,,26.000001907,,,,,,,,,21.727581024,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,157.44680505,,,,26.000001907,,,,,,,,,21.136449814,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,157.59880505,,,,26.000001907,,,,,,,,,21.443239212,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,157.75080505,,,,26.000001907,,,,,,,,,19.75684166,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,157.90280505,,,,26.000001907,,,,,,,,,19.724250793,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,158.05480505,,,,26.000001907,,,,,,,,,18.580722809,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,158.20680505,,,,26.000001907,,,,,,,,,18.637720108,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,158.35880505,,,,26.000001907,,,,,,,,,20.43097496,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,158.51080505,,,,26.000001907,,,,,,,,,19.133834839,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,158.66280505,,,,26.000001907,,,,,,,,,19.919532776,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,158.81480505,,,,26.000001907,,,,,,,,,18.500282288,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,158.96680505,,,,26.000001907,,,,,,,,,20.576431274,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,159.11880505,,,,26.000001907,,,,,,,,,21.922258377,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,159.27080505,,,,26.000001907,,,,,,,,,22.559207916,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,159.42280505,,,,26.000001907,,,,,,,,,24.83212471,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,159.57480505,,,,26.000001907,,,,,,,,,24.125123978,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,159.72680505,,,,26.000001907,,,,,,,,,24.183519363,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,159.87880505,,,,26.000001907,,,,,,,,,23.131387711,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,160.03080505,,,,26.000001907,,,,,,,,,25.619808197,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,160.18280505,,,,26.000001907,,,,,,,,,26.893693924,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,160.33480505,,,,26.000001907,,,,,,,,,27.780408859,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,160.48680505,,,,26.000001907,,,,,,,,,25.597906113,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,160.63880505,,,,26.000001907,,,,,,,,,24.773166656,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,160.79080505,,,,26.000001907,,,,,,,,,24.804311752,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,160.94280505,,,,26.000001907,,,,,,,,,26.581007004,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,161.09480505,,,,26.000001907,,,,,,,,,25.147727966,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,161.24680505,,,,26.000001907,,,,,,,,,24.356380463,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,161.39880505,,,,26.000001907,,,,,,,,,23.446296692,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,161.55080505,,,,26.000001907,,,,,,,,,24.411119461,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,161.70280505,,,,26.000001907,,,,,,,,,24.466453552,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,161.85480505,,,,26.000001907,,,,,,,,,23.072055817,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,162.00680505,,,,26.000001907,,,,,,,,,21.35100174,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,162.15880505,,,,26.000001907,,,,,,,,,21.327861786,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,162.31080505,,,,26.000001907,,,,,,,,,21.082166672,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,162.46280505,,,,26.000001907,,,,,,,,,22.09100914,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,162.61480505,,,,26.000001907,,,,,,,,,23.5930233,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,162.76680505,,,,26.000001907,,,,,,,,,25.026704788,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,162.91880505,,,,26.000001907,,,,,,,,,27.467876434,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,163.07080505,,,,26.000001907,,,,,,,,,28.273572922,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,163.22280505,,,,26.000001907,,,,,,,,,28.239149094,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,163.37480505,,,,26.000001907,,,,,,,,,26.253055573,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,163.52680505,,,,26.000001907,,,,,,,,,23.800224304,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,163.67880505,,,,26.000001907,,,,,,,,,20.762182236,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,163.83080505,,,,26.000001907,,,,,,,,,20.056346893,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,163.98280505,,,,26.000001907,,,,,,,,,20.613294601,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,164.13480505,,,,26.000001907,,,,,,,,,23.44162941,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,164.28680505,,,,26.000001907,,,,,,,,,23.989255905,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,164.43880505,,,,26.000001907,,,,,,,,,23.677345276,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,164.59080505,,,,26.000001907,,,,,,,,,21.083862305,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,164.74280505,,,,26.000001907,,,,,,,,,20.523578644,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,164.89480505,,,,26.000001907,,,,,,,,,21.9790802,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,165.04680505,,,,26.000001907,,,,,,,,,24.388389587,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,165.19880505,,,,26.000001907,,,,,,,,,23.436943054,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,165.35080505,,,,26.000001907,,,,,,,,,21.72769928,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,165.50280505,,,,26.000001907,,,,,,,,,22.040945053,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,165.65480505,,,,26.000001907,,,,,,,,,24.264699936,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,165.80680505,,,,26.000001907,,,,,,,,,24.894044876,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,165.95880505,,,,26.000001907,,,,,,,,,24.378967285,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,166.11080505,,,,26.000001907,,,,,,,,,22.397354126,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,166.26280505,,,,26.000001907,,,,,,,,,21.064678192,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,166.41480505,,,,26.000001907,,,,,,,,,21.685407639,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,166.56680505,,,,26.000001907,,,,,,,,,21.423067093,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,166.71880505,,,,26.000001907,,,,,,,,,20.454826355,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,166.87080505,,,,26.000001907,,,,,,,,,19.574369431,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,167.02280505,,,,26.000001907,,,,,,,,,21.376163483,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,167.17480505,,,,26.000001907,,,,,,,,,22.987674713,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,167.32680505,,,,26.000001907,,,,,,,,,23.525196075,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,167.47880505,,,,26.000001907,,,,,,,,,22.659193039,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,167.63080505,,,,26.000001907,,,,,,,,,22.751241684,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,167.78280505,,,,26.000001907,,,,,,,,,22.846509933,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,167.93480505,,,,26.000001907,,,,,,,,,21.242967606,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,168.08680505,,,,26.000001907,,,,,,,,,19.304666519,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,168.23880505,,,,26.000001907,,,,,,,,,16.926540375,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,168.39080505,,,,26.000001907,,,,,,,,,18.559555054,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,168.54280505,,,,26.000001907,,,,,,,,,19.630088806,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,168.69480505,,,,26.000001907,,,,,,,,,19.838695526,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,168.84680505,,,,26.000001907,,,,,,,,,18.298927307,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,168.99880505,,,,26.000001907,,,,,,,,,19.575614929,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,169.15080505,,,,26.000001907,,,,,,,,,23.679574966,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,169.30280505,,,,26.000001907,,,,,,,,,26.600774765,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,169.45480505,,,,26.000001907,,,,,,,,,26.266279221,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,169.60680505,,,,26.000001907,,,,,,,,,24.4028759,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,169.75880505,,,,26.000001907,,,,,,,,,24.340461731,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,169.91080505,,,,26.000001907,,,,,,,,,24.479671478,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,170.06280505,,,,26.000001907,,,,,,,,,22.653003693,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,170.21480505,,,,26.000001907,,,,,,,,,21.78975296,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,170.36680505,,,,26.000001907,,,,,,,,,21.371896744,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,170.51880505,,,,26.000001907,,,,,,,,,20.232049942,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,170.67080505,,,,26.000001907,,,,,,,,,17.829727173,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,170.82280505,,,,26.000001907,,,,,,,,,16.68362236,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,170.97480505,,,,26.000001907,,,,,,,,,18.826251984,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,171.12680505,,,,26.000001907,,,,,,,,,20.626968384,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,171.27880505,,,,26.000001907,,,,,,,,,23.074680328,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,171.43080505,,,,26.000001907,,,,,,,,,24.170476913,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,171.58280505,,,,26.000001907,,,,,,,,,23.347808838,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,171.73480505,,,,26.000001907,,,,,,,,,20.67509079,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,171.88680505,,,,26.000001907,,,,,,,,,19.601657867,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,172.03880505,,,,26.000001907,,,,,,,,,21.902931213,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,172.19080505,,,,26.000001907,,,,,,,,,23.457832336,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,172.34280505,,,,26.000001907,,,,,,,,,22.191013336,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,172.49480505,,,,26.000001907,,,,,,,,,20.579982758,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,172.64680505,,,,26.000001907,,,,,,,,,20.89629364,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,172.79880505,,,,26.000001907,,,,,,,,,21.397033691,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,172.95080505,,,,26.000001907,,,,,,,,,19.314365387,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,173.10280505,,,,26.000001907,,,,,,,,,16.845451355,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,173.25480505,,,,26.000001907,,,,,,,,,18.052268982,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,173.40680505,,,,26.000001907,,,,,,,,,21.133447647,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,173.55880505,,,,26.000001907,,,,,,,,,23.381093979,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,173.71080505,,,,26.000001907,,,,,,,,,23.680273056,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_4-5.las,25/4-5,173.86280505,,,,26.000001907,,,,,,,,,23.771619797,,,,,,
