source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,ROPA,RDEP,RMED,RMIC,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,403.816,,,,16.012609482,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,403.968,,,,16.827041626,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,404.12,,,,17.641485214,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,404.272,,,,18.45593071,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,404.424,,,,19.270378113,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,404.576,,,,20.084823608,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,404.728,,,,20.899271011,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,404.88,,,,21.713716507,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,405.032,,,,22.049507141,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,405.184,,,,20.590337753,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,405.336,,,,19.131168365,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,405.488,,,,17.67199707,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,405.64,,,,16.212827682,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,405.792,,,,14.753658295,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,405.944,,,,13.294488907,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,406.096,,,,11.835309029,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,406.248,,,,10.376124382,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,406.4,,,,8.9169397354,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,406.552,,,,7.4577550888,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,406.704,,,,5.9985704422,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,406.856,,,,4.5393857956,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,407.008,,,,3.1825816631,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,407.16,,,,3.6686320305,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,407.312,,,,4.1546826363,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,407.464,,,,4.6407327652,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,407.616,,,,5.126783371,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,407.768,,,,5.6128334999,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,407.92,,,,6.0988841057,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,408.072,,,,6.584941864,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,408.224,,,,7.0710072517,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,408.376,,,,7.5570726395,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,408.528,,,,8.043138504,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,408.68,,,,8.5292034149,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,408.832,,,,9.0152692795,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,408.984,,,,9.501335144,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,409.136,,,,9.1362581253,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,409.288,,,,8.6710472107,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,409.44,,,,8.2058362961,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,409.592,,,,7.7406249046,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,409.744,,,,7.2754135132,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,409.896,,,,6.8102021217,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,410.048,,,,6.3449912071,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,410.2,,,,5.8797798157,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,410.352,,,,5.4145689011,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,410.504,,,,4.9493575096,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,410.656,,,,4.4841461182,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,410.808,,,,4.0189352036,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,410.96,,,,3.5537238121,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,411.112,,,,3.4430150986,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,411.264,,,,3.4589142799,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,411.416,,,,3.4748136997,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,411.568,,,,3.4907128811,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,411.72,,,,3.5066120625,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,411.872,,,,3.5225112438,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,412.024,,,,3.538408041,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,412.176,,,,3.554292202,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,412.328,,,,3.5701761246,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,412.48,,,,3.5860600471,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,412.632,,,,3.6019439697,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,412.784,,,,3.6178278923,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,412.936,,,,3.6337120533,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,413.088,,,,3.5242576599,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,413.24,,,,3.3236479759,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,413.392,,,,3.1230382919,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,413.544,,,,2.9224288464,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,413.696,,,,2.7218191624,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,413.848,,,,2.5212097168,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,414.0,,,,2.3206000328,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,414.152,,,,2.1199903488,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,414.304,,,,1.919380784,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,414.456,,,,1.7187712193,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,414.608,,,,1.5181616545,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,414.76,,,,1.3175519705,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,414.912,,,,1.1169424057,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,415.064,,,,1.0072191954,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,415.216,,,,1.0224647522,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,415.368,,,,1.0377104282,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,415.52,,,,1.0529559851,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,415.672,,,,1.0682015419,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,415.824,,,,1.0834472179,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,415.976,,,,1.0986927748,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,416.128,,,,1.1139255762,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,416.28,,,,1.1291559935,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,416.432,,,,1.1443864107,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,416.584,,,,1.159616828,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,416.736,,,,1.1748472452,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,416.888,,,,1.1900776625,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,417.04,,,,1.2425999641,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,417.192,,,,1.3995400667,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,417.344,,,,1.5564800501,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,417.496,,,,1.7134200335,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,417.648,,,,1.8703600168,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,417.8,,,,2.027299881,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,417.952,,,,2.1842398643,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,418.104,,,,2.3411798477,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,418.256,,,,2.4981198311,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,418.408,,,,2.6550600529,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,418.56,,,,2.8120000362,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,418.712,,,,2.9689400196,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,418.864,,,,3.125880003,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,419.016,,,,3.2706310749,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,419.168,,,,3.3117775917,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,419.32,,,,3.3529238701,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,419.472,,,,3.3940703869,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,419.624,,,,3.4352166653,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,419.776,,,,3.4763631821,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,419.928,,,,3.5175094604,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,420.08,,,,3.5586559772,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,420.232,,,,3.5998022556,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,420.384,,,,3.6409487724,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,420.536,,,,3.6820950508,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,420.688,,,,3.7232415676,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,420.84,,,,3.764387846,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,420.992,,,,3.8055343628,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,421.144,,,,3.8190038204,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,421.296,,,,3.830935955,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,421.448,,,,3.8428678513,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,421.6,,,,3.8547999859,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,421.752,,,,3.8667318821,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,421.904,,,,3.8786640167,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,422.056,,,,3.890601635,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,422.208,,,,3.90254879,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,422.36,,,,3.914495945,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,422.512,,,,3.9264431,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,422.664,,,,3.938390255,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,422.816,,,,3.95033741,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,422.968,,,,3.962284565,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,423.12,,,,3.9536759853,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,423.272,,,,3.9395854473,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,423.424,,,,3.9254951477,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,423.576,,,,3.9114048481,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,423.728,,,,3.8973145485,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,423.88,,,,3.8832240105,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,424.032,,,,3.8691337109,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,424.184,,,,3.8550434113,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,424.336,,,,3.8409528732,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,424.488,,,,3.8268625736,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,424.64,,,,3.8127720356,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,424.792,,,,3.798681736,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,424.944,,,,3.784591198,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,425.096,,,,3.8150641918,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_9-6 S.las,35/9-6 S,425.248,,,,3.8715319633,,,,,,,,,,,,,
