source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,DCAL,MUDWEIGHT,ROP,RDEP,RSHA,RMED,RMIC,SP,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,978.70311475,,,,17.5,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,978.85511475,,,,17.5,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,979.00711475,,,,17.5,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,979.15911475,,,,17.5,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,979.31111475,,,,17.5,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,979.46311475,,,,17.5,,,,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,979.61511475,,,,17.5,,,,,,,,,,,,42.214248657,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,979.76711475,,,,17.5,,,,,,,,,,,,43.082370758,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,979.91911475,,,,17.5,,,,,,,,,,,,43.16796875,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,980.07111475,,,,17.5,,,,,,,,,,,,41.983207703,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,980.22311475,,,,17.5,,,,,,,,,,,,40.747901917,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,980.37511475,,,,17.5,,,,,,,,,,,,40.150257111,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,980.52711475,,,,17.5,,,,,,,,,,,,39.465820313,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,980.67911475,,,,17.5,,,,,,,,,,,,39.046268463,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,980.83111475,,,,17.5,,,,,,,,,,,,39.968986511,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,980.98311475,,,,17.5,,,,,,,,,,,,41.895664215,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,981.13511475,,,,17.5,,,,,,,,,,,,43.069545746,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,981.28711475,,,,17.5,,,,,,,,,,,,42.238822937,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,981.43911475,,,,17.5,,,,,,,,,,,,40.817241669,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,981.59111475,,,,17.5,,,,,,,,,,,,41.305152893,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,981.74311475,,,,17.5,,,,,,,,,,,,42.809871674,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,981.89511475,,,,17.5,,,,,,,,,,,,42.511363983,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,982.04711475,,,,17.5,,,,,,,,,,,,43.215930939,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,982.19911475,,,,17.5,,,,,,,,,,,,47.806739807,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,982.35111475,,,,17.5,,,,,,,,,,,,53.380092621,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,982.50311475,,,,17.5,,,,,,,,,,,,56.811141968,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,982.65511475,,,,17.5,,,,,,,,,,,,58.642311096,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,982.80711475,,,,17.5,,,,,,,,,,,,58.52922821,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,982.95911475,,,,17.5,,,,,,,,,,,,56.95508194,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,983.11111475,,,,17.5,,,,,,,,,,,,55.716033936,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,983.26311475,,,,17.5,,,,,,,,,,,,55.141880035,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,983.41511475,,,,17.5,,,,,,,,,,,,54.853351593,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,983.56711475,,,,17.5,,,,,,,,,,,,54.121128082,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,983.71911475,,,,17.5,,,,,,,,,,,,52.379631042,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,983.87111475,,,,17.5,,,,,,,,,,,,50.933952332,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,984.02311475,,,,17.5,,,,,,,,,,,,51.355613708,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,984.17511475,,,,17.5,,,,,,,,,,,,52.312282562,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,984.32711475,,,,17.5,,,,,,,,,,,,52.000732422,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,984.47911475,,,,17.5,,,,,,,,,,,,50.874160767,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,984.63111475,,,,17.5,,,,,,,,,,,,50.664710999,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,984.78311475,,,,17.5,,,,,,,,,,,,50.854270935,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,984.93511475,,,,17.5,,,,,,,,,,,,49.762817383,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,985.08711475,,,,17.5,,,,,,,,,,,,48.456951141,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,985.23911475,,,,17.5,,,,,,,,,,,,48.359176636,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,985.39111475,,,,17.5,,,,,,,,,,,,48.513816833,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,985.54311475,,,,17.5,,,,,,,,,,,,48.611774445,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,985.69511475,,,,17.5,,,,,,,,,,,,49.181930542,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,985.84711475,,,,17.5,,,,,,,,,,,,50.114898682,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,985.99911475,,,,17.5,,,,,,,,,,,,51.754508972,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,986.15111475,,,,17.5,,,,,,,,,,,,54.308673859,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,986.30311475,,,,17.5,,,,,,,,,,,,56.203987122,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,986.45511475,,,,17.5,,,,,,,,,,,,56.690074921,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,986.60711475,,,,17.5,,,,,,,,,,,,56.283180237,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,986.75911475,,,,17.5,,,,,,,,,,,,55.306438446,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,986.91111475,,,,17.5,,,,,,,,,,,,53.926448822,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,987.06311475,,,,17.5,,,,,,,,,,,,52.829120636,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,987.21511475,,,,17.5,,,,,,,,,,,,52.949188232,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,987.36711475,,,,17.5,,,,,,,,,,,,54.061565399,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,987.51911475,,,,17.5,,,,,,,,,,,,54.50819397,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,987.67111475,,,,17.5,,,,,,,,,,,,53.58763504,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,987.82311475,,,,17.5,,,,,,,,,,,,53.256248474,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,987.97511475,,,,17.5,,,,,,,,,,,,53.788421631,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,988.12711475,,,,17.5,,,,,,,,,,,,53.445842743,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,988.27911475,,,,17.5,,,,,,,,,,,,52.237262726,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,988.43111475,,,,17.5,,,,,,,,,,,,51.500537872,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,988.58311475,,,,17.5,,,,,,,,,,,,50.903457642,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,988.73511475,,,,17.5,,,,,,,,,,,,50.02135849,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,988.88711475,,,,17.5,,,,,,,,,,,,50.194328308,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,989.03911475,,,,17.5,,,,,,,,,,,,52.047599792,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,989.19111475,,,,17.5,,,,,,,,,,,,54.193920135,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,989.34311475,,,,17.5,,,,,,,,,,,,54.713424683,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,989.49511475,,,,17.5,,,,,,,,,,,,53.48872757,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,989.64711475,,,,17.5,,,,,,,,,,,,52.041782379,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,989.79911475,,,,17.5,,,,,,,,,,,,51.057739258,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,989.95111475,,,,17.5,,,,,,,,,,,,50.29826355,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,990.10311475,,,,17.5,,,,,,,,,,,,50.032112122,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,990.25511475,,,,17.5,,,,,,,,,,,,50.235424042,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,990.40711475,,,,17.5,,,,,,,,,,,,51.081645966,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,990.55911475,,,,17.5,,,,,,,,,,,,53.083648682,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,990.71111475,,,,17.5,,,,,,,,,,,,55.517280579,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,990.86311475,,,,17.5,,,,,,,,,,,,56.774505615,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,991.01511475,,,,17.5,,,,,,,,,,,,56.399341583,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,991.16711475,,,,17.5,,,,,,,,,,,,54.813919067,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,991.31911475,,,,17.5,,,,,,,,,,,,53.165363312,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,991.47111475,,,,17.5,,,,,,,,,,,,52.448951721,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,991.62311475,,,,17.5,,,,,,,,,,,,51.916996002,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,991.77511475,,,,17.5,,,,,,,,,,,,50.945446014,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,991.92711475,,,,17.5,,,,,,,,,,,,50.23041153,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,992.07911475,,,,17.5,,,,,,,,,,,,50.34172821,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,992.23111475,,,,17.5,,,,,,,,,,,,50.667728424,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,992.38311475,,,,17.5,,,,,,,,,,,,51.135772705,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,992.53511475,,,,17.5,,,,,,,,,,,,52.895256042,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,992.68711475,,,,17.5,,,,,,,,,,,,55.506290436,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,992.83911475,,,,17.5,,,,,,,,,,,,57.304065704,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,992.99111475,,,,17.5,,,,,,,,,,,,57.974643707,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,993.14311475,,,,17.5,,,,,,,,,,,,57.688110352,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,993.29511475,,,,17.5,,,,,,,,,,,,56.399368286,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,993.44711475,,,,17.5,,,,,,,,,,,,55.172866821,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,993.59911475,,,,17.5,,,,,,,,,,,,54.303432465,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,993.75111475,,,,17.5,,,,,,,,,,,,53.189216614,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,993.90311475,,,,17.5,,,,,,,,,,,,53.14667511,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,994.05511475,,,,17.5,,,,,,,,,,,,54.498828888,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,994.20711475,,,,17.5,,,,,,,,,,,,55.098266602,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,994.35911475,,,,17.5,,,,,,,,,,,,54.453826904,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,994.51111475,,,,17.5,,,,,,,,,,,,53.795986176,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,994.66311475,,,,17.5,,,,,,,,,,,,53.284580231,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,994.81511475,,,,17.5,,,,,,,,,,,,52.990154266,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,994.96711475,,,,17.5,,,,,,,,,,,,53.028022766,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,995.11911475,,,,17.5,,,,,,,,,,,,52.524173737,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,995.27111475,,,,17.5,,,,,,,,,,,,51.313323975,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,995.42311475,,,,17.5,,,,,,,,,,,,50.486446381,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,995.57511475,,,,17.5,,,,,,,,,,,,50.600711823,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,995.72711475,,,,17.5,,,,,,,,,,,,51.519275665,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,995.87911475,,,,17.5,,,,,,,,,,,,52.633045197,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,996.03111475,,,,17.5,,,,,,,,,,,,53.015407562,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,996.18311475,,,,17.5,,,,,,,,,,,,52.004795074,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,996.33511475,,,,17.5,,,,,,,,,,,,50.677085876,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,996.48711475,,,,17.5,,,,,,,,,,,,50.562000275,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,996.63911475,,,,17.5,,,,,,,,,,,,51.096515656,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,996.79111475,,,,17.5,,,,,,,,,,,,51.293029785,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,996.94311475,,,,17.5,,,,,,,,,,,,51.895969391,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,997.09511475,,,,17.5,,,,,,,,,,,,53.349338531,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,997.24711475,,,,17.5,,,,,,,,,,,,53.982765198,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,997.39911475,,,,17.5,,,,,,,,,,,,52.707023621,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,997.55111475,,,,17.5,,,,,,,,,,,,50.475471497,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,997.70311475,,,,17.5,,,,,,,,,,,,48.896747589,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,997.85511475,,,,17.5,,,,,,,,,,,,48.586185455,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,998.00711475,,,,17.5,,,,,,,,,,,,48.642158508,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,998.15911475,,,,17.5,,,,,,,,,,,,47.763244629,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,998.31111475,,,,17.5,,,,,,,,,,,,46.45973587,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,998.46311475,,,,17.5,,,,,,,,,,,,46.29775238,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,998.61511475,,,,17.5,,,,,,,,,,,,47.072608948,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,998.76711475,,,,17.5,,,,,,,,,,,,47.857494354,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,998.91911475,,,,17.5,,,,,,,,,,,,48.795909882,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,999.07111475,,,,17.5,,,,,,,,,,,,49.873569489,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,999.22311475,,,,17.5,,,,,,,,,,,,50.59658432,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,999.37511475,,,,17.5,,,,,,,,,,,,50.965007782,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,999.52711475,,,,17.5,,,,,,,,,,,,51.274589539,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,999.67911475,,,,17.5,,,,,,,,,,,,52.018035889,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,999.83111475,,,,17.5,,,,,,,,,,,,52.929527283,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,999.98311475,,,,17.5,,,,,,,,,,,,53.299880981,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,1000.1351147,,,,17.5,,,,,,,,,,,,53.703845978,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,1000.2871147,,,,17.5,,,,,,,,,,,,54.563732147,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,1000.4391147,,,,17.5,,,,,,,,,,,,54.526557922,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,1000.5911147,,,,17.5,,,,,,,,,,,,53.192119598,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,1000.7431147,,,,17.5,,,,,,,,,,,,52.230377197,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,1000.8951147,,,,17.5,,,,,,,,,,,,52.71408844,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_8-7.las,25/8-7  Krap 1,1001.0471147,,,,17.5,,,,,,,,,,,,54.261711121,,,,,,
