source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,ROPA,RDEP,RSHA,RMED,RMIC,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,392.92840527,,,,,,,,,,,,,70.122161865,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,393.08040527,,,,,,,,,,,,,72.149200439,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,393.23240527,,,,,,,,,,,,,70.74773407,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,393.38440527,,,,,,,,,,,,,69.152481079,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,393.53640527,,,,,,,,,,,,,66.794837952,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,393.68840527,,,,,,,,,,,,,65.744766235,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,393.84040527,,,,,,,,,,,,,65.076141357,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,393.99240527,,,,,,,,,,,,,64.794830322,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,394.14440527,,,,,-999.2501221,,,,,,,,65.675094604,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,394.29640527,,,,,-999.2501221,,,,,,,,67.119361877,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,394.44840527,,,,,-999.2501221,,,,,,,,66.420463562,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,394.60040527,,,,,-999.2501221,,,,,,,,66.829406738,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,394.75240527,,,,,-999.2501221,,,,,,,,68.071891785,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,394.90440527,,,,,-999.2501221,,,,,,,,73.229270935,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,395.05640527,,,,,-999.2501221,,,,,,,,78.021362305,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,395.20840527,,,,,-999.2501221,,,,,,,,82.859519958,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,395.36040527,,,,,-999.2501221,,,,,,,,82.937492371,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,395.51240527,,,,,-999.2501221,,,,,,,,80.521087646,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,395.66440527,,,,,-999.2501221,,,,,,,,75.650535583,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,395.81640527,,,,,-999.2501221,,,,,,,,70.891204834,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,395.96840527,,,,,-999.2501221,,,,,,,,68.471191406,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,396.12040527,,,,,-999.2501221,,,,,,,,69.011276245,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,396.27240527,,,,,-999.2501221,,,,,,,,73.026191711,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,396.42440527,,,,,-999.2501221,,,,,,,,75.603317261,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,396.57640527,,,,,-999.2501221,,,,,,,,76.679756165,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,396.72840527,,,,,-999.2501221,,,,,,,,74.519882202,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,396.88040527,,,,,-999.2501221,,,,,,,,72.430648804,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,397.03240527,,,,,-999.2501221,,,,,,,,68.784873962,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,397.18440527,,,,,-999.2501221,,,,,,,,66.590049744,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,397.33640527,,,,,-999.2501221,,,,,,,,67.417991638,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,397.48840527,,,,,-999.2501221,,,,,,,,68.63973999,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,397.64040527,,,,,-999.2501221,,,,,,,,70.583374023,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,397.79240527,,,,,-999.2501221,,,,,,,,72.298522949,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,397.94440527,,,,,-999.2501221,,,,,,,,73.315696716,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,398.09640527,,,,,-999.2501221,,,,,,,,74.119239807,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,398.24840527,,,,,-999.2501221,,,,,,,,74.036254883,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,398.40040527,,,,,-999.2501221,,,,,,,,73.706710815,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,398.55240527,,,,,-999.2501221,,,,,,,,73.465667725,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,398.70440527,,,,,-999.2501221,,,,,,,,73.529830933,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,398.85640527,,,,,-999.2501221,,,,,,,,73.309524536,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,399.00840527,,,,,-990.8477783,,,,,,,,73.258361816,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,399.16040527,,,,,-838.901001,,,,,,,,73.146072388,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,399.31240527,,,,,-686.9541626,,,,,,,,72.017959595,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,399.46440527,,,,,-535.0073242,,,,,,,,70.284484863,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,399.61640527,,,,,-383.0605164,,,,,,,,68.47101593,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,399.76840527,,,,,-231.1136932,,,,,,,,67.754478455,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,399.92040527,,,,,-79.16687775,,,,,,,,66.580879211,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,400.07240527,,,,,0.400000006,,,,,,,,66.195709229,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,400.22440527,,,,,0.400000006,,,,,,,,65.670333862,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,400.37640527,,,,,0.400000006,,,,,,,,65.075340271,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,400.52840527,,,,,0.400000006,,,,,,,,62.918357849,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,400.68040527,,,,,0.400000006,,,,,,,,62.357738495,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,400.83240527,,,,,0.400000006,,,,,,,,63.778438568,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,400.98440527,,,,,0.400000006,,,,,,,,66.188728333,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,401.13640527,,,,,0.7710223198,,,,,,,,68.002861023,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,401.28840527,,,,,1.1844623089,,,,,,,,70.329467773,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,401.44040527,,,,,1.597902298,,,,,,,,72.822273254,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,401.59240527,,,,,2.0113422871,,,,,,,,75.210639954,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,401.74440527,,,,,2.4247822762,,,,,,,,77.042388916,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,401.89640527,,,,,2.8382222652,,,,,,,,78.424880981,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,402.04840527,,,,,5.5441360474,,,,,,,,77.748207092,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,402.20040527,,,,,13.156295776,,,,,,,,75.733573914,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,402.35240527,,,,,20.768455505,,,,,,,,72.984832764,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,402.50440527,,,,,28.380617142,,,,,,,,71.244827271,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,402.65640527,,,,,35.992774963,,,,,,,,70.706832886,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,402.80840527,,,,,43.604938507,,,,,,,,73.179237366,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,402.96040527,,,,,51.217098236,,,,,,,,77.534820557,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,403.11240527,,,,,66.863983154,,,,,,,,80.919807434,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,403.26440527,,,,,85.3411026,,,,,,,,80.784744263,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,403.41640527,,,,,103.81822205,,,,,,,,78.046981812,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,403.56840527,,,,,122.29534149,,,,,,,,73.803153992,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,403.72040527,,,,,140.77246094,,,,,,,,68.258262634,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,403.87240527,,,,,159.24957275,,,,,,,,63.671070099,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,404.02440527,,,,,176.30656433,,,,,,,,62.365470886,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,404.17640527,,,,,185.938797,,,,,,,,64.353622437,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,404.32840527,,,,,195.57104492,,,,,,,,68.094604492,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,404.48040527,,,,,205.20327759,,,,,,,,71.26890564,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,404.63240527,,,,,214.83552551,,,,,,,,73.563652039,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,404.78440527,,,,,224.46775818,,,,,,,,73.899810791,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,404.93640527,,,,,234.1000061,,,,,,,,74.030395508,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,405.08840527,,,,,229.73062134,,,,,,,,73.806869507,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,405.24040527,,,,,215.28909302,,,,,,,,74.676345825,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,405.39240527,,,,,200.84757996,,,,,,,,75.797576904,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,405.54440527,,,,,186.40605164,,,,,,,,76.941673279,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,405.69640527,,,,,171.96453857,,,,,,,,76.390594482,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,405.84840527,,,,,157.52301025,,,,,,,,74.632270813,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,406.00040527,,,,,143.12176514,,,,,,,,73.906082153,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,406.15240527,,,,,143.78753662,,,,,,,,74.123260498,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,406.30440527,,,,,144.45329285,,,,,,,,74.903717041,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,406.45640527,,,,,145.11904907,,,,,,,,75.183441162,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,406.60840527,,,,,145.78482056,,,,,,,,74.458595276,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,406.76040527,,,,,146.45057678,,,,,,,,72.023498535,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,406.91240527,,,,,147.11633301,,,,,,,,69.844169617,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,407.06440527,,,,,153.37890625,,,,,,,,68.371620178,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,407.21640527,,,,,167.253479,,,,,,,,68.061172485,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,407.36840527,,,,,181.1280365,,,,,,,,68.44884491,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,407.52040527,,,,,195.00259399,,,,,,,,69.595504761,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,407.67240527,,,,,208.87715149,,,,,,,,70.576782227,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,407.82440527,,,,,222.75170898,,,,,,,,70.092514038,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,407.97640527,,,,,236.62626648,,,,,,,,69.68296814,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,408.12840527,,,,,232.28012085,,,,,,,,69.733848572,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,408.28040527,,,,,224.58589172,,,,,,,,69.234901428,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,408.43240527,,,,,216.89164734,,,,,,,,68.176963806,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,408.58440527,,,,,209.19740295,,,,,,,,68.422668457,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,408.73640527,,,,,201.50317383,,,,,,,,68.980110168,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,408.88840527,,,,,193.80892944,,,,,,,,70.346633911,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,409.04040527,,,,,182.64347839,,,,,,,,72.032249451,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,409.19240527,,,,,161.89091492,,,,,,,,73.821609497,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,409.34440527,,,,,141.13835144,,,,,,,,72.807296753,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,409.49640527,,,,,120.38578796,,,,,,,,69.895057678,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,409.64840527,,,,,99.633232117,,,,,,,,65.707565308,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,409.80040527,,,,,78.88066864,,,,,,,,63.040313721,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,409.95240527,,,,,58.128108978,,,,,,,,61.9439888,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,410.10440527,,,,,49.92401886,,,,,,,,65.070892334,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,410.25640527,,,,,47.440338135,,,,,,,,71.069213867,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,410.40840527,,,,,44.95665741,,,,,,,,76.980484009,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,410.56040527,,,,,42.472980499,,,,,,,,80.321838379,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,410.71240527,,,,,39.989299774,,,,,,,,80.644325256,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,410.86440527,,,,,37.505619049,,,,,,,,78.722839355,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,411.01640527,,,,,35.295742035,,,,,,,,75.681114197,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,411.16840527,,,,,35.348941803,,,,,,,,72.904899597,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,411.32040527,,,,,35.402141571,,,,,,,,70.750701904,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,411.47240527,,,,,35.455341339,,,,,,,,71.020431519,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,411.62440527,,,,,35.508541107,,,,,,,,72.837387085,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,411.77640527,,,,,35.561740875,,,,,,,,75.53931427,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,411.92840527,,,,,35.614940643,,,,,,,,77.864379883,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,412.08040527,,,,,35.625526428,,,,,,,,79.050193787,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,412.23240527,,,,,35.598167419,,,,,,,,78.139640808,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,412.38440527,,,,,35.570804596,,,,,,,,74.970031738,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,412.53640527,,,,,35.543445587,,,,,,,,72.088233948,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,412.68840527,,,,,35.516086578,,,,,,,,70.419273376,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,412.84040527,,,,,35.48872757,,,,,,,,70.377159119,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,412.99240527,,,,,35.461364746,,,,,,,,71.313789368,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,413.14440527,,,,,33.900421143,,,,,,,,74.331970215,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,413.29640527,,,,,32.258823395,,,,,,,,76.847084045,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,413.44840527,,,,,30.617221832,,,,,,,,78.396194458,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,413.60040527,,,,,28.975622177,,,,,,,,80.33769989,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,413.75240527,,,,,27.334022522,,,,,,,,84.22190094,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,413.90440527,,,,,25.692422867,,,,,,,,88.017944336,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,414.05640527,,,,,24.235832214,,,,,,,,90.745391846,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,414.20840527,,,,,23.092792511,,,,,,,,92.649925232,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,414.36040527,,,,,21.949752808,,,,,,,,92.901687622,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,414.51240527,,,,,20.806711197,,,,,,,,89.978645325,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,414.66440527,,,,,19.663671494,,,,,,,,85.452728271,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,414.81640527,,,,,18.52063179,,,,,,,,81.456298828,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,414.96840527,,,,,17.377592087,,,,,,,,78.120834351,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,415.12040527,,,,,17.626436234,,,,,,,,74.278152466,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,415.27240527,,,,,18.240516663,,,,,,,,70.238471985,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,415.42440527,,,,,18.854597092,,,,,,,,66.282424927,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,415.57640527,,,,,19.468677521,,,,,,,,62.612380981,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,415.72840527,,,,,20.08275795,,,,,,,,60.748752594,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,415.88040527,,,,,20.696838379,,,,,,,,62.18302536,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,416.03240527,,,,,20.960292816,,,,,,,,66.705108643,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,416.18440527,,,,,19.929733276,,,,,,,,71.786468506,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,416.33640527,,,,,18.899171829,,,,,,,,76.055839539,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,416.48840527,,,,,17.868612289,,,,,,,,78.744552612,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,416.64040527,,,,,16.83805275,,,,,,,,80.408798218,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,416.79240527,,,,,15.807492256,,,,,,,,80.119644165,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,416.94440527,,,,,14.776931763,,,,,,,,79.115234375,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,417.09640527,,,,,14.365293503,,,,,,,,77.980293274,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,417.24840527,,,,,14.310573578,,,,,,,,76.70022583,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,417.40040527,,,,,14.255853653,,,,,,,,74.450592041,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,417.55240527,,,,,14.201133728,,,,,,,,72.173599243,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,417.70440527,,,,,14.146413803,,,,,,,,71.629692078,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,417.85640527,,,,,14.091693878,,,,,,,,72.41027832,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,418.00840527,,,,,14.045968056,,,,,,,,73.497802734,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,418.16040527,,,,,14.153887749,,,,,,,,73.774971008,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,418.31240527,,,,,14.261807442,,,,,,,,73.331481934,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/35_8-4.las,35/8-4,418.46440527,,,,,14.369728088,,,,,,,,72.525566101,,,,,,
