source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,RDEP,RMED,SP,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,134.58600061,,,,,,-38.98143005,,,,10.081305504,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,134.73800061,,,,,,-43.44290924,,,,9.9958620071,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,134.89000061,,,,,,-48.30963135,,,,9.6150598526,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,135.04200061,,,,,,-54.52689362,,,,9.4055213928,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,135.19400061,,,,,,-61.16508865,,,,9.7850456238,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,135.34600061,,,,,,-63.61344528,,,,10.38957119,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,135.49800061,,,,,,-65.28487396,,,,10.438232422,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,135.65000061,,,,,,-65.79999542,,,,10.124692917,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,135.80200061,,,,,,-65.73423004,,,,9.8862276077,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,135.95400061,,,,,,-65.91085815,,,,10.044891357,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,136.10600061,,,,,,-66.25931549,,,,10.409460068,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,136.25800061,,,,,,-66.29036713,,,,10.4653759,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,136.41000061,,,,,,-66.30781555,,,,10.105114937,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,136.56200061,,,,,,-66.4198761,,,,9.6003580093,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,136.71400061,,,,,,-66.15856171,,,,9.143866539,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,136.86600061,,,,,,-65.54872894,,,,9.362821579,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,137.01800061,,,,,,-65.1047287,,,,10.457243919,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,137.17000061,,,,,,-64.93013,,,,11.403593063,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,137.32200061,,,,,,-64.77468872,,,,10.927168846,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,137.47400061,,,,,,-64.57513428,,,,9.6544418335,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,137.62600061,,,,,,-64.36343384,,,,8.602013588,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,137.77800061,,,,,,-64.0344162,,,,8.7364425659,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,137.93000061,,,,,,-63.33015823,,,,9.6657466888,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,138.08200061,,,,,,-62.61450958,,,,9.5474081039,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,138.23400061,,,,,,-62.04587555,,,,8.7667474747,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,138.38600061,,,,,,-61.51665497,,,,8.7971830368,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,138.53800061,,,,,,-61.37064743,,,,10.059103966,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,138.69000061,,,,,,-61.29108047,,,,10.523733139,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,138.84200061,,,,,,-61.36956406,,,,9.819852829,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,138.99400061,,,,,,-61.44673157,,,,9.1027259827,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,139.14600061,,,,,,-61.20569992,,,,9.5601882935,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,139.29800061,,,,,,-60.8201828,,,,9.2071781158,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,139.45000061,,,,,,-60.40184784,,,,8.0836133957,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,139.60200061,,,,,,-59.97301865,,,,7.3456311226,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,139.75400061,,,,,,-59.48967743,,,,6.9977054596,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,139.90600061,,,,,,-58.95353317,,,,6.9882354736,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,140.05800061,,,,,,-58.41011047,,,,8.0517406464,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,140.21000061,,,,,,-57.86390305,,,,9.7771654129,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,140.36200061,,,,,,-57.30089188,,,,11.111842155,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,140.51400061,,,,,,-57.360569,,,,11.347852707,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,140.66600061,,,,,,-57.86841965,,,,10.660891533,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,140.81800061,,,,,,-58.31605911,,,,10.182276726,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,140.97000061,,,,,,-58.23239899,,,,10.898961067,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,141.12200061,,,,,,-57.52306747,,,,11.408162117,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,141.27400061,,,,,,-56.45255661,,,,10.491869926,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,141.42600061,,,,,,-55.31771088,,,,9.1384458542,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,141.57800061,,,,,,-54.33777618,,,,7.8941450119,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,141.73000061,,,,,,-53.43930817,,,,7.0551896095,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,141.88200061,,,,,,-52.87817383,,,,6.8609046936,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,142.03400061,,,,,,-52.68579865,,,,7.1746411324,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,142.18600061,,,,,,-52.5396347,,,,8.5328912735,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,142.33800061,,,,,,-52.18135834,,,,10.271142006,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,142.49000061,,,,,,-51.70093536,,,,10.606131554,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,142.64200061,,,,,,-50.9322319,,,,9.4798555374,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,142.79400061,,,,,,-50.06044769,,,,8.7519989014,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,142.94600061,,,,,,-49.20090866,,,,9.8185758591,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,143.09800061,,,,,,-48.47310638,,,,9.9667682648,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,143.25000061,,,,,,-47.89867783,,,,8.6584672928,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,143.40200061,,,,,,-47.40013504,,,,8.1597366333,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,143.55400061,,,,,,-46.93510437,,,,8.4426574707,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,143.70600061,,,,,,-46.58364868,,,,8.6643447876,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,143.85800061,,,,,,-46.28733063,,,,8.3809566498,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,144.01000061,,,,,,-45.79165649,,,,7.455344677,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,144.16200061,,,,,,-45.15563583,,,,7.1022238731,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,144.31400061,,,,,,-44.55244446,,,,7.5292606354,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,144.46600061,,,,,,-44.17531967,,,,8.110575676,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,144.61800061,,,,,,-44.21442795,,,,8.0591268539,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,144.77000061,,,,,,-44.33917618,,,,7.6071219444,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,144.92200061,,,,,,-44.43822479,,,,8.2444791794,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,145.07400061,,,,,,-44.20922089,,,,8.1229581833,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,145.22600061,,,,,,-43.45348358,,,,7.0774645805,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,145.37800061,,,,,,-42.07949829,,,,6.5415210724,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,145.53000061,,,,,,-40.87639999,,,,7.279689312,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,145.68200061,,,,,,-40.66493988,,,,8.7444353104,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,145.83400061,,,,,,-41.07493591,,,,9.8397512436,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,145.98600061,,,,,,-41.54676437,,,,10.896081924,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,146.13800061,,,,,,-40.79384232,,,,10.692907333,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,146.29000061,,,,,,-39.31291199,,,,8.9955558777,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,146.44200061,,,,,,-38.36280823,,,,7.6058192253,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,146.59400061,,,,,,-38.00094604,,,,7.4458832741,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,146.74600061,,,,,,-37.59147263,,,,7.833697319,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,146.89800061,,,,,,-36.95743942,,,,7.6719985008,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,147.05000061,,,,,,-35.91920853,,,,7.4528698921,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,147.20200061,,,,,,-34.78946686,,,,8.1497478485,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,147.35400061,,,,,,-34.03487778,,,,8.9154348373,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,147.50600061,,,,,,-33.67863846,,,,8.9197902679,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,147.65800061,,,,,,-33.51403809,,,,8.4977502823,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,147.81000061,,,,,,-33.51466751,,,,8.3170804977,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,147.96200061,,,,,,-33.68942642,,,,8.8979978561,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,148.11400061,,,,,,-33.74580383,,,,9.5682544708,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,148.26600061,,,,,,-33.38455963,,,,9.1211433411,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,148.41800061,,,,,,-32.57338715,,,,8.3241119385,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,148.57000061,,,,,,-31.43592644,,,,8.1502637863,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,148.72200061,,,,,,-30.04766083,,,,8.7755861282,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,148.87400061,,,,,,-28.46109772,,,,9.7924690247,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,149.02600061,,,,,,-26.49522972,,,,10.722687721,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,149.17800061,,,,,,-23.06295586,,,,11.219952583,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,149.33000061,,,,,,-18.41280746,,,,10.855288506,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,149.48200061,,,,,,-12.17995834,,,,10.018146515,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,149.63400061,,,,,,-2.202520847,,,,9.7083749771,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,149.78600061,,,,,,4.6634726524,,,,10.42679882,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,149.93800061,,,,,,10.269750595,,,,11.499617577,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,150.09000061,,,,,,15.689578056,,,,11.610090256,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,150.24200061,,,,,,18.657897949,,,,12.110692978,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,150.39400061,,,,,,19.167678833,,,,12.564614296,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,150.54600061,,,,,,18.580301285,,,,12.511389732,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,150.69800061,,,,,,17.526527405,,,,12.284874916,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,150.85000061,,,,,,16.034088135,,,,10.876245499,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,151.00200061,,,,,,14.659867287,,,,9.6295690536,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,151.15400061,,,,,,15.474517822,,,,9.9849271774,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,151.30600061,,,,,,17.687576294,,,,11.360495567,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,151.45800061,,,,,,21.033336639,,,,13.356409073,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,151.61000061,,,,,,25.574094772,,,,15.879730225,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,151.76200061,,,,,,30.990249634,,,,18.372024536,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,151.91400061,,,,,,37.660533905,,,,19.651924133,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,152.06600061,,,,,,44.746765137,,,,18.46389389,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,152.21800061,,,,,,50.435180664,,,,16.449934006,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,152.37000061,,,,,,54.254737854,,,,14.690760612,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,152.52200061,,,,,,55.966861725,,,,12.537308693,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,152.67400061,,,,,,56.17754364,,,,10.782806396,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,152.82600061,,,,,,55.080070496,,,,9.7328195572,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,152.97800061,,,,,,51.151176453,,,,8.8532218933,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,153.13000061,,,,,,45.078384399,,,,7.9223361015,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,153.28200061,,,,,,36.420700073,,,,7.337220192,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,153.43400061,,,,,,23.583908081,,,,7.4582300186,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,153.58600061,,,,,,6.712723732,,,,8.2918758392,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,153.73800061,,,,,,-3.043349266,,,,9.7932224274,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,153.89000061,,,,,,-8.777976036,,,,11.526515007,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,154.04200061,,,,,,-14.03533077,,,,13.301651955,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,154.19400061,,,,,,-18.24183273,,,,14.342427254,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,154.34600061,,,,,,-21.27749252,,,,13.94375515,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,154.49800061,,,,,,-23.77490807,,,,13.162524223,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,154.65000061,,,,,,-26.37227058,,,,13.268954277,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,154.80200061,,,,,,-28.98289299,,,,13.990812302,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,154.95400061,,,,,,-30.63698959,,,,14.841209412,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,155.10600061,,,,,,-31.79467201,,,,15.790752411,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,155.25800061,,,,,,-33.20036697,,,,16.804595947,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,155.41000061,,,,,,-34.72631836,,,,17.426769257,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,155.56200061,,,,,,-35.43809128,,,,17.285518646,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,155.71400061,,,,,,-35.49537277,,,,16.681980133,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,155.86600061,,,,,,-35.44311142,,,,15.739922523,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,156.01800061,,,,,,-35.61518478,,,,14.946241379,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,156.17000061,,,,,,-36.23677063,,,,14.679302216,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,156.32200061,,,,,,-37.00935364,,,,15.395042419,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,156.47400061,,,,,,-37.71029282,,,,16.281579971,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,156.62600061,,,,,,-38.435215,,,,16.31993866,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,156.77800061,,,,,,-39.53873062,,,,15.712221146,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,156.93000061,,,,,,-40.8852005,,,,14.458670616,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,157.08200061,,,,,,-42.17444229,,,,13.818831444,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,157.23400061,,,,,,-42.52823257,,,,14.179868698,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,157.38600061,,,,,,-42.179245,,,,14.552895546,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,157.53800061,,,,,,-41.64702225,,,,14.471674919,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,157.69000061,,,,,,-40.84336853,,,,14.901839256,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,157.84200061,,,,,,-40.30371857,,,,17.233556747,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,157.99400061,,,,,,-40.44248581,,,,19.618362427,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,158.14600061,,,,,,-40.88671112,,,,20.01997757,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,158.29800061,,,,,,-41.34421539,,,,20.561819077,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,158.45000061,,,,,,-41.71782684,,,,20.93970871,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,158.60200061,,,,,,-41.98199081,,,,20.117824554,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,158.75400061,,,,,,-42.44580841,,,,18.403862,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,158.90600061,,,,,,-43.24170303,,,,16.702732086,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,159.05800061,,,,,,-43.96663284,,,,16.123149872,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,159.21000061,,,,,,-44.44228363,,,,15.261000633,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,159.36200061,,,,,,-44.69864655,,,,14.35163784,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,159.51400061,,,,,,-44.67050171,,,,14.870009422,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,159.66600061,,,,,,-44.49449158,,,,16.988792419,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,159.81800061,,,,,,-44.19531631,,,,18.952787399,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,159.97000061,,,,,,-43.78070068,,,,18.693998337,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,160.12200061,,,,,,-43.47557831,,,,17.194234848,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,160.27400061,,,,,,-43.34804535,,,,16.956468582,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,160.42600061,,,,,,-43.39860153,,,,17.516511917,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,160.57800061,,,,,,-43.6844635,,,,17.642637253,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,160.73000061,,,,,,-44.12124634,,,,16.785242081,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,160.88200061,,,,,,-44.62388611,,,,16.131923676,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,161.03400061,,,,,,-45.13245392,,,,15.709934235,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,161.18600061,,,,,,-45.60152054,,,,16.027444839,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,161.33800061,,,,,,-46.21757507,,,,17.795543671,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,161.49000061,,,,,,-46.52278519,,,,19.997819901,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,161.64200061,,,,,,-46.32281494,,,,19.491046906,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/29_3-1.las,29/3-1,161.79400061,,,,,,-46.54823303,,,,17.47489357,,,,,,
