source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,RDEP,RSHA,RMED,RXO,SP,DTC,NPHI,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,4.3322000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,4.4842000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,4.6362000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,4.7882000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,4.9402000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,5.0922000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,5.2442000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,5.3962000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,5.5482000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,5.7002000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,5.8522000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,6.0042000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,6.1562000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,6.3082000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,6.4602000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,6.6122000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,6.7642000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,6.9162000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,7.0682000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,7.2202000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,7.3722000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,7.5242000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,7.6762000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,7.8282000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,7.9802000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,8.1322000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,8.2842000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,8.4362000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,8.5882000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,8.7402000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,8.8922000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,9.0442000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,9.1962000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,9.3482000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,9.5002000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,9.6522000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,9.8042000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,9.9562000009,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,10.108200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,10.260200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,10.412200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,10.564200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,10.716200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,10.868200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,11.020200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,11.172200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,11.324200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,11.476200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,11.628200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,11.780200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,11.932200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,12.084200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,12.236200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,12.388200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,12.540200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,12.692200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,12.844200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,12.996200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,13.148200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,13.300200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,13.452200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,13.604200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,13.756200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,13.908200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,14.060200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,14.212200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,14.364200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,14.516200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,14.668200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,14.820200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,14.972200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,15.124200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,15.276200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,15.428200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,15.580200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,15.732200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,15.884200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,16.036200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,16.188200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,16.340200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,16.492200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,16.644200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,16.796200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,16.948200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,17.100200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,17.252200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,17.404200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,17.556200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,17.708200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,17.860200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,18.012200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,18.164200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,18.316200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,18.468200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,18.620200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,18.772200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,18.924200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,19.076200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,19.228200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,19.380200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,19.532200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,19.684200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,19.836200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,19.988200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,20.140200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,20.292200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,20.444200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,20.596200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,20.748200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,20.900200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,21.052200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,21.204200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,21.356200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,21.508200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,21.660200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,21.812200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,21.964200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,22.116200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,22.268200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,22.420200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,22.572200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,22.724200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,22.876200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,23.028200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,23.180200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,23.332200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,23.484200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,23.636200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,23.788200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,23.940200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,24.092200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,24.244200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,24.396200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,24.548200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,24.700200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,24.852200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,25.004200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,25.156200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,25.308200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,25.460200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,25.612200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,25.764200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,25.916200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,26.068200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,26.220200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,26.372200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,26.524200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,26.676200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,26.828200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,26.980200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,27.132200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,27.284200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,27.436200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,27.588200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,27.740200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,27.892200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,28.044200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,28.196200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,28.348200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,28.500200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,28.652200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,28.804200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,28.956200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,29.108200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,29.260200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,29.412200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,29.564200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,29.716200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,29.868200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,30.020200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,30.172200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,30.324200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,30.476200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,30.628200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,30.780200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,30.932200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,31.084200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,31.236200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,31.388200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,31.540200001,,,,36.0,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_2-1.las,31/2-1,31.692200001,,,,36.0,,,,,,,,,,,,,,
