source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,RDEP,RSHA,RMED,SP,DTS,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,227.023,,,,1.1426887512,,,,,,,,33.225990295,,,227.022995,463374.34375,6771064.5,-204.02211
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,227.175,,,,1.1844028234,,,,,,,,34.580566406,,,227.17500305,463374.34375,6771064.5,-204.174118
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,227.327,,,,1.2317624092,,,,,,,,35.712532043,,,227.32699585,463374.34375,6771064.5,-204.3261108
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,227.479,,,,1.2791479826,,,,,,,,36.844509125,,,227.47900391,463374.34375,6771064.5,-204.4781036
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,227.631,,,,1.3301199675,,,,,,,,37.996444702,,,227.6309967,463374.34375,6771064.5,-204.6300964
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,227.783,,,,1.4731807709,,,,,,,,39.649024963,,,227.78300476,463374.34375,6771064.5,-204.7821045
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,227.935,,,,1.5919009447,,,,,,,,41.769950867,,,227.93499756,463374.34375,6771064.5,-204.9340973
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,228.087,,,,1.5848586559,,,,,,,,45.312088013,,,228.08700562,463374.34375,6771064.5,-205.0861053
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,228.239,,,,1.5250295401,,,,,,,,49.451446533,,,228.23899841,463374.34375,6771064.5,-205.2380981
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,228.391,,,,1.6113088131,,,,,,,,52.896316528,,,228.39100647,463374.34375,6771064.5,-205.3901062
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,228.543,,,,1.691809535,,,,,,,,55.982582092,,,228.54299927,463374.34375,6771064.5,-205.542099
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,228.695,,,,1.6973199844,,,,,,,,57.923984528,,,228.69500732,463374.34375,6771064.5,-205.6941071
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,228.847,,,,1.6744112968,,,,,,,,59.31206131,,,228.84700012,463374.34375,6771064.5,-205.8460846
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,228.999,,,,1.674467206,,,,,,,,59.729621887,,,228.99899292,463374.34375,6771064.5,-205.9980774
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,229.151,,,,1.6794527769,,,,,,,,59.806354523,,,229.15100098,463374.34375,6771064.5,-206.1500854
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,229.303,,,,1.6844807863,,,,,,,,59.107219696,,,229.30299377,463374.34375,6771064.5,-206.3020782
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,229.455,,,,1.6895240545,,,,,,,,58.159713745,,,229.45500183,463374.34375,6771064.5,-206.4540863
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,229.607,,,,1.6945099831,,,,,,,,57.212123871,,,229.60699463,463374.34375,6771064.5,-206.6060791
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,229.759,,,,1.7001920938,,,,,,,,56.225486755,,,229.75900269,463374.34375,6771064.5,-206.7580872
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,229.911,,,,1.7177232504,,,,,,,,54.572059631,,,229.91099548,463374.34375,6771064.5,-206.91008
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,230.063,,,,1.7362040281,,,,,,,,53.150867462,,,230.06300354,463374.34375,6771064.5,-207.062088
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,230.215,,,,1.7488039732,,,,,,,,53.18844986,,,230.21499634,463374.34375,6771064.5,-207.2140808
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,230.367,,,,1.7587752342,,,,,,,,53.876674652,,,230.36700439,463374.34375,6771064.5,-207.3660736
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,230.519,,,,1.7555763721,,,,,,,,54.398376465,,,230.51899719,463374.34375,6771064.5,-207.5180664
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,230.671,,,,1.7484568357,,,,,,,,54.992294312,,,230.67100525,463374.34375,6771064.5,-207.6700745
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,230.823,,,,1.7325639725,,,,,,,,55.970775604,,,230.82299805,463374.34375,6771064.5,-207.8220673
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,230.975,,,,1.7125800848,,,,,,,,57.028518677,,,230.9750061,463374.34375,6771064.5,-207.9740753
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,231.127,,,,1.6926375628,,,,,,,,55.010814667,,,231.1269989,463374.34375,6771064.5,-208.1260681
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,231.279,,,,1.6715577841,,,,,,,,52.921905518,,,231.27900696,463374.34375,6771064.5,-208.2780762
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,231.431,,,,1.644177556,,,,,,,,53.727359772,,,231.43099976,463374.34375,6771064.5,-208.430069
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,231.583,,,,1.6147303581,,,,,,,,55.321331024,,,231.58299255,463374.34375,6771064.5,-208.5820465
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,231.735,,,,1.5885720253,,,,,,,,54.163276672,,,231.73500061,463374.34375,6771064.5,-208.7340546
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,231.887,,,,1.5662047863,,,,,,,,52.185646057,,,231.88699341,463374.34375,6771064.5,-208.8860474
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,232.039,,,,1.5770168304,,,,,,,,51.717510223,,,232.03900146,463374.34375,6771064.5,-209.0380554
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,232.191,,,,1.5932625532,,,,,,,,51.717227936,,,232.19099426,463374.34375,6771064.5,-209.1900482
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,232.343,,,,1.5915250778,,,,,,,,51.955795288,,,232.34300232,463374.34375,6771064.5,-209.3420563
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,232.495,,,,1.5815279484,,,,,,,,52.304916382,,,232.49499512,463374.34375,6771064.5,-209.4940491
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,232.647,,,,1.5128368139,,,,,,,,52.880695343,,,232.64700317,463374.34375,6771064.5,-209.6460571
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,232.799,,,,1.4461559057,,,,,,,,53.79863739,,,232.79899597,463374.34375,6771064.5,-209.7980499
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,232.951,,,,1.4366711378,,,,,,,,56.01619339,,,232.95100403,463374.34375,6771064.5,-209.9500427
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,233.103,,,,1.4566118717,,,,,,,,58.903266907,,,233.10299683,463374.34375,6771064.5,-210.1020355
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,233.255,,,,1.4765560627,,,,,,,,61.79088974,,,233.25500488,463374.34375,6771064.5,-210.2540436
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,233.407,,,,1.4964984655,,,,,,,,64.422859192,,,233.40699768,463374.34375,6771064.5,-210.4060364
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,233.559,,,,1.5164407492,,,,,,,,65.682739258,,,233.55900574,463374.34375,6771064.5,-210.5580444
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,233.711,,,,1.5377591848,,,,,,,,66.324127197,,,233.71099854,463374.34375,6771064.5,-210.7100372
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,233.863,,,,1.5768616199,,,,,,,,67.407356262,,,233.86300659,463374.34375,6771064.5,-210.8620453
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,234.015,,,,1.6194701195,,,,,,,,68.232719421,,,234.01499939,463374.34375,6771064.5,-211.0140381
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,234.167,,,,1.6381552219,,,,,,,,64.799987793,,,234.16700745,463374.34375,6771064.5,-211.1660309
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,234.319,,,,1.6491199732,,,,,,,,60.230888367,,,234.31900024,463374.34375,6771064.5,-211.3180237
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,234.471,,,,1.6661951542,,,,,,,,58.19285202,,,234.47099304,463374.34375,6771064.5,-211.4700165
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,234.623,,,,1.6861376762,,,,,,,,57.345153809,,,234.6230011,463374.34375,6771064.5,-211.6220245
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,234.775,,,,1.66989851,,,,,,,,55.702148438,,,234.7749939,463374.34375,6771064.5,-211.7740173
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,234.927,,,,1.6467202902,,,,,,,,54.170600891,,,234.92700195,463374.34375,6771064.5,-211.9260254
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,235.079,,,,1.6320176125,,,,,,,,54.114307404,,,235.07899475,463374.34375,6771064.5,-212.0780182
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,235.231,,,,1.6220463514,,,,,,,,54.882293701,,,235.23100281,463374.34375,6771064.5,-212.2300262
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,235.383,,,,1.6239624023,,,,,,,,54.944900513,,,235.38299561,463374.34375,6771064.5,-212.382019
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,235.535,,,,1.6289480925,,,,,,,,54.795391083,,,235.53500366,463374.34375,6771064.5,-212.5340118
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,235.687,,,,1.6339339018,,,,,,,,54.485042572,,,235.68699646,463374.34375,6771064.5,-212.6860046
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,235.839,,,,1.6389904022,,,,,,,,54.091007233,,,235.83900452,463374.34375,6771064.5,-212.8380127
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,235.991,,,,1.6478095055,,,,,,,,53.945232391,,,235.99099731,463374.34375,6771064.5,-212.9900055
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,236.143,,,,1.657089591,,,,,,,,53.882015228,,,236.14300537,463374.34375,6771064.5,-213.1420135
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,236.295,,,,1.6599999666,,,,,,,,53.879383087,,,236.29499817,463374.34375,6771064.5,-213.2940063
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,236.447,,,,1.6575229168,,,,,,,,53.904308319,,,236.44700623,463374.34375,6771064.5,-213.4460144
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,236.599,,,,1.6329689026,,,,,,,,53.929233551,,,236.59899902,463374.34375,6771064.5,-213.5980072
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,236.751,,,,1.5983967781,,,,,,,,53.957363129,,,236.75100708,463374.34375,6771064.5,-213.7500153
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,236.903,,,,1.6168287992,,,,,,,,54.48878479,,,236.90299988,463374.34375,6771064.5,-213.9020081
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,237.055,,,,1.6507599354,,,,,,,,55.064136505,,,237.05499268,463374.34375,6771064.5,-214.0539856
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,237.207,,,,1.6790479422,,,,,,,,54.989891052,,,237.20700073,463374.34375,6771064.5,-214.2059937
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,237.359,,,,1.7039737701,,,,,,,,54.531135559,,,237.35899353,463374.34375,6771064.5,-214.3579865
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,237.511,,,,1.7137608528,,,,,,,,55.001979828,,,237.51100159,463374.34375,6771064.5,-214.5099945
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,237.663,,,,1.7182599306,,,,,,,,55.610374451,,,237.66299438,463374.34375,6771064.5,-214.6619873
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,237.815,,,,1.7200000286,,,,,,,,55.321956635,,,237.81500244,463374.34375,6771064.5,-214.8139954
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,237.967,,,,1.7200000286,,,,,,,,54.474159241,,,237.96699524,463374.34375,6771064.5,-214.9659882
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,238.119,,,,1.7237128019,,,,,,,,54.209182739,,,238.1190033,463374.34375,6771064.5,-215.1179962
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,238.271,,,,1.7294104099,,,,,,,,54.186515808,,,238.27099609,463374.34375,6771064.5,-215.2699738
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,238.423,,,,1.7411231995,,,,,,,,54.57151413,,,238.42300415,463374.34375,6771064.5,-215.4219818
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,238.575,,,,1.7531400919,,,,,,,,55.190078735,,,238.57499695,463374.34375,6771064.5,-215.5739746
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,238.727,,,,1.715952754,,,,,,,,55.979297638,,,238.727005,463374.34375,6771064.5,-215.7259827
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,238.879,,,,1.6575424671,,,,,,,,56.809986115,,,238.8789978,463374.34375,6771064.5,-215.8779755
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,239.031,,,,1.6619023085,,,,,,,,56.109489441,,,239.03100586,463374.34375,6771064.5,-216.0299835
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,239.183,,,,1.6902817488,,,,,,,,54.921531677,,,239.18299866,463374.34375,6771064.5,-216.1819763
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,239.335,,,,1.7072759867,,,,,,,,54.753196716,,,239.33500671,463374.34375,6771064.5,-216.3339844
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,239.487,,,,1.7172471285,,,,,,,,55.211963654,,,239.48699951,463374.34375,6771064.5,-216.4859772
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,239.639,,,,1.7056632042,,,,,,,,55.300121307,,,239.63900757,463374.34375,6771064.5,-216.63797
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,239.791,,,,1.6900830269,,,,,,,,54.867137909,,,239.79100037,463374.34375,6771064.5,-216.7899628
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,239.943,,,,1.7013837099,,,,,,,,53.440986633,,,239.94299316,463374.34375,6771064.5,-216.9419556
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,240.095,,,,1.7312960625,,,,,,,,50.788131714,,,240.09500122,463374.34375,6771064.5,-217.0939636
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,240.247,,,,1.7364192009,,,,,,,,49.784210205,,,240.24699402,463374.34375,6771064.5,-217.2459564
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,240.399,,,,1.7297272682,,,,,,,,49.480308533,,,240.39900208,463374.34375,6771064.5,-217.3979645
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,240.551,,,,1.7088632584,,,,,,,,49.501750946,,,240.55099487,463374.34375,6771064.5,-217.5499573
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,240.703,,,,1.6791349649,,,,,,,,49.733970642,,,240.70300293,463374.34375,6771064.5,-217.7019653
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,240.855,,,,1.6665558815,,,,,,,,50.302631378,,,240.85499573,463374.34375,6771064.5,-217.8539581
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,241.007,,,,1.6618280411,,,,,,,,50.981575012,,,241.00700378,463374.34375,6771064.5,-218.0059662
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,241.159,,,,1.6634151936,,,,,,,,50.706504822,,,241.15899658,463374.34375,6771064.5,-218.157959
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,241.311,,,,1.6676199436,,,,,,,,49.921787262,,,241.31100464,463374.34375,6771064.5,-218.309967
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,241.463,,,,1.6631271839,,,,,,,,48.957294464,,,241.46299744,463374.34375,6771064.5,-218.4619598
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,241.615,,,,1.6531569958,,,,,,,,47.880264282,,,241.61500549,463374.34375,6771064.5,-218.6139526
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,241.767,,,,1.6602727175,,,,,,,,48.140464783,,,241.76699829,463374.34375,6771064.5,-218.7659454
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,241.919,,,,1.6692807674,,,,,,,,48.929679871,,,241.91900635,463374.34375,6771064.5,-218.9179535
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,242.071,,,,1.6360256672,,,,,,,,49.090057373,,,242.07099915,463374.34375,6771064.5,-219.0699463
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,242.223,,,,1.5711344481,,,,,,,,48.780910492,,,242.2230072,463374.34375,6771064.5,-219.2219543
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,242.375,,,,1.5667999983,,,,,,,,49.990200043,,,242.375,463374.34375,6771064.5,-219.3739471
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,242.527,,,,1.5893726349,,,,,,,,51.715026855,,,242.5269928,463374.34375,6771064.5,-219.5259399
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,242.679,,,,1.593357563,,,,,,,,51.70671463,,,242.67900085,463374.34375,6771064.5,-219.677948
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,242.831,,,,1.5833864212,,,,,,,,50.400123596,,,242.83099365,463374.34375,6771064.5,-219.8299408
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,242.983,,,,1.6001127958,,,,,,,,50.976795197,,,242.98300171,463374.34375,6771064.5,-219.9819489
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,243.135,,,,1.6287760735,,,,,,,,52.364906311,,,243.13499451,463374.34375,6771064.5,-220.1339417
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,243.287,,,,1.6399999857,,,,,,,,51.989143372,,,243.28700256,463374.34375,6771064.5,-220.2859497
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,243.439,,,,1.6408190727,,,,,,,,50.463447571,,,243.43899536,463374.34375,6771064.5,-220.4379425
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,243.591,,,,1.6595088243,,,,,,,,48.508514404,,,243.59100342,463374.34375,6771064.5,-220.5899506
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,243.743,,,,1.689422369,,,,,,,,46.284328461,,,243.74299622,463374.34375,6771064.5,-220.7419434
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,243.895,,,,1.6322240829,,,,,,,,48.00510025,,,243.89500427,463374.34375,6771064.5,-220.8939514
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,244.047,,,,1.5368107557,,,,,,,,51.68296814,,,244.04699707,463374.34375,6771064.5,-221.045929
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,244.199,,,,1.525198102,,,,,,,,53.631404877,,,244.19900513,463374.34375,6771064.5,-221.197937
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,244.351,,,,1.5800397396,,,,,,,,54.209854126,,,244.35099792,463374.34375,6771064.5,-221.3499298
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,244.503,,,,1.5873063803,,,,,,,,54.416835785,,,244.50300598,463374.34375,6771064.5,-221.5019379
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,244.655,,,,1.5682760477,,,,,,,,54.256568909,,,244.65499878,463374.34375,6771064.5,-221.6539307
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,244.807,,,,1.5568304062,,,,,,,,53.771217346,,,244.80700684,463374.34375,6771064.5,-221.8059387
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,244.959,,,,1.5518444777,,,,,,,,52.743858337,,,244.95899963,463374.34375,6771064.5,-221.9579315
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,245.111,,,,1.5500559807,,,,,,,,52.181037903,,,245.11099243,463374.34375,6771064.5,-222.1099243
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,245.263,,,,1.5509256124,,,,,,,,51.905330658,,,245.26300049,463374.34375,6771064.5,-222.2619324
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,245.415,,,,1.5654599667,,,,,,,,52.106876373,,,245.41499329,463374.34375,6771064.5,-222.4139252
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,245.567,,,,1.5903879404,,,,,,,,52.6653862,,,245.56700134,463374.34375,6771064.5,-222.5659332
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,245.719,,,,1.5876424313,,,,,,,,53.131698608,,,245.71899414,463374.34375,6771064.5,-222.717926
Force_2020_all_wells_train_test_blind_hidden_final/34_10-35.las,34/10-35,245.871,,,,1.5677227974,,,,,,,,53.540775299,,,245.8710022,463374.34375,6771064.5,-222.8699341
