source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,ROP,RDEP,RSHA,RMED,RXO,SP,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,90.0264,,,,18.614173889,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,90.1784,,,,20.661426544,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,90.3304,,,,28.314964294,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,90.4824,,,,42.897636414,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,90.6344,,,,30.866147995,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,90.7864,,,,53.874011993,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,90.9384,,,,108.51966858,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,91.0904,,,,58.220470428,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,91.2424,,,,25.779535294,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,91.3944,,,,28.20472908,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,91.5464,,,,30.000001907,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,91.6984,,,,25.826780319,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,91.8504,,,,24.000011444,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,92.0024,,,,24.000011444,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,92.1544,,,,32.251964569,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,92.3064,,,,40.110237122,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,92.4584,,,,29.716545105,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,92.6104,,,,36.236228943,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,92.7624,,,,46.062992096,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,92.9144,,,,23.716537476,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,93.0664,,,,24.094491959,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,93.2184,,,,30.000001907,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,93.3704,,,,26.000007629,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,93.5224,,,,20.015748978,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,93.6744,,,,29.905502319,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,93.8264,,,,32.047241211,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,93.9784,,,,33.937000275,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,94.1304,,,,35.999988556,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,94.2824,,,,35.999988556,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,94.4344,,,,32.110233307,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,94.5864,,,,37.748035431,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,94.7384,,,,45.858268738,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,94.8904,,,,44.157482147,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,95.0424,,,,43.913391113,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,95.1944,,,,46.905509949,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,95.3464,,,,70.771644592,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,95.4984,,,,65.102348328,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,95.6504,,,,57.763774872,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,95.8024,,,,56.25195694,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,95.9544,,,,57.732276917,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,96.1064,,,,56.283454895,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,96.2584,,,,72.503921509,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,96.4104,,,,92.59841156,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,96.5624,,,,106.56166077,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,96.7144,,,,120.5249176,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,96.8664,,,,115.08660889,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,97.0184,,,,108.0,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,97.1704,,,,133.24409485,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,97.3224,,,,128.4566803,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,97.4744,,,,117.57479858,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,97.6264,,,,155.59056091,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,97.7784,,,,240.23620605,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,97.9304,,,,165.5905304,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,98.0824,,,,105.07086182,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,98.2344,,,,130.4881897,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,98.3864,,,,131.03936768,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,98.5384,,,,94.818893433,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,98.6904,,,,89.244102478,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,98.8424,,,,98.566925049,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,98.9944,,,,85.748031616,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,99.1464,,,,57.590557098,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,99.2984,,,,58.929141998,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,99.4504,,,,98.960639954,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,99.6024,,,,83.102355957,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,99.7544,,,,47.3228302,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,99.9064,,,,58.614181519,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,100.0584,,,,58.771656036,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,100.2104,,,,51.291324615,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,100.3624,,,,57.275585175,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,100.5144,,,,73.039360046,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,100.6664,,,,90.488174438,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,100.8184,,,,102.45668793,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,100.9704,,,,91.937004089,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,101.1224,,,,71.606292725,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,101.2744,,,,65.999992371,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,101.4264,,,,65.999992371,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,101.5784,,,,75.448806763,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,101.7304,,,,71.464561462,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,101.8824,,,,72.472434998,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,102.0344,,,,77.795272827,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,102.1864,,,,84.346458435,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,102.3384,,,,95.999992371,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,102.4904,,,,120.44093323,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,102.6424,,,,180.47242737,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,102.7944,,,,158.55117798,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,102.9464,,,,83.952758789,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,103.0984,,,,48.04724884,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,103.2504,,,,38.929134369,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,103.4024,,,,74.64566803,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,103.5544,,,,134.39369202,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,103.7064,,,,138.70864868,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,103.8584,,,,87.606292725,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,104.0104,,,,80.488182068,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,104.1624,,,,93.118103027,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,104.3144,,,,78.535430908,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,104.4664,,,,94.503929138,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,104.6184,,,,106.15746307,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,104.7704,,,,75.543296814,,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/30_6-5.las,30/6-5,104.9224,,,,57.590545654,,,,,,,,,,,,,,,
