source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,DCAL,ROP,RDEP,RSHA,RMED,SP,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,141.62590063,,,,36.0,,,,,,,,,,17.184679031,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,141.77790063,,,,36.0,,,,,,,,,,19.235582352,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,141.92990063,,,,36.0,,,,,,,,,,21.697059631,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,142.08190063,,,,36.0,,,,,,,,,,24.629199982,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,142.23390063,,,,36.0,,,,,,,,,,27.805389404,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,142.38590063,,,,36.0,,,,,,,,,,31.117624283,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,142.53790063,,,,36.0,,,,,,,,,,34.893611908,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,142.68990063,,,,36.0,,,,,,,,,,39.463020325,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,142.84190063,,,,36.0,,,,,,,,,,44.60892868,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,142.99390063,,,,36.0,,,,,,,,,,49.558933258,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,143.14590063,,,,36.0,,,,,,,,,,53.229782104,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,143.29790063,,,,36.0,,,,,,,,,,55.194641113,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,143.44990063,,,,36.0,,,,,,,,,,55.280094147,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,143.60190063,,,,36.0,,,,,,,,,,53.974884033,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,143.75390063,,,,36.0,,,,,,,,,,52.523448944,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,143.90590063,,,,36.0,,,,,,,,,,51.968383789,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,144.05790063,,,,36.0,,,,,,,,,,52.349060059,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,144.20990063,,,,36.0,,,,,,,,,,53.001121521,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,144.36190063,,,,36.0,,,,,,,,,,53.449092865,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,144.51390063,,,,36.0,,,,,,,,,,53.781570435,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,144.66590063,,,,36.0,,,,,,,,,,54.143135071,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,144.81790063,,,,36.0,,,,,,,,,,54.44789505,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,144.96990063,,,,36.0,,,,,,,,,,54.62802124,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,145.12190063,,,,36.0,,,,,,,,,,54.636314392,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,145.27390063,,,,36.0,,,,,,,,,,54.352905273,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,145.42590063,,,,36.0,,,,,,,,,,53.495502472,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,145.57790063,,,,36.0,,,,,,,,,,51.77841568,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,145.72990063,,,,36.0,,,,,,,,,,49.092723846,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,145.88190063,,,,36.0,,,,,,,,,,46.043624878,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,146.03390063,,,,36.0,,,,,,,,,,43.580566406,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,146.18590063,,,,36.0,,,,,,,,,,42.129619598,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,146.33790063,,,,36.0,,,,,,,,,,41.527458191,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,146.48990063,,,,36.0,,,,,,,,,,41.313667297,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,146.64190063,,,,36.0,,,,,,,,,,41.183216095,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,146.79390063,,,,36.0,,,,,,,,,,41.059158325,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,146.94590063,,,,36.0,,,,,,,,,,40.935756683,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,147.09790063,,,,36.0,,,,,,,,,,40.812046051,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,147.24990063,,,,36.0,,,,,,,,,,40.688671112,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,147.40190063,,,,36.0,,,,,,,,,,40.582157135,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,147.55390063,,,,36.0,,,,,,,,,,40.594154358,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,147.70590063,,,,36.0,,,,,,,,,,40.930801392,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,147.85790063,,,,36.0,,,,,,,,,,41.946273804,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,148.00990063,,,,36.0,,,,,,,,,,43.913597107,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,148.16190063,,,,36.0,,,,,,,,,,47.074905396,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,148.31390063,,,,36.0,,,,,,,,,,51.64087677,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,148.46590063,,,,36.0,,,,,,,,,,57.471225739,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,148.61790063,,,,36.0,,,,,,,,,,63.450683594,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,148.76990063,,,,36.0,,,,,,,,,,68.123443604,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,148.92190063,,,,36.0,,,,,,,,,,70.815841675,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,149.07390063,,,,36.0,,,,,,,,,,72.427894592,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,149.22590063,,,,36.0,,,,,,,,,,74.110313416,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,149.37790063,,,,36.0,,,,,,,,,,76.224365234,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,149.52990063,,,,36.0,,,,,,,,,,78.134773254,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,149.68190063,,,,36.0,,,,,,,,,,79.114929199,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,149.83390063,,,,36.0,,,,,,,,,,78.700431824,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,149.98590063,,,,36.0,,,,,,,,,,76.887489319,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,150.13790063,,,,36.0,,,,,,,,,,74.013946533,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,150.28990063,,,,36.0,,,,,,,,,,70.768127441,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,150.44190063,,,,36.0,,,,,,,,,,67.894302368,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,150.59390063,,,,36.0,,,,,,,,,,66.006378174,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,150.74590063,,,,36.0,,,,,,,,,,65.592582703,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,150.89790063,,,,36.0,,,,,,,,,,65.976211548,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,151.04990063,,,,36.0,,,,,,,,,,65.274986267,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,151.20190063,,,,36.0,,,,,,,,,,61.423885345,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,151.35390063,,,,36.0,,,,,,,,,,53.619808197,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,151.50590063,,,,36.0,,,,,,,,,,43.961761475,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,151.65790063,,,,36.0,,,,,,,,,,35.57497406,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,151.80990063,,,,36.0,,,,,,,,,,30.266597748,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,151.96190063,,,,36.0,,,,,,,,,,28.452951431,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,152.11390063,,,,36.0,,,,,,,,,,29.866617203,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,152.26590063,,,,36.0,,,,,,,,,,33.177337646,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,152.41790063,,,,36.0,,,,,,,,,,36.786716461,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,152.56990063,,,,36.0,,,,,,,,,,38.988349915,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,152.72190063,,,,36.0,,,,,,,,,,38.730781555,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,152.87390063,,,,36.0,,,,,,,,,,37.11623764,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,153.02590063,,,,36.0,,,,,,,,,,36.44525528,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,153.17790063,,,,36.0,,,,,,,,,,38.151012421,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,153.32990063,,,,36.0,,,,,,,,,,41.603572845,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,153.48190063,,,,36.0,,,,,,,,,,44.043441772,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,153.63390063,,,,36.0,,,,,,,,,,43.749694824,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,153.78590063,,,,36.0,,,,,,,,,,42.164054871,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,153.93790063,,,,36.0,,,,,,,,,,42.281219482,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,154.08990063,,,,36.0,,,,,,,,,,45.442939758,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,154.24190063,,,,36.0,,,,,,,,,,50.006565094,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,154.39390063,,,,36.0,,,,,,,,,,53.451400757,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,154.54590063,,,,36.0,,,,,,,,,,55.098457336,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,154.69790063,,,,36.0,,,,,,,,,,55.680965424,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,154.84990063,,,,36.0,,,,,,,,,,55.966701508,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,155.00190063,,,,36.0,,,,,,,,,,56.220218658,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,155.15390063,,,,36.0,,,,,,,,,,56.478126526,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,155.30590063,,,,36.0,,,,,,,,,,56.778202057,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,155.45790063,,,,36.0,,,,,,,,,,57.229160309,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,155.60990063,,,,36.0,,,,,,,,,,57.996253967,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,155.76190063,,,,36.0,,,,,,,,,,59.096187592,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,155.91390063,,,,36.0,,,,,,,,,,60.179901123,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,156.06590063,,,,36.0,,,,,,,,,,60.333251953,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,156.21790063,,,,36.0,,,,,,,,,,58.662078857,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,156.36990063,,,,36.0,,,,,,,,,,56.1771698,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,156.52190063,,,,36.0,,,,,,,,,,55.033966064,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,156.67390063,,,,36.0,,,,,,,,,,56.355335236,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,156.82590063,,,,36.0,,,,,,,,,,59.443626404,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,156.97790063,,,,36.0,,,,,,,,,,62.117767334,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,157.12990063,,,,36.0,,,,,,,,,,63.03754425,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,157.28190063,,,,36.0,,,,,,,,,,62.532001495,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,157.43390063,,,,36.0,,,,,,,,,,62.06129837,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,157.58590063,,,,36.0,,,,,,,,,,63.270523071,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,157.73790063,,,,36.0,,,,,,,,,,66.672996521,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,157.88990063,,,,36.0,,,,,,,,,,71.301078796,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,158.04190063,,,,36.0,,,,,,,,,,75.73008728,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,158.19390063,,,,36.0,,,,,,,,,,79.118087769,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,158.34590063,,,,36.0,,,,,,,,,,81.213447571,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,158.49790063,,,,36.0,,,,,,,,,,81.668487549,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,158.64990063,,,,36.0,,,,,,,,,,79.934585571,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,158.80190063,,,,36.0,,,,,,,,,,75.690620422,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,158.95390063,,,,36.0,,,,,,,,,,69.393661499,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,159.10590063,,,,36.0,,,,,,,,,,62.242511749,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,159.25790063,,,,36.0,,,,,,,,,,55.704223633,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,159.40990063,,,,36.0,,,,,,,,,,51.183601379,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,159.56190063,,,,36.0,,,,,,,,,,49.553478241,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,159.71390063,,,,36.0,,,,,,,,,,50.673553467,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,159.86590063,,,,36.0,,,,,,,,,,52.928913116,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,160.01790063,,,,36.0,,,,,,,,,,54.965579987,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,160.16990063,,,,36.0,,,,,,,,,,56.919120789,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,160.32190063,,,,36.0,,,,,,,,,,60.034713745,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,160.47390063,,,,36.0,,,,,,,,,,64.670654297,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,160.62590063,,,,36.0,,,,,,,,,,69.407577515,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,160.77790063,,,,36.0,,,,,,,,,,72.39503479,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,160.92990063,,,,36.0,,,,,,,,,,72.67502594,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,161.08190063,,,,36.0,,,,,,,,,,70.924858093,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,161.23390063,,,,36.0,,,,,,,,,,69.072410583,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,161.38590063,,,,36.0,,,,,,,,,,68.804130554,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,161.53790063,,,,36.0,,,,,,,,,,70.370040894,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,161.68990063,,,,36.0,,,,,,,,,,72.822799683,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,161.84190063,,,,36.0,,,,,,,,,,74.497177124,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,161.99390063,,,,36.0,,,,,,,,,,74.238586426,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,162.14590063,,,,36.0,,,,,,,,,,72.5154953,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,162.29790063,,,,36.0,,,,,,,,,,70.789413452,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,162.44990063,,,,36.0,,,,,,,,,,70.21484375,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,162.60190063,,,,36.0,,,,,,,,,,70.916732788,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,162.75390063,,,,36.0,,,,,,,,,,72.211387634,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,162.90590063,,,,36.0,,,,,,,,,,73.482383728,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,163.05790063,,,,36.0,,,,,,,,,,74.508590698,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,163.20990063,,,,36.0,,,,,,,,,,75.291923523,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,163.36190063,,,,36.0,,,,,,,,,,75.975708008,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,163.51390063,,,,36.0,,,,,,,,,,76.70500946,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,163.66590063,,,,36.0,,,,,,,,,,77.483253479,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,163.81790063,,,,36.0,,,,,,,,,,78.162498474,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,163.96990063,,,,36.0,,,,,,,,,,78.580986023,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,164.12190063,,,,36.0,,,,,,,,,,78.672981262,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,164.27390063,,,,36.0,,,,,,,,,,78.454338074,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,164.42590063,,,,36.0,,,,,,,,,,77.992988586,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,164.57790063,,,,36.0,,,,,,,,,,77.39604187,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,164.72990063,,,,36.0,,,,,,,,,,76.778930664,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,164.88190063,,,,36.0,,,,,,,,,,76.213745117,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,165.03390063,,,,36.0,,,,,,,,,,75.702346802,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,165.18590063,,,,36.0,,,,,,,,,,75.216567993,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_2-14.las,25/2-14 Froey Appr,165.33790063,,,,36.0,,,,,,,,,,74.7474823,,,,,,
