source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,ROPA,ROP,RDEP,RSHA,RMED,DTS,DTC,NPHI,PEF,GR,RHOB,DRHO,SGR,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,400.85358423,,,,36.0,,,0.6694999933,,0.6879000068,,208.55328369,,,45.696426392,,,,400.85357666,499925.34375,6787701.5,-377.853302
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,401.00558423,,,,36.0,,,0.6694999933,,0.6879000068,,211.22145081,,,45.584899902,,,,401.00558472,499925.34375,6787701.5,-378.0053101
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,401.15758423,,,,36.0,,,0.7016192675,,0.6966167092,,209.31570435,,,42.761051178,,,,401.15759277,499925.34375,6787701.5,-378.1573181
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,401.30958423,,,,36.0,,,0.6558753252,,0.634552598,,206.87120056,,,39.794418335,,,,401.30957031,499925.34375,6787701.5,-378.3092957
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,401.46158423,,,,36.0,,,0.6820245981,,0.6427713037,,206.18392944,,,37.249248505,,,,401.46157837,499925.34375,6787701.5,-378.4612732
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,401.61358423,,,,36.0,,,0.6837999821,,0.6434999704,,211.93571472,,,37.386737823,,,,401.61358643,499925.34375,6787701.5,-378.6132813
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,401.76558423,,,,36.0,,,0.6837999821,,0.6434999704,,210.2911377,,,37.687839508,,,,401.76559448,499925.34375,6787701.5,-378.7652588
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,401.91758423,,,,36.0,,,0.6837999821,,0.6434999704,,207.28805542,,,38.270969391,,,,401.91757202,499925.34375,6787701.5,-378.9172363
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,402.06958423,,,,36.0,,,0.6515620947,,0.5935592055,,205.23213196,,,38.873374939,,,,402.06958008,499925.34375,6787701.5,-379.0692444
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,402.22158423,,,,36.0,35.059188843,,0.6492000222,,0.5899000168,,207.87669373,,,39.6626091,,,,402.22158813,499925.34375,6787701.5,-379.2212524
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,402.37358423,,,,36.0,38.097694397,,0.7273910046,,0.6718893051,,207.3862915,,,40.465572357,,,,402.37359619,499925.34375,6787701.5,-379.3732605
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,402.52558423,,,,36.0,41.136199951,,0.7336000204,,0.6783999801,,207.15655518,,,40.793434143,,,,402.52557373,499925.34375,6787701.5,-379.525238
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,402.67758423,,,,36.0,44.174610138,,0.7336000204,,0.6783999801,,207.16567993,,,39.847316742,,,,402.67758179,499925.34375,6787701.5,-379.6772156
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,402.82958423,,,,36.0,47.213108063,,0.6476316452,,0.608964026,,208.05126953,,,38.798999786,,,,402.82958984,499925.34375,6787701.5,-379.8292236
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,402.98158423,,,,36.0,50.251609802,,0.7929401398,,0.6488652229,,208.77746582,,,38.221691132,,,,402.9815979,499925.34375,6787701.5,-379.9812317
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,403.13358423,,,,36.0,45.949062347,,0.8069999814,,0.6531000137,,207.33099365,,,38.258243561,,,,403.13357544,499925.34375,6787701.5,-380.1331787
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,403.28558423,,,,36.0,40.69071579,,0.7072786093,,0.6606588364,,208.754776,,,40.995269775,,,,403.2855835,499925.34375,6787701.5,-380.2851868
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,403.43758423,,,,36.0,35.405632019,,0.7265573144,,0.6752930284,,209.73100281,,,43.984119415,,,,403.43759155,499925.34375,6787701.5,-380.4371948
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,403.58958423,,,,36.0,30.120632172,,0.7294999957,,0.676699996,,208.58850098,,,46.750328064,,,,403.58956909,499925.34375,6787701.5,-380.5891724
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,403.74158423,,,,36.0,24.835550308,,0.7294999957,,0.676699996,,207.32566833,,,47.616241455,,,,403.74157715,499925.34375,6787701.5,-380.7411499
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,403.89358423,,,,36.0,19.550546646,,0.8028559685,,0.7370949388,,209.19607544,,,45.789363861,,,,403.89358521,499925.3125,6787701.5,-380.893158
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,404.04558423,,,,36.0,17.224456787,,0.8503966331,,0.7299797535,,207.8460083,,,43.83310318,,,,404.04559326,499925.3125,6787701.5,-381.045166
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,404.19758423,,,,36.0,19.625545502,,0.8549000025,,0.728399992,,205.85826111,,,41.151649475,,,,404.1975708,499925.3125,6787701.5,-381.1971436
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,404.34958423,,,,36.0,22.530290604,,0.8549000025,,0.728399992,,207.36724854,,,41.93793869,,,,404.34957886,499925.3125,6787701.5,-381.3491516
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,404.50158423,,,,36.0,25.435045242,,0.8549000025,,0.728399992,,209.09629822,,,43.142429352,,,,404.50158691,499925.3125,6787701.5,-381.5011292
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,404.65358423,,,,36.0,28.339712143,,0.6131941676,,0.5661687851,,209.77258301,,,44.009685516,,,,404.65359497,499925.3125,6787701.5,-381.6531372
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,404.80558423,,,,36.0,31.244459152,,0.6761398315,,0.5727376342,,209.24484253,,,43.766975403,,,,404.80557251,499925.3125,6787701.5,-381.8051147
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,404.95758423,,,,36.0,34.149215698,,0.6911332011,,0.5459701419,,205.92805481,,,43.387783051,,,,404.95758057,499925.3125,6787701.5,-381.9571228
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,405.10958423,,,,36.0,35.13432312,,0.8114870787,,0.6734902263,,208.46388245,,,42.949569702,,,,405.10958862,499925.3125,6787701.5,-382.1091003
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,405.26158423,,,,36.0,35.496231079,,0.8280000091,,0.6916000247,,208.52470398,,,42.503414154,,,,405.26159668,499925.3125,6787701.5,-382.2611084
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,405.41358423,,,,36.0,35.807807922,,0.8224069476,,0.742636621,,207.83529663,,,38.734676361,,,,405.41357422,499925.3125,6787701.5,-382.4130859
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,405.56558423,,,,36.0,36.11938858,24.629394531,0.7970305085,,0.7358856201,,208.36802673,,,34.49666214,,,,405.56558228,499925.3125,6787701.5,-382.565094
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,405.71758423,,,,36.0,36.430969238,24.629394531,0.7933999896,,0.733799994,,207.34642029,,,31.035699844,,,,405.71759033,499925.3125,6787701.5,-382.7171021
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,405.86958423,,,,36.0,36.742637634,24.629394531,0.7933999896,,0.733799994,,208.33705139,,,31.175907135,,,,405.86959839,499925.3125,6787701.5,-382.8690796
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,406.02158423,,,,36.0,37.266113281,24.629394531,0.7933999896,,0.733799994,,209.13150024,,,31.845075607,,,,406.02157593,499925.3125,6787701.5,-383.0210571
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,406.17358423,,,,36.0,38.370773315,126.47680664,0.8326449394,,0.739652276,,207.91049194,,,33.091686249,,,,406.17358398,499925.3125,6787701.5,-383.1730652
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,406.32558423,,,,36.0,39.56243515,172.22065735,0.8389999866,,0.7405999899,,206.87145996,,,35.524139404,,,,406.32559204,499925.3125,6787701.5,-383.3250427
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,406.47758423,,,,36.0,40.754184723,206.88204956,0.7293220162,,0.6099616885,,206.07318115,,,37.426002502,,,,406.47756958,499925.3125,6787701.5,-383.4770203
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,406.62958423,,,,36.0,41.945861816,218.17730713,0.8445295095,,0.7639316916,,205.31892395,,,38.256687164,,,,406.62957764,499925.3125,6787701.5,-383.6290283
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,406.78158423,,,,36.0,43.137527466,219.24407959,0.6741771102,,0.5666986108,,205.21566772,,,37.842041016,,,,406.78158569,499925.3125,6787701.5,-383.7810364
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,406.93358423,,,,36.0,44.329189301,219.24407959,0.8083395958,,0.7142485976,,205.51075745,,,36.993377686,,,,406.93359375,499925.3125,6787701.5,-383.9330139
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,407.08558423,,,,36.0,44.929409027,219.24407959,0.8305734992,,0.7531539202,,206.19752502,,,37.178230286,,,,407.08557129,499925.3125,6787701.5,-384.0849915
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,407.23758423,,,,36.0,45.189746857,219.24407959,0.8296054602,,0.7722118497,,206.94604492,,,38.612522125,,,,407.23757935,499925.3125,6787701.5,-384.2369995
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,407.38958423,,,,36.0,45.407093048,219.24407959,0.8241573572,,0.7586362958,,207.60765076,,,40.804332733,,,,407.3895874,499925.28125,6787701.5,-384.3890076
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,407.54158423,,,,36.0,45.624420166,219.24407959,0.8388380408,,0.7547302842,,205.15997314,,,42.970722198,,,,407.54159546,499925.28125,6787701.5,-384.5409851
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,407.69358423,,,,36.0,45.841831207,219.24407959,0.7986741662,,0.7501772642,,205.71679688,,,44.066921234,,,,407.693573,499925.28125,6787701.0,-384.6929626
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,407.84558423,,,,36.0,46.059173584,219.24407959,0.7900999784,,0.7493000031,,204.16441345,,,44.680072784,,,,407.84558105,499925.28125,6787701.0,-384.8449707
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,407.99758423,,,,36.0,45.690689087,219.24407959,0.7900999784,,0.7493000031,,202.47076416,,,45.237682343,,,,407.99758911,499925.28125,6787701.0,-384.9969482
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,408.14958423,,,,36.0,42.014266968,219.24407959,0.7900999784,,0.7493000031,,204.66430664,,,46.257480621,,,,408.14959717,499925.28125,6787701.0,-385.1489563
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,408.30158423,,,,36.0,37.679191589,112.09195709,0.8004825711,,0.7124664783,,204.34375,,,47.372913361,,,,408.30157471,499925.28125,6787701.0,-385.3009338
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,408.45358423,,,,36.0,33.344184875,90.060073853,0.8026999831,,0.7045999765,,201.9156189,,,47.147174835,,,,408.45358276,499925.28125,6787701.0,-385.4529419
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,408.60558423,,,,36.0,29.009111404,90.060073853,0.8026999831,,0.7045999765,,204.0559845,,,46.084846497,,,,408.60559082,499925.28125,6787701.0,-385.60495
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,408.75758423,,,,36.0,24.674100876,90.060073853,0.8067803979,,0.7257365584,,205.02035522,,,43.387802124,,,,408.75759888,499925.28125,6787701.0,-385.7569275
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,408.90958423,,,,36.0,20.339027405,90.060073853,0.8371461034,,0.7535200119,,207.78153992,,,43.246826172,,,,408.90957642,499925.28125,6787701.0,-385.908905
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,409.06158423,,,,36.0,18.48875618,90.060073853,0.8288196325,,0.7366659641,,205.35479736,,,44.612060547,,,,409.06158447,499925.28125,6787701.0,-386.0609131
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,409.21358423,,,,36.0,18.909021378,90.060073853,0.8336235881,,0.7301262021,,204.04655457,,,46.643325806,,,,409.21359253,499925.28125,6787701.0,-386.2129211
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,409.36558423,,,,36.0,19.726770401,90.060073853,0.8231934905,,0.7522768378,,203.59947205,,,46.334594727,,,,409.36557007,499925.28125,6787701.0,-386.3648987
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,409.51758423,,,,36.0,20.544517517,90.060073853,0.820200026,,0.757700026,,203.55744934,,,43.46686554,,,,409.51757813,499925.28125,6787701.0,-386.5168762
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,409.66958423,,,,36.0,21.362264633,90.060073853,0.8584566116,,0.7443342209,,204.76202393,,,40.908695221,,,,409.66958618,499925.28125,6787701.0,-386.6688843
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,409.82158423,,,,36.0,22.180013657,98.898506165,0.8679999709,,0.7409999967,,206.42744446,,,39.846622467,,,,409.82159424,499925.28125,6787701.0,-386.8208923
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,409.97358423,,,,36.0,22.985673904,101.06400299,0.8664098978,,0.7467242479,,207.3379364,,,41.297626495,,,,409.97357178,499925.28125,6787701.0,-386.9728699
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,410.12558423,,,,36.0,23.416240692,101.06400299,0.912750423,,0.8246645927,,208.04518127,,,43.889877319,,,,410.12557983,499925.28125,6787701.0,-387.1248474
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,410.27758423,,,,36.0,23.75066185,101.06400299,0.8821179867,,0.7818379998,,208.69340515,,,45.043895721,,,,410.27758789,499925.28125,6787701.0,-387.2768555
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,410.42958423,,,,36.0,24.0850811,101.06400299,0.8998273611,,0.8042251468,,207.1660614,,,44.494850159,,,,410.42959595,499925.28125,6787701.0,-387.4288635
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,410.58158423,,,,36.0,24.41942215,101.06400299,0.9419875145,,0.8455567956,,205.57904053,,,44.076332092,,,,410.58157349,499925.28125,6787701.0,-387.5808411
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,410.73358423,,,,36.0,24.753820419,101.06400299,0.9631317258,,0.8728488684,,204.16734314,,,46.130172729,,,,410.73358154,499925.28125,6787701.0,-387.7328186
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,410.88558423,,,,36.0,25.088241577,101.06400299,0.9379482269,,0.8590801954,,204.0620575,,,49.578849792,,,,410.8855896,499925.25,6787701.0,-387.8848267
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,411.03758423,,,,36.0,25.523334503,90.326133728,0.9298999906,,0.8536999822,,204.31924438,,,52.420368195,,,,411.03759766,499925.25,6787701.0,-388.0368042
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,411.18958423,,,,36.0,26.100196838,35.046154022,0.9298999906,,0.8536999822,,204.59098816,,,53.697025299,,,,411.1895752,499925.25,6787701.0,-388.1887817
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,411.34158423,,,,36.0,26.709693909,20.909799576,0.9543639421,,0.8851094842,,205.32496643,,,54.589290619,,,,411.34158325,499925.25,6787701.0,-388.3407898
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,411.49358423,,,,36.0,27.319190979,23.42105484,0.9616000056,,0.8944000006,,203.55523682,,,53.985122681,,,,411.49359131,499925.25,6787701.0,-388.4927979
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,411.64558423,,,,36.0,27.928762436,24.937705994,0.9113994241,,0.8291009665,,205.12451172,,,52.251098633,,,,411.64559937,499925.25,6787701.0,-388.6448059
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,411.79758423,,,,36.0,28.538282394,31.766113281,0.9349756241,,0.8192053437,,205.07710266,,,50.139766693,,,,411.7975769,499925.25,6787701.0,-388.7967529
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,411.94958423,,,,36.0,29.147779465,34.63602829,0.9782815576,,0.8888208866,,204.83863831,,,50.06980896,,,,411.94958496,499925.25,6787701.0,-388.948761
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,412.10158423,,,,36.0,29.190502167,35.79958725,0.9736135602,,0.9012053609,,204.11763,,,52.413825989,,,,412.10159302,499925.25,6787701.0,-389.100769
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,412.25358423,,,,36.0,28.997522354,36.963207245,1.0365817547,,0.9329712391,,204.9365387,,,54.806777954,,,,412.25357056,499925.25,6787701.0,-389.2527466
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,412.40558423,,,,36.0,28.786275864,39.15064621,0.9826139212,,0.8976188302,,207.06486511,,,55.75699234,,,,412.40557861,499925.25,6787701.0,-389.4047241
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,412.55758423,,,,36.0,28.574958801,46.205329895,0.9455638528,,0.8836010695,,205.67198181,,,53.589302063,,,,412.55758667,499925.25,6787701.0,-389.5567322
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,412.70958423,,,,36.0,28.363689423,54.711364746,0.9393306971,,0.8918543458,,205.02613831,,,50.918224335,,,,412.70959473,499925.25,6787701.0,-389.7087402
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,412.86158423,,,,36.0,28.152444839,69.087890625,0.9007350206,,0.8422493935,,205.43212891,,,47.491909027,,,,412.86157227,499925.25,6787701.0,-389.8607178
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,413.01358423,,,,36.0,27.703542709,73.16330719,0.8944844604,,0.8001131415,,204.78681946,,,43.999469757,,,,413.01358032,499925.25,6787701.0,-390.0126953
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,413.16558423,,,,36.0,26.726516724,70.12008667,0.8734140396,,0.783929348,,201.44976807,,,41.646083832,,,,413.16558838,499925.25,6787701.0,-390.1647034
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,413.31758423,,,,36.0,25.594121933,69.080993652,0.8699203134,,0.782453835,,200.42179871,,,41.45860672,,,,413.31759644,499925.25,6787701.0,-390.3167114
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,413.46958423,,,,36.0,24.461702347,69.080993652,0.8738783598,,0.7732721567,,202.24960327,,,42.890899658,,,,413.46957397,499925.25,6787701.0,-390.468689
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,413.62158423,,,,36.0,23.329282761,64.224716187,0.8809977174,,0.7550809383,,203.282547,,,44.773593903,,,,413.62158203,499925.25,6787701.0,-390.620697
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,413.77358423,,,,36.0,22.196863174,57.575889587,0.8722094893,,0.7359828353,,202.22584534,,,46.316558838,,,,413.77359009,499925.25,6787701.0,-390.7726746
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,413.92558423,,,,36.0,21.06451416,55.71963501,0.9077931643,,0.7521278262,,203.31091309,,,46.160915375,,,,413.92559814,499925.25,6787701.0,-390.9246826
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,414.07758423,,,,36.0,20.495126724,55.689792633,0.8870632052,,0.7222902179,,204.63302612,,,43.416149139,,,,414.07757568,499925.25,6787701.0,-391.0766602
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,414.22958423,,,,36.0,20.291900635,50.935279846,0.9317387342,,0.7963766456,,202.29525757,,,40.785762787,,,,414.22958374,499925.25,6787701.0,-391.2286682
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,414.38158423,,,,36.0,20.147480011,44.874973297,1.0228794813,,0.8313630223,,199.79414368,,,40.723594666,,,,414.3815918,499925.25,6787701.0,-391.3806458
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,414.53358423,,,,36.0,20.003131866,43.137496948,0.9508867264,,0.8011029959,,199.26721191,,,42.98500824,,,,414.53356934,499925.21875,6787701.0,-391.5326233
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,414.68558423,,,,36.0,19.85874176,43.755634308,1.2325558662,,0.9851086736,,201.26541138,,,44.380851746,,,,414.68557739,499925.21875,6787701.0,-391.6846313
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,414.83758423,,,,36.0,19.714321136,44.508937836,1.2011408806,,1.0041687489,,200.54432678,,,43.66317749,,,,414.83758545,499925.21875,6787701.0,-391.8366394
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,414.98958423,,,,36.0,19.587472916,38.776729584,1.2645255327,,1.0736047029,,198.46221924,,,43.703548431,,,,414.98959351,499925.21875,6787701.0,-391.9886169
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,415.14158423,,,,36.0,19.528850555,36.748867035,1.2023034096,,0.9927971959,,197.79379272,,,44.921527863,,,,415.14157104,499925.21875,6787701.0,-392.1405945
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,415.29358423,,,,36.0,19.495439529,38.793182373,1.1165560484,,0.9320563078,,195.38601685,,,46.189361572,,,,415.2935791,499925.21875,6787701.0,-392.2926025
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,415.44558423,,,,36.0,19.461957932,41.471935272,1.3712573051,,1.0702975988,,194.55354309,,,45.13028717,,,,415.44558716,499925.21875,6787701.0,-392.4446106
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,415.59758423,,,,36.0,19.428514481,43.048480988,1.4518916607,,1.1204086542,,196.11204529,,,42.607513428,,,,415.59759521,499925.21875,6787701.0,-392.5965881
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,415.74958423,,,,36.0,19.395101547,43.3802948,1.5007869005,,1.1814256907,,198.21617126,,,40.859474182,,,,415.74957275,499925.21875,6787701.0,-392.7485657
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,415.90158423,,,,36.0,19.361690521,66.544021606,1.6200488806,,1.2839889526,,199.58605957,,,40.101295471,,,,415.90158081,499925.21875,6787701.0,-392.9005737
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,416.05358423,,,,36.0,19.37065506,76.555702209,1.7361457348,,1.3142153025,,197.92127991,,,39.742656708,,,,416.05358887,499925.21875,6787701.0,-393.0525818
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,416.20558423,,,,36.0,19.42014122,76.555702209,1.7545615435,,1.2845669985,,195.63269043,,,38.622386932,,,,416.20559692,499925.21875,6787701.0,-393.2045593
Force_2020_all_wells_train_test_blind_hidden_final/34_12-1.las,34/12-1,416.35758423,,,,36.0,19.479454041,64.627410889,1.6574878693,,1.2674897909,,196.07559204,,,37.326896667,,,,416.35757446,499925.21875,6787701.0,-393.3565369
