source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,ROPA,ROP,RDEP,RSHA,RMED,RMIC,DTS,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,391.809638,,,,42.000003815,14.583773613,10.366733551,,,,,,,,,73.079292297,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,391.961638,,,,42.000003815,15.147689819,11.025179863,,,,,,,,,63.086368561,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,392.113638,,,,42.000003815,17.557193756,12.272977829,,,,,,,,,75.122955322,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,392.265638,,,,42.000003815,20.512533188,12.039471626,,,,,,,,,69.793869019,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,392.417638,,,,42.000003815,23.500862122,12.135202408,,,,,,,,,62.886837006,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,392.569638,,,,42.000003815,26.489198685,12.527234077,,,,,,,,,55.979804993,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,392.721638,,,,42.000003815,29.47753334,13.077186584,,,,,,,,,61.726840973,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,392.873638,,,,42.000003815,32.465866089,34.867404938,,,,,,,,,61.624073029,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,393.025638,,,,42.000003815,34.556541443,42.134521484,,,,,,,,,60.856681824,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,393.177638,,,,42.000003815,34.010276794,41.27829361,,,,,,,,,60.089294434,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,393.329638,,,,42.000003815,33.206192017,33.938144684,,,,,,,,,57.931800842,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,393.481638,,,,42.000003815,32.402107239,34.749420166,,,,,,,,,55.629577637,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,393.633638,,,,42.000003815,31.598022461,36.765350342,,,,,,,,,61.617870331,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,393.785638,,,,42.000003815,30.79393959,35.765895844,,,,,,,,,59.225261688,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,393.937638,,,,42.000003815,29.989854813,30.800251007,,,,,,,,,55.771957397,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,394.089638,,,,42.000003815,28.506780624,26.67304039,,,,,,,,,73.887985229,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,394.241638,,,,42.000003815,26.649139404,24.848302841,,,,,,,,,79.247047424,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,394.393638,,,,42.000003815,24.755222321,23.609090805,,,,,,,,,94.955230713,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,394.545638,,,,42.000003815,22.861307144,19.502315521,,,,,,,,,84.732093811,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,394.697638,,,,42.000003815,20.96739006,17.683017731,,,,,,,,,81.069732666,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,394.849638,,,,42.000003815,19.073474884,16.654737473,,,,,,,,,78.767524719,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,395.001638,,,,42.000003815,17.405117035,16.54372406,,,,,,,,,76.465324402,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,395.153638,,,,42.000003815,17.19078064,15.113801956,,,,,,,,,64.104324341,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,395.305638,,,,42.000003815,17.181692123,14.604832649,,,,,,,,,71.350410461,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,395.457638,,,,42.000003815,17.172529221,15.622701645,,,,,,,,,81.712028503,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,395.609638,,,,42.000003815,17.163440704,15.638337135,,,,,,,,,71.136909485,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,395.761638,,,,42.000003815,17.154277802,15.043848991,,,,,,,,,63.28685379,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,395.913638,,,,42.000003815,17.145187378,14.599111557,,,,,,,,,59.352622986,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,396.065638,,,,42.000003815,16.695156097,15.26673317,,,,,,,,,55.89932251,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,396.217638,,,,42.000003815,15.847222328,15.066890717,,,,,,,,,52.446014404,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,396.369638,,,,42.000003815,14.944313049,15.74207592,,,,,,,,,56.354637146,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,396.521638,,,,42.000003815,14.041474342,14.032726288,,,,,,,,,61.535511017,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,396.673638,,,,42.000003815,13.138565063,12.861039162,,,,,,,,,56.470825195,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,396.825638,,,,42.000003815,12.235641479,11.191793442,,,,,,,,,58.317893982,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,396.977638,,,,42.000003815,11.338093758,10.057408333,,,,,,,,,61.771198273,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,397.129638,,,,42.000003815,10.8382864,10.062514305,,,,,,,,,68.124000549,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,397.281638,,,,42.000003815,10.41420269,10.049884796,,,,,,,,,66.359695435,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,397.433638,,,,42.000003815,9.9901189804,9.8693447113,,,,,,,,,62.906394958,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,397.585638,,,,42.000003815,9.566034317,8.822886467,,,,,,,,,68.069969177,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,397.737638,,,,42.000003815,9.1419506073,8.534365654,,,,,,,,,63.52318573,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,397.889638,,,,42.000003815,8.7178668976,7.7459049225,,,,,,,,,56.616580963,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,398.041638,,,,42.000003815,8.266664505,7.0637164116,,,,,,,,,49.709968567,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,398.193638,,,,42.000003815,7.7768192291,6.6613845825,,,,,,,,,54.146636963,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,398.345638,,,,42.000003815,7.2797455788,6.184448719,,,,,,,,,57.284389496,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,398.497638,,,,42.000003815,6.7827348709,6.0890889168,,,,,,,,,67.101623535,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,398.649638,,,,42.000003815,6.2856612206,5.5767073631,,,,,,,,,63.632156372,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,398.801638,,,,42.000003815,5.7886505127,5.3728480339,,,,,,,,,59.525276184,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,398.953638,,,,42.000003815,5.291577816,5.1926965714,,,,,,,,,56.071971893,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,399.105638,,,,42.000003815,5.3283448219,5.5253486633,,,,,,,,,66.52532959,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,399.257638,,,,42.000003815,5.5599122047,5.3926324844,,,,,,,,,58.161453247,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,399.409638,,,,42.000003815,5.8077402115,5.6070451736,,,,,,,,,49.874118805,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,399.561638,,,,42.000003815,6.0555081367,5.6461524963,,,,,,,,,73.263580322,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,399.713638,,,,42.000003815,6.3032565117,5.6521205902,,,,,,,,,82.382637024,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,399.865638,,,,42.000003815,6.5510044098,6.2016267776,,,,,,,,,81.731918335,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,400.017638,,,,42.000003815,6.6656394005,5.9012818336,,,,,,,,,80.005233765,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,400.169638,,,,42.000003815,6.473133564,5.7630352974,,,,,,,,,52.460956573,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,400.321638,,,,42.000003815,6.2071332932,5.5077748299,,,,,,,,,104.59844971,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,400.473638,,,,42.000003815,5.9411334991,5.6524538994,,,,,,,,,147.2802124,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,400.625638,,,,42.000003815,5.6751332283,5.5793828964,,,,,,,,,136.72088623,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,400.777638,,,,42.000003815,5.4091334343,5.5657491684,,,,,,,,,122.18948364,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,400.929638,,,,42.000003815,5.1431336403,5.1224970818,,,,,,,,,96.741073608,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,401.081638,,,,42.000003815,4.9382143021,4.8899478912,,,,,,,,,84.698562622,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,401.233638,,,,42.000003815,4.7699589729,4.5949826241,,,,,,,,,77.791954041,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,401.385638,,,,42.000003815,4.607363224,4.188158989,,,,,,,,,60.30632782,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,401.537638,,,,42.000003815,4.444715023,3.605727911,,,,,,,,,60.671157837,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,401.689638,,,,42.000003815,4.2820429802,3.6736233234,,,,,,,,,76.116249084,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,401.841638,,,,42.000003815,4.1194467545,3.8246958256,,,,,,,,,62.832397461,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,401.993638,,,,42.000003815,4.164170742,3.4826946259,,,,,,,,,55.826896667,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,402.145638,,,,42.000003815,5.0786943436,3.4616816044,,,,,,,,,60.598972321,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,402.297638,,,,42.000003815,6.2566943169,3.6384921074,,,,,,,,,62.900688171,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,402.449638,,,,42.000003815,7.4346942902,4.0411305428,,,,,,,,,63.668182373,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,402.601638,,,,42.000003815,8.6126937866,4.3521633148,,,,,,,,,64.435676575,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,402.753638,,,,42.000003815,9.7906942368,5.0015935898,,,,,,,,,71.898200989,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,402.905638,,,,42.000003815,10.968694687,5.7603211403,,,,,,,,,70.611404419,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,403.057638,,,,42.000003815,12.46663475,9.1638383865,,,,,,,,,79.432701111,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,403.209638,,,,42.000003815,14.255526543,10.502354622,,,,,,,,,85.636398315,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,403.361638,,,,37.620559692,16.108423233,11.813352585,,,,,,,,,80.244178772,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,403.513638,,,,36.0,17.96134758,21.485750198,,,,,,,,,79.794944763,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,403.665638,,,,36.0,19.814199448,23.274902344,,,,,,,,,82.385162354,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,403.817638,,,,36.0,21.667095184,22.652427673,,,,,,,,,73.098350525,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,403.969638,,,,36.0,23.492536545,21.713731766,,,,,,,,,73.401992798,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,404.121638,,,,36.0,24.999359131,24.570726395,,,,,,,,,73.366081238,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,404.273638,,,,36.0,26.38561058,25.611755371,,,,,,,,,70.239654541,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,404.425638,,,,36.0,27.771863937,30.750585556,,,,,,,,,71.713554382,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,404.577638,,,,36.0,29.158115387,31.897157669,,,,,,,,,76.149284363,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,404.729638,,,,36.0,30.544366837,31.447286606,,,,,,,,,75.603164673,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,404.881638,,,,36.0,31.930618286,30.764900208,,,,,,,,,74.929176331,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,405.033638,,,,36.0,33.177433014,31.041265488,,,,,,,,,75.126548767,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,405.185638,,,,36.0,34.23707962,33.498287201,,,,,,,,,78.778594971,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,405.337638,,,,36.0,35.241836548,34.687961578,,,,,,,,,72.620735168,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,405.489638,,,,36.0,36.246520996,34.797077179,,,,,,,,,77.649749756,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,405.641638,,,,36.0,37.251247406,40.935935974,,,,,,,,,77.781829834,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,405.793638,,,,36.0,38.256004333,40.432605743,,,,,,,,,75.222007751,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,405.945638,,,,36.0,39.260692596,38.452960968,,,,,,,,,76.688331604,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,406.097638,,,,36.0,39.816905975,38.490474701,,,,,,,,,80.666732788,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,406.249638,,,,36.0,40.14673233,38.128829956,,,,,,,,,73.364860535,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,406.401638,,,,36.0,40.467456818,38.61485672,,,,,,,,,62.682727814,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,406.553638,,,,36.0,40.788211823,36.543106079,,,,,,,,,62.091960907,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,406.705638,,,,36.0,41.108898163,35.707019806,,,,,,,,,61.802722931,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,406.857638,,,,36.0,41.42962265,36.501396179,,,,,,,,,61.90901947,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,407.009638,,,,36.0,41.513492584,34.204959869,,,,,,,,,57.70627594,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,407.161638,,,,36.0,41.120597839,32.537242889,,,,,,,,,60.000331879,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,407.313638,,,,36.0,40.54757309,27.237297058,,,,,,,,,60.492225647,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,407.465638,,,,36.0,39.974514008,25.299942017,,,,,,,,,58.642288208,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,407.617638,,,,36.0,39.401489258,26.03260231,,,,,,,,,60.392482758,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,407.769638,,,,36.0,38.82843399,26.688585281,,,,,,,,,71.114891052,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,407.921638,,,,36.0,38.255405426,27.364837646,,,,,,,,,71.665206909,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,408.073638,,,,36.0,40.118534088,28.990598679,,,,,,,,,63.261474609,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,408.225638,,,,36.0,43.772548676,29.816520691,,,,,,,,,59.590618134,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,408.377638,,,,36.0,47.688110352,29.656881332,,,,,,,,,63.048065186,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,408.529638,,,,36.0,51.60364151,34.151000977,,,,,,,,,59.438846588,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,408.681638,,,,36.0,55.519138336,37.355499268,,,,,,,,,60.868362427,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,408.833638,,,,36.0,59.434631348,49.023021698,,,,,,,,,61.053043365,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,408.985638,,,,36.0,62.064289093,48.179794312,,,,,,,,,57.40290451,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,409.137638,,,,36.0,60.543136597,42.556728363,,,,,,,,,59.396663666,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,409.289638,,,,36.0,57.035030365,41.188678741,,,,,,,,,59.473270416,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,409.441638,,,,36.0,53.526901245,39.544593811,,,,,,,,,54.040584564,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,409.593638,,,,36.0,50.018733978,38.850234985,,,,,,,,,51.032447815,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,409.745638,,,,36.0,46.510566711,38.265605927,,,,,,,,,52.690551758,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,409.897638,,,,36.0,43.00239563,37.335746765,,,,,,,,,55.879081726,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,410.049638,,,,36.0,40.504650116,34.560306549,,,,,,,,,55.535549164,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,410.201638,,,,36.0,39.044979095,31.803476334,,,,,,,,,52.521942139,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,410.353638,,,,36.0,37.842639923,33.468868256,,,,,,,,,53.173332214,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,410.505638,,,,36.0,36.640365601,37.992794037,,,,,,,,,53.510749817,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,410.657638,,,,36.0,35.438072205,34.857414246,,,,,,,,,48.844848633,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,410.809638,,,,36.0,34.235733032,31.768781662,,,,,,,,,52.097015381,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,410.961638,,,,36.0,33.060997009,31.735227585,,,,,,,,,52.888549805,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,411.113638,,,,36.0,32.060626984,30.89200592,,,,,,,,,49.407428741,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,411.265638,,,,36.0,31.165342331,29.993530273,,,,,,,,,60.289123535,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,411.417638,,,,36.0,30.270097733,29.8452034,,,,,,,,,67.759300232,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,411.569638,,,,36.0,29.374794006,29.747642517,,,,,,,,,61.670097351,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,411.721638,,,,36.0,28.479509354,29.368543625,,,,,,,,,57.978645325,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,411.873638,,,,36.0,27.584264755,27.167402267,,,,,,,,,59.092758179,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,412.025638,,,,36.0,27.061285019,25.161634445,,,,,,,,,60.671405792,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,412.177638,,,,36.0,27.065580368,27.338111877,,,,,,,,,62.907226563,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,412.329638,,,,36.0,27.258630753,27.861738205,,,,,,,,,76.599197388,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,412.481638,,,,36.0,27.451665878,26.937097549,,,,,,,,,77.678657532,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,412.633638,,,,36.0,27.644714355,27.497112274,,,,,,,,,70.243270874,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/31_3-4.las,31/3-4,412.785638,,,,36.0,27.837749481,26.147363663,,,,,,,,,58.252937317,,,,,,
