source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,RDEP,RSHA,RMED,SP,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,217.462,,,,0.2395439893,,,,,,,299.04779053,,,217.46200562,450299.875,6796001.5,-191.4603271
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,217.614,,,,0.240456,,,,,,,297.1973877,,,217.61399841,450299.875,6796001.5,-191.6123047
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,217.766,,,,0.2410177737,,,,,,,295.67095947,,,217.76600647,450299.875,6796001.5,-191.764267
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,217.918,,,,0.2462152094,,,,,,,296.09640503,,,217.91799927,450299.875,6796001.5,-191.9162598
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,218.07,,,,0.2674680054,,,,,,,297.77987671,,,218.07000732,450299.875,6796001.5,-192.068222
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,218.222,,,,0.3073895872,,,,,,,298.78839111,,,218.22200012,450299.875,6796001.5,-192.2201996
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,218.374,,,,0.3544871807,,,,,,,298.31671143,,,218.37399292,450299.875,6796001.5,-192.3721619
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,218.526,,,,0.4020526111,,,,,,,296.95874023,,,218.52600098,450299.875,6796001.5,-192.5241547
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,218.678,,,,0.449760437,,,,,,,295.4458313,,,218.67799377,450299.875,6796001.5,-192.6761169
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,218.83,,,,0.5032480359,,,,,,,293.93286133,,,218.83000183,450299.84375,6796001.5,-192.8280945
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,218.982,,,,0.5774384141,,,,,,,292.42004395,,,218.98199463,450299.84375,6796001.5,-192.9800568
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,219.134,,,,0.6735551953,,,,,,,290.92132568,,,219.13400269,450299.84375,6796001.5,-193.1320343
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,219.286,,,,0.7758207917,,,,,,,289.87982178,,,219.28599548,450299.84375,6796001.5,-193.2840118
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,219.438,,,,0.8764182329,,,,,,,290.56896973,,,219.43800354,450299.84375,6796001.5,-193.4359741
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,219.59,,,,0.9660336375,,,,,,,292.71011353,,,219.58999634,450299.84375,6796001.5,-193.5879517
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,219.742,,,,1.0275136232,,,,,,,294.89318848,,,219.74200439,450299.84375,6796001.5,-193.7399292
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,219.894,,,,1.0689799786,,,,,,,297.04815674,,,219.89399719,450299.84375,6796001.5,-193.8918915
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,220.046,,,,1.100028038,,,,,,,298.80722046,,,220.04600525,450299.84375,6796001.5,-194.043869
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,220.198,,,,1.125390172,,,,,,,299.64221191,,,220.19799805,450299.84375,6796001.5,-194.1958466
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,220.35,,,,1.1543980837,,,,,,,299.77322388,,,220.3500061,450299.84375,6796001.5,-194.3478088
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,220.502,,,,1.1850264072,,,,,,,299.77828979,,,220.5019989,450299.84375,6796001.5,-194.4997864
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,220.654,,,,1.2084872723,,,,,,,299.77941895,,,220.65400696,450299.84375,6796001.5,-194.6517487
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,220.806,,,,1.2222087383,,,,,,,299.78048706,,,220.80599976,450299.84375,6796001.5,-194.8037415
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,220.958,,,,1.2261632681,,,,,,,299.78167725,,,220.95799255,450299.84375,6796001.5,-194.9557037
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,221.11,,,,1.2253679037,,,,,,,299.7828064,,,221.11000061,450299.84375,6796001.5,-195.1076813
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,221.262,,,,1.2168960571,,,,,,,299.76528931,,,221.26199341,450299.84375,6796001.5,-195.2596436
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,221.414,,,,1.2037231922,,,,,,,299.20864868,,,221.41400146,450299.84375,6796001.5,-195.4116211
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,221.566,,,,1.1959103346,,,,,,,297.01358032,,,221.56599426,450299.8125,6796001.5,-195.5635986
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,221.718,,,,1.1980456114,,,,,,,294.99966431,,,221.71800232,450299.8125,6796001.5,-195.7155609
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,221.87,,,,1.20697999,,,,,,,294.59100342,,,221.86999512,450299.8125,6796001.5,-195.8675385
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,222.022,,,,1.2185841799,,,,,,,295.56686401,,,222.02200317,450299.8125,6796001.5,-196.019516
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,222.174,,,,1.2317512035,,,,,,,297.69842529,,,222.17399597,450299.8125,6796001.5,-196.1714783
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,222.326,,,,1.2461000681,,,,,,,299.30636597,,,222.32600403,450299.8125,6796001.5,-196.3234558
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,222.478,,,,1.2625360489,,,,,,,299.76480103,,,222.47799683,450299.8125,6796001.5,-196.4754333
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,222.63,,,,1.2755640745,,,,,,,299.81689453,,,222.63000488,450299.8125,6796001.5,-196.6274109
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,222.782,,,,1.2743355036,,,,,,,299.82858276,,,222.78199768,450299.8125,6796001.5,-196.7793732
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,222.934,,,,1.2583242655,,,,,,,299.840271,,,222.93400574,450299.8125,6796001.5,-196.9313507
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,223.086,,,,1.2347456217,,,,,,,299.85198975,,,223.08599854,450299.8125,6796001.5,-197.083313
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,223.238,,,,1.1955560446,,,,,,,299.86367798,,,223.23800659,450299.8125,6796001.5,-197.2352905
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,223.39,,,,1.1364361048,,,,,,,299.87545776,,,223.38999939,450299.8125,6796001.5,-197.3872681
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,223.542,,,,1.0671160221,,,,,,,299.88717651,,,223.54200745,450299.8125,6796001.5,-197.5392456
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,223.694,,,,1.0010099411,,,,,,,299.89883423,,,223.69400024,450299.8125,6796001.5,-197.6912079
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,223.846,,,,0.9665876031,,,,,,,299.91055298,,,223.84599304,450299.8125,6796001.5,-197.8431854
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,223.998,,,,0.9750080109,,,,,,,299.92224121,,,223.9980011,450299.8125,6796001.5,-197.995163
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,224.15,,,,1.0509400368,,,,,,,299.93395996,,,224.1499939,450299.8125,6796001.5,-198.1471252
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,224.302,,,,1.1697463989,,,,,,,299.94570923,,,224.30200195,450299.8125,6796001.5,-198.2991028
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,224.454,,,,1.2739652395,,,,,,,299.95736694,,,224.45399475,450299.8125,6796001.5,-198.4510803
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,224.606,,,,1.3168605566,,,,,,,299.96902466,,,224.60600281,450299.78125,6796001.5,-198.6030426
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,224.758,,,,1.3159111738,,,,,,,299.98080444,,,224.75799561,450299.78125,6796001.5,-198.7550201
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,224.91,,,,1.3040239811,,,,,,,299.99252319,,,224.91000366,450299.78125,6796001.5,-198.9069824
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,225.062,,,,1.2898464203,,,,,,,300.00427246,,,225.06199646,450299.78125,6796001.5,-199.0589752
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,225.214,,,,1.2800840139,,,,,,,300.01593018,,,225.21400452,450299.78125,6796001.5,-199.2109528
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,225.366,,,,1.2894517183,,,,,,,300.02758789,,,225.36599731,450299.78125,6796001.5,-199.3629303
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,225.518,,,,1.3397092819,,,,,,,300.03936768,,,225.51800537,450299.78125,6796001.5,-199.5149231
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,225.67,,,,1.4146239758,,,,,,,300.05108643,,,225.66999817,450299.78125,6796001.5,-199.6669006
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,225.822,,,,1.4683135748,,,,,,,300.06277466,,,225.82200623,450299.78125,6796001.5,-199.8188782
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,225.974,,,,1.4940136671,,,,,,,300.07449341,,,225.97399902,450299.78125,6796001.5,-199.9708557
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,226.126,,,,1.4796415567,,,,,,,300.08618164,,,226.12600708,450299.78125,6796001.5,-200.1228485
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,226.278,,,,1.3964016438,,,,,,,300.09793091,,,226.27799988,450299.78125,6796001.5,-200.274826
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,226.43,,,,1.2384719849,,,,,,,300.06051636,,,226.42999268,450299.78125,6796001.5,-200.4268036
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,226.582,,,,1.0986959934,,,,,,,299.58944702,,,226.58200073,450299.78125,6796001.5,-200.5787811
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,226.734,,,,1.0536680222,,,,,,,297.59777832,,,226.73399353,450299.78125,6796001.5,-200.7307739
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,226.886,,,,1.0512208939,,,,,,,294.3921814,,,226.88600159,450299.78125,6796001.5,-200.8827515
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,227.038,,,,1.0480892658,,,,,,,291.10009766,,,227.03799438,450299.78125,6796001.5,-201.034729
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,227.19,,,,1.0253779888,,,,,,,287.80810547,,,227.19000244,450299.78125,6796001.5,-201.1867065
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,227.342,,,,0.9756647944,,,,,,,284.83755493,,,227.34199524,450299.78125,6796001.5,-201.3386993
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,227.494,,,,0.9272336364,,,,,,,282.73565674,,,227.4940033,450299.75,6796001.5,-201.4906921
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,227.646,,,,0.9066439867,,,,,,,282.28796387,,,227.64599609,450299.75,6796001.5,-201.6426697
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,227.798,,,,0.9019016027,,,,,,,283.47103882,,,227.79800415,450299.75,6796001.5,-201.7946472
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,227.95,,,,0.8986802101,,,,,,,286.51345825,,,227.94999695,450299.75,6796001.5,-201.94664
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,228.102,,,,0.8953968883,,,,,,,290.28823853,,,228.102005,450299.75,6796001.5,-202.0986176
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,228.254,,,,0.9181768298,,,,,,,294.17556763,,,228.2539978,450299.75,6796001.5,-202.2505951
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,228.406,,,,1.0088504553,,,,,,,297.5378418,,,228.40600586,450299.75,6796001.5,-202.4025726
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,228.558,,,,1.1451752186,,,,,,,299.18518066,,,228.55799866,450299.75,6796001.5,-202.5545654
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,228.71,,,,1.2290360928,,,,,,,299.48483276,,,228.71000671,450299.75,6796001.5,-202.706543
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,228.862,,,,1.2394937277,,,,,,,299.4680481,,,228.86199951,450299.75,6796001.5,-202.8585205
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,229.014,,,,1.2195544243,,,,,,,299.44155884,,,229.01400757,450299.75,6796001.5,-203.010498
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,229.166,,,,1.1859663725,,,,,,,299.41503906,,,229.16600037,450299.75,6796001.5,-203.1624908
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,229.318,,,,1.1605391502,,,,,,,299.3885498,,,229.31799316,450299.75,6796001.5,-203.3144684
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,229.47,,,,1.1603720188,,,,,,,299.36203003,,,229.47000122,450299.75,6796001.5,-203.4664459
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,229.622,,,,1.1773132086,,,,,,,299.33551025,,,229.62199402,450299.75,6796001.5,-203.6184235
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,229.774,,,,1.2015764713,,,,,,,299.309021,,,229.77400208,450299.75,6796001.5,-203.7704163
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,229.926,,,,1.2261416912,,,,,,,299.02258301,,,229.92599487,450299.75,6796001.5,-203.9223938
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,230.078,,,,1.2506424189,,,,,,,295.96203613,,,230.07800293,450299.75,6796001.5,-204.0743713
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,230.23,,,,1.2734040022,,,,,,,290.19699097,,,230.22999573,450299.75,6796001.5,-204.2263489
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,230.382,,,,1.2925721407,,,,,,,286.48620605,,,230.38200378,450299.71875,6796001.5,-204.3783417
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,230.534,,,,1.3055325747,,,,,,,285.3137207,,,230.53399658,450299.71875,6796001.5,-204.5303192
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,230.686,,,,1.3077039719,,,,,,,281.85128784,,,230.68600464,450299.71875,6796001.5,-204.682312
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,230.838,,,,1.2927983999,,,,,,,275.22796631,,,230.83799744,450299.71875,6796001.5,-204.8342896
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,230.99,,,,1.2668919563,,,,,,,267.91601563,,,230.99000549,450299.71875,6796001.5,-204.9862823
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,231.142,,,,1.2397536039,,,,,,,260.96975708,,,231.14199829,450299.71875,6796001.5,-205.1382599
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,231.294,,,,1.2127606869,,,,,,,256.60482788,,,231.29400635,450299.71875,6796001.5,-205.2902374
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,231.446,,,,1.1885886192,,,,,,,256.84640503,,,231.44599915,450299.71875,6796001.5,-205.442215
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,231.598,,,,1.1745495796,,,,,,,257.81912231,,,231.5980072,450299.71875,6796001.5,-205.5942078
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,231.75,,,,1.1700999737,,,,,,,259.28491211,,,231.75,450299.71875,6796001.5,-205.7461853
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,231.902,,,,1.1666008234,,,,,,,260.77929688,,,231.9019928,450299.71875,6796001.5,-205.8981628
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,232.054,,,,1.1615400314,,,,,,,261.94668579,,,232.05400085,450299.71875,6796001.5,-206.0501556
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,232.206,,,,1.159023881,,,,,,,261.77975464,,,232.20599365,450299.71875,6796001.5,-206.2021332
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,232.358,,,,1.1569536924,,,,,,,260.67282104,,,232.35800171,450299.71875,6796001.5,-206.3541107
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,232.51,,,,1.1508040428,,,,,,,260.07925415,,,232.50999451,450299.71875,6796001.5,-206.5060883
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,232.662,,,,1.1509432793,,,,,,,259.05340576,,,232.66200256,450299.71875,6796001.5,-206.6580811
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,232.814,,,,1.1582520008,,,,,,,256.01248169,,,232.81399536,450299.71875,6796001.5,-206.8100586
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,232.966,,,,1.1714272499,,,,,,,251.62890625,,,232.96600342,450299.71875,6796001.5,-206.9620361
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,233.118,,,,1.1893358231,,,,,,,247.62411499,,,233.11799622,450299.71875,6796001.5,-207.1140137
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,233.27,,,,1.2088320255,,,,,,,248.07252502,,,233.27000427,450299.6875,6796001.5,-207.2660065
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,233.422,,,,1.2306184769,,,,,,,258.9553833,,,233.42199707,450299.6875,6796001.5,-207.417984
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,233.574,,,,1.2520456314,,,,,,,272.87979126,,,233.57400513,450299.6875,6796001.5,-207.5699768
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,233.726,,,,1.2668992281,,,,,,,287.24801636,,,233.72599792,450299.6875,6796001.5,-207.7219543
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,233.878,,,,1.2738109827,,,,,,,298.09353638,,,233.87800598,450299.6875,6796001.5,-207.8739471
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,234.03,,,,1.2795954943,,,,,,,299.45785522,,,234.02999878,450299.6875,6796001.5,-208.0259247
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,234.182,,,,1.2893999815,,,,,,,297.89648438,,,234.18200684,450299.6875,6796001.5,-208.1779022
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,234.334,,,,1.3232816458,,,,,,,289.83700562,,,234.33399963,450299.6875,6796001.5,-208.3298798
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,234.486,,,,1.3778808117,,,,,,,277.05514526,,,234.48599243,450299.6875,6796001.5,-208.4818726
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,234.638,,,,1.4086288214,,,,,,,268.57150269,,,234.63800049,450299.6875,6796001.5,-208.6338501
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,234.79,,,,1.4101198912,,,,,,,266.51721191,,,234.78999329,450299.6875,6796001.5,-208.7858276
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,234.942,,,,1.4083496332,,,,,,,266.1439209,,,234.94200134,450299.6875,6796001.5,-208.9378052
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,235.094,,,,1.4065719843,,,,,,,264.21411133,,,235.09399414,450299.6875,6796001.5,-209.089798
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,235.246,,,,1.4048448801,,,,,,,260.43304443,,,235.2460022,450299.6875,6796001.5,-209.2417755
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,235.398,,,,1.4030424356,,,,,,,255.97132874,,,235.397995,450299.6875,6796001.5,-209.3937531
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,235.55,,,,1.4014199972,,,,,,,251.58728027,,,235.55000305,450299.6875,6796001.5,-209.5457306
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,235.702,,,,1.4002687931,,,,,,,248.50132751,,,235.70199585,450299.6875,6796001.5,-209.6977234
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,235.854,,,,1.399667263,,,,,,,247.38108826,,,235.85400391,450299.6875,6796001.5,-209.8497009
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,236.006,,,,1.3990807533,,,,,,,245.24749756,,,236.0059967,450299.6875,6796001.5,-210.0016785
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,236.158,,,,1.3985680342,,,,,,,239.35102844,,,236.15800476,450299.6875,6796001.5,-210.153656
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,236.31,,,,1.3979599476,,,,,,,232.165802,,,236.30999756,450299.65625,6796001.5,-210.3056488
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,236.462,,,,1.3974215984,,,,,,,226.87672424,,,236.46200562,450299.65625,6796001.5,-210.4576263
Force_2020_all_wells_train_test_blind_hidden_final/34_7-21.las,34/7-21,236.614,,,,1.3968440294,,,,,,,226.60255432,,,236.61399841,450299.65625,6796001.5,-210.6096039
