source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,MUDWEIGHT,ROP,RDEP,RSHA,RMED,RMIC,SP,DTS,DTC,NPHI,GR,RHOB,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,140.83572888,,,,,,31.574546814,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,140.98772888,,,,,,28.625185013,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,141.13972888,,,,,,28.401777267,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,141.29172888,,,,,,28.439329147,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,141.44372888,,,,,,28.648412704,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,141.59572888,,,,,,28.678949356,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,141.74772888,,,,,,30.087314606,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,141.89972888,,,,,,37.27325058,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,142.05172888,,,,,,57.045455933,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,142.20372888,,,,,,72.73638916,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,142.35572888,,,,,,72.73638916,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,142.50772888,,,,,,72.73638916,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,142.65972888,,,,,,72.73638916,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,142.81172888,,,,,,72.73638916,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,142.96372888,,,,,,72.254516602,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,143.11572888,,,,,,70.242599487,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,143.26772888,,,,,,70.236183167,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,143.41972888,,,,,,70.20098114,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,143.57172888,,,,,,70.145126343,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,143.72372888,,,,,,70.081100464,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,143.87572888,,,,,,70.025726318,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,144.02772888,,,,,,60.894737244,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,144.17972888,,,,,,13.606635094,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,144.33172888,,,,,,7.6199522018,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,144.48372888,,,,,,7.6199522018,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,144.63572888,,,,,,7.6344161034,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,144.78772888,,,,,,7.7345676422,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,144.93972888,,,,,,8.0453739166,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,145.09172888,,,,,,8.3747272491,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,145.24372888,,,,,,8.6745634079,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,145.39572888,,,,,,8.7283143997,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,145.54772888,,,,,,8.7283143997,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,145.69972888,,,,,,8.7283143997,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,145.85172888,,,,,,8.7283143997,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,146.00372888,,,,,,8.6425676346,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,146.15572888,,,,,,5.925283432,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,146.30772888,,,,,,5.4022750854,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,146.45972888,,,,,,5.3822212219,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,146.61172888,,,,,,5.3532972336,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,146.76372888,,,,,,5.3268766403,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,146.91572888,,,,,,5.2959389687,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,147.06772888,,,,,,5.2700920105,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,147.21972888,,,,,,5.2417039871,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,147.37172888,,,,,,5.2133517265,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,147.52372888,,,,,,5.184967041,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,147.67572888,,,,,,5.1563644409,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,147.82772888,,,,,,5.5819878578,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,147.97972888,,,,,,8.7325773239,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,148.13172888,,,,,,12.915568352,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,148.28372888,,,,,,13.715999603,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,148.43572888,,,,,,13.715999603,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,148.58772888,,,,,,13.715999603,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,148.73972888,,,,,,13.791152,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,148.89172888,,,,,,14.219792366,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,149.04372888,,,,,,14.716672897,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,149.19572888,,,,,,14.824362755,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,149.34772888,,,,,,14.824362755,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,149.49972888,,,,,,14.824362755,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,149.65172888,,,,,,14.862545967,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,149.80372888,,,,,,15.211749077,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,149.95572888,,,,,,19.639669418,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,150.10772888,,,,,,25.076688766,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,150.25972888,,,,,,25.053836823,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,150.41172888,,,,,,24.897979736,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,150.56372888,,,,,,24.683834076,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,150.71572888,,,,,,24.466913223,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,150.86772888,,,,,,22.961997986,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,151.01972888,,,,,,12.581900597,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,151.17172888,,,,,,10.145642281,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,151.32372888,,,,,,10.11384964,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,151.47572888,,,,,,10.129864693,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,151.62772888,,,,,,10.337534904,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,151.77972888,,,,,,10.838526726,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,151.93172888,,,,,,21.473936081,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,152.08372888,,,,,,31.567708969,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,152.23572888,,,,,,32.558162689,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,152.38772888,,,,,,32.558162689,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,152.53972888,,,,,,32.376548767,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,152.69172888,,,,,,32.152851105,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,152.84372888,,,,,,30.177053452,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,152.99572888,,,,,,16.402698517,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,153.14772888,,,,,,15.716852188,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,153.29972888,,,,,,15.655661583,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,153.45172888,,,,,,15.655661583,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,153.60372888,,,,,,15.657344818,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,153.75572888,,,,,,15.736457825,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,153.90772888,,,,,,15.893855095,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,154.05972888,,,,,,16.072160721,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,154.21172888,,,,,,16.252338409,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,154.36372888,,,,,,16.444610596,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,154.51572888,,,,,,16.486961365,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,154.66772888,,,,,,16.486961365,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,154.81972888,,,,,,16.454816818,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,154.97172888,,,,,,16.127681732,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,155.12372888,,,,,,15.650475502,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,155.27572888,,,,,,15.161990166,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,155.42772888,,,,,,14.887611389,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,155.57972888,,,,,,14.824362755,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,155.73172888,,,,,,14.850057602,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,155.88372888,,,,,,15.068546295,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,156.03572888,,,,,,15.56021595,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,156.18772888,,,,,,16.159832001,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,156.33972888,,,,,,16.209789276,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,156.49172888,,,,,,16.209789276,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,156.64372888,,,,,,16.209789276,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,156.79572888,,,,,,16.209789276,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,156.94772888,,,,,,16.386800766,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,157.09972888,,,,,,16.581377029,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,157.25172888,,,,,,16.726608276,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,157.40372888,,,,,,16.764022827,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,157.55572888,,,,,,16.748096466,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,157.70772888,,,,,,16.539707184,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,157.85972888,,,,,,16.259433746,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,158.01172888,,,,,,15.706629753,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,158.16372888,,,,,,15.20553875,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,158.31572888,,,,,,15.101427078,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,158.46772888,,,,,,15.100752831,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,158.61972888,,,,,,15.00099659,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,158.77172888,,,,,,14.885192871,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,158.92372888,,,,,,14.508397102,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,159.07572888,,,,,,10.916481018,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,159.22772888,,,,,,9.9163036346,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,159.37972888,,,,,,9.8367862701,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,159.53172888,,,,,,9.8367862701,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,159.68372888,,,,,,9.8367862701,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,159.83572888,,,,,,10.439147949,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,159.98772888,,,,,,14.605153084,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,160.13972888,,,,,,15.932725906,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,160.29172888,,,,,,15.932725906,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,160.44372888,,,,,,15.932725906,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,160.59572888,,,,,,15.932725906,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,160.74772888,,,,,,15.932725906,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,160.89972888,,,,,,15.936110497,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,161.05172888,,,,,,28.865081787,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,161.20372888,,,,,,33.943584442,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,161.35572888,,,,,,33.943584442,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,161.50772888,,,,,,33.943584442,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,161.65972888,,,,,,33.943584442,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,161.81172888,,,,,,33.550811768,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,161.96372888,,,,,,26.206014633,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,162.11572888,,,,,,23.67855072,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,162.26772888,,,,,,23.477430344,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,162.41972888,,,,,,23.414199829,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,162.57172888,,,,,,23.414199829,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,162.72372888,,,,,,24.132127762,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,162.87572888,,,,,,26.167467117,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,163.02772888,,,,,,27.245429993,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,163.17972888,,,,,,27.58496666,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,163.33172888,,,,,,27.63744545,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,163.48372888,,,,,,27.702749252,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,163.63572888,,,,,,27.76789093,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,163.78772888,,,,,,27.82985878,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,163.93972888,,,,,,20.294376373,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,164.09172888,,,,,,16.486961365,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,164.24372888,,,,,,16.444150925,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,164.39572888,,,,,,16.351747513,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,164.54772888,,,,,,16.244958878,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,164.69972888,,,,,,16.209789276,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,164.85172888,,,,,,16.200647354,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,165.00372888,,,,,,11.736689568,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,165.15572888,,,,,,9.5596132278,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,165.30772888,,,,,,9.5596132278,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,165.45972888,,,,,,9.5596132278,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,165.61172888,,,,,,9.5596132278,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,165.76372888,,,,,,9.5596132278,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,165.91572888,,,,,,10.265543938,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,166.06772888,,,,,,24.544006348,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,166.21972888,,,,,,29.510139465,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,166.37172888,,,,,,29.510139465,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,166.52372888,,,,,,29.510139465,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,166.67572888,,,,,,29.510139465,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,166.82772888,,,,,,28.873382568,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,166.97972888,,,,,,17.780366898,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,167.13172888,,,,,,11.499275208,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,167.28372888,,,,,,11.499275208,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,167.43572888,,,,,,11.496306419,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,167.58772888,,,,,,11.415198326,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,167.73972888,,,,,,11.532029152,,,,,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_6-3.las,25/6-3,167.89172888,,,,,,11.569768906,,,,,,,,,,,,,,
