source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,ROPA,RDEP,RSHA,RMED,RXO,SP,DTC,NPHI,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,262.31639258,,,,,2.6648693085,,0.6888008118,,,,,51.42301178,,,262.31640625,510280.3125,6721199.5,-240.3152008
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,262.46839258,,,,,2.7495372295,,0.6834939122,,,,,53.147026062,,,262.46838379,510280.3125,6721199.5,-240.4672089
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,262.62039258,,,,,2.8817191124,,0.6982086301,,,,,51.643547058,,,262.62039185,510280.3125,6721199.5,-240.6192017
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,262.77239258,,,,,2.9587342739,,0.7086895704,,,,,51.618865967,,,262.7723999,510280.3125,6721199.5,-240.7712097
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,262.92439258,,,,,3.0356483459,,0.7224564552,,,,,52.566802979,,,262.92437744,510280.3125,6721199.5,-240.9232025
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,263.07639258,,,,,3.1991722584,,0.7463682294,,,,,53.71824646,,,263.0763855,510280.3125,6721199.5,-241.0751953
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,263.22839258,,,,,3.2742464542,,0.7575324178,,,,,53.797050476,,,263.22839355,510280.3125,6721199.5,-241.2271881
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,263.38039258,,,,,3.369474411,,0.7677454948,,,,,53.460365295,,,263.38040161,510280.3125,6721199.5,-241.3791809
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,263.53239258,,,,,3.4040324688,,0.7640566826,,,,,53.869342804,,,263.53237915,510280.3125,6721199.5,-241.531189
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,263.68439258,,,,,3.4989857674,,0.769299984,,,,,53.912250519,,,263.68438721,510280.3125,6721199.5,-241.6831818
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,263.83639258,,,,,3.5127687454,,0.7732027173,,,,,57.807052612,,,263.83639526,510280.3125,6721199.5,-241.8351898
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,263.98839258,,,,,3.5152287483,,0.7853969932,,,,,58.245773315,,,263.98840332,510280.3125,6721199.5,-241.9871826
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,264.14039258,,,,,3.519215107,,0.7841579914,,,,,55.158626556,,,264.14038086,510280.3125,6721199.5,-242.1391907
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,264.29239258,,,,,3.5310761929,,0.7930597663,,,,,51.826511383,,,264.29238892,510280.3125,6721199.5,-242.2911835
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,264.44439258,,,,,3.5307536125,,0.7855956554,,,,,49.905216217,,,264.44439697,510280.3125,6721199.5,-242.4431915
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,264.59639258,,,,,3.5201563835,,0.7868543863,,,,,48.640598297,,,264.59640503,510280.3125,6721199.5,-242.5951843
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,264.74839258,,,,,3.4834811687,,0.7980365157,,,,,47.030742645,,,264.74838257,510280.3125,6721199.5,-242.7471924
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,264.90039258,,,,,3.4533076286,,0.8053503036,,,,,45.695713043,,,264.90039063,510280.3125,6721199.5,-242.8991852
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,265.05239258,,,,,3.5114445686,,0.7976877093,,,,,45.116317749,,,265.05239868,510280.3125,6721199.5,-243.0511932
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,265.20439258,,,,,3.5195872784,,0.7999510765,,,,,32.174770355,,,265.20440674,510280.3125,6721199.5,-243.203186
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,265.35639258,,,,,3.6162836552,,0.8262320161,,,,,30.499000549,,,265.35638428,510280.3125,6721199.5,-243.3551941
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,265.50839258,,,,,3.9025907516,,0.9181051254,,,,,30.976203918,,,265.50839233,510280.3125,6721199.5,-243.5071869
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,265.66039258,,,,,4.2141518593,,1.0166589022,,,,,31.56526947,,,265.66040039,510280.3125,6721199.5,-243.6591797
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,265.81239258,,,,,4.1408510208,,0.9375191331,,,,,32.293182373,,,265.81237793,510280.3125,6721199.5,-243.8111877
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,265.96439258,,,,,3.8603637218,,0.8627815843,,,,,33.135578156,,,265.96438599,510280.3125,6721199.5,-243.9631805
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,266.11639258,,,,,2.878893137,,0.6475291848,,,,,33.330387115,,,266.11639404,510280.3125,6721199.5,-244.1151886
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,266.26839258,,,,,3.2830622196,,0.727283895,,,,,33.793560028,,,266.2684021,510280.3125,6721199.5,-244.2671814
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,266.42039258,,,,,3.3407633305,,0.7510578632,,,,,33.751552582,,,266.42037964,510280.3125,6721199.5,-244.4191895
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,266.57239258,,,,,3.1764953136,,0.7334874868,,,,,33.456806183,,,266.5723877,510280.3125,6721199.5,-244.571167
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,266.72439258,,,,,3.0974907875,,0.7140568495,,,,,33.567844391,,,266.72439575,510280.3125,6721199.5,-244.723175
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,266.87639258,,,,,3.0489802361,,0.7151866555,,,,,33.298934937,,,266.87640381,510280.3125,6721199.5,-244.8751678
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,267.02839258,,,,,3.1062543392,,0.7172520161,,,,,33.829563141,,,267.02838135,510280.3125,6721199.5,-245.0271759
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,267.18039258,,,,,3.148720026,,0.7117590904,,,,,34.228172302,,,267.1803894,510280.3125,6721199.5,-245.1791687
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,267.33239258,,,,,3.1890356541,,0.7035503983,,,,,35.530471802,,,267.33239746,510280.3125,6721199.5,-245.3311768
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,267.48439258,,,,,3.1994068623,,0.7118551731,,,,,36.71484375,,,267.48440552,510280.3125,6721199.5,-245.4831696
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,267.63639258,,,,,3.1900465488,,0.7110982537,,,,,38.046588898,,,267.63638306,510280.3125,6721199.5,-245.6351776
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,267.78839258,,,,,3.2322642803,,0.7072137594,,,,,38.527320862,,,267.78839111,510280.3125,6721199.5,-245.7871704
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,267.94039258,,,,,3.3615469933,,0.7231245041,,,,,38.610992432,,,267.94039917,510280.3125,6721199.5,-245.9391785
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,268.09239258,,,,,3.4288141727,,0.7570841312,,,,,38.64995575,,,268.09240723,510280.3125,6721199.5,-246.0911713
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,268.24439258,,,,,3.3314962387,,0.7423388362,,,,,38.688919067,,,268.24438477,510280.3125,6721199.5,-246.2431793
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,268.39639258,,,,,3.420068264,,0.7283170819,,,,,38.894561768,,,268.39639282,510280.3125,6721199.5,-246.3951721
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,268.54839258,,,,,3.6849339008,,0.7276549339,,,,,39.036342621,,,268.54840088,510280.3125,6721199.5,-246.5471649
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,268.70039258,,,,,3.972287178,,0.7394426465,,,,,39.105091095,,,268.70037842,510280.3125,6721199.5,-246.699173
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,268.85239258,,,,,4.0940842628,,0.7444489598,,,,,39.15089798,,,268.85238647,510280.3125,6721199.5,-246.8511658
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,269.00439258,,,,,3.992379427,,0.7627721429,,,,,38.717979431,,,269.00439453,510280.3125,6721199.5,-247.0031738
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,269.15639258,,,,,3.883051157,,0.7581040263,,,,,38.345493317,,,269.15640259,510280.3125,6721199.5,-247.1551666
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,269.30839258,,,,,3.8834760189,,0.7572314143,,,,,40.035518646,,,269.30838013,510280.3125,6721199.5,-247.3071747
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,269.46039258,,,,,3.9010848999,,0.7617213726,,,,,40.730331421,,,269.46038818,510280.3125,6721199.5,-247.4591675
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,269.61239258,,,,,3.8869216442,,0.7721211314,,,,,40.285720825,,,269.61239624,510280.3125,6721199.5,-247.6111603
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,269.76439258,,,,,3.8635592461,,0.7841278911,,,,,39.366088867,,,269.7644043,510280.3125,6721199.5,-247.7631531
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,269.91639258,,,,,3.8287556171,,0.7888974547,,,,,38.559177399,,,269.91638184,510280.3125,6721199.5,-247.9151611
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,270.06839258,,,,,3.8809041977,,0.7851981521,,,,,38.383094788,,,270.06838989,510280.3125,6721199.5,-248.0671539
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,270.22039258,,,,,3.8827335835,,0.7778419256,,,,,37.157085419,,,270.22039795,510280.3125,6721199.5,-248.219162
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,270.37239258,,,,,3.750320673,,0.7635151148,,,,,36.352264404,,,270.37240601,510280.3125,6721199.5,-248.3711548
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,270.52439258,,,,,3.7018871307,,0.7533968091,,,,,35.767810822,,,270.52438354,510280.3125,6721199.5,-248.5231628
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,270.67639258,,,,,3.7082214355,,0.7408528328,,,,,35.405807495,,,270.6763916,510280.3125,6721199.5,-248.6751556
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,270.82839258,,,,,3.7021794319,,0.7341624498,,,,,35.216194153,,,270.82839966,510280.3125,6721199.5,-248.8271637
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,270.98039258,,,,,3.6890766621,,0.7287313938,,,,,35.224151611,,,270.98040771,510280.3125,6721199.5,-248.9791565
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,271.13239258,,,,,3.6486282349,,0.7157907486,,,,,35.5533638,,,271.13238525,510280.3125,6721199.5,-249.1311493
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,271.28439258,,,,,3.818472147,,0.7465260029,,,,,35.662261963,,,271.28439331,510280.3125,6721199.5,-249.2831573
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,271.43639258,,,,,3.9146120548,,0.7899134755,,,,,35.719497681,,,271.43640137,510280.3125,6721199.5,-249.4351501
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,271.58839258,,,,,3.9230186939,,0.795311749,,,,,34.949893951,,,271.58837891,510280.3125,6721199.5,-249.5871582
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,271.74039258,,,,,3.950545311,,0.7949050069,,,,,33.87651062,,,271.74038696,510280.3125,6721199.5,-249.739151
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,271.89239258,,,,,4.0096173286,,0.797326684,,,,,33.266609192,,,271.89239502,510280.3125,6721199.5,-249.8911438
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,272.04439258,,,,,4.2024850845,,0.7998700738,,,,,32.9037323,,,272.04440308,510280.3125,6721199.5,-250.0431366
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,272.19639258,,,,,4.3687119484,,0.8126495481,,,,,35.729484558,,,272.19638062,510280.3125,6721199.5,-250.1951447
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,272.34839258,,,,,4.3076066971,,0.8467314839,,,,,36.777347565,,,272.34838867,510280.3125,6721199.5,-250.3471375
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,272.50039258,,,,,4.075463295,,0.8691629767,,,,,36.81672287,,,272.50039673,510280.3125,6721199.5,-250.4991455
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,272.65239258,,,,,3.8735096455,,0.8747273088,,,,,37.643699646,,,272.65240479,510280.3125,6721199.5,-250.6511383
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,272.80439258,,,,,3.7984061241,,0.8661625981,,,,,38.320022583,,,272.80438232,510280.3125,6721199.5,-250.8031464
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,272.95639258,,,,,3.8362617493,,0.8334639668,,,,,38.760044098,,,272.95639038,510280.3125,6721199.5,-250.9551392
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,273.10839258,,,,,3.784630537,,0.7938793302,,,,,37.623908997,,,273.10839844,510280.3125,6721199.5,-251.1071472
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,273.26039258,,,,,3.5331268311,,0.7531756759,,,,,35.892791748,,,273.26040649,510280.3125,6721199.5,-251.25914
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,273.41239258,,,,,3.2966263294,,0.753996253,,,,,34.151065826,,,273.41238403,510280.3125,6721199.5,-251.4111481
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,273.56439258,,,,,3.114051342,,0.7889100909,,,,,32.409927368,,,273.56439209,510280.3125,6721199.5,-251.5631409
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,273.71639258,,,,,2.9698398113,,0.822673738,,,,,30.668344498,,,273.71640015,510280.3125,6721199.5,-251.7151489
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,273.86839258,,,,,3.261961937,,0.9191429615,,,,,28.926303864,,,273.86837769,510280.3125,6721199.5,-251.8671417
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,274.02039258,,,,,3.1111943722,,1.0207926035,,,,,27.309732437,,,274.02038574,510280.3125,6721199.5,-252.0191345
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,274.17239258,,,,,2.9182004929,,1.0871452093,,,,,26.799842834,,,274.1723938,510280.3125,6721199.5,-252.1711273
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,274.32439258,,,,,2.8508081436,,1.115883708,,,,,26.988018036,,,274.32440186,510280.3125,6721199.5,-252.3231201
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,274.47639258,,,,,2.809956789,,1.1070518494,,,,,27.287490845,,,274.47637939,510280.3125,6721199.5,-252.4751282
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,274.62839258,,,,,2.7726676464,,1.0872751474,,,,,27.586923599,,,274.62838745,510280.3125,6721199.5,-252.627121
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,274.78039258,,,,,2.7356069088,,1.0675276518,,,,,27.870141983,,,274.78039551,510280.3125,6721199.5,-252.779129
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,274.93239258,,,,,2.6979022026,,1.0477775335,,,,,28.087135315,,,274.93240356,510280.3125,6721199.5,-252.9311218
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,275.08439258,,,,,2.6605966091,,1.0280288458,,,,,28.295955658,,,275.0843811,510280.3125,6721199.5,-253.0831299
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,275.23639258,,,,,2.6234564781,,1.0082814693,,,,,28.51304245,,,275.23638916,510280.3125,6721199.5,-253.2351227
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,275.38839258,,,,,2.5917081833,,0.9914329052,,,,,28.729703903,,,275.38839722,510280.3125,6721199.5,-253.3871307
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,275.54039258,,,,,2.5743496418,,0.9788994789,,,,,28.93103981,,,275.54040527,510280.3125,6721199.5,-253.5391235
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,275.69239258,,,,,2.5579981804,,0.9629350901,,,,,29.001588821,,,275.69238281,510280.3125,6721199.5,-253.6911316
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,275.84439258,,,,,2.5390303135,,0.9447126985,,,,,28.950792313,,,275.84439087,510280.3125,6721199.5,-253.8431244
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,275.99639258,,,,,2.5204601288,,0.9257803559,,,,,28.870084763,,,275.99639893,510280.3125,6721199.5,-253.9951324
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,276.14839258,,,,,2.5028858185,,0.9084952474,,,,,28.78937912,,,276.14840698,510280.3125,6721199.5,-254.14711
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,276.30039258,,,,,2.5109241009,,0.9074491262,,,,,28.70867157,,,276.30038452,510280.3125,6721199.5,-254.299118
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,276.45239258,,,,,2.5314762592,,0.9139348269,,,,,28.62796402,,,276.45239258,510280.3125,6721199.5,-254.4511108
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,276.60439258,,,,,2.5519547462,,0.9205177426,,,,,28.54725647,,,276.60440063,510280.34375,6721199.5,-254.6031036
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,276.75639258,,,,,2.5722339153,,0.9271001816,,,,,27.620262146,,,276.75637817,510280.34375,6721199.5,-254.7551117
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,276.90839258,,,,,2.5880310535,,0.9321553707,,,,,26.273550034,,,276.90838623,510280.34375,6721199.5,-254.9071045
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,277.06039258,,,,,2.5601923466,,0.9419995546,,,,,24.926900864,,,277.06039429,510280.34375,6721199.5,-255.0591125
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,277.21239258,,,,,2.4988725185,,0.9577618241,,,,,23.736339569,,,277.21240234,510280.34375,6721199.5,-255.2111053
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,277.36439258,,,,,2.4310126305,,0.9749210477,,,,,24.259990692,,,277.36437988,510280.34375,6721199.5,-255.3631134
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,277.51639258,,,,,2.363350153,,0.9917807579,,,,,26.064683914,,,277.51638794,510280.34375,6721199.5,-255.5151062
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,277.66839258,,,,,2.2958950996,,1.0091871023,,,,,28.095813751,,,277.668396,510280.34375,6721199.5,-255.6671143
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,277.82039258,,,,,2.2383937836,,1.0238279104,,,,,30.127061844,,,277.82040405,510280.34375,6721199.5,-255.8191071
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,277.97239258,,,,,2.2203872204,,1.0130981207,,,,,32.080718994,,,277.97238159,510280.34375,6721199.5,-255.9711151
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,278.12439258,,,,,2.2259366512,,0.9850887656,,,,,33.11190033,,,278.12438965,510280.34375,6721199.5,-256.1231079
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,278.27639258,,,,,2.233830452,,0.954733789,,,,,33.18170166,,,278.27639771,510280.34375,6721199.5,-256.275116
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,278.42839258,,,,,2.2414472103,,0.9243468642,,,,,32.986152649,,,278.42840576,510280.34375,6721199.5,-256.427124
Force_2020_all_wells_train_test_blind_hidden_final/31_4-10.las,31/4-10,278.58039258,,,,,2.2454068661,,0.8999603391,,,,,32.790317535,,,278.5803833,510280.34375,6721199.5,-256.5791016
