source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,DCAL,MUDWEIGHT,ROP,RDEP,RSHA,RMED,RXO,SP,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,28.192,,,,,,,,,,,-999.9000244,279.92004395,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,28.344,,,,,,,,,,,-999.9000244,279.14117432,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,28.496,,,,,,,,,,,-999.9000244,278.36224365,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,28.648,,,,,,,,,,,-999.9000244,277.58328247,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,28.8,,,,,,,,,,,-999.9000244,276.80435181,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,28.952,,,,,,,,,,,-999.9000244,276.02539063,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,29.104,,,,,,,,,,,-999.9000244,275.24642944,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,29.256,,,,,,,,,,,-999.9000244,274.46749878,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,29.408,,,,,,,,,,,-999.9000244,273.6885376,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,29.56,,,,,,,,,,,-999.9000244,272.90957642,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,29.712,,,,,,,,,,,-999.9000244,272.13064575,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,29.864,,,,,,,,,,,-999.9000244,271.35168457,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,30.016,,,,,,,,,,,-999.9000244,270.57272339,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,30.168,,,,,,,,,,,-999.9000244,269.79376221,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,30.32,,,,,,,,,,,-999.9000244,269.01483154,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,30.472,,,,,,,,,,,-999.9000244,268.23587036,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,30.624,,,,,,,,,,,-999.9000244,267.4569397,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,30.776,,,,,,,,,,,-999.9000244,266.67797852,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,30.928,,,,,,,,,,,-999.9000244,265.8991394,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,31.08,,,,,,,,,,,-999.9000244,265.12008667,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,31.232,,,,,,,,,,,-999.9000244,264.34115601,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,31.384,,,,,,,,,,,-999.9000244,263.56216431,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,31.536,,,,,,,,,,,-999.9000244,262.78329468,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,31.688,,,,,,,,,,,-999.9000244,262.00439453,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,31.84,,,,,,,,,,,-999.9000244,261.22531128,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,31.992,,,,,,,,,,,-999.9000244,260.44638062,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,32.144,,,,,,,,,,,-999.9000244,259.66751099,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,32.296,,,,,,,,,,,-999.9000244,258.8885498,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,32.448,,,,,,,,,,,-999.9000244,258.10958862,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,32.6,,,,,,,,,,,-999.9000244,257.33068848,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,32.752,,,,,,,,,,,-999.9000244,256.55172729,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,32.904,,,,,,,,,,,-999.9000244,255.77278137,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,33.056,,,,,,,,,,,-999.9000244,254.99380493,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,33.208,,,,,,,,,,,-999.9000244,254.21487427,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,33.36,,,,,,,,,,,-999.9000244,253.43591309,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,33.512,,,,,,,,,,,-999.9000244,252.6569519,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,33.664,,,,,,,,,,,-999.9000244,251.87800598,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,33.816,,,,,,,,,,,-999.9000244,251.09906006,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,33.968,,,,,,,,,,,-999.9000244,250.32011414,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,34.12,,,,,,,,,,,-999.9000244,249.54115295,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,34.272,,,,,,,,,,,-999.9000244,248.76222229,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,34.424,,,,,,,,,,,-999.9000244,247.98327637,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,34.576,,,,,,,,,,,-999.9000244,247.20431519,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,34.728,,,,,,,,,,,-999.9000244,246.42536926,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,34.88,,,,,,,,,,,-999.9000244,245.64640808,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,35.032,,,,,,,,,,,-999.9000244,244.8674469,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,35.184,,,,,,,,,,,-999.9000244,244.08850098,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,35.336,,,,,,,,,,,-999.9000244,243.30955505,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,35.488,,,,,,,,,,,-999.9000244,242.53060913,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,35.64,,,,,,,,,,,-999.9000244,241.75164795,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,35.792,,,,,,,,,,,-999.9000244,240.97270203,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,35.944,,,,,,,,,,,-999.9000244,240.1938324,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,36.096,,,,,,,,,,,-999.9000244,239.41491699,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,36.248,,,,,,,,,,,-999.9000244,238.63595581,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,36.4,,,,,,,,,,,-999.9000244,237.85699463,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,36.552,,,,,,,,,,,-999.9000244,237.07804871,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,36.704,,,,,,,,,,,-999.9000244,236.29908752,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,36.856,,,,,,,,,,,-999.9000244,235.52015686,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,37.008,,,,,,,,,,,-999.9000244,234.74119568,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,37.16,,,,,,,,,,,-999.9000244,233.96224976,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,37.312,,,,,,,,,,,-999.9000244,233.18331909,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,37.464,,,,,,,,,,,-999.9000244,232.40434265,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,37.616,,,,,,,,,,,-999.9000244,231.62541199,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,37.768,,,,,,,,,,,-999.9000244,230.84645081,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,37.92,,,,,,,,,,,-999.9000244,230.06748962,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,38.072,,,,,,,,,,,-999.9000244,229.2885437,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,38.224,,,,,,,,,,,-999.9000244,228.50959778,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,38.376,,,,,,,,,,,-999.9000244,227.7306366,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,38.528,,,,,,,,,,,-999.9000244,226.95169067,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,38.68,,,,,,,,,,,-999.9000244,226.17274475,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,38.832,,,,,,,,,,,-999.9000244,225.39379883,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,38.984,,,,,,,,,,,-999.9000244,224.61483765,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,39.136,,,,,,,,,,,-999.9000244,223.83589172,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,39.288,,,,,,,,,,,-999.9000244,223.05693054,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,39.44,,,,,,,,,,,-999.9000244,222.27798462,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,39.592,,,,,,,,,,,-999.9000244,221.4990387,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,39.744,,,,,,,,,,,-999.9000244,220.72009277,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,39.896,,,,,,,,,,,-999.9000244,219.94114685,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,40.048,,,,,,,,,,,-999.9000244,219.16220093,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,40.2,,,,,,,,,,,-999.9000244,218.38331604,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,40.352,,,,,,,,,,,-999.9000244,217.60438538,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,40.504,,,,,,,,,,,-999.9000244,216.82542419,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,40.656,,,,,,,,,,,-999.9000244,216.04647827,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,40.808,,,,,,,,,,,-999.9000244,215.26751709,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,40.96,,,,,,,,,,,-999.9000244,214.48857117,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,41.112,,,,,,,,,,,-999.9000244,213.70962524,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,41.264,,,,,,,,,,,-999.9000244,212.93067932,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,41.416,,,,,,,,,,,-999.9000244,212.1517334,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,41.568,,,,,,,,,,,-999.9000244,211.37278748,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,41.72,,,,,,,,,,,-999.9000244,210.59382629,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,41.872,,,,,,,,,,,-999.9000244,209.81488037,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,42.024,,,,,,,,,,,-999.9000244,209.03593445,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,42.176,,,,,,,,,,,-999.9000244,208.25697327,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,42.328,,,,,,,,,,,-999.9000244,207.47802734,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,42.48,,,,,,,,,,,-999.9000244,206.69906616,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,42.632,,,,,,,,,,,-999.9000244,205.92012024,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,42.784,,,,,,,,,,,-999.9000244,205.14117432,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,42.936,,,,,,,,,,,-999.9000244,204.36222839,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,43.088,,,,,,,,,,,-999.9000244,203.58328247,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,43.24,,,,,,,,,,,-999.9000244,202.80432129,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,43.392,,,,,,,,,,,-999.9000244,202.02537537,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,43.544,,,,,,,,,,,-999.9000244,201.24642944,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,43.696,,,,,,,,,,,-999.9000244,200.46746826,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,43.848,,,,,,,,,,,-999.9000244,199.68859863,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,44.0,,,,,,,,,,,-999.9000244,198.90966797,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,44.152,,,,,,,,,,,-999.9000244,198.13070679,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,44.304,,,,,,,,,,,-999.9000244,197.35176086,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,44.456,,,,,,,,,,,-999.9000244,196.57281494,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,44.608,,,,,,,,,,,-999.9000244,195.79386902,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,44.76,,,,,,,,,,,-999.9000244,195.01490784,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,44.912,,,,,,,,,,,-999.9000244,194.23596191,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,45.064,,,,,,,,,,,-999.9000244,193.45701599,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,45.216,,,,,,,,,,,-999.9000244,192.67807007,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,45.368,,,,,,,,,,,-999.9000244,191.89912415,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,45.52,,,,,,,,,,,-999.9000244,191.12017822,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,45.672,,,,,,,,,,,-999.9000244,190.34121704,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,45.824,,,,,,,,,,,-999.9000244,189.5622406,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,45.976,,,,,,,,,,,-999.9000244,188.78330994,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,46.128,,,,,,,,,,,-999.9000244,188.00436401,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,46.28,,,,,,,,,,,-999.9000244,187.22541809,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,46.432,,,,,,,,,,,-999.9000244,186.44645691,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,46.584,,,,,,,,,,,-999.9000244,185.66749573,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,46.736,,,,,,,,,,,-999.9000244,184.88856506,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,46.888,,,,,,,,,,,-999.9000244,184.10961914,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,47.04,,,,,,,,,,,-999.9000244,183.33065796,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,47.192,,,,,,,,,,,-999.9000244,182.55171204,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,47.344,,,,,,,,,,,-999.9000244,181.77275085,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,47.496,,,,,,,,,,,-999.9000244,180.99380493,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,47.648,,,,,,,,,,,-999.9000244,180.21484375,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,47.8,,,,,,,,,,,-999.9000244,179.43595886,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,47.952,,,,,,,,,,,-999.9000244,178.65698242,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,48.104,,,,,,,,,,,-999.9000244,177.87805176,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,48.256,,,,,,,,,,,-999.9000244,177.09915161,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,48.408,,,,,,,,,,,-999.9000244,176.32020569,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,48.56,,,,,,,,,,,-999.9000244,175.54125977,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,48.712,,,,,,,,,,,-999.9000244,174.76231384,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,48.864,,,,,,,,,,,-999.9000244,173.98335266,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,49.016,,,,,,,,,,,-999.9000244,173.20440674,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,49.168,,,,,,,,,,,-999.9000244,172.42544556,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,49.32,,,,,,,,,,,-999.9000244,171.64649963,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,49.472,,,,,,,,,,,-999.9000244,170.86753845,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,49.624,,,,,,,,,,,-999.9000244,170.08859253,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,49.776,,,,,,,,,,,-999.9000244,169.30964661,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,49.928,,,,,,,,,,,-999.9000244,168.53068542,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,50.08,,,,,,,,,,,-999.9000244,167.75175476,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,50.232,,,,,,,,,,,-999.9000244,166.97280884,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,50.384,,,,,,,,,,,-999.9000244,166.19384766,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,50.536,,,,,,,,,,,-999.9000244,165.41488647,,,,,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/15_9-15.las,15/9-15 Gungne,50.688,,,,,,,,,,,-999.9000244,164.63594055,,,,,,,,,,
