source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,DCAL,MUDWEIGHT,ROP,RDEP,RMED,SP,DTC,NPHI,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,150.10471887,,,,36.0,,,,,,,,,8.706703186,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,150.25671887,,,,36.0,,,,,,,,,9.1223096848,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,150.40871887,,,,36.0,,,,,,,,,9.9310941696,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,150.56071887,,,,36.0,,,,,,,,,10.724874496,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,150.71271887,,,,36.0,,,,,,,,,11.020563126,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,150.86471887,,,,36.0,,,,,,,,,11.279896736,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,151.01671887,,,,36.0,,,,,,,,,12.250689507,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,151.16871887,,,,36.0,,,,,,,,,13.613322258,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,151.32071887,,,,36.0,,,,,,,,,14.797838211,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,151.47271887,,,,36.0,,,,,,,,,14.361714363,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,151.62471887,,,,36.0,,,,,,,,,13.782288551,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,151.77671887,,,,36.0,,,,,,,,,13.203737259,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,151.92871887,,,,36.0,,,,,,,,,12.625277519,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,152.08071887,,,,36.0,,,,,,,,,12.563849449,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,152.23271887,,,,36.0,,,,,,,,,12.756227493,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,152.38471887,,,,36.0,,,,,,,,,12.602347374,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,152.53671887,,,,36.0,,,,,,,,,12.408844948,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,152.68871887,,,,36.0,,,,,,,,,12.21535778,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,152.84071887,,,,36.0,,,,,,,,,12.021873474,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,152.99271887,,,,36.0,,,,,,,,,11.828388214,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,153.14471887,,,,36.0,,,,,,,,,11.664163589,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,153.29671887,,,,36.0,,,,,,,,,11.553123474,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,153.44871887,,,,36.0,,,,,,,,,11.448402405,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,153.60071887,,,,36.0,,,,,,,,,11.572293282,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,153.75271887,,,,36.0,,,,,,,,,11.910107613,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,153.90471887,,,,36.0,,,,,,,,,12.175251007,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,154.05671887,,,,36.0,,,,,,,,,11.223236084,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,154.20871887,,,,36.0,,,,,,,,,10.72700882,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,154.36071887,,,,36.0,,,,,,,,,10.532817841,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,154.51271887,,,,36.0,,,,,,,,,10.584403992,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,154.66471887,,,,36.0,,,,,,,,,11.160773277,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,154.81671887,,,,36.0,,,,,,,,,11.241699219,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,154.96871887,,,,36.0,,,,,,,,,12.104280472,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,155.12071887,,,,36.0,,,,,,,,,12.412082672,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,155.27271887,,,,36.0,,,,,,,,,12.453606606,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,155.42471887,,,,36.0,,,,,,,,,12.457695961,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,155.57671887,,,,36.0,,,,,,,,,11.084551811,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,155.72871887,,,,36.0,,,,,,,,,9.934006691,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,155.88071887,,,,36.0,,,,,,,,,10.023031235,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,156.03271887,,,,36.0,,,,,,,,,10.42619133,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,156.18471887,,,,36.0,,,,,,,,,10.656107903,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,156.33671887,,,,36.0,,,,,,,,,10.922657967,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,156.48871887,,,,36.0,,,,,,,,,10.971658707,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,156.64071887,,,,36.0,,,,,,,,,10.972826958,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,156.79271887,,,,36.0,,,,,,,,,11.011739731,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,156.94471887,,,,36.0,,,,,,,,,11.23032856,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,157.09671887,,,,36.0,,,,,,,,,11.276819229,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,157.24871887,,,,36.0,,,,,,,,,11.278633118,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,157.40071887,,,,36.0,,,,,,,,,11.523932457,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,157.55271887,,,,36.0,,,,,,,,,11.581622124,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,157.70471887,,,,36.0,,,,,,,,,11.582808495,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,157.85671887,,,,36.0,,,,,,,,,11.659557343,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,158.00871887,,,,36.0,,,,,,,,,12.526986122,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,158.16071887,,,,36.0,,,,,,,,,13.016020775,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,158.31271887,,,,36.0,,,,,,,,,13.326195717,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,158.46471887,,,,36.0,,,,,,,,,13.388590813,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,158.61671887,,,,36.0,,,,,,,,,13.389793396,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,158.76871887,,,,36.0,,,,,,,,,12.918308258,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,158.92071887,,,,36.0,,,,,,,,,12.448088646,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,159.07271887,,,,36.0,,,,,,,,,11.915505409,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,159.22471887,,,,36.0,,,,,,,,,11.642464638,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,159.37671887,,,,36.0,,,,,,,,,11.600779533,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,159.52871887,,,,36.0,,,,,,,,,11.369470596,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,159.68071887,,,,36.0,,,,,,,,,11.018807411,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,159.83271887,,,,36.0,,,,,,,,,11.79956913,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,159.98471887,,,,36.0,,,,,,,,,12.027313232,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,160.13671887,,,,36.0,,,,,,,,,11.786007881,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,160.28871887,,,,36.0,,,,,,,,,11.589730263,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,160.44071887,,,,36.0,,,,,,,,,10.904733658,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,160.59271887,,,,36.0,,,,,,,,,10.225628853,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,160.74471887,,,,36.0,,,,,,,,,10.500368118,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,160.89671887,,,,36.0,,,,,,,,,11.209032059,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,161.04871887,,,,36.0,,,,,,,,,11.113742828,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,161.20071887,,,,36.0,,,,,,,,,11.468817711,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,161.35271887,,,,36.0,,,,,,,,,11.621490479,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,161.50471887,,,,36.0,,,,,,,,,11.84558773,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,161.65671887,,,,36.0,,,,,,,,,12.561018944,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,161.80871887,,,,36.0,,,,,,,,,13.366950035,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,161.96071887,,,,36.0,,,,,,,,,13.125680923,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,162.11271887,,,,36.0,,,,,,,,,13.084095955,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,162.26471887,,,,36.0,,,,,,,,,13.558529854,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,162.41671887,,,,36.0,,,,,,,,,14.053912163,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,162.56871887,,,,36.0,,,,,,,,,13.637405396,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,162.72071887,,,,36.0,,,,,,,,,12.996495247,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,162.87271887,,,,36.0,,,,,,,,,11.712105751,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,163.02471887,,,,36.0,,,,,,,,,9.4729614258,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,163.17671887,,,,36.0,,,,,,,,,8.5814819336,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,163.32871887,,,,36.0,,,,,,,,,9.3893470764,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,163.48071887,,,,36.0,,,,,,,,,11.558375359,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,163.63271887,,,,36.0,,,,,,,,,12.050909996,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,163.78471887,,,,36.0,,,,,,,,,11.084153175,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,163.93671887,,,,36.0,,,,,,,,,10.744130135,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,164.08871887,,,,36.0,,,,,,,,,10.752603531,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,164.24071887,,,,36.0,,,,,,,,,10.80626297,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,164.39271887,,,,36.0,,,,,,,,,10.985937119,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,164.54471887,,,,36.0,,,,,,,,,11.056381226,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,164.69671887,,,,36.0,,,,,,,,,11.057687759,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,164.84871887,,,,36.0,,,,,,,,,11.611604691,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,165.00071887,,,,36.0,,,,,,,,,12.366294861,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,165.15271887,,,,36.0,,,,,,,,,12.369882584,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,165.30471887,,,,36.0,,,,,,,,,11.689693451,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,165.45671887,,,,36.0,,,,,,,,,11.167374611,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,165.60871887,,,,36.0,,,,,,,,,11.409212112,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,165.76071887,,,,36.0,,,,,,,,,11.737957954,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,165.91271887,,,,36.0,,,,,,,,,12.468458176,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,166.06471887,,,,36.0,,,,,,,,,13.646760941,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,166.21671887,,,,36.0,,,,,,,,,13.874586105,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,166.36871887,,,,36.0,,,,,,,,,13.574649811,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,166.52071887,,,,36.0,,,,,,,,,13.474312782,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,166.67271887,,,,36.0,,,,,,,,,13.476307869,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,166.82471887,,,,36.0,,,,,,,,,13.601996422,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,166.97671887,,,,36.0,,,,,,,,,13.740972519,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,167.12871887,,,,36.0,,,,,,,,,13.252425194,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,167.28071887,,,,36.0,,,,,,,,,12.04466629,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,167.43271887,,,,36.0,,,,,,,,,12.103122711,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,167.58471887,,,,36.0,,,,,,,,,13.951633453,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,167.73671887,,,,36.0,,,,,,,,,14.633244514,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,167.88871887,,,,36.0,,,,,,,,,13.153191566,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,168.04071887,,,,36.0,,,,,,,,,11.861441612,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,168.19271887,,,,36.0,,,,,,,,,11.618679047,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,168.34471887,,,,36.0,,,,,,,,,11.865020752,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,168.49671887,,,,36.0,,,,,,,,,11.810612679,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,168.64871887,,,,36.0,,,,,,,,,11.513392448,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,168.80071887,,,,36.0,,,,,,,,,11.585666656,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,168.95271887,,,,36.0,,,,,,,,,12.061556816,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,169.10471887,,,,36.0,,,,,,,,,13.2072649,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,169.25671887,,,,36.0,,,,,,,,,13.798916817,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,169.40871887,,,,36.0,,,,,,,,,13.256449699,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,169.56071887,,,,36.0,,,,,,,,,12.445167542,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,169.71271887,,,,36.0,,,,,,,,,11.794359207,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,169.86471887,,,,36.0,,,,,,,,,11.472431183,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,170.01671887,,,,36.0,,,,,,,,,11.413596153,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,170.16871887,,,,36.0,,,,,,,,,12.440457344,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,170.32071887,,,,36.0,,,,,,,,,13.465948105,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,170.47271887,,,,36.0,,,,,,,,,14.075980186,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,170.62471887,,,,36.0,,,,,,,,,14.673101425,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,170.77671887,,,,36.0,,,,,,,,,15.145863533,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,170.92871887,,,,36.0,,,,,,,,,15.018452644,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,171.08071887,,,,36.0,,,,,,,,,14.167381287,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,171.23271887,,,,36.0,,,,,,,,,13.492998123,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,171.38471887,,,,36.0,,,,,,,,,13.617444992,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,171.53671887,,,,36.0,,,,,,,,,14.255433083,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,171.68871887,,,,36.0,,,,,,,,,14.919240952,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,171.84071887,,,,36.0,,,,,,,,,14.887763023,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,171.99271887,,,,36.0,,,,,,,,,15.039414406,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,172.14471887,,,,36.0,,,,,,,,,14.952184677,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,172.29671887,,,,36.0,,,,,,,,,13.956875801,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,172.44871887,,,,36.0,,,,,,,,,12.992527008,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,172.60071887,,,,36.0,,,,,,,,,13.268465996,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,172.75271887,,,,36.0,,,,,,,,,13.76584053,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,172.90471887,,,,36.0,,,,,,,,,13.721491814,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_11-5.las,25/11-5 Balder Appr,173.05671887,,,,36.0,,,,,,,,,13.580371857,,,,,,
