source_file,well_name,DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,RDEP,RSHA,RMED,RXO,SP,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,169.3231897,,,,,,,,,,,,,23.84122467,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,169.4751897,,,,,,,,,,,,,24.394632339,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,169.6271897,,,,,,,,,,,,,24.399677277,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,169.7791897,,,,,,,,,,,,,23.416753769,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,169.9311897,,,,,,,,,,,,,21.906503677,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,170.0831897,,,,,,,,,,,,,20.453863144,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,170.2351897,,,,,,,,,,,,,19.345661163,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,170.3871897,,,,,,,,,,,,,18.425743103,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,170.5391897,,,,,,,,,,,,,17.889949799,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,170.6911897,,,,,,,,,,,,,17.696849823,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,170.8431897,,,,,,,,,,,,,17.704017639,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,170.9951897,,,,,,,,,,,,,17.958496094,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,171.1471897,,,,,,,,,,,,,18.061468124,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,171.2991897,,,,,,,,,,,,,18.2709198,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,171.4511897,,,,,,,,,,,,,18.56826973,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,171.6031897,,,,,,,,,,,,,18.797180176,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,171.7551897,,,,,,,,,,,,,18.585430145,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,171.9071897,,,,,,,,,,,,,18.456920624,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,172.0591897,,,,,,,,,,,,,18.455854416,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,172.2111897,,,,,,,,,,,,,18.244066238,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,172.3631897,,,,,,,,,,,,,17.409261703,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,172.5151897,,,,,,,,,,,,,16.915262222,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,172.6671897,,,,,,,,,,,,,17.711929321,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,172.8191897,,,,,,,,,,,,,19.027536392,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,172.9711897,,,,,,,,,,,,,19.592803955,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,173.1231897,,,,,,,,,,,,,19.652706146,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,173.2751897,,,,,,,,,,,,,20.105875015,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,173.4271897,,,,,,,,,,,,,20.658872604,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,173.5791897,,,,,,,,,,,,,20.531377792,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,173.7311897,,,,,,,,,,,,,19.876312256,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,173.8831897,,,,,,,,,,,,,19.504236221,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,174.0351897,,,,,,,,,,,,,19.447486877,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,174.1871897,,,,,,,,,,,,,18.743618011,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,174.3391897,,,,,,,,,,,,,17.616046906,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,174.4911897,,,,,,,,,,,,,17.098127365,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,174.6431897,,,,,,,,,,,,,17.196214676,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,174.7951897,,,,,,,,,,,,,17.951314926,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,174.9471897,,,,,,,,,,,,,18.403974533,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,175.0991897,,,,,,,,,,,,,17.943681717,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,175.2511897,,,,,,,,,,,,,17.525119781,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,175.4031897,,,,,,,,,,,,,17.457294464,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,175.5551897,,,,,,,,,,,,,17.588827133,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,175.7071897,,,,,,,,,,,,,17.919696808,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,175.8591897,,,,,,,,,,,,,18.668739319,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,176.0111897,,,,,,,,,,,,,19.197225571,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,176.1631897,,,,,,,,,,,,,19.300189972,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,176.3151897,,,,,,,,,,,,,19.308008194,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,176.4671897,,,,,,,,,,,,,19.315847397,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,176.6191897,,,,,,,,,,,,,18.657049179,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,176.7711897,,,,,,,,,,,,,17.926586151,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,176.9231897,,,,,,,,,,,,,17.855888367,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,177.0751897,,,,,,,,,,,,,18.517904282,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,177.2271897,,,,,,,,,,,,,19.378723145,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,177.3791897,,,,,,,,,,,,,19.856710434,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,177.5311897,,,,,,,,,,,,,19.737970352,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,177.6831897,,,,,,,,,,,,,19.578624725,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,177.8351897,,,,,,,,,,,,,19.470867157,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,177.9871897,,,,,,,,,,,,,19.900598526,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,178.1391897,,,,,,,,,,,,,20.007534027,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,178.2911897,,,,,,,,,,,,,18.941480637,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,178.4431897,,,,,,,,,,,,,17.38593483,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,178.5951897,,,,,,,,,,,,,16.431272507,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,178.7471897,,,,,,,,,,,,,16.4798069,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,178.8991897,,,,,,,,,,,,,17.581035614,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,179.0511897,,,,,,,,,,,,,18.970848083,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,179.2031897,,,,,,,,,,,,,19.59337616,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,179.3551897,,,,,,,,,,,,,19.554180145,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,179.5071897,,,,,,,,,,,,,18.826511383,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,179.6591897,,,,,,,,,,,,,17.963420868,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,179.8111897,,,,,,,,,,,,,17.805683136,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,179.9631897,,,,,,,,,,,,,18.777175903,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,180.1151897,,,,,,,,,,,,,19.726430893,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,180.2671897,,,,,,,,,,,,,19.804105759,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,180.4191897,,,,,,,,,,,,,18.817344666,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,180.5711897,,,,,,,,,,,,,17.629455566,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,180.7231897,,,,,,,,,,,,,17.30837822,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,180.8751897,,,,,,,,,,,,,17.749780655,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,181.0271897,,,,,,,,,,,,,18.034490585,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,181.1791897,,,,,,,,,,,,,17.597761154,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,181.3311897,,,,,,,,,,,,,17.114370346,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,181.4831897,,,,,,,,,,,,,17.078033447,,,,,,
Force_2020_all_wells_train_test_blind_hidden_final/25_5-3.las,25/5-3  Skirne,181.6351897,,,,,,,,,,,,,17.666797638,,,,,,
